id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2503622193,1,34,16,0,0,6bl19flj1eggw2gw7sya19bof,1,0,0,2023-02-04T12:31:11.931Z,2023-02-04T12:45:50Z,4010707333,59,"1, 4, 13, 5, 31, 6, 23, 8, 9, 11, 10, 2, 7, 12, 14, 20, 21, 24, 28, 29",4010707341,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010707337,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010707331,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4010707329,30,"3loe8qn8nalk7liisl2hx891x, eyx4psuhprqtodl08iimdwb11, cbofbntctfuhr1vqpn7eywt05, 9lt9pjnkuty7j6uwd5cvctwbt, 8g7i716knbylzqefolzb7l2vp, dqpv2janh4g4qkiqx7h7vs8gl, 9vgflgmrmvq8i95t3n70sur55, 6l7cq8gkjb8r4i50vsd4xoo2x, 9hmgd3x5tekj4fnf0zju3i1ud, f4g9co8i52ygweie4jjnvja39, 6c9ed4z6hw7s5v8c9631algid, 49bajqj50h6lrbk4gt30eeodl, 52w10pe7mkfv4twb2p2c5ugnp, awhaid2wz82oubph46s75j8fe, 23kah59nbx1m7ro3imaaevoph, 9e0vedknf3fgtc6ro1y8twixh, ch8ce5l6elqfogji42wyyedat, b8jaoqvq01ot0l9yp0b0btwid, 8ex4lsveeyet8r5aja1gjh1hx, elrnwzbk985f5j49tn9gg9rai",4010760963,197,8253,4010707339,194,6c9ed4z6hw7s5v8c9631algid,4010707335,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503622247,1,34,16,0,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2023-02-04T12:31:16.227Z,2023-02-15T12:32:45Z,4010707553,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010707547,130,4,4010707539,30,"ango7gke2apqzfzsugq6983it, 32ofctw7kn3l8eucrhku63dg5, e6a4lxx6og97jg9qv4lplfo4p, 2ij21gq2d0xqcyho9t49glkvd, 5sycg0t0w11j4vm43arm93v1l, 6q0njimucm06r3x7enupxpl, c2w5fyxoq2xw8xm6asrn17x7t, 3tp6h18c5n2l2gy21hgervfca, 8os606vx3apb3abv88vtbkb85, 553b1ywtlhutb6uwv04dhhqdx, b4g5db74cenrnd0tr3ptxo89h, 9477gkbyjyubkseqz2fq49y3t, 9ipu1pbzzf14ec8ebrqnq1k6i, dqaq4g6ls8bl56rpd3irjt6fp, 5rcmpmxeny97slsu826vmwh61, cnvvojztptyxqfs8vd3fciok5, 447111gv8jv0y3diivc95d5hw, dlhn57eu6datnx6sraqlal1w, 33rw3w7m8xbv7ojfaih6radjo",4010707541,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4010707551,194,32ofctw7kn3l8eucrhku63dg5,4010707549,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4010707545,59,"1, 2, 23, 9, 21, 16, 4, 19, 27, 7, 13, 26, 10, 11, 18, 22, 24, 33, 28",4010810751,197,8543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648063,2,32,1,0,0,6bl19flj1eggw2gw7sya19bof,1,0,0,2023-02-04T13:04:20.855Z,2023-02-04T13:04:21Z,4010839761,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648111,2,32,1,0,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2023-02-04T13:04:20.855Z,2023-02-04T13:04:23Z,4010839969,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648163,3,1,1,0,0,6yhza3xbfafj5c9897mbkbudn,1,50,50.1,2023-02-04T13:04:20.955Z,2023-02-04T13:51:31Z,4010840287,213,3.5,4010840283,141,42.1,4010840285,212,15.2,4010840289,279,S,4010840279,56,Back,4010840281,140,36.5,,,,,,,3tp6h18c5n2l2gy21hgervfca,A. Schasching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503700473,367,1,1,0,1,6yhza3xbfafj5c9897mbkbudn,1,39.1,41.9,2023-02-04T13:04:21.855Z,2023-02-04T13:51:50Z,4011110403,140,31.0,4011110407,212,11.9,4011110401,56,Back,4011110405,141,29.7,4011110409,213,3.9,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648193,4,1,1,0,6,6yhza3xbfafj5c9897mbkbudn,0,29.4,28.2,2023-02-04T13:04:27.088Z,2023-02-04T13:04:28Z,4010840445,141,28.0,4010840451,1,,4010840449,213,6.3,4010840441,56,Center,4010840439,155,,4010840447,212,41.2,4010840443,140,68.6,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648249,3,1,1,0,8,6bl19flj1eggw2gw7sya19bof,0,29.1,70.6,2023-02-04T13:04:29.675Z,2023-02-04T13:53:05Z,4010840761,213,1.3,4010840751,3,,4010840753,56,Back,4010840755,140,34.7,4010840759,212,21.8,4010840757,141,100.0,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648255,4,5,1,0,10,6bl19flj1eggw2gw7sya19bof,0,35.6,101.5,2023-02-04T13:04:31.756Z,2023-02-04T13:53:07Z,4010841153,233,5,4010840785,56,Back,4010840787,347,,,,,,,,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648315,5,5,1,0,10,6yhza3xbfafj5c9897mbkbudn,1,64.4,-1.5,2023-02-04T13:04:31.756Z,2023-02-04T13:36:40Z,4010841127,233,4,4010841101,56,Right,4010841103,347,,,,,,,,,,,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648361,6,1,1,0,14,6yhza3xbfafj5c9897mbkbudn,1,63.4,0,2023-02-04T13:04:35.231Z,2023-02-04T13:04:38Z,4010841373,56,Right,4010841377,141,12.0,4010841371,107,,4010841381,213,2.1,4010841379,212,11.0,4010841375,140,57.9,,,,,,,32ofctw7kn3l8eucrhku63dg5,L. Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648383,7,1,1,0,18,6yhza3xbfafj5c9897mbkbudn,0,60.1,15,2023-02-04T13:04:38.863Z,2023-02-04T13:04:42Z,4010841881,236,,4010841501,140,63.8,4010841499,56,Right,4010841509,213,0.2,4010841883,233,5,4010841503,141,15.9,4010841507,212,3.9,4010841887,286,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648449,5,74,1,0,18,6bl19flj1eggw2gw7sya19bof,1,39.5,78.8,2023-02-04T13:04:38.864Z,2023-02-04T15:47:13Z,4010841853,56,Back,4010841899,233,7,4010841855,285,,,,,,,,,,,,,,,,,9lt9pjnkuty7j6uwd5cvctwbt,L. Oberdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648475,6,49,1,0,22,6bl19flj1eggw2gw7sya19bof,1,33,53.9,2023-02-04T13:04:43.276Z,2023-02-04T13:53:55Z,,,,,,,,,,,,,,,,,,,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648529,7,1,1,0,22,6bl19flj1eggw2gw7sya19bof,1,31.5,69.7,2023-02-04T13:04:43.689Z,2023-02-04T13:54:10Z,4010842245,140,44.7,4010842251,213,0.4,4010842249,212,14.9,4010842247,141,77.9,4010842243,56,Back,,,,,,,,,,6l7cq8gkjb8r4i50vsd4xoo2x,L. Lattwein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648563,8,1,1,0,24,6bl19flj1eggw2gw7sya19bof,1,45.9,66.4,2023-02-04T13:04:45.016Z,2023-02-04T13:54:25Z,4010842465,141,91.7,4010842469,213,1.5,4010842461,56,Back,4010842467,212,17.2,4010842463,140,46.6,,,,,,,,,,9hmgd3x5tekj4fnf0zju3i1ud,E. Pajor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648595,9,1,1,0,26,6bl19flj1eggw2gw7sya19bof,0,52.6,91.3,2023-02-04T13:04:47.193Z,2023-02-04T13:54:41Z,4010842623,140,83.9,4010842621,56,Center,4010842619,155,,4010842629,213,5.5,4010842627,212,45.4,4010842625,141,45.2,4010842631,1,,,,,f4g9co8i52ygweie4jjnvja39,A. Popp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648607,8,8,1,0,28,6yhza3xbfafj5c9897mbkbudn,1,16.3,52.8,2023-02-04T13:04:48.912Z,2023-02-04T13:04:49Z,4010842693,56,Back,,,,,,,,,,,,,,,,,,,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648667,9,49,1,0,29,6yhza3xbfafj5c9897mbkbudn,1,10.7,47.2,2023-02-04T13:04:50.017Z,2023-02-04T13:04:50Z,,,,,,,,,,,,,,,,,,,,,,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648755,10,1,1,0,32,6yhza3xbfafj5c9897mbkbudn,0,5.3,18.3,2023-02-04T13:04:53.664Z,2023-02-04T13:05:11Z,4010844859,236,,4010844865,286,,4010843339,212,1.8,4010844861,233,10,4010843335,140,6.8,4010843333,56,Back,4010843341,213,5.8,4010843337,141,17.1,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648855,10,74,1,0,32,6bl19flj1eggw2gw7sya19bof,1,92,84.1,2023-02-04T13:04:53.665Z,2023-02-04T15:47:13Z,4010843773,285,,4010843771,56,Left,4010844877,233,10,,,,,,,,,,,,,,,,9vgflgmrmvq8i95t3n70sur55,S. Jónsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648923,11,5,1,0,39,6yhza3xbfafj5c9897mbkbudn,1,-1,6.8,2023-02-04T13:05:00.106Z,2023-02-04T13:36:40Z,4010844397,233,11,4010844197,346,,4010844195,56,Back,,,,,,,,,,,,,,,,e6a4lxx6og97jg9qv4lplfo4p,M. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503648945,11,5,1,0,39,6bl19flj1eggw2gw7sya19bof,0,101,93.2,2023-02-04T13:05:00.106Z,2023-02-04T13:05:13Z,4010844301,56,Left,4010844303,346,,4010844413,233,11,,,,,,,,,,,,,,,,9vgflgmrmvq8i95t3n70sur55,S. Jónsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503649307,12,1,1,0,58,6yhza3xbfafj5c9897mbkbudn,1,4.9,50.1,2023-02-04T13:05:19.649Z,2023-02-04T13:05:24Z,4010846063,124,,4010846071,212,15.1,4010846067,140,8.6,4010846077,237,,4010846073,213,1.3,4010846069,141,71.5,4010846065,56,Back,,,,ango7gke2apqzfzsugq6983it,L. Nuding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
