id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,assist,qualifier/17/id,qualifier/17/qualifierId
2489923695,1,34,16,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2022-12-09T17:56:29.914Z,2022-12-09T18:23:37Z,3938513409,197,8751,3938507073,130,2,3938507079,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3938507069,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",3938507075,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3938507071,59,"41, 15, 18, 14, 21, 4, 20, 7, 9, 19, 26, 29, 13, 8, 22, 24, 28",3938507067,30,"do1uv3ohvyvodhcindxj76qy1, 1139rvy7ws5o77eq04wprf0tl, 6yoqpu952gnc6trdg6vpala6t, a3rlansc0x5sw4hg75yhpanhm, 8xphahi0vi6fnh8ou88zzb6j9, e3gddzy59fp8lidsr83vpw12i, byrtspkep316747j5mj5lyei, 4663ukpnmrw6i3tm1fvzl7u1h, azqwt1eb6ozui2xml066e59n8, qygwawkthmtcn3sx4ptq0e8k, 3bg4ewc3n4ytybr96lc313ahh, ambjrl1ky848xbmdwsrsbjpey, co6n1ylcgql0rzvwk4syob5uy, 2w63sbft76wqhb5w5kjoq2hux, 1tkgs09548p54arfjuufivk7o, lumzmqt9mvg1pkm0sikavo5w, ctt0noqy18w96i73n9pahoz55",3938507077,194,3bg4ewc3n4ytybr96lc313ahh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489923697,1,34,16,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2022-12-09T17:57:36.354Z,2022-12-09T18:20:33Z,3938507091,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3938507095,130,3,3938507099,194,9lubh9wmixrdw0ttdyacul33d,3938514119,197,8568,3938507097,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3938507101,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3938507093,59,"1, 4, 18, 31, 33, 8, 27, 14, 7, 19, 28, 9, 11, 13, 17, 20, 23, 26, 29, 30",3938507089,30,"19widovycdmuk6erzbmwb8mw9, 90j0tep6q5ekv8r9pfwx3fbvt, 560192sxsuoxdpwpe27ibst05, 9lubh9wmixrdw0ttdyacul33d, 1knjymb11ziv7sq5m1f4tdwwl, agdmqurwrf5k6izewj4voxcdl, aji2uaf4qxmbarfhrsbtxmaqd, 82attu22oztrh3s274g5yv1t5, 4i37e3q02cbkvlhcq2dsdsr11, 4lfl3qipc5sf2b8cec6l43ap5, f0zbdnxjsfalm8s8whu5vmklx, 4kddxgnkpjzwkucvert2bhzsa, 6it8xm0dvsxfalk0t0038azh0, 94w3ew434c7p7rnuq5bxieqqd, 880iar754wzvc7686yiaiectm, 21b70a29k89y1dmzr82k5ugwk, c414n2dnu7om57lqw789mrp7u, e06uunnzydjpmmo780dhnggyd, 7wgdsggcb8kwynarcfscv5qtw, cu3fl794mtsnkfxi4jesxv9ey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489925615,2,32,1,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2022-12-09T18:16:31.186Z,2022-12-09T18:16:33Z,3938517151,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489925611,2,32,1,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2022-12-09T18:16:31.186Z,2022-12-09T18:16:31Z,3938517139,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489925631,3,1,1,0,0,6mng5xcarvyip7ixoss7au245,1,50,50,2022-12-09T18:16:31.286Z,2022-12-09T18:16:37Z,3938517233,140,38.0,3938517241,279,S,3938517237,212,13.3,3938517231,56,Back,3938517235,141,43.9,3938517239,213,3.5,,,,,,,azqwt1eb6ozui2xml066e59n8,P. Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489925633,4,1,1,0,4,6mng5xcarvyip7ixoss7au245,1,36.6,38.8,2022-12-09T18:16:35.656Z,2022-12-09T18:28:58Z,3938517265,141,7.6,3938517261,56,Back,3938517269,213,4.6,3938517267,212,21.3,3938517263,140,34.8,,,,,,,,,,a3rlansc0x5sw4hg75yhpanhm,S. Weidauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489925635,5,1,1,0,7,6mng5xcarvyip7ixoss7au245,1,34.8,7.6,2022-12-09T18:16:39.128Z,2022-12-09T19:03:07Z,3938517279,212,8.7,3938517275,140,42.9,3938517277,141,4.6,3938517281,213,6.0,3938517273,56,Back,,,,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489925639,6,1,1,0,8,6mng5xcarvyip7ixoss7au245,1,42.9,4.6,2022-12-09T18:16:39.816Z,2022-12-09T19:03:15Z,3938517323,213,2.1,3938517319,141,8.9,3938517315,56,Back,3938517317,140,41.2,3938517321,212,3.4,,,,,,,,,,byrtspkep316747j5mj5lyei,N. Selimhodzic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489925641,7,61,1,0,9,6mng5xcarvyip7ixoss7au245,1,41.3,8.9,2022-12-09T18:16:40.272Z,2022-12-09T19:03:29Z,3938517327,56,Back,,,,,,,,,,,,,,,,,,,,,,1139rvy7ws5o77eq04wprf0tl,A. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489933779,378,1,1,0,10,6mng5xcarvyip7ixoss7au245,0,54.8,21.4,2022-12-09T18:16:41.186Z,2022-12-09T19:03:41Z,3938564325,56,Center,3938564331,212,13.4,3938564329,141,23.8,3938564333,213,0.1,3938564327,140,67.5,,,,,,,,,,4663ukpnmrw6i3tm1fvzl7u1h,M. Kyōkawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
