id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/15/value
2506134521,12,49,1,0,48,bpx4ib85d65u9oyhglkt36k1b,1,38.9,11,2023-02-11T12:03:29.667Z,2023-02-11T12:03:29Z,,,,,,,,,,,,,,,,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134539,13,1,1,0,49,bpx4ib85d65u9oyhglkt36k1b,0,38,8.8,2023-02-11T12:03:30.516Z,2023-02-11T12:03:31Z,4023927735,56,Back,4023927743,213,6.2,4023927739,141,8.5,4023927737,140,42.3,4023927741,212,4.5,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134529,15,61,1,0,49,e8os1xpomlperuedy2f9a9ttu,1,65.7,94.7,2023-02-11T12:03:30.725Z,2023-02-11T12:03:30Z,4023927679,56,Left,,,,,,,,,,,,,,,,,,,,,,4i37e3q02cbkvlhcq2dsdsr11,L. Prašnikar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134571,16,1,1,0,51,e8os1xpomlperuedy2f9a9ttu,0,56.7,94.8,2023-02-11T12:03:32.427Z,2023-02-11T12:03:34Z,4023927887,212,12.6,4023927891,213,0.3,4023927881,56,Left,4023927885,141,100.0,4023927883,140,68.0,,,,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134649,14,5,1,0,51,bpx4ib85d65u9oyhglkt36k1b,1,33,-1.1,2023-02-11T12:03:32.916Z,2023-02-11T12:03:41Z,4023928299,56,Back,4023928301,347,,4023928315,233,17,,,,,,,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134579,17,5,1,0,51,e8os1xpomlperuedy2f9a9ttu,0,67,101.1,2023-02-11T12:03:32.916Z,2023-02-11T13:12:45Z,4023927919,347,,4023928337,233,14,4023927917,56,Left,,,,,,,,,,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134683,15,1,1,1,0,bpx4ib85d65u9oyhglkt36k1b,0,34,0,2023-02-11T12:03:41.379Z,2023-02-11T12:03:44Z,4023928497,56,Right,4023928503,212,27.9,4023928505,213,0.2,4023928507,1,,4023928499,140,59.9,4023928501,141,7.4,4023928495,107,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134695,18,49,1,1,3,e8os1xpomlperuedy2f9a9ttu,1,30.8,96.6,2023-02-11T12:03:45.291Z,2023-02-11T12:03:45Z,,,,,,,,,,,,,,,,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134815,19,43,1,1,4,e8os1xpomlperuedy2f9a9ttu,1,0,0,2023-02-11T12:03:45.819Z,2023-02-11T12:03:58Z,4023929181,141,90.2,4023929177,56,Back,4023929183,212,14.8,4023929179,140,43.1,4023929185,213,6.0,4023929299,144,1,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134827,20,4,1,1,7,e8os1xpomlperuedy2f9a9ttu,1,48.4,88.6,2023-02-11T12:03:48.699Z,2023-02-11T12:04:01Z,4023929459,233,16,4023929231,286,,4023929229,265,,4023929223,56,Back,4023929221,13,,4023929227,152,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134807,16,4,1,1,7,bpx4ib85d65u9oyhglkt36k1b,0,51.6,11.4,2023-02-11T12:03:48.700Z,2023-02-11T12:04:01Z,4023929463,233,20,4023929127,265,,4023929121,13,,4023929129,285,,4023929123,56,Right,4023929125,152,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134911,21,1,1,1,23,e8os1xpomlperuedy2f9a9ttu,1,45.9,81.2,2023-02-11T12:04:05.131Z,2023-02-11T12:04:13Z,4023929711,152,,4023930057,189,,4023929717,141,40.3,4023929719,212,28.4,4023929713,56,Back,4023929715,140,40.2,4023929721,213,4.5,4023929709,5,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134917,22,1,1,1,24,e8os1xpomlperuedy2f9a9ttu,1,40.2,40,2023-02-11T12:04:05.667Z,2023-02-11T12:57:48Z,4023929747,212,19.8,4023929741,56,Back,4023930135,189,,4023929745,141,12.0,4023929743,140,45.4,4023929749,213,5.0,,,,,,,90j0tep6q5ekv8r9pfwx3fbvt,S.  Kleinherne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134925,23,1,1,1,25,e8os1xpomlperuedy2f9a9ttu,0,45.3,11.7,2023-02-11T12:04:06.594Z,2023-02-11T12:57:45Z,4023929797,212,27.2,4023930229,189,,4023929791,56,Right,4023929799,213,0.0,4023929795,141,13.2,4023929793,140,71.2,,,,,,,c414n2dnu7om57lqw789mrp7u,C. Küver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134929,17,12,1,1,26,bpx4ib85d65u9oyhglkt36k1b,1,22.4,82.3,2023-02-11T12:04:07.475Z,2023-02-11T12:04:09Z,4023929817,141,100.0,4023929813,140,30.5,4023929821,212,15.5,4023929823,213,1.0,4023929873,167,,4023929807,56,Back,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134937,18,5,1,1,27,bpx4ib85d65u9oyhglkt36k1b,0,32.7,101.6,2023-02-11T12:04:08.396Z,2023-02-11T12:04:13Z,4023929841,347,,4023930101,233,24,4023929839,56,Back,,,,,,,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134979,24,5,1,1,27,e8os1xpomlperuedy2f9a9ttu,1,67.3,-1.6,2023-02-11T12:04:08.396Z,2023-02-11T13:12:46Z,4023930051,347,,4023930049,56,Right,4023930091,233,18,,,,,,,,,,,,,,,,c414n2dnu7om57lqw789mrp7u,C. Küver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506135089,25,1,1,1,38,e8os1xpomlperuedy2f9a9ttu,0,65.1,0,2023-02-11T12:04:19.834Z,2023-02-11T12:04:24Z,4023930519,141,9.1,4023930515,56,Right,4023930513,107,,4023930517,140,75.7,4023930715,189,,4023930523,213,0.6,4023930521,212,13.4,,,,c414n2dnu7om57lqw789mrp7u,C. Küver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506135107,19,1,1,1,40,bpx4ib85d65u9oyhglkt36k1b,1,19.3,89.9,2023-02-11T12:04:21.907Z,2023-02-11T12:04:22Z,4023930601,3,,4023930607,141,88.7,4023930605,140,26.5,4023930603,56,Back,4023930609,212,7.6,4023930611,213,6.2,,,,,,,5uli2vvgaigz4yf05bwy81l2h,K. Bühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506135115,20,49,1,1,41,bpx4ib85d65u9oyhglkt36k1b,1,28.6,89.3,2023-02-11T12:04:22.723Z,2023-02-11T12:04:23Z,,,,,,,,,,,,,,,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506135135,21,1,1,1,41,bpx4ib85d65u9oyhglkt36k1b,1,28.6,89.3,2023-02-11T12:04:22.963Z,2023-02-11T12:04:24Z,4023930693,141,94.1,4023930695,212,18.7,4023930689,56,Back,4023930691,140,11.1,4023930697,213,3.0,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506135179,22,1,1,1,43,bpx4ib85d65u9oyhglkt36k1b,0,11.8,94.5,2023-02-11T12:04:24.451Z,2023-02-11T12:04:28Z,4023930891,141,73.2,4023930897,1,,4023930895,213,5.8,4023930893,212,34.3,4023930887,56,Back,4023930889,140,41.4,4023930885,157,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506135177,26,44,1,1,46,e8os1xpomlperuedy2f9a9ttu,1,55.6,28.7,2023-02-11T12:04:27.370Z,2023-02-11T12:04:28Z,4023930935,233,23,4023930881,56,Center,4023930883,286,,,,,,,,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506135183,23,44,1,1,46,bpx4ib85d65u9oyhglkt36k1b,0,44.4,71.3,2023-02-11T12:04:27.371Z,2023-02-11T12:04:29Z,4023930901,56,Back,4023930903,285,,4023930939,233,26,,,,,,,,,,,,,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506135195,27,1,1,1,46,e8os1xpomlperuedy2f9a9ttu,0,52.7,30,2023-02-11T12:04:27.740Z,2023-02-11T12:04:31Z,4023930973,56,Center,4023930985,213,0.0,4023930979,141,30.1,4023930983,212,4.6,4023930977,140,57.1,4023930969,3,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506135205,24,44,1,1,48,bpx4ib85d65u9oyhglkt36k1b,1,38.6,73.4,2023-02-11T12:04:29.730Z,2023-02-11T12:04:30Z,4023931023,285,,4023931061,233,28,4023931021,56,Back,,,,,,,,,,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506135199,28,44,1,1,48,e8os1xpomlperuedy2f9a9ttu,0,61.4,26.6,2023-02-11T12:04:29.731Z,2023-02-11T12:04:31Z,4023931001,56,Center,4023931095,233,24,4023931003,286,,,,,,,,,,,,,,,,,9lubh9wmixrdw0ttdyacul33d,T. Pawollek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506135215,25,1,1,1,48,bpx4ib85d65u9oyhglkt36k1b,0,34.2,76.3,2023-02-11T12:04:30.130Z,2023-02-11T12:04:31Z,4023931087,212,6.2,4023931077,3,,4023931081,56,Back,4023931085,141,71.5,4023931083,140,39.2,4023931089,213,5.7,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506135227,29,61,1,1,51,e8os1xpomlperuedy2f9a9ttu,1,53.6,39.2,2023-02-11T12:04:32.387Z,2023-02-11T12:04:32Z,4023931145,56,Center,,,,,,,,,,,,,,,,,,,,,,f0zbdnxjsfalm8s8whu5vmklx,B. Dunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506135245,30,1,1,1,51,e8os1xpomlperuedy2f9a9ttu,0,56.2,35.2,2023-02-11T12:04:33.259Z,2023-02-11T12:04:33Z,4023931191,56,Back,4023931197,212,11.4,4023931199,213,2.6,4023931193,140,47.2,4023931195,141,44.5,,,,,,,,,,eq5z0yyr2uh1fvs5v2v8zipjp,L. Freigang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506135243,26,1,1,1,52,bpx4ib85d65u9oyhglkt36k1b,1,51.1,58.1,2023-02-11T12:04:33.332Z,2023-02-11T12:07:31Z,4023938585,141,42.1,4023938583,140,54.3,4023938589,213,5.0,4023938587,212,11.4,4023938581,56,Center,,,,,,,,,,692xxz6qlvbxhspozloeujt9l,S. Lohmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506135273,27,1,1,1,55,bpx4ib85d65u9oyhglkt36k1b,0,53.4,52.5,2023-02-11T12:04:37.091Z,2023-02-11T12:07:41Z,4023931341,1,,4023931337,212,34.0,4023931331,56,Center,4023931339,213,0.5,4023931335,141,75.9,4023931333,140,82.0,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506135271,31,49,1,1,56,e8os1xpomlperuedy2f9a9ttu,1,19.6,30,2023-02-11T12:04:37.515Z,2023-02-11T12:04:37Z,,,,,,,,,,,,,,,,,,,,,,,,,c414n2dnu7om57lqw789mrp7u,C. Küver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
