id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/15/value
2506119431,1,34,16,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2023-02-11T11:10:41.582Z,2023-02-11T12:08:02Z,4023917579,197,17286,4023848219,194,9lubh9wmixrdw0ttdyacul33d,4023848215,130,3,4023848213,59,"1, 23, 18, 31, 4, 8, 14, 10, 19, 7, 28, 9, 13, 16, 17, 21, 26, 27, 30, 33",4023848221,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4023848209,30,"19widovycdmuk6erzbmwb8mw9, c414n2dnu7om57lqw789mrp7u, 560192sxsuoxdpwpe27ibst05, 9lubh9wmixrdw0ttdyacul33d, 90j0tep6q5ekv8r9pfwx3fbvt, agdmqurwrf5k6izewj4voxcdl, 82attu22oztrh3s274g5yv1t5, eq5z0yyr2uh1fvs5v2v8zipjp, 4lfl3qipc5sf2b8cec6l43ap5, 4i37e3q02cbkvlhcq2dsdsr11, f0zbdnxjsfalm8s8whu5vmklx, 4kddxgnkpjzwkucvert2bhzsa, 94w3ew434c7p7rnuq5bxieqqd, cb60xjrkw8lilcyut0hvdlwix, 880iar754wzvc7686yiaiectm, aoyar6ognwwp1t137fvvl2u50, e06uunnzydjpmmo780dhnggyd, aji2uaf4qxmbarfhrsbtxmaqd, cu3fl794mtsnkfxi4jesxv9ey, 1knjymb11ziv7sq5m1f4tdwwl",4023848217,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4023848211,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506121977,1,34,16,0,0,bpx4ib85d65u9oyhglkt36k1b,1,0,0,2023-02-11T11:20:02.582Z,2023-02-11T12:03:17Z,4023917697,197,8273,4023861913,30,"bpwz6mj8utvxsd9mjyxcestii, 98q93f1kijhmnd79vkg83qitx, 1zkoai1sdm9bbx29fi76e38ph, c4tkrrhs6o8ii0wnmi5y66cwl, 1ofsz5y4wb4pt6xp0u06hc5pl, fpitimhwhx0wqkkrtuc10mvp, a5d0iik8dqj6oy803mvi4n1sl, 9xbohfvww89ec7c1d97hkuj85, bwhwthiud4nqvdjy8rq1gcdsl, 692xxz6qlvbxhspozloeujt9l, 5uli2vvgaigz4yf05bwy81l2h, 9gusyyfm5lj82mqzrmpho16tx, diy9eqdcrua61ao4goq5yges5, d9l67kneytb0mij099bneg1cl, 3uyzu7kyh7oe0ahcu7o22pfit, dhv9lixpbtd4b27qmfw7cxf1m, eyssu2jrc7qnzut1tx54twlm2, 70n6epbcr1l9dvzqrddsbax2h, 1wlzoku6j132t554imm0co99l, 43ff1bhi5474qzac8fksxqz11",4023861937,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4023861917,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4023861933,194,a5d0iik8dqj6oy803mvi4n1sl,4023861925,130,8,4023861929,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4023861921,59,"22, 6, 30, 31, 13, 4, 16, 25, 11, 12, 17, 1, 3, 8, 10, 14, 20, 23, 27, 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134029,2,32,1,0,0,bpx4ib85d65u9oyhglkt36k1b,1,0,0,2023-02-11T12:02:41.303Z,2023-02-11T12:02:41Z,4023925289,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134031,2,32,1,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2023-02-11T12:02:41.303Z,2023-02-11T12:02:43Z,4023925291,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134057,3,1,1,0,0,bpx4ib85d65u9oyhglkt36k1b,1,50,50,2023-02-11T12:02:41.403Z,2023-02-11T12:02:44Z,4023925427,141,49.6,4023925425,140,29.6,4023925423,56,Back,4023925429,212,21.4,4023925433,279,S,4023925431,213,3.2,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134089,4,1,1,0,2,bpx4ib85d65u9oyhglkt36k1b,0,29.3,49.9,2023-02-11T12:02:44.148Z,2023-02-11T12:02:48Z,4023925583,1,,4023925579,212,46.8,4023925575,140,73.8,4023925573,56,Center,4023925577,141,52.7,4023925571,155,,4023925581,213,0.0,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134137,4,44,1,0,5,e8os1xpomlperuedy2f9a9ttu,1,28.4,45.9,2023-02-11T12:02:46.811Z,2023-02-11T12:02:58Z,4023925793,285,,4023925815,233,5,4023925791,56,Back,,,,,,,,,,,,,,,,90j0tep6q5ekv8r9pfwx3fbvt,S.  Kleinherne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134099,5,44,1,0,5,bpx4ib85d65u9oyhglkt36k1b,0,71.6,54.1,2023-02-11T12:02:46.812Z,2023-02-11T13:02:57Z,4023925629,286,,4023925845,233,4,4023925627,56,Center,,,,,,,,,,,,,,,,bwhwthiud4nqvdjy8rq1gcdsl,L. Schüller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134095,3,1,1,0,6,e8os1xpomlperuedy2f9a9ttu,0,24.8,44.3,2023-02-11T12:02:47.356Z,2023-02-11T13:03:35Z,4023925613,140,33.8,4023925615,141,43.7,4023925619,213,6.2,4023925609,3,,4023925617,212,9.5,4023925611,56,Back,,,,,,,90j0tep6q5ekv8r9pfwx3fbvt,S.  Kleinherne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134127,6,1,1,0,6,bpx4ib85d65u9oyhglkt36k1b,0,61.5,64.9,2023-02-11T12:02:47.413Z,2023-02-11T13:03:30Z,4023925767,155,,4023925775,212,25.5,4023925773,141,44.2,4023925769,56,Center,4023925777,213,5.7,4023925771,140,81.8,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134149,5,12,1,0,11,e8os1xpomlperuedy2f9a9ttu,1,18.1,63.3,2023-02-11T12:02:52.748Z,2023-02-11T12:02:54Z,4023925897,141,76.1,4023925901,213,1.1,4023925899,212,10.0,4023925893,56,Back,4023925895,140,22.8,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134157,6,49,1,0,12,e8os1xpomlperuedy2f9a9ttu,1,24.7,76,2023-02-11T12:02:54.027Z,2023-02-11T12:02:54Z,,,,,,,,,,,,,,,,,,,,,,,,,f0zbdnxjsfalm8s8whu5vmklx,B. Dunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134171,7,1,1,0,12,e8os1xpomlperuedy2f9a9ttu,1,24.7,75.7,2023-02-11T12:02:54.219Z,2023-02-11T12:02:55Z,4023925989,212,12.6,4023925985,140,15.3,4023925983,56,Back,4023925987,141,87.2,4023925991,213,2.5,,,,,,,,,,f0zbdnxjsfalm8s8whu5vmklx,B. Dunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134175,8,1,1,0,14,e8os1xpomlperuedy2f9a9ttu,0,15.2,87.5,2023-02-11T12:02:55.323Z,2023-02-11T12:02:56Z,4023926039,233,7,4023926037,236,,4023925999,56,Back,4023926043,286,,4023926003,141,84.2,4023926005,212,4.0,4023926007,213,5.7,4023926001,140,18.3,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134181,7,74,1,0,14,bpx4ib85d65u9oyhglkt36k1b,1,79.5,24.1,2023-02-11T12:02:55.324Z,2023-02-11T13:12:57Z,4023926045,233,8,4023926033,56,Center,4023926035,285,,,,,,,,,,,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134187,8,5,1,0,15,bpx4ib85d65u9oyhglkt36k1b,0,85.4,-1,2023-02-11T12:02:56.443Z,2023-02-11T13:12:45Z,4023926055,56,Right,4023926125,233,9,4023926057,347,,,,,,,,,,,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134195,9,5,1,0,15,e8os1xpomlperuedy2f9a9ttu,1,14.6,101,2023-02-11T12:02:56.443Z,2023-02-11T12:02:59Z,4023926113,233,8,4023926085,56,Back,4023926087,347,,,,,,,,,,,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134317,10,1,1,0,22,e8os1xpomlperuedy2f9a9ttu,1,23.2,100,2023-02-11T12:03:03.460Z,2023-02-11T12:03:08Z,4023926615,213,6.0,4023926613,212,18.2,4023926611,141,93.9,4023926607,56,Back,4023926609,140,39.8,4023926605,107,,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134323,11,50,1,0,26,e8os1xpomlperuedy2f9a9ttu,1,42.8,92.2,2023-02-11T12:03:08.219Z,2023-02-11T12:03:12Z,4023926633,56,Back,4023926813,233,9,4023926635,286,,,,,,,,,,,,,,,,,4lfl3qipc5sf2b8cec6l43ap5,N. Anyomi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134355,9,7,1,0,26,bpx4ib85d65u9oyhglkt36k1b,1,57.2,7.8,2023-02-11T12:03:08.220Z,2023-02-11T12:03:11Z,4023926771,56,Right,4023926775,285,,4023926799,233,11,,,,,,,,,,,,,,,,1ofsz5y4wb4pt6xp0u06hc5pl,Tainara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134367,10,12,1,0,29,bpx4ib85d65u9oyhglkt36k1b,1,34.7,8.2,2023-02-11T12:03:10.539Z,2023-02-11T12:57:32Z,4023926865,167,,4023926827,141,0.0,4023926829,212,14.3,4023926823,56,Back,4023926831,213,5.8,4023926825,140,46.8,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134371,11,5,1,0,29,bpx4ib85d65u9oyhglkt36k1b,0,46.7,-1.4,2023-02-11T12:03:10.842Z,2023-02-11T13:12:45Z,4023926847,347,,4023927395,233,12,4023926845,56,Back,,,,,,,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134473,12,5,1,0,29,e8os1xpomlperuedy2f9a9ttu,1,53.3,101.4,2023-02-11T12:03:10.842Z,2023-02-11T12:03:24Z,4023927367,347,,4023927377,233,11,4023927365,56,Left,,,,,,,,,,,,,,,,4i37e3q02cbkvlhcq2dsdsr11,L. Prašnikar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134501,13,1,1,0,42,e8os1xpomlperuedy2f9a9ttu,1,54.3,100,2023-02-11T12:03:23.963Z,2023-02-11T12:03:28Z,4023927523,107,,4023927541,212,14.6,4023927527,56,Left,4023927543,213,6.0,4023927533,140,67.7,4023927539,141,96.2,,,,,,,560192sxsuoxdpwpe27ibst05,V. Hanshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506134509,14,1,1,0,46,e8os1xpomlperuedy2f9a9ttu,0,66.7,95.6,2023-02-11T12:03:28.011Z,2023-02-11T12:03:28Z,4023927591,141,92.3,4023927587,56,Left,4023927595,213,5.2,4023927593,212,2.5,4023927589,140,67.8,,,,,,,,,,4i37e3q02cbkvlhcq2dsdsr11,L. Prašnikar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
