id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/12/value
2522303739,6,3,1,0,16,4moe0x01r1f5w30g38wshyftp,1,36.4,19.8,2023-03-19T12:01:37.921Z,2023-03-19T12:01:40Z,4109343357,56,Back,4109343421,233,6,4109343359,286,,,,,,,,,,,,,,,,,4f16klwhusyiwjej79nx4y76x,R. Wichmann,,,,,,,,,,,,,,,,,,,,,,,,,
2522303743,6,45,1,0,16,bax97wqmyvdu4xygi7wzcvdzd,0,63.6,80.2,2023-03-19T12:01:37.921Z,2023-03-19T14:04:03Z,4109343379,285,,4109343377,56,Left,4109343427,233,6,,,,,,,,,,,,,,,,2g09uohghh7k9c8de566k2led,E. Henriksen,,,,,,,,,,,,,,,,,,,,,,,,,
2522303747,7,49,1,0,18,4moe0x01r1f5w30g38wshyftp,1,39.7,9.4,2023-03-19T12:01:39.330Z,2023-03-19T12:01:39Z,,,,,,,,,,,,,,,,,,,,,,,,,4f16klwhusyiwjej79nx4y76x,R. Wichmann,,,,,,,,,,,,,,,,,,,,,,,,,
2522303831,8,1,1,0,19,4moe0x01r1f5w30g38wshyftp,0,45.3,4.6,2023-03-19T12:01:40.722Z,2023-03-19T12:01:48Z,4109343939,155,,4109343951,1,,4109343947,212,39.3,4109343941,56,Right,4109343945,141,13.4,4109343949,213,0.2,4109343943,140,82.3,,,,4f16klwhusyiwjej79nx4y76x,R. Wichmann,,,,,,,,,,,,,,,,,,,,,,,,,
2522303819,7,8,1,0,26,bax97wqmyvdu4xygi7wzcvdzd,1,19.6,85,2023-03-19T12:01:47.537Z,2023-03-19T12:01:47Z,4109343901,56,Back,,,,,,,,,,,,,,,,,,,,,,c6g4g3t6fi6pg14zdmw3uvasq,G. Adigo,,,,,,,,,,,,,,,,,,,,,,,,,
2522303837,8,6,1,0,27,bax97wqmyvdu4xygi7wzcvdzd,0,9,89,2023-03-19T12:01:48.833Z,2023-03-19T12:01:54Z,4109344287,233,9,4109343971,73,,4109343969,56,Back,,,,,,,,,,,,,,,,c6g4g3t6fi6pg14zdmw3uvasq,G. Adigo,,,,,,,,,,,,,,,,,,,,,,,,,
2522303889,9,6,1,0,27,4moe0x01r1f5w30g38wshyftp,1,91,11,2023-03-19T12:01:48.833Z,2023-03-19T12:18:48Z,4109344275,56,Right,4109344277,75,,4109344283,233,8,,,,,,,,,,,,,,,,4f16klwhusyiwjej79nx4y76x,R. Wichmann,,,,,,,,,,,,,,,,,,,,,,,,,
2522304147,10,1,1,0,53,4moe0x01r1f5w30g38wshyftp,0,99.5,0.5,2023-03-19T12:02:14.961Z,2023-03-19T12:02:17Z,4109345449,213,1.8,4109345447,212,27.9,4109345441,56,Center,4109345435,6,,4109345433,2,,4109345443,140,94.1,4109345445,141,40.7,4109345437,155,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,4109345439,223,,,,,,,,,,,,,,,,,,,,,,,
2522304217,9,12,1,0,56,bax97wqmyvdu4xygi7wzcvdzd,1,7.7,65.8,2023-03-19T12:02:17.265Z,2023-03-19T12:02:27Z,4109345823,141,84.3,4109346095,167,,4109345825,212,15.4,4109345819,56,Back,4109345827,213,2.2,4109345821,140,0.0,,,,,,,c6g4g3t6fi6pg14zdmw3uvasq,G. Adigo,,,,,,,,,,,,,,,,,,,,,,,,,
2522304225,10,6,1,0,58,bax97wqmyvdu4xygi7wzcvdzd,0,7.9,78.8,2023-03-19T12:02:19.729Z,2023-03-19T12:18:49Z,4109345877,73,,4109345875,56,Back,4109345913,233,11,,,,,,,,,,,,,,,,c6g4g3t6fi6pg14zdmw3uvasq,G. Adigo,,,,,,,,,,,,,,,,,,,,,,,,,
2522304203,11,6,1,0,58,4moe0x01r1f5w30g38wshyftp,1,92.1,21.2,2023-03-19T12:02:19.729Z,2023-03-19T12:02:23Z,4109345901,233,10,4109345723,56,Center,4109345725,75,,,,,,,,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,
2522304501,12,1,1,1,18,4moe0x01r1f5w30g38wshyftp,0,99.5,0.5,2023-03-19T12:02:40.113Z,2023-03-19T12:02:47Z,4109347223,155,,4109347225,223,,4109347245,1,,4109347231,141,50.9,4109347239,213,1.7,4109347229,140,96.3,4109347227,56,Center,4109347221,6,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,4109347235,212,34.4,4109347219,2,,,,,,,,,,,,,,,,,,,,
2522304511,11,4,1,1,27,bax97wqmyvdu4xygi7wzcvdzd,1,5.1,49.6,2023-03-19T12:02:48.689Z,2023-03-19T13:02:21Z,4109347297,265,,4109347291,13,,4109347299,285,,4109347295,152,,4109347293,56,Back,4109347509,233,13,,,,,,,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,,,,,,,,,,,,,,,,,,,,,,,,,
2522304549,13,4,1,1,27,4moe0x01r1f5w30g38wshyftp,0,94.9,50.4,2023-03-19T12:02:48.690Z,2023-03-19T12:03:08Z,4109347485,56,Center,4109347483,13,,4109347487,152,,4109347523,233,11,4109347489,265,,4109347491,286,,,,,,,,eqfpy2v3q1fzy13317hwl8yc5,S. Sanders,,,,,,,,,,,,,,,,,,,,,,,,,
2522304743,12,1,1,1,48,bax97wqmyvdu4xygi7wzcvdzd,0,6.4,50,2023-03-19T12:03:09.793Z,2023-03-19T12:03:11Z,4109348433,56,Back,4109348435,140,43.0,4109348441,213,6.0,4109348427,157,,4109348429,152,,4109348439,212,39.6,4109348437,141,36.0,4109348425,5,,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,4109348443,1,,,,,,,,,,,,,,,,,,,,,,,
2522304775,14,1,1,1,52,4moe0x01r1f5w30g38wshyftp,0,58.3,66.9,2023-03-19T12:03:13.490Z,2023-03-19T12:03:14Z,4109348537,141,100.0,4109348531,3,,4109348535,140,68.5,4109348539,212,26.0,4109348533,56,Left,4109348541,213,1.1,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,
2522304867,13,5,1,1,53,bax97wqmyvdu4xygi7wzcvdzd,1,28.4,-1.5,2023-03-19T12:03:14.867Z,2023-03-19T12:18:43Z,4109348971,56,Back,4109348977,233,15,4109348973,347,,,,,,,,,,,,,,,,,biomno1rhjrnhw59fs2yisktm,E. Mahmutovic,,,,,,,,,,,,,,,,,,,,,,,,,
2522304777,15,5,1,1,53,4moe0x01r1f5w30g38wshyftp,0,71.6,101.5,2023-03-19T12:03:14.867Z,2023-03-19T12:03:23Z,4109348983,233,13,4109348569,347,,4109348567,56,Left,,,,,,,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,
2522304887,14,1,1,2,1,bax97wqmyvdu4xygi7wzcvdzd,0,25.4,0,2023-03-19T12:03:22.881Z,2023-03-19T12:03:25Z,4109349065,107,,4109349075,213,0.2,4109349073,212,20.5,4109349071,141,4.1,4109349067,56,Back,4109349069,140,44.6,,,,,,,536gqq71ria9n0bbncfzagru,B. Denesik,,,,,,,,,,,,,,,,,,,,,,,,,
2522304913,16,1,1,2,5,4moe0x01r1f5w30g38wshyftp,0,47.5,96,2023-03-19T12:03:26.370Z,2023-03-19T12:03:27Z,4109349203,56,Back,4109349211,213,2.6,4109349205,140,40.9,4109349209,212,7.9,4109349201,3,,4109349207,141,100.0,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,
2522305017,15,5,1,2,5,bax97wqmyvdu4xygi7wzcvdzd,1,56.2,-1.8,2023-03-19T12:03:27.239Z,2023-03-19T12:18:43Z,4109349727,233,17,4109349707,347,,4109349705,56,Right,,,,,,,,,,,,,,,,536gqq71ria9n0bbncfzagru,B. Denesik,,,,,,,,,,,,,,,,,,,,,,,,,
2522304917,17,5,1,2,5,4moe0x01r1f5w30g38wshyftp,0,43.8,101.8,2023-03-19T12:03:27.239Z,2023-03-19T12:03:39Z,4109349217,56,Back,4109349765,233,15,4109349219,347,,,,,,,,,,,,,,,,,u8p6vsrl3b7ndbj3cj5owlih,N. Lührßen,,,,,,,,,,,,,,,,,,,,,,,,,
2522305051,16,1,1,2,17,bax97wqmyvdu4xygi7wzcvdzd,0,53.2,0,2023-03-19T12:03:38.336Z,2023-03-19T12:03:41Z,4109349873,141,5.8,4109349875,212,17.2,4109349869,56,Right,4109349877,213,0.3,4109349871,140,68.8,4109349867,107,,,,,,,,536gqq71ria9n0bbncfzagru,B. Denesik,,,,,,,,,,,,,,,,,,,,,,,,,
2522305067,18,61,1,2,21,4moe0x01r1f5w30g38wshyftp,1,31.9,92.9,2023-03-19T12:03:42.958Z,2023-03-19T12:03:43Z,4109349943,56,Back,,,,,,,,,,,,,,,,,,,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,
2522305157,19,1,1,2,22,4moe0x01r1f5w30g38wshyftp,1,35.7,86.3,2023-03-19T12:03:43.467Z,2023-03-19T12:49:43Z,4109350255,212,10.8,4109350257,213,5.2,4109350251,140,40.9,4109350253,141,72.6,4109350249,56,Back,,,,,,,,,,cdzfyzjbmsg88l4r24mwx1ryt,R. Dieckmann,,,,,,,,,,,,,,,,,,,,,,,,,
2522305167,20,1,1,2,23,4moe0x01r1f5w30g38wshyftp,0,40.9,72.6,2023-03-19T12:03:45.113Z,2023-03-19T12:49:46Z,4109350321,212,21.0,4109350317,140,47.3,4109350319,141,100.0,4109350323,213,1.2,4109350325,1,,4109350315,56,Back,4109350313,157,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,
2522305191,17,5,1,2,24,bax97wqmyvdu4xygi7wzcvdzd,1,54.5,-1.5,2023-03-19T12:03:45.728Z,2023-03-19T12:03:52Z,4109350437,56,Right,4109350439,347,,4109350447,233,21,,,,,,,,,,,,,,,,536gqq71ria9n0bbncfzagru,B. Denesik,,,,,,,,,,,,,,,,,,,,,,,,,
2522305171,21,5,1,2,24,4moe0x01r1f5w30g38wshyftp,0,45.5,101.5,2023-03-19T12:03:45.728Z,2023-03-19T12:18:43Z,4109350331,56,Back,4109350333,347,,4109350465,233,17,,,,,,,,,,,,,,,,7ektyvpzu0yj1b9dm7yfkxh3p,L. Hausicke,,,,,,,,,,,,,,,,,,,,,,,,,
2522305199,18,1,1,2,30,bax97wqmyvdu4xygi7wzcvdzd,0,56.3,0,2023-03-19T12:03:52.016Z,2023-03-19T12:03:53Z,4109350487,213,0.6,4109350481,140,72.7,4109350477,107,,4109350479,56,Right,4109350483,141,16.5,4109350485,212,21.0,,,,,,,536gqq71ria9n0bbncfzagru,B. Denesik,,,,,,,,,,,,,,,,,,,,,,,,,
2522305245,19,1,1,2,34,bax97wqmyvdu4xygi7wzcvdzd,1,65.3,22.4,2023-03-19T12:03:55.681Z,2023-03-19T12:03:58Z,4109350745,56,Center,4109350753,213,0.3,4109350743,3,,4109350751,212,8.2,4109350747,140,72.8,4109350749,141,25.5,,,,,,,1tq2p5cd8gwndv33rrfl7zlxx,M. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,
2522305249,20,49,1,2,36,bax97wqmyvdu4xygi7wzcvdzd,1,71.4,29.8,2023-03-19T12:03:57.921Z,2023-03-19T12:03:58Z,,,,,,,,,,,,,,,,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,
2522305269,21,1,1,2,37,bax97wqmyvdu4xygi7wzcvdzd,1,71.4,29.8,2023-03-19T12:03:58.304Z,2023-03-19T12:03:59Z,4109350825,213,1.7,4109350823,212,8.4,4109350819,140,70.7,4109350817,56,Center,4109350821,141,42.1,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,
2522305315,22,1,1,2,37,bax97wqmyvdu4xygi7wzcvdzd,0,70.7,42.1,2023-03-19T12:03:59.216Z,2023-03-19T12:04:11Z,4109351059,213,0.5,4109351053,140,89.8,4109351057,212,22.5,4109351055,141,57.2,4109351051,56,Center,,,,,,,,,,7xplwmgnz56mfkdwnjwep632s,A. Hess,,,,,,,,,,,,,,,,,,,,,,,,,
2522305321,23,43,1,2,42,bax97wqmyvdu4xygi7wzcvdzd,1,0,0,2023-03-19T12:04:04Z,2023-03-19T12:04:09Z,4109351067,17,0,4109351069,56,Center,4109351375,144,39,4109351075,250,0,4109351065,22,0,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,
2522305367,22,12,1,2,45,4moe0x01r1f5w30g38wshyftp,1,14.1,39.1,2023-03-19T12:04:06.834Z,2023-03-19T12:04:08Z,4109351331,213,3.9,4109351363,167,,4109351329,212,21.1,4109351323,56,Back,4109351325,140,0.0,4109351327,141,18.5,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,
2522305373,23,6,1,2,46,4moe0x01r1f5w30g38wshyftp,0,5.4,29.8,2023-03-19T12:04:08.041Z,2023-03-19T12:18:49Z,4109356723,233,24,4109351357,73,,4109351355,56,Back,,,,,,,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,
2522305455,24,6,1,2,46,bax97wqmyvdu4xygi7wzcvdzd,1,94.6,70.2,2023-03-19T12:04:08.041Z,2023-03-19T12:05:37Z,4109351743,56,Center,4109356685,233,23,4109351745,73,,,,,,,,,,,,,,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,
2522305667,25,1,1,3,8,bax97wqmyvdu4xygi7wzcvdzd,1,99.5,99.5,2023-03-19T12:04:29.665Z,2023-03-19T12:50:05Z,4109352743,155,,4109352753,212,34.3,4109352745,223,,4109352755,213,4.5,4109531489,210,15,4109352739,2,,4109352749,140,91.4,4109352747,56,Center,380wlef6rk03khlb0t5elb04q,M. Cin,4109352741,6,,4109352757,1,1,4109352751,141,50.7,,,,,,,,,,,,,,,,
2522305669,26,15,1,3,13,bax97wqmyvdu4xygi7wzcvdzd,1,86.6,56.9,2023-03-19T12:04:34.736Z,2023-03-19T12:50:05Z,4109354263,82,,4109354981,147,54.3,4109354987,230,98.9,4109354259,72,,4109352773,17,,4109354973,100,,4109354993,231,50,4109354969,103,19,c6g4g3t6fi6pg14zdmw3uvasq,G. Adigo,4109531517,55,25,4109354965,76,,4109354257,25,,4109352775,56,Center,4109531515,29,4109354277,233,24,4109354977,146,94.5,4109354967,102,52.5,,
2522305701,24,10,1,3,13,4moe0x01r1f5w30g38wshyftp,1,7.3,39.7,2023-03-19T12:04:34.836Z,2023-03-19T12:04:59Z,4109354291,233,26,4109352877,56,Back,4109352875,94,,,,,,,,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,
2522305729,27,1,1,3,15,bax97wqmyvdu4xygi7wzcvdzd,0,87.3,82.9,2023-03-19T12:04:37.041Z,2023-03-19T12:04:39Z,4109352959,212,23.1,4109352953,56,Center,4109352949,2,,4109352957,141,51.6,4109352951,155,,4109352955,140,95.9,4109352961,213,5.1,,,,380wlef6rk03khlb0t5elb04q,M. Cin,,,,,,,,,,,,,,,,,,,,,,,,,
2522305749,25,52,1,3,18,4moe0x01r1f5w30g38wshyftp,1,4.3,50,2023-03-19T12:04:40.097Z,2023-03-19T12:04:40Z,,,,,,,,,,,,,,,,,,,,,,,,,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,
2522305829,26,1,1,3,21,4moe0x01r1f5w30g38wshyftp,0,11.4,49.9,2023-03-19T12:04:42.993Z,2023-03-19T12:04:46Z,4109353395,213,5.9,4109353393,212,43.0,4109353385,123,,4109353391,141,25.9,4109353397,1,,4109353403,287,,4109353387,56,Back,4109353389,140,49.3,cc32rolkcvyuul5t2uearz0mh,A. Borbe,,,,,,,,,,,,,,,,,,,,,,,,,
2522305855,28,1,1,3,25,bax97wqmyvdu4xygi7wzcvdzd,0,55.2,71.2,2023-03-19T12:04:46.784Z,2023-03-19T12:04:53Z,4109353527,212,14.4,4109353523,141,74.1,4109353519,140,68.8,4109353517,56,Center,4109353531,213,0.1,,,,,,,,,,d11imdjqgfg7c0vo1te98rvv8,P. Flach,,,,,,,,,,,,,,,,,,,,,,,,,
2522305925,27,1,1,3,28,4moe0x01r1f5w30g38wshyftp,1,30.6,11.3,2023-03-19T12:04:49.616Z,2023-03-19T12:04:52Z,4109353775,141,22.5,4109353777,212,9.4,4109353779,213,0.9,4109353769,56,Back,4109353773,140,35.8,,,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,
2522305995,28,1,1,3,30,4moe0x01r1f5w30g38wshyftp,1,35.8,22.5,2023-03-19T12:04:51.968Z,2023-03-19T12:04:56Z,4109354149,141,38.3,4109354151,212,17.0,4109354147,140,23.3,4109354153,213,2.5,4109354145,56,Back,,,,,,,,,,874o1s057ddcizshsu10wu6t,S. Matheis,,,,,,,,,,,,,,,,,,,,,,,,,
2522306021,29,1,1,3,35,4moe0x01r1f5w30g38wshyftp,1,26.4,45.5,2023-03-19T12:04:56.640Z,2023-03-19T12:04:59Z,4109354317,212,26.4,4109354311,56,Back,4109354315,141,83.8,4109354319,213,1.4,4109354313,140,30.6,,,,,,,,,,865nmkmx9qstpt90gc7bvp5ud,M. Ulbrich,,,,,,,,,,,,,,,,,,,,,,,,,
2522306079,30,1,1,3,37,4moe0x01r1f5w30g38wshyftp,1,30.6,83.8,2023-03-19T12:04:59.105Z,2023-03-19T12:05:04Z,4109354585,140,24.4,4109354587,141,51.5,4109354589,212,22.9,4109354583,56,Back,4109354591,213,4.4,,,,,,,,,,yfdg1l58kdyyuodyqjwhwbth,H. Németh,,,,,,,,,,,,,,,,,,,,,,,,,
2522306125,31,1,1,3,43,4moe0x01r1f5w30g38wshyftp,1,24.4,51.5,2023-03-19T12:05:04.849Z,2023-03-19T12:05:08Z,4109354881,213,5.1,4109354877,141,20.4,4109354875,140,33.6,4109354879,212,23.2,4109354873,56,Back,,,,,,,,,,7cisqfcp1zysc12owj5j4zpx,M. Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,
2522306167,32,1,1,3,47,4moe0x01r1f5w30g38wshyftp,1,33.6,20.4,2023-03-19T12:05:08.464Z,2023-03-19T12:05:11Z,4109355125,56,Back,4109355131,212,16.2,4109355129,141,39.8,4109355127,140,42.5,4109355133,213,1.0,,,,,,,,,,874o1s057ddcizshsu10wu6t,S. Matheis,,,,,,,,,,,,,,,,,,,,,,,,,
