id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2514611473,1,34,16,0,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2023-03-03T17:54:05.924Z,2023-03-03T18:46:36Z,4068632269,59,"1, 2, 23, 4, 21, 16, 19, 9, 27, 18, 7, 26, 10, 11, 13, 20, 22, 24, 28",4068632265,30,"ango7gke2apqzfzsugq6983it, 32ofctw7kn3l8eucrhku63dg5, e6a4lxx6og97jg9qv4lplfo4p, c2w5fyxoq2xw8xm6asrn17x7t, 5sycg0t0w11j4vm43arm93v1l, 6q0njimucm06r3x7enupxpl, 3tp6h18c5n2l2gy21hgervfca, 2ij21gq2d0xqcyho9t49glkvd, 8os606vx3apb3abv88vtbkb85, 5rcmpmxeny97slsu826vmwh61, 553b1ywtlhutb6uwv04dhhqdx, 9477gkbyjyubkseqz2fq49y3t, 9ipu1pbzzf14ec8ebrqnq1k6i, dqaq4g6ls8bl56rpd3irjt6fp, b4g5db74cenrnd0tr3ptxo89h, 2btt5j9bqn7isihjvqgr427yt, cnvvojztptyxqfs8vd3fciok5, 447111gv8jv0y3diivc95d5hw, 33rw3w7m8xbv7ojfaih6radjo",4068632275,194,32ofctw7kn3l8eucrhku63dg5,4068632267,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4068632271,130,4,4068632277,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4068782609,197,8543,4068632273,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514613527,1,34,16,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2023-03-03T17:57:59.594Z,2023-03-03T18:44:12Z,4068643967,130,4,4068781445,197,8568,4068643963,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4068643971,194,9lubh9wmixrdw0ttdyacul33d,4068643961,30,"19widovycdmuk6erzbmwb8mw9, 90j0tep6q5ekv8r9pfwx3fbvt, 560192sxsuoxdpwpe27ibst05, 9lubh9wmixrdw0ttdyacul33d, 1knjymb11ziv7sq5m1f4tdwwl, agdmqurwrf5k6izewj4voxcdl, eq5z0yyr2uh1fvs5v2v8zipjp, f0zbdnxjsfalm8s8whu5vmklx, 82attu22oztrh3s274g5yv1t5, 4lfl3qipc5sf2b8cec6l43ap5, 4i37e3q02cbkvlhcq2dsdsr11, 4kddxgnkpjzwkucvert2bhzsa, 7fsubsa693f0e3miheubefxpm, 94w3ew434c7p7rnuq5bxieqqd, 880iar754wzvc7686yiaiectm, 21b70a29k89y1dmzr82k5ugwk, c414n2dnu7om57lqw789mrp7u, e06uunnzydjpmmo780dhnggyd, aji2uaf4qxmbarfhrsbtxmaqd, cu3fl794mtsnkfxi4jesxv9ey",4068643973,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4068643965,59,"1, 4, 18, 31, 33, 8, 10, 28, 14, 19, 7, 9, 12, 13, 17, 20, 23, 26, 27, 30",4068643969,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514640143,2,32,1,0,0,e8os1xpomlperuedy2f9a9ttu,1,0,0,2023-03-03T18:45:48.084Z,2023-03-03T18:45:49Z,4068786963,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514640131,2,32,1,0,0,6yhza3xbfafj5c9897mbkbudn,1,0,0,2023-03-03T18:45:48.084Z,2023-03-03T18:45:48Z,4068786913,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514640165,3,1,1,0,0,6yhza3xbfafj5c9897mbkbudn,1,49.3,50.3,2023-03-03T18:45:48.184Z,2023-03-03T19:31:36Z,4068787077,140,41.8,4068787083,213,4.0,4068787081,212,11.8,4068787085,279,S,4068787075,56,Back,4068787079,141,37.3,,,,,,,5rcmpmxeny97slsu826vmwh61,L. Kolb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514640187,4,1,1,0,2,6yhza3xbfafj5c9897mbkbudn,1,41.9,36.4,2023-03-03T18:45:50.647Z,2023-03-03T18:45:52Z,4068787195,212,12.8,4068787191,140,29.7,4068787189,56,Back,4068787193,141,36.4,4068787197,213,3.1,,,,,,,,,,2ij21gq2d0xqcyho9t49glkvd,J. Minge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514640195,5,1,1,0,4,6yhza3xbfafj5c9897mbkbudn,0,29.7,36.4,2023-03-03T18:45:52.656Z,2023-03-03T18:45:54Z,4068787237,212,46.2,4068787233,140,73.7,4068787229,155,,4068787231,56,Center,4068787241,1,,4068787235,141,36.0,4068787239,213,6.3,,,,5sycg0t0w11j4vm43arm93v1l,S. Steuerwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514640231,3,1,1,0,7,e8os1xpomlperuedy2f9a9ttu,0,28,61.7,2023-03-03T18:45:55.336Z,2023-03-03T18:45:57Z,4068787393,140,37.5,4068787397,212,10.8,4068787389,56,Back,4068787385,3,,4068787395,141,55.5,4068787399,213,5.9,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514640257,6,1,1,0,7,6yhza3xbfafj5c9897mbkbudn,1,64.9,46.9,2023-03-03T18:45:55.927Z,2023-03-03T19:32:02Z,4068787527,212,10.3,4068787529,213,5.9,4068787523,140,74.1,4068787525,141,41.5,4068787521,56,Center,,,,,,,,,,5rcmpmxeny97slsu826vmwh61,L. Kolb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514640269,7,1,1,0,10,6yhza3xbfafj5c9897mbkbudn,0,73.9,40.3,2023-03-03T18:45:58.128Z,2023-03-03T19:32:08Z,4068787599,213,6.2,4068787595,141,39.8,4068787587,3,,4068787597,212,9.4,4068787593,140,82.8,4068787589,168,,4068787591,56,Center,,,,8os606vx3apb3abv88vtbkb85,G. Hoffmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514640291,4,1,1,0,11,e8os1xpomlperuedy2f9a9ttu,0,30.8,55.7,2023-03-03T18:45:59.540Z,2023-03-03T18:46:00Z,4068787687,56,Back,4068787691,140,45.5,4068787697,212,16.8,4068787699,213,5.9,4068787695,141,46.1,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514640329,8,61,1,0,13,6yhza3xbfafj5c9897mbkbudn,0,71.9,48.5,2023-03-03T18:46:01.528Z,2023-03-03T19:32:34Z,4068787863,56,Center,,,,,,,,,,,,,,,,,,,,,,c2w5fyxoq2xw8xm6asrn17x7t,M. Felde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514640321,5,1,1,0,13,e8os1xpomlperuedy2f9a9ttu,0,32.9,50.4,2023-03-03T18:46:01.940Z,2023-03-03T18:46:03Z,4068787827,140,35.6,4068787927,233,9,4068787825,56,Back,4068787829,141,48.7,4068787831,212,3.1,4068787925,236,,4068787833,213,5.9,4068787931,286,,9lubh9wmixrdw0ttdyacul33d,T. Pawollek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
