id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/15/value
2551507005,136,50,1,10,4,bpx4ib85d65u9oyhglkt36k1b,1,67.9,66,2023-05-20T11:16:15.107Z,2023-05-20T12:01:27Z,4292427289,233,89,4292427209,286,,4292427207,56,Center,,,,,,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551506995,89,7,1,10,4,dpp6fex0mdxsxhdct2qf66x5n,1,32.1,34,2023-05-20T11:16:15.108Z,2023-05-20T11:17:07Z,4292427171,56,Back,4292427267,233,136,4292427175,285,,,,,,,,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551506997,90,49,1,10,5,dpp6fex0mdxsxhdct2qf66x5n,1,34.9,34.7,2023-05-20T11:16:15.908Z,2023-05-20T11:17:11Z,,,,,,,,,,,,,,,,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507077,91,1,1,10,10,dpp6fex0mdxsxhdct2qf66x5n,1,50.1,57.2,2023-05-20T11:16:20.755Z,2023-05-20T11:57:53Z,4292427665,56,Left,4292427671,141,86.6,4292427669,140,56.5,4292427675,213,1.2,4292427673,212,21.1,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507119,92,1,1,10,14,dpp6fex0mdxsxhdct2qf66x5n,1,63.7,86.1,2023-05-20T11:16:25.539Z,2023-05-20T11:16:30Z,4292427959,213,3.8,4292427957,212,21.1,4292427951,56,Back,4292427955,141,66.3,4292427953,140,48.2,,,,,,,,,,1asefru50u06hyhmoa7d9qcx5,L. Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507179,93,1,1,10,20,dpp6fex0mdxsxhdct2qf66x5n,1,51.8,58.1,2023-05-20T11:16:30.804Z,2023-05-20T11:16:35Z,4292428297,140,51.1,4292428299,141,16.0,4292428303,213,4.7,4292428295,56,Right,4292428301,212,28.6,,,,,,,,,,46wf8el37rvruhacvvbv38z1m,J. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507217,94,1,1,10,24,dpp6fex0mdxsxhdct2qf66x5n,1,59,17.9,2023-05-20T11:16:35.475Z,2023-05-20T11:16:38Z,4292428509,141,4.7,4292428507,140,83.2,4292428511,212,26.9,4292428513,213,5.9,4292428505,56,Right,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507271,95,1,1,10,27,dpp6fex0mdxsxhdct2qf66x5n,1,83.3,5.3,2023-05-20T11:16:38.611Z,2023-05-20T11:16:43Z,4292428849,213,1.8,4292428847,212,8.5,4292428843,140,81.4,4292428845,141,17.5,4292428841,56,Right,,,,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507295,96,1,1,10,32,dpp6fex0mdxsxhdct2qf66x5n,1,79.2,13,2023-05-20T11:16:43.252Z,2023-05-20T11:16:45Z,4292428977,141,43.6,4292428971,56,Center,4292428985,213,2.2,4292428973,140,63.6,4292428981,212,26.5,4292428969,155,,,,,,,,4h4v3c01l7hjkfnnz9ef8i5m1,K. Kögel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507357,97,1,1,10,34,dpp6fex0mdxsxhdct2qf66x5n,1,63.6,47.6,2023-05-20T11:16:45.507Z,2023-05-20T11:17:32Z,4292429253,56,Left,4292429255,140,78.9,4292429815,210,15,4292429263,1,,4292429259,212,36.4,4292429257,141,95.6,4292429261,213,1.1,,,,eyqhxpni376pocsunribu1jv9,E. Senß,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507393,98,3,1,10,40,dpp6fex0mdxsxhdct2qf66x5n,1,75.2,65.3,2023-05-20T11:16:51.331Z,2023-05-20T11:16:54Z,4292429395,56,Center,4292429423,233,137,4292429397,286,,,,,,,,,,,,,,,,,ed31f3of5iql0onh9uellvtnt,A. Arfaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507387,137,45,1,10,40,bpx4ib85d65u9oyhglkt36k1b,0,24.8,34.7,2023-05-20T11:16:51.331Z,2023-05-20T12:01:59Z,4292429449,233,98,4292429375,285,,4292429373,56,Back,,,,,,,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507397,99,15,1,10,43,dpp6fex0mdxsxhdct2qf66x5n,1,77.9,60.3,2023-05-20T11:16:53.732Z,2023-05-20T11:17:32Z,4292429411,56,Center,4292429409,18,,4292429407,22,,4292429853,147,50.4,4292431603,233,138,4292429503,20,,4292429851,146,98.6,4292429847,103,31.6,ed31f3of5iql0onh9uellvtnt,A. Arfaoui,,4292429849,215,4292429837,79,4292429839,29,4292429841,55,97,4292429845,102,50.2,,,,,,,,,,,,,,,,,,
2551507413,138,10,1,10,43,bpx4ib85d65u9oyhglkt36k1b,1,1.3,50.4,2023-05-20T11:16:53.832Z,2023-05-20T11:17:32Z,4292429515,182,,4292429513,178,,4292431649,233,99,4292429517,56,Back,4292431601,177,,,,,,,,,,,bpwz6mj8utvxsd9mjyxcestii,M. Grohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507417,139,52,1,10,46,bpx4ib85d65u9oyhglkt36k1b,1,3,49.4,2023-05-20T11:16:56.984Z,2023-05-20T11:16:57Z,,,,,,,,,,,,,,,,,,,,,,,,,bpwz6mj8utvxsd9mjyxcestii,M. Grohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507467,140,80,1,10,50,bpx4ib85d65u9oyhglkt36k1b,0,13.6,49.6,2023-05-20T11:17:00.999Z,2023-05-20T11:17:01Z,,,,,,,,,,,,,,,,,,,,,,,,,bpwz6mj8utvxsd9mjyxcestii,M. Grohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507597,141,1,1,10,51,bpx4ib85d65u9oyhglkt36k1b,1,13.1,48,2023-05-20T11:17:02.040Z,2023-05-20T11:17:12Z,4292430519,56,Back,4292430521,140,22.9,4292430523,141,26.6,4292430525,212,17.8,4292430529,213,5.3,,,,,,,,,,bpwz6mj8utvxsd9mjyxcestii,M. Grohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507607,142,1,1,11,1,bpx4ib85d65u9oyhglkt36k1b,1,27.4,31.3,2023-05-20T11:17:12.200Z,2023-05-20T11:17:13Z,4292430571,141,58.5,4292430569,140,38.9,4292430575,213,1.0,4292430567,56,Back,4292430573,212,22.1,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507629,143,1,1,11,2,bpx4ib85d65u9oyhglkt36k1b,1,39.6,58.8,2023-05-20T11:17:13.464Z,2023-05-20T11:17:15Z,4292430661,140,28.4,4292430667,213,2.4,4292430663,141,74.7,4292430659,56,Back,4292430665,212,16.0,,,,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507645,144,1,1,11,4,bpx4ib85d65u9oyhglkt36k1b,1,28.9,77.2,2023-05-20T11:17:15.272Z,2023-05-20T11:17:16Z,4292430741,140,33.8,4292430747,213,1.1,4292430743,141,91.3,4292430739,56,Back,4292430745,212,10.9,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507669,145,1,1,11,5,bpx4ib85d65u9oyhglkt36k1b,1,33.5,91.1,2023-05-20T11:17:16.504Z,2023-05-20T11:17:18Z,4292430825,56,Back,4292430837,213,4.2,4292430835,212,15.0,4292430831,141,72.1,4292430827,140,26.2,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507727,146,1,1,11,7,bpx4ib85d65u9oyhglkt36k1b,1,28.8,69.2,2023-05-20T11:17:18.344Z,2023-05-20T11:17:23Z,4292431103,141,29.3,4292431105,212,28.4,4292431099,56,Back,4292431101,140,36.9,4292431107,213,5.0,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507763,147,1,1,11,12,bpx4ib85d65u9oyhglkt36k1b,1,40.8,27.7,2023-05-20T11:17:22.968Z,2023-05-20T11:17:25Z,4292431269,212,22.5,4292431267,141,4.8,4292431265,140,56.3,4292431263,56,Right,4292431271,213,5.5,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507819,148,1,1,11,14,bpx4ib85d65u9oyhglkt36k1b,1,56.3,5.3,2023-05-20T11:17:25.352Z,2023-05-20T11:17:30Z,4292431517,213,2.4,4292431515,212,21.6,4292431513,141,26.6,4292431509,56,Back,4292431511,140,41.1,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507839,149,1,1,11,19,bpx4ib85d65u9oyhglkt36k1b,1,41.1,26.6,2023-05-20T11:17:29.944Z,2023-05-20T11:17:32Z,4292431625,140,34.7,4292431623,56,Back,4292431629,212,22.1,4292431627,141,57.5,4292431631,213,1.9,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507885,150,1,1,11,21,bpx4ib85d65u9oyhglkt36k1b,1,35.1,59.2,2023-05-20T11:17:32.249Z,2023-05-20T11:17:36Z,4292431855,140,40.3,4292431861,213,5.0,4292431853,56,Back,4292431859,212,22.8,4292431857,141,26.7,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507895,151,1,1,11,25,bpx4ib85d65u9oyhglkt36k1b,1,40.3,26.7,2023-05-20T11:17:36.393Z,2023-05-20T11:17:38Z,4292431959,212,17.7,4292431957,141,4.3,4292431955,140,48.9,4292431953,56,Back,4292431961,213,5.2,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507927,152,1,1,11,27,bpx4ib85d65u9oyhglkt36k1b,1,48.9,4.3,2023-05-20T11:17:38.568Z,2023-05-20T11:17:40Z,4292432093,141,27.9,4292432089,56,Center,4292432095,212,16.8,4292432091,140,53.5,4292432097,213,1.3,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551507973,153,1,1,11,29,bpx4ib85d65u9oyhglkt36k1b,1,47.3,29.5,2023-05-20T11:17:40.472Z,2023-05-20T11:17:46Z,4292432363,212,23.9,4292432357,56,Back,4292432365,213,1.7,4292432359,140,44.5,4292432361,141,64.4,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508031,154,1,1,11,35,bpx4ib85d65u9oyhglkt36k1b,1,55.5,68.9,2023-05-20T11:17:46.553Z,2023-05-20T11:17:52Z,4292432639,212,35.2,4292432633,140,88.8,4292432635,141,74.6,4292432641,213,0.1,4292432631,56,Center,4292432629,155,,4292432643,1,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508039,155,1,1,11,40,bpx4ib85d65u9oyhglkt36k1b,0,88.3,74.4,2023-05-20T11:17:51.159Z,2023-05-20T11:20:29Z,4292432669,212,3.4,4292432667,141,69.9,4292432663,56,Center,4292432671,213,4.3,4292432665,140,86.9,,,,,,,,,,1zkoai1sdm9bbx29fi76e38ph,C. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508029,100,49,1,11,41,dpp6fex0mdxsxhdct2qf66x5n,1,14,39.1,2023-05-20T11:17:51.907Z,2023-05-20T11:17:52Z,,,,,,,,,,,,,,,,,,,,,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508073,101,1,1,11,41,dpp6fex0mdxsxhdct2qf66x5n,1,14,39.1,2023-05-20T11:17:52.003Z,2023-05-20T11:17:56Z,4292432879,212,18.8,4292432869,56,Back,4292432881,213,5.8,4292432875,141,27.1,4292432867,157,,4292432873,140,30.1,4292432883,1,,,,,c36h9olifkg6s63uktgf1puqd,S. Matysik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508075,102,4,1,11,44,dpp6fex0mdxsxhdct2qf66x5n,1,28.6,23.6,2023-05-20T11:17:54.947Z,2023-05-20T11:17:58Z,4292432899,285,,4292432897,152,,4292432893,294,,4292432895,56,Back,4292432971,233,156,4292432891,13,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508081,156,4,1,11,44,bpx4ib85d65u9oyhglkt36k1b,0,71.4,76.4,2023-05-20T11:17:54.948Z,2023-05-20T11:18:07Z,4292433495,294,,4292432939,286,,4292432933,56,Center,4292433003,233,102,4292432935,152,,4292432931,13,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508273,103,1,1,12,6,dpp6fex0mdxsxhdct2qf66x5n,1,30.1,27.1,2023-05-20T11:18:17.282Z,2023-05-20T11:18:18Z,4292434039,5,,4292434049,212,10.7,4292434047,141,31.0,4292434043,56,Back,4292434045,140,40.0,4292434051,213,0.2,4292434041,152,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508299,104,1,1,12,7,dpp6fex0mdxsxhdct2qf66x5n,1,40,31,2023-05-20T11:18:18.226Z,2023-05-20T11:18:21Z,4292434185,140,27.7,4292434191,213,3.6,4292434183,56,Back,4292434189,212,14.8,4292434187,141,20.5,,,,,,,,,,eyqhxpni376pocsunribu1jv9,E. Senß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508365,105,1,1,12,10,dpp6fex0mdxsxhdct2qf66x5n,1,25.8,24.2,2023-05-20T11:18:20.946Z,2023-05-20T11:18:26Z,4292434537,140,1.9,4292434539,141,38.6,4292434543,213,2.8,4292434535,56,Back,4292434541,212,26.9,,,,,,,,,,1f2ltq7gcnimsdgixp8w36eax,L. Turányi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508409,106,1,1,12,15,dpp6fex0mdxsxhdct2qf66x5n,1,2.5,32.3,2023-05-20T11:18:26.596Z,2023-05-20T11:18:30Z,4292434681,157,,4292434693,1,,4292434683,56,Back,4292434691,213,6.2,4292434685,140,44.9,4292434687,141,24.1,4292434689,212,44.9,,,,2ywmv0jjr4u8jgo8gnoisx0id,A. Klink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508415,107,44,1,12,19,dpp6fex0mdxsxhdct2qf66x5n,1,44.2,25,2023-05-20T11:18:30.210Z,2023-05-20T11:18:59Z,4292434703,56,Back,4292434705,285,,4292434759,233,157,,,,,,,,,,,,,,,,8djtc44u653lmy03mnniax3l6,S. Zdebel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508423,157,44,1,12,19,bpx4ib85d65u9oyhglkt36k1b,0,55.8,75,2023-05-20T11:18:30.211Z,2023-05-20T11:18:32Z,4292434751,286,,4292434785,233,107,4292434749,56,Center,,,,,,,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508433,108,1,1,12,19,dpp6fex0mdxsxhdct2qf66x5n,0,44.9,24.1,2023-05-20T11:18:30.307Z,2023-05-20T11:19:00Z,4292434795,140,73.2,4292434801,213,6.1,4292434793,56,Right,4292434789,3,,4292434799,212,30.2,4292434797,141,15.8,4292434791,168,,,,,8djtc44u653lmy03mnniax3l6,S. Zdebel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508435,158,49,1,12,22,bpx4ib85d65u9oyhglkt36k1b,1,33.9,83.8,2023-05-20T11:18:33.050Z,2023-05-20T11:18:33Z,,,,,,,,,,,,,,,,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508517,159,1,1,12,22,bpx4ib85d65u9oyhglkt36k1b,1,33.9,83.7,2023-05-20T11:18:33.273Z,2023-05-20T11:18:40Z,4292435141,212,30.3,4292435135,56,Back,4292435137,140,12.1,4292435139,141,54.6,4292435143,213,3.9,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508553,160,1,1,12,30,bpx4ib85d65u9oyhglkt36k1b,1,12.5,54.6,2023-05-20T11:18:41.354Z,2023-05-20T11:18:42Z,4292435315,213,0.4,4292435313,212,13.1,4292435309,140,23.8,4292435307,56,Back,4292435311,141,62.7,,,,,,,,,,bpwz6mj8utvxsd9mjyxcestii,M. Grohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508567,161,1,1,12,31,bpx4ib85d65u9oyhglkt36k1b,1,24.4,62.2,2023-05-20T11:18:42.378Z,2023-05-20T11:18:44Z,4292435391,141,32.4,4292435387,56,Back,4292435393,212,26.3,4292435389,140,40.3,4292435395,213,5.4,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508623,162,1,1,12,33,bpx4ib85d65u9oyhglkt36k1b,1,40.3,32.4,2023-05-20T11:18:44.537Z,2023-05-20T11:18:50Z,4292435719,213,1.5,4292435717,212,26.6,4292435711,56,Back,4292435715,141,71.5,4292435713,140,41.8,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508643,163,1,1,12,39,bpx4ib85d65u9oyhglkt36k1b,1,38.4,70.8,2023-05-20T11:18:49.900Z,2023-05-20T11:18:51Z,4292435823,213,4.6,4292435815,56,Back,4292435817,140,35.5,4292435821,212,21.0,4292435819,141,40.3,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508675,164,1,1,12,40,bpx4ib85d65u9oyhglkt36k1b,1,35.5,40.3,2023-05-20T11:18:51.642Z,2023-05-20T11:18:54Z,4292435981,141,15.5,4292435985,213,5.2,4292435979,140,44.3,4292435983,212,19.2,4292435977,56,Back,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508691,165,1,1,12,44,bpx4ib85d65u9oyhglkt36k1b,1,44.1,17.6,2023-05-20T11:18:54.698Z,2023-05-20T11:18:55Z,4292436065,56,Back,4292436069,141,44.1,4292436067,140,47.7,4292436073,213,1.4,4292436071,212,18.4,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508713,166,1,1,12,45,bpx4ib85d65u9oyhglkt36k1b,1,48.7,45.2,2023-05-20T11:18:55.706Z,2023-05-20T11:18:58Z,4292436177,141,24.6,4292436179,212,15.4,4292436181,213,4.3,4292436175,140,42.7,4292436173,56,Back,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508755,167,1,1,12,47,bpx4ib85d65u9oyhglkt36k1b,1,45.6,28.7,2023-05-20T11:18:58.442Z,2023-05-20T11:19:02Z,4292436407,56,Back,4292436409,140,43.7,4292436411,141,68.4,4292436415,213,1.6,4292436413,212,27.1,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508765,168,1,1,12,51,bpx4ib85d65u9oyhglkt36k1b,1,43.7,70.4,2023-05-20T11:19:02.026Z,2023-05-20T11:19:02Z,4292436481,141,53.7,4292436479,140,53.7,4292436477,56,Center,4292436483,212,15.5,4292436485,213,5.5,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508797,169,1,1,12,52,bpx4ib85d65u9oyhglkt36k1b,1,53.7,53.7,2023-05-20T11:19:02.810Z,2023-05-20T11:19:05Z,4292436695,213,2.2,4292436687,56,Back,4292436693,212,16.4,4292436689,140,43.9,4292436691,141,72.5,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508809,170,1,1,12,55,bpx4ib85d65u9oyhglkt36k1b,1,44.6,71.2,2023-05-20T11:19:05.819Z,2023-05-20T11:19:06Z,4292436761,141,41.0,4292436757,56,Back,4292436765,213,4.5,4292436759,140,39.4,4292436763,212,21.2,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508839,171,1,1,12,56,bpx4ib85d65u9oyhglkt36k1b,1,39.4,41,2023-05-20T11:19:06.810Z,2023-05-20T11:19:09Z,4292436939,140,51.0,4292436943,212,22.8,4292436937,56,Right,4292436945,213,5.3,4292436941,141,12.6,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508861,172,1,1,12,58,bpx4ib85d65u9oyhglkt36k1b,1,51.3,13.1,2023-05-20T11:19:09.210Z,2023-05-20T11:19:12Z,4292437079,212,22.7,4292437077,141,45.1,4292437073,56,Center,4292437075,140,57.6,4292437081,213,1.3,,,,,,,,,,9xbohfvww89ec7c1d97hkuj85,S. Zadrazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508865,173,61,1,13,1,bpx4ib85d65u9oyhglkt36k1b,0,56.6,47.8,2023-05-20T11:19:12.490Z,2023-05-20T11:19:12Z,4292437099,56,Center,,,,,,,,,,,,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508893,109,1,1,13,3,dpp6fex0mdxsxhdct2qf66x5n,0,41.9,51.3,2023-05-20T11:19:13.714Z,2023-05-20T11:19:15Z,4292437197,213,5.7,4292437191,140,52.1,4292437195,212,12.8,4292437189,56,Center,4292437193,141,41.0,,,,,,,,,,8djtc44u653lmy03mnniax3l6,S. Zdebel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508949,174,1,1,13,7,bpx4ib85d65u9oyhglkt36k1b,1,44.5,52.8,2023-05-20T11:19:18.491Z,2023-05-20T11:19:19Z,4292437419,141,43.1,4292437417,140,36.4,4292437421,212,10.8,4292437415,56,Back,4292437423,213,3.8,,,,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508977,175,1,1,13,8,bpx4ib85d65u9oyhglkt36k1b,1,35.3,42.6,2023-05-20T11:19:19.162Z,2023-05-20T11:19:22Z,4292437569,140,45.4,4292437567,56,Back,4292437575,213,0.6,4292437573,212,13.3,4292437571,141,54.3,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551508987,176,1,1,13,11,bpx4ib85d65u9oyhglkt36k1b,1,45.9,62.7,2023-05-20T11:19:21.979Z,2023-05-20T11:19:23Z,4292437657,141,74.6,4292437659,212,10.7,4292437661,213,2.3,4292437653,56,Back,4292437655,140,39.2,,,,,,,,,,a5d0iik8dqj6oy803mvi4n1sl,L. Magull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551509017,177,1,1,13,12,bpx4ib85d65u9oyhglkt36k1b,1,37.4,73.8,2023-05-20T11:19:23.611Z,2023-05-20T11:19:26Z,4292437801,141,36.9,4292437797,56,Back,4292437803,212,25.2,4292437799,140,39.6,4292437805,213,4.8,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551509087,178,1,1,13,15,bpx4ib85d65u9oyhglkt36k1b,1,39.6,36.9,2023-05-20T11:19:26.587Z,2023-05-20T11:19:32Z,4292438155,212,22.0,4292438153,141,69.2,4292438149,56,Back,4292438157,213,1.5,4292438151,140,40.3,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551509177,179,1,1,13,21,bpx4ib85d65u9oyhglkt36k1b,1,44.5,66,2023-05-20T11:19:32.667Z,2023-05-20T11:19:36Z,4292438431,140,45.0,4292438429,56,Back,4292438437,213,4.7,4292438433,141,37.9,4292438435,212,19.1,,,,,,,,,,98q93f1kijhmnd79vkg83qitx,T. Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551509201,180,1,1,13,25,bpx4ib85d65u9oyhglkt36k1b,1,53.7,30.1,2023-05-20T11:19:35.932Z,2023-05-20T11:19:38Z,4292438587,213,5.0,4292438581,140,58.4,4292438585,212,16.9,4292438583,141,6.3,4292438579,56,Right,,,,,,,,,,fpitimhwhx0wqkkrtuc10mvp,G. Viggósdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551509235,181,1,1,13,27,bpx4ib85d65u9oyhglkt36k1b,1,58.5,6.3,2023-05-20T11:19:37.947Z,2023-05-20T11:19:41Z,4292438757,141,34.2,4292438759,212,24.4,4292438753,56,Center,4292438761,213,0.9,4292438755,140,73.1,,,,,,,,,,d9l67kneytb0mij099bneg1cl,M. Rall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
