id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/13/value
2475028573,1,34,16,0,0,nuaf3wtujl8erbciumch6c65,1,0,0,2022-10-21T16:04:27.957Z,2022-10-21T17:15:05Z,3860206611,197,8752,3860109213,59,"1, 22, 20, 18, 8, 16, 7, 17, 15, 10, 23, 2, 3, 4, 9, 11, 19, 27, 33",3860109211,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3860109217,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3860109219,194,62soqddjmkrj99mvi1wivj4k5,3860109221,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3860109215,130,8,3860109209,30,"49ur7byczvl0qkqn9y2qq73s9, dh4eziicycykt8h2zr0to5tuy, 8ovibbdbs49bwwwf3bbuij3hm, axjakqkndyt2k8v2b0y97tw16, bkbp6hl12kc3y8wohv9l3a66t, 62soqddjmkrj99mvi1wivj4k5, 1f2h3qvn7d1dv5wsv63bojazu, 28fi0st48wljpt3kyee510iga, 2ltzk74krenmfh5gzcjpc2k4q, 9e95p87136h6zjam3zu0d9yol, 3p9ie3u7ej9o1wpzl4aonjtd6, 702asj69cc2fzzns98r7hp5p0, 65979lcr67xsnqvgtyswqubqh, 1eoc1w0vz8jmz4i0mpg20fiay, 7rb7zn6mvelljw1e3gbv8mmsp, 7ubpnkf47u1os2z47fam81i7e, 6l7cn7fmomj88kfdyo9seopg5, aosbps68cdxbpvbo3ch7ppvjd, ajxlorvqcyydwbynreva0e47p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475028989,1,34,16,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2022-10-21T16:06:48.517Z,2022-10-21T17:15:37Z,3860111607,130,2,3860111611,194,a3rlansc0x5sw4hg75yhpanhm,3860111601,30,"7qvhdchag7s42he71k28ctmtx, dseqkqirdljgr63ov3461vhsl, 6yoqpu952gnc6trdg6vpala6t, 3kofouuzii19d6w7mr7n9s2ui, e3gddzy59fp8lidsr83vpw12i, a3rlansc0x5sw4hg75yhpanhm, azqwt1eb6ozui2xml066e59n8, qygwawkthmtcn3sx4ptq0e8k, 3bg4ewc3n4ytybr96lc313ahh, 4663ukpnmrw6i3tm1fvzl7u1h, 8etvu6b9z7sm2rg3wqkmchk9h, co6n1ylcgql0rzvwk4syob5uy, 2w63sbft76wqhb5w5kjoq2hux, 1139rvy7ws5o77eq04wprf0tl, byrtspkep316747j5mj5lyei, 1tkgs09548p54arfjuufivk7o, lumzmqt9mvg1pkm0sikavo5w, aznw9h6kcucg81kxmu23y9m38",3860111605,59,"30, 25, 18, 16, 4, 14, 9, 19, 26, 7, 2, 13, 8, 15, 20, 22, 24, 29",3860111609,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3860209081,197,8751,3860111603,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3860111613,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475049797,2,32,1,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2022-10-21T17:19:22.782Z,2022-10-21T17:19:23Z,3860217141,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475049783,2,32,1,0,0,nuaf3wtujl8erbciumch6c65,1,0,0,2022-10-21T17:19:22.782Z,2022-10-21T17:19:22Z,3860217067,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475049819,3,1,1,0,0,nuaf3wtujl8erbciumch6c65,1,49.9,50.3,2022-10-21T17:19:22.882Z,2022-10-21T17:19:26Z,3860217233,279,S,3860217227,141,33.1,3860217229,212,18.1,3860217231,213,3.8,3860217225,140,36.7,3860217223,56,Back,,,,,,,2ltzk74krenmfh5gzcjpc2k4q,K. Maksuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475049833,4,1,1,0,3,nuaf3wtujl8erbciumch6c65,1,36.4,31.5,2022-10-21T17:19:26.336Z,2022-10-21T17:19:28Z,3860217301,140,30.5,3860217307,213,4.3,3860217305,212,15.8,3860217299,56,Back,3860217303,141,10.1,,,,,,,,,,28fi0st48wljpt3kyee510iga,N. Günnewig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475049859,5,1,1,0,5,nuaf3wtujl8erbciumch6c65,1,30.5,10.3,2022-10-21T17:19:28.336Z,2022-10-21T17:19:32Z,3860217427,56,Back,3860217433,212,24.2,3860217435,213,2.4,3860217431,141,33.1,3860217429,140,12.8,,,,,,,,,,dh4eziicycykt8h2zr0to5tuy,K. Bathmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475049901,6,1,1,0,9,nuaf3wtujl8erbciumch6c65,1,12.2,28.6,2022-10-21T17:19:31.920Z,2022-10-21T17:19:39Z,3860217659,140,34.6,3860217657,56,Back,3860217663,212,28.4,3860217661,141,5.2,3860217665,213,5.7,,,,,,,,,,bkbp6hl12kc3y8wohv9l3a66t,L. Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475049905,7,50,1,0,16,nuaf3wtujl8erbciumch6c65,1,22.8,5.8,2022-10-21T17:19:38.960Z,2022-10-21T17:19:40Z,3860217683,285,,3860217681,56,Back,3860217731,233,3,,,,,,,,,,,,,,,,1f2h3qvn7d1dv5wsv63bojazu,A. Margraf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475049909,3,7,1,0,16,6mng5xcarvyip7ixoss7au245,0,77.2,94.2,2022-10-21T17:19:38.961Z,2022-10-21T17:20:13Z,3860217703,286,,3860217717,233,7,3860217701,56,Left,,,,,,,,,,,,,,,,6yoqpu952gnc6trdg6vpala6t,W. Meister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
