id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/15/value,qualifier/16/value
2465391789,1,34,16,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2022-10-01T10:12:16.623Z,2022-10-01T11:05:13Z,3808832633,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5",3808832635,59,"1, 13, 18, 7, 5, 6, 12, 17, 10, 8, 24, 11, 15, 23, 26, 27",3808832643,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3808832637,130,2,3808832631,30,"a10v8s11xcdsyspqnyhtfipjp, 9kmt7flw7n65qmfe0euadfd1x, 9farsri8j50ajgnhkyur3l97t, 4y1m1y07xg9wwfnogsxtcj93p, aa257iqvul1ksok2v3ouoe86h, dtz4c9bzealdegjsgvdoac6ad, f18o5qahrzbg0jrw8whefv7xl, 6089nfwh31ha73pl7vlla75cl, 9uo1lm8ntj5o5vq1jutuvtb6d, 8fhfjo7zfz9u0xtn58qj9enrp, 41ojypiz2yg51sriq9sfreh1x, 3p5r6kr9afi2f4qqno6scknze, 9vdyzvt8ehavj3sfugjoi3rze, 35899uqibespufub1v01dwrmd, 19gypl4enklm01cxfzzbrb4yd, 4wuo4yhm9bmihr1ywi0g4pvqh",3808832641,194,8fhfjo7zfz9u0xtn58qj9enrp,3808832639,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0",3808909921,197,17098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465394867,1,34,16,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2022-10-01T10:23:35.578Z,2022-10-01T10:58:19Z,3808848919,30,"7qvhdchag7s42he71k28ctmtx, dseqkqirdljgr63ov3461vhsl, 6yoqpu952gnc6trdg6vpala6t, 28lczv0k4nlvpupwzf0ilcxd5, e3gddzy59fp8lidsr83vpw12i, a3rlansc0x5sw4hg75yhpanhm, 3kofouuzii19d6w7mr7n9s2ui, 7i2liztq9k72g2lnz5i91whcl, 3bg4ewc3n4ytybr96lc313ahh, 4663ukpnmrw6i3tm1fvzl7u1h, 8etvu6b9z7sm2rg3wqkmchk9h, 2w63sbft76wqhb5w5kjoq2hux, azqwt1eb6ozui2xml066e59n8, e1y3vxchgblhvb5954pywd2j8, qygwawkthmtcn3sx4ptq0e8k, 1tkgs09548p54arfjuufivk7o, lumzmqt9mvg1pkm0sikavo5w, aznw9h6kcucg81kxmu23y9m38",3808848925,130,2,3808848927,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3808848923,59,"30, 25, 18, 6, 4, 14, 16, 17, 26, 7, 2, 8, 9, 13, 19, 22, 24, 29",3808848931,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3808908165,197,8545,3808848929,194,7i2liztq9k72g2lnz5i91whcl,3808848921,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465406807,2,32,1,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2022-10-01T11:02:35.520Z,2022-10-01T11:02:35Z,3808914115,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465406809,2,32,1,0,0,4e5523it4v7s6kkakelbj9si5,1,0,0,2022-10-01T11:02:35.520Z,2022-10-01T11:02:37Z,3808914121,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465406833,3,1,1,0,0,6mng5xcarvyip7ixoss7au245,1,49.9,50,2022-10-01T11:02:35.620Z,2022-10-01T11:02:38Z,3808914263,213,3.0,3808914259,141,53.9,3808914265,279,S,3808914261,212,19.1,3808914257,140,31.9,3808914255,56,Back,,,,,,,4663ukpnmrw6i3tm1fvzl7u1h,M. Kyōkawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465406847,4,1,1,0,3,6mng5xcarvyip7ixoss7au245,0,36.5,45.5,2022-10-01T11:02:38.845Z,2022-10-01T11:02:40Z,3808914343,212,40.6,3808914337,56,Center,3808914335,155,,3808914347,1,,3808914345,213,6.0,3808914339,140,73.9,3808914341,141,30.5,,,,28lczv0k4nlvpupwzf0ilcxd5,M. Plattner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465406873,3,1,1,0,8,4e5523it4v7s6kkakelbj9si5,0,28.3,64.9,2022-10-01T11:02:43.569Z,2022-10-01T11:02:44Z,3808914463,212,15.9,3808914465,213,5.1,3808914459,140,34.6,3808914461,141,43.7,3808914455,3,,3808914457,56,Back,,,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465406883,5,3,1,0,9,6mng5xcarvyip7ixoss7au245,0,68.6,40.2,2022-10-01T11:02:44.573Z,2022-10-01T11:02:48Z,3808914499,286,,3808914685,233,4,3808914497,56,Center,,,,,,,,,,,,,,,,8etvu6b9z7sm2rg3wqkmchk9h,M. Rouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465406905,4,7,1,0,9,4e5523it4v7s6kkakelbj9si5,1,31.4,59.8,2022-10-01T11:02:44.574Z,2022-10-01T11:02:48Z,3808914659,56,Back,3808914665,233,5,3808914661,285,,,,,,,,,,,,,,,,,6089nfwh31ha73pl7vlla75cl,S. Puntigam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465406907,5,61,1,0,11,4e5523it4v7s6kkakelbj9si5,1,30.5,50,2022-10-01T11:02:47.514Z,2022-10-01T11:02:47Z,3808914663,56,Back,,,,,,,,,,,,,,,,,,,,,,aa257iqvul1ksok2v3ouoe86h,C. Degen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465406917,6,1,1,0,13,4e5523it4v7s6kkakelbj9si5,0,31.4,56.4,2022-10-01T11:02:49.251Z,2022-10-01T11:02:49Z,3808914721,212,25.9,3808914713,157,,3808914715,56,Back,3808914717,140,49.4,3808914723,213,5.5,3808914719,141,30.3,3808914725,1,,,,,dtz4c9bzealdegjsgvdoac6ad,M. Moorrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
