id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/14/value
2482319293,1,34,16,0,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-11-06T11:25:05.197Z,2022-11-06T12:00:29Z,3898671121,197,17287,3898589133,130,8,3898589129,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3898589137,194,9uu3awe8j2wf502ke5l9nwg5x,3898589135,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3898589139,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898589131,59,"12, 19, 3, 21, 16, 18, 25, 23, 9, 10, 11, 4, 5, 13, 14, 15, 24, 27",3898589127,30,"5538ubmpq7ijg9s6fyt0qwglw, 6dr16qr33t4gjz70bv5bxc8dm, ikr5jm07viu4wblicjededt6, 6zmrvcurwjzt9y07c85s24r85, 9uu3awe8j2wf502ke5l9nwg5x, dxxo7gr1hcdzzum13rxotvk5x, 3ucjekvg77wnqsybahjae5iei, 8fvhkgu9pio9hcs0qhndw1239, 6el60ixesyykp18873zddqve2, epxe17rtw23fpslr1e6cxlffu, 6pgjx4bd90q1d1vof7bonhjx0, 57cbneelzdjmwvsk87sgq7omi, dr441rdowee2tvp2ufmp8itm2, 5hdjbf8idy50wlf0d6qi3lk9h, f01nw6jfywo13d30t2j6lmivo, ccwb5o1w1wuxfie257h1m3hn8, 3585c838j2bk9rr5tw2but4ic, c2lq7lei84ba4ft8hp8jdht04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482321023,1,34,16,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2022-11-06T11:29:31.297Z,2022-11-06T12:00:33Z,3898596591,59,"30, 24, 15, 2, 4, 18, 20, 14, 28, 25, 26, 13, 8, 9, 11, 21, 22, 29, 41",3898596599,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898596595,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3898596597,194,3bg4ewc3n4ytybr96lc313ahh,3898596593,130,2,3898671301,197,8751,3898596587,30,"7qvhdchag7s42he71k28ctmtx, lumzmqt9mvg1pkm0sikavo5w, 1139rvy7ws5o77eq04wprf0tl, 8etvu6b9z7sm2rg3wqkmchk9h, e3gddzy59fp8lidsr83vpw12i, 6yoqpu952gnc6trdg6vpala6t, byrtspkep316747j5mj5lyei, a3rlansc0x5sw4hg75yhpanhm, ctt0noqy18w96i73n9pahoz55, dseqkqirdljgr63ov3461vhsl, 3bg4ewc3n4ytybr96lc313ahh, co6n1ylcgql0rzvwk4syob5uy, 2w63sbft76wqhb5w5kjoq2hux, 6yhdlwte6pqb69xhx2roinw7p, 42h5sz2axk69ifygo0wzuvr2t, 8xphahi0vi6fnh8ou88zzb6j9, 1tkgs09548p54arfjuufivk7o, c1n85tkjdrqtuwj3cab6nbml0, do1uv3ohvyvodhcindxj76qy1",3898596589,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482340793,2,32,1,0,0,6mng5xcarvyip7ixoss7au245,1,0,0,2022-11-06T12:03:33.570Z,2022-11-06T12:03:35Z,3898680997,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482340769,2,32,1,0,0,2f7gua216miwsfd83rgjsn4ap,1,0,0,2022-11-06T12:03:33.570Z,2022-11-06T12:03:33Z,3898680925,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482340847,3,1,1,0,0,2f7gua216miwsfd83rgjsn4ap,1,50.1,50,2022-11-06T12:03:33.670Z,2022-11-06T12:03:38Z,3898681243,279,S,3898681241,213,3.3,3898681235,140,36.9,3898681239,212,14.0,3898681237,141,47.6,3898681233,56,Back,,,,,,,6el60ixesyykp18873zddqve2,R. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482340853,4,1,1,0,4,2f7gua216miwsfd83rgjsn4ap,0,35.2,48.9,2022-11-06T12:03:38.040Z,2022-11-06T12:53:56Z,3898681293,155,,3898681301,212,42.2,3898681297,140,70.9,3898681295,56,Center,3898681303,213,0.5,3898681299,141,77.3,3898870877,1,,,,,6zmrvcurwjzt9y07c85s24r85,A. Pfluger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482340879,3,61,1,0,6,6mng5xcarvyip7ixoss7au245,1,34.9,31,2022-11-06T12:03:40.368Z,2022-11-06T12:03:40Z,3898681391,56,Back,,,,,,,,,,,,,,,,,,,,,,lumzmqt9mvg1pkm0sikavo5w,L. Aniwaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482340905,4,50,1,0,7,6mng5xcarvyip7ixoss7au245,1,37,23.4,2022-11-06T12:03:40.839Z,2022-11-06T12:03:44Z,3898681645,233,5,3898681523,286,,3898681521,56,Back,,,,,,,,,,,,,,,,lumzmqt9mvg1pkm0sikavo5w,L. Aniwaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482340921,5,7,1,0,7,2f7gua216miwsfd83rgjsn4ap,1,63,76.6,2022-11-06T12:03:40.840Z,2022-11-06T12:03:44Z,3898681609,56,Center,3898681611,285,,3898681633,233,4,,,,,,,,,,,,,,,,ikr5jm07viu4wblicjededt6,E. Touon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482340953,6,1,1,0,10,2f7gua216miwsfd83rgjsn4ap,1,63.6,69.1,2022-11-06T12:03:44.232Z,2022-11-06T12:03:48Z,3898681779,140,60.5,3898681777,56,Right,3898681787,1,,3898681783,212,37.0,3898681785,213,4.6,3898681781,141,14.9,,,,,,,epxe17rtw23fpslr1e6cxlffu,N. Kowalski,,,,,,,,,,,,,,,,,,,,,,,,,,,,
