id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,assist,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/15/value
2458564851,1,34,16,0,0,agjf3593kdfob1fl43rlt2b6c,1,0,0,2022-09-11T09:58:18.316Z,2022-09-11T10:54:37Z,3772639443,130,23,3772639437,30,"ej5p7l0mua55bqhzjbybejwet, s7husj5h842pazt5crezfbe2, 23l4wxjftfctry8qgxh71zhm1, 4jwotvqswss201ptdipai5rkl, 6e1lpunbwloydldryrn6q3iz9, 9m7xcfi5h3tshdrsckkausm39, 4xzg2jjtxvjoic1c8ohzsumdx, cv7zl2omdyscmzg77ac8nic45, horxq0sb7c6929i7mc6ctuqd, cbozn7nychmtwwwkrxae2ga21, 6bxufdsghl0f3r4jilcbo26eh, 20pat26jlgjcvstrte9jbltrd, 1hvfc11oxddf7hxxks4skxw45, cczk9xb3xmteym84wujrwt0yc, c8v0somzpm3hv3vvg4t85hjl6, efjrhuhhm4zy4vrzekxlu4h9m, 9q6mpd436ukjidbbj6onmti0a, eamiu4oem93j41zqdsv9uk4b9, 4hr92u2mkgds9ojm844xgag9h, 9nj8et8a0rk6ay19vk84uawh5",3772639447,194,horxq0sb7c6929i7mc6ctuqd,3772707321,197,12022,3772639445,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3772639439,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3772639449,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3772639441,59,"1, 67, 22, 7, 23, 5, 8, 10, 27, 29, 24, 2, 12, 13, 14, 15, 19, 20, 21, 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458565499,1,34,16,0,0,bcuj94typp0ykv77ijp9wpsve,1,0,0,2022-09-11T10:00:43.955Z,2022-09-11T10:36:14Z,3772707219,197,16701,3772642567,59,"1, 33, 3, 4, 5, 16, 21, 28, 7, 20, 10, 2, 6, 8, 11, 18, 29, 30, 44, 74",3772642575,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3772642571,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3772642563,30,"c6wbavw0v5bxajsd2xz7qg1d5, dejb47luo9o523wl9fm9yncgl, 3yx85beji7yke6s4su7f0tzh1, a5unceohcp7m8mrrso11uipqt, 4xlf56csffamnnw04mba3wpw4, ifp26xl8pzgarz05vnfjv3yt, bkyl1g1z7xenlu0augv7717u1, c5ze370ixl09ccy818f92jkk5, 68vj95m8a7vmurirk0hr8lboq, 1zq3xp6uas4qe3jv0huphuzmd, 7o8xh2r55xb1yiz5gjvnp0rmx, b4r8ripw5dilngnxrb5fkkkid, e8zyhpx14n6upjw5fnqbc9k44, b7o9ncawaqn5jj5v32b3gn1be, 6a9iztbvqz1ivizma0g528v84, aglsidifjxvmwn1cyg6qcze38, am9nqqu4kh06f457nxwmpgg0k, bb1q58ts374m0dgx2afl6gq5m, 60n2n8den11uhjvk7lpse8qhg, 8tx7ytb6uxqjymzdsu78rrpqs",3772642573,194,3yx85beji7yke6s4su7f0tzh1,3772642565,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3772642569,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458579451,2,32,1,0,0,bcuj94typp0ykv77ijp9wpsve,1,0,0,2022-09-11T10:30:53.723Z,2022-09-11T10:34:34Z,3772698699,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458579445,2,32,1,0,0,agjf3593kdfob1fl43rlt2b6c,1,0,0,2022-09-11T10:30:53.723Z,2022-09-11T10:34:34Z,3772698671,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458579485,3,79,1,0,1,agjf3593kdfob1fl43rlt2b6c,0,0,0,2022-09-11T10:31:19.606Z,2022-09-11T10:31:20Z,3772698843,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458580973,4,79,1,3,0,agjf3593kdfob1fl43rlt2b6c,1,0,0,2022-09-11T10:34:18.578Z,2022-09-11T10:34:18Z,3772706121,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581323,5,4,1,4,5,agjf3593kdfob1fl43rlt2b6c,1,58.2,35.4,2022-09-11T10:34:59.564Z,2022-09-11T10:35:09Z,3772707817,233,3,3772707653,13,,3772707661,286,,3772707791,189,,3772707657,152,,3772707655,56,Center,3772707659,265,,,,,9m7xcfi5h3tshdrsckkausm39,G. Spinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581347,3,4,1,4,5,bcuj94typp0ykv77ijp9wpsve,0,41.8,64.6,2022-09-11T10:34:59.565Z,2022-09-11T10:35:09Z,3772707807,265,,3772707903,189,,3772707803,152,,3772707811,285,,3772707801,56,Back,3772707927,233,5,3772707799,13,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581411,6,1,1,4,25,agjf3593kdfob1fl43rlt2b6c,0,54.3,23.1,2022-09-11T10:35:19.211Z,2022-09-11T10:35:23Z,3772708213,212,36.7,3772708219,1,,3772708215,213,0.9,3772708201,5,,3772708207,56,Center,3772708211,141,67.0,3772708205,152,,3772708209,140,74.7,9m7xcfi5h3tshdrsckkausm39,G. Spinelli,3772708203,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458581425,4,1,1,4,29,bcuj94typp0ykv77ijp9wpsve,0,21.2,26.2,2022-09-11T10:35:23.421Z,2022-09-11T10:35:26Z,3772708271,141,32.5,3772708275,213,0.3,3772708267,56,Back,3772708265,3,,3772708269,140,32.7,3772708273,212,12.8,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
