id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value,qualifier/17/value
2522289099,7,1,1,0,8,bcuj94typp0ykv77ijp9wpsve,1,25.2,74.4,2023-03-19T11:34:03.260Z,2023-03-19T13:43:36Z,4109268949,212,19.6,4109268945,140,10.7,4109268943,56,Back,4109268947,141,56.3,4109268951,213,3.8,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289123,8,1,1,0,12,bcuj94typp0ykv77ijp9wpsve,1,11.1,57.9,2023-03-19T11:34:07.815Z,2023-03-19T13:43:36Z,4109269035,56,Back,4109269039,141,74.1,4109269037,140,12.9,4109269043,213,1.4,4109269041,212,11.2,,,,,,,,,,c6wbavw0v5bxajsd2xz7qg1d5,S. Cetinja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289151,9,1,1,0,15,bcuj94typp0ykv77ijp9wpsve,1,9.1,74.2,2023-03-19T11:34:10.841Z,2023-03-19T13:43:35Z,4109269181,213,4.8,4109269179,212,15.2,4109269173,56,Back,4109269175,140,9.7,4109269177,141,51.8,,,,,,,,,,b4r8ripw5dilngnxrb5fkkkid,G. Apicella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289175,10,1,1,0,18,bcuj94typp0ykv77ijp9wpsve,1,9.7,51.8,2023-03-19T11:34:13.442Z,2023-03-19T13:43:35Z,4109269329,141,93.9,4109269333,213,1.5,4109269323,155,,4109269331,212,28.8,4109269325,56,Back,4109269327,140,12.7,,,,,,,c6wbavw0v5bxajsd2xz7qg1d5,S. Cetinja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289207,11,1,1,0,21,bcuj94typp0ykv77ijp9wpsve,1,12.9,93.9,2023-03-19T11:34:16.118Z,2023-03-19T13:43:35Z,4109269513,213,0.1,4109269509,141,95.9,4109269511,212,15.7,4109269505,56,Back,4109269507,140,27.8,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289213,12,4,1,0,25,bcuj94typp0ykv77ijp9wpsve,1,29.2,89.5,2023-03-19T11:34:20.189Z,2023-03-19T13:43:35Z,4109269537,152,,4109269541,285,,4109269533,13,,4109269535,56,Back,4109269539,265,,4109269563,233,5,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289209,5,4,1,0,25,7pm0maqtof5rdc3ksumasw55g,0,70.8,10.5,2023-03-19T11:34:20.190Z,2023-03-19T13:41:26Z,4109269521,56,Right,4109269527,286,,4109269525,265,,4109269519,13,,4109269523,152,,4109269571,233,12,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289547,13,1,1,0,54,bcuj94typp0ykv77ijp9wpsve,1,27.8,91.8,2023-03-19T11:34:49.707Z,2023-03-19T13:43:34Z,4109271211,213,4.3,4109271209,212,19.4,4109271203,56,Back,4109271205,140,21.1,4109271201,152,,4109271199,5,,4109271207,141,65.2,,,,4rxi67te6h5sfv95cxs2gmynd,L. Golob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289571,14,1,1,1,1,bcuj94typp0ykv77ijp9wpsve,0,25.2,60.8,2023-03-19T11:34:56.057Z,2023-03-19T13:43:34Z,4109271329,141,82.3,4109271333,213,0.5,4109271327,140,48.8,4109271323,155,,4109271331,212,28.8,4109271325,56,Back,,,,,,,c6wbavw0v5bxajsd2xz7qg1d5,S. Cetinja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289585,6,1,1,1,3,7pm0maqtof5rdc3ksumasw55g,0,56.8,23.3,2023-03-19T11:34:58.103Z,2023-03-19T13:41:25Z,4109271431,56,Center,4109271433,140,65.2,4109271435,141,33.5,4109271437,212,11.2,4109271441,213,0.7,4109271429,3,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289661,15,1,1,1,6,bcuj94typp0ykv77ijp9wpsve,1,41.6,72,2023-03-19T11:35:01.406Z,2023-03-19T13:43:34Z,4109271867,212,18.2,4109271865,141,81.4,4109271863,140,57.8,4109271861,56,Left,4109271869,213,0.4,4109271859,3,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289667,16,61,1,1,9,bcuj94typp0ykv77ijp9wpsve,1,57.7,81.4,2023-03-19T11:35:04.214Z,2023-03-19T13:43:34Z,4109271889,56,Left,,,,,,,,,,,,,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289695,17,1,1,1,11,bcuj94typp0ykv77ijp9wpsve,0,61.7,92.4,2023-03-19T11:35:06.165Z,2023-03-19T13:43:33Z,4109272051,140,80.9,4109272055,212,29.9,4109272053,141,59.9,4109272057,213,5.5,4109272049,56,Center,,,,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289703,7,1,1,1,11,7pm0maqtof5rdc3ksumasw55g,1,22.9,51.4,2023-03-19T11:35:06.438Z,2023-03-19T13:41:25Z,4109272089,140,32.5,4109272091,141,51.4,4109272093,212,10.1,4109272095,213,0,4109272087,56,Back,,,,,,,,,,bbryvdwzavouhzf5d31kysvvu,Giovana Maia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289705,8,49,1,1,13,7pm0maqtof5rdc3ksumasw55g,1,32.5,51.4,2023-03-19T11:35:08.246Z,2023-03-19T13:41:25Z,,,,,,,,,,,,,,,,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289721,9,61,1,1,14,7pm0maqtof5rdc3ksumasw55g,1,32.5,51.4,2023-03-19T11:35:09.434Z,2023-03-19T13:41:24Z,4109272169,56,Back,,,,,,,,,,,,,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289799,10,1,1,1,17,7pm0maqtof5rdc3ksumasw55g,1,41.4,32.1,2023-03-19T11:35:12.974Z,2023-03-19T13:41:24Z,4109272601,140,40.4,4109272605,141,90.3,4109272609,212,39.6,4109272613,1,,4109272611,213,1.6,4109272599,56,Back,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289821,11,1,1,1,23,7pm0maqtof5rdc3ksumasw55g,1,55.8,91.3,2023-03-19T11:35:18.222Z,2023-03-19T13:41:24Z,4109272713,56,Left,4109272715,140,67.6,4109272719,212,12.5,4109272721,213,0.1,4109272717,141,93.5,,,,,,,,,,7lx9lvt04ne2umnr922nbx68l,Joana Marchão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289825,12,50,1,1,24,7pm0maqtof5rdc3ksumasw55g,1,69,94.2,2023-03-19T11:35:19.687Z,2023-03-19T13:41:24Z,4109273005,233,18,4109272745,286,,4109272743,56,Left,,,,,,,,,,,,,,,,5dnoofqsczzkdqrdmj661d239,Paloma Lázaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289861,18,7,1,1,24,bcuj94typp0ykv77ijp9wpsve,1,31,5.8,2023-03-19T11:35:19.688Z,2023-03-19T13:43:33Z,4109272915,56,Back,4109272917,285,,4109272985,233,12,,,,,,,,,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289869,19,49,1,1,27,bcuj94typp0ykv77ijp9wpsve,1,31.5,6.1,2023-03-19T11:35:22.533Z,2023-03-19T13:43:33Z,,,,,,,,,,,,,,,,,,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289893,20,1,1,1,28,bcuj94typp0ykv77ijp9wpsve,1,31.5,6.1,2023-03-19T11:35:23.112Z,2023-03-19T13:43:33Z,4109273111,140,41.7,4109273117,213,0.6,4109273115,212,13.1,4109273113,141,17.1,4109273109,56,Back,,,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289913,21,1,1,1,29,bcuj94typp0ykv77ijp9wpsve,1,41.4,19.8,2023-03-19T11:35:24.777Z,2023-03-19T13:43:32Z,4109273269,56,Back,4109273277,213,2.6,4109273271,140,30.0,4109273273,141,29.8,4109273275,212,13.8,,,,,,,,,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289971,22,1,1,1,32,bcuj94typp0ykv77ijp9wpsve,1,37.2,22.8,2023-03-19T11:35:27.800Z,2023-03-19T13:43:32Z,4109273599,212,13.5,4109273595,140,42.9,4109273593,56,Back,4109273597,141,5.0,4109273601,213,5.2,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522289993,23,1,1,1,37,bcuj94typp0ykv77ijp9wpsve,1,44.7,5.6,2023-03-19T11:35:32.763Z,2023-03-19T13:43:32Z,4109273723,140,56.2,4109273725,141,11.4,4109273721,56,Right,4109273729,213,0.3,4109273727,212,12.7,,,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290005,24,1,1,1,40,bcuj94typp0ykv77ijp9wpsve,0,56.3,11.7,2023-03-19T11:35:35.053Z,2023-03-19T13:43:32Z,4109273799,213,0.3,4109273791,56,Right,4109273793,140,72.9,4109273795,141,20.7,4109273797,212,18.5,,,,,,,,,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290037,13,12,1,1,41,7pm0maqtof5rdc3ksumasw55g,1,32.8,78.8,2023-03-19T11:35:36.262Z,2023-03-19T13:41:23Z,4109273957,212,19.4,4109273955,141,100.0,4109273947,56,Back,4109274001,167,,4109273959,213,0.9,4109273949,140,43.6,,,,,,,bbryvdwzavouhzf5d31kysvvu,Giovana Maia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290043,14,5,1,1,43,7pm0maqtof5rdc3ksumasw55g,0,41.7,101.6,2023-03-19T11:35:38.176Z,2023-03-19T13:41:23Z,4109273983,347,,4109274869,233,25,4109273981,56,Back,,,,,,,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290225,25,5,1,1,43,bcuj94typp0ykv77ijp9wpsve,1,58.3,-1.6,2023-03-19T11:35:38.176Z,2023-03-19T13:43:32Z,4109274835,56,Right,4109274837,347,,4109274857,233,14,,,,,,,,,,,,,,,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290273,26,1,1,1,58,bcuj94typp0ykv77ijp9wpsve,1,60.3,0,2023-03-19T11:35:53.822Z,2023-03-19T13:43:31Z,4109275057,212,16.1,4109275047,107,,4109275055,141,12.3,4109275053,140,72.8,4109275051,56,Right,4109275059,213,0.6,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290287,27,1,1,2,3,bcuj94typp0ykv77ijp9wpsve,1,72.4,13.8,2023-03-19T11:35:58.402Z,2023-03-19T13:43:31Z,4109275117,141,21.6,4109275113,56,Center,4109275115,140,65.5,4109275119,212,9.0,4109275121,213,2.5,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290307,28,1,1,2,4,bcuj94typp0ykv77ijp9wpsve,1,65.5,22.1,2023-03-19T11:35:59.528Z,2023-03-19T13:43:31Z,4109275215,56,Right,4109275221,212,8.3,4109275223,213,5.5,4109275219,141,13.4,4109275217,140,71.0,,,,,,,,,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290317,29,1,1,2,6,bcuj94typp0ykv77ijp9wpsve,0,70.7,23.4,2023-03-19T11:36:01.443Z,2023-03-19T13:43:31Z,4109275269,212,13.5,4109275265,140,83.5,4109275263,56,Center,4109275267,141,25.3,4109275271,213,0.1,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290341,15,8,1,2,8,7pm0maqtof5rdc3ksumasw55g,1,18,67.6,2023-03-19T11:36:03.559Z,2023-03-19T13:41:23Z,4109275381,56,Back,,,,,,,,,,,,,,,,,,,,,,7lx9lvt04ne2umnr922nbx68l,Joana Marchão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290393,30,1,1,2,9,bcuj94typp0ykv77ijp9wpsve,1,77.4,32.4,2023-03-19T11:36:04.649Z,2023-03-19T13:43:30Z,4109275651,56,Center,4109275653,140,78.9,4109275655,141,64.2,4109275657,212,21.7,4109275659,213,1.5,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290429,31,1,1,2,13,bcuj94typp0ykv77ijp9wpsve,1,78.9,64.2,2023-03-19T11:36:08.169Z,2023-03-19T13:43:30Z,4109275869,140,71.2,4109275871,141,87.8,4109275873,212,18.0,4109275875,213,2.0,4109275867,56,Left,,,,,,,,,,bb1q58ts374m0dgx2afl6gq5m,V. Battelani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290443,32,1,1,2,16,bcuj94typp0ykv77ijp9wpsve,1,71.4,90.5,2023-03-19T11:36:11.672Z,2023-03-19T13:43:30Z,4109276995,210,15,4109275947,140,87.0,4109275953,213,5.2,4109275955,1,,4109275951,212,33.1,4109275949,141,48.2,4109275945,56,Center,4109276997,154,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,1,4109275943,155,4109275941,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290447,33,15,1,2,18,bcuj94typp0ykv77ijp9wpsve,1,87,48.2,2023-03-19T11:36:13.347Z,2023-03-19T13:43:29Z,4109276293,15,,4109275981,56,Center,4109277037,147,50.4,4109277027,55,32,4109275977,22,,4109275979,17,,4109276297,328,,4109277033,103,20.3,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,4109277035,146,4109277021,79,98.9,4109277025,154,4109277031,102,50.5,4109277023,29,4109277075,233,16,,,,,,,,,,,,,,,,
2522290455,16,10,1,2,18,7pm0maqtof5rdc3ksumasw55g,1,4.6,48.9,2023-03-19T11:36:13.447Z,2023-03-19T13:41:23Z,4109276027,182,,4109276893,177,,4109276967,233,33,4109276023,178,,4109276029,56,Back,,,,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290465,17,52,1,2,20,7pm0maqtof5rdc3ksumasw55g,1,4.6,48.9,2023-03-19T11:36:15.526Z,2023-03-19T13:41:22Z,,,,,,,,,,,,,,,,,,,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290525,18,1,1,2,21,7pm0maqtof5rdc3ksumasw55g,1,11.1,43.1,2023-03-19T11:36:16.062Z,2023-03-19T13:41:22Z,4109276351,141,11.6,4109276353,212,23.4,4109276347,56,Back,4109276355,213,5.1,4109276345,123,,4109276349,140,20.0,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522326375,364,1,1,2,22,7pm0maqtof5rdc3ksumasw55g,0,6.9,29.9,2023-03-19T11:36:17Z,2023-03-19T13:41:22Z,4109457159,213,5.8,4109457151,56,Back,4109457155,141,22.4,4109457153,140,15.8,4109457157,212,10.6,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290539,34,8,1,2,27,bcuj94typp0ykv77ijp9wpsve,1,87.4,84.8,2023-03-19T11:36:22.574Z,2023-03-19T13:43:29Z,4109276433,56,Left,,,,,,,,,,,,,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290549,35,49,1,2,28,bcuj94typp0ykv77ijp9wpsve,1,89.4,78.2,2023-03-19T11:36:23.763Z,2023-03-19T13:43:29Z,,,,,,,,,,,,,,,,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290573,36,15,1,2,29,bcuj94typp0ykv77ijp9wpsve,1,87.8,66.3,2023-03-19T11:36:24.829Z,2023-03-19T13:43:28Z,4109276585,22,,4109277459,458,,4109277455,103,8.9,4109277453,102,48.7,4109276589,56,Center,4109277451,78,,4109277239,20,,4109277463,147,51.8,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,4109277461,146,4109277243,233,98.5,4109276587,64,4109277457,215,,,,,,,19,,,,,,,,,,,,,,,
2522290575,19,10,1,2,29,7pm0maqtof5rdc3ksumasw55g,1,3,47.9,2023-03-19T11:36:24.929Z,2023-03-19T13:41:22Z,4109276601,178,,4109276747,177,,4109276605,56,Back,4109276603,182,,4109277267,233,36,,,,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290579,20,52,1,2,30,7pm0maqtof5rdc3ksumasw55g,1,3,47.9,2023-03-19T11:36:25.855Z,2023-03-19T13:41:21Z,,,,,,,,,,,,,,,,,,,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522290723,21,1,1,2,46,7pm0maqtof5rdc3ksumasw55g,1,3.7,46.7,2023-03-19T11:36:41.775Z,2023-03-19T13:41:21Z,4109277427,56,Back,4109277435,213,0.7,4109277433,212,14.7,4109277425,123,,4109277431,141,60.9,4109277429,140,14.2,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
