id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/9/value,qualifier/10/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/13/value,assist,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2543132811,4,1,1,0,9,9dntj5dioj5ex52yrgwzxrq9l,1,44.4,18,2023-05-03T19:00:16.736Z,2023-05-04T01:48:11Z,4247822171,56,Right,4247822173,140,61.1,4247822179,213,0.0,4247822169,3,,4247822175,141,19.2,4248618055,388,,4247822177,212,17.6,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543177091,540,61,1,0,9,9dntj5dioj5ex52yrgwzxrq9l,1,58.1,18.6,2023-05-03T19:00:16.766Z,2023-05-04T00:48:35Z,4248064559,56,Right,4248618251,15,,4248618253,388,,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543132845,5,50,1,0,12,9dntj5dioj5ex52yrgwzxrq9l,1,63.3,20.4,2023-05-03T19:00:19.478Z,2023-05-04T00:48:52Z,4247822383,286,,4247822381,56,Right,4247822555,233,8,,,,,,,,,,,,,,,,7ox43isyywsnrfcd56nm65be,C. De Ketelaere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543132865,8,7,1,0,12,af91jdcs6x0bqkmdb78rokod2,1,36.7,79.6,2023-05-03T19:00:19.608Z,2023-05-04T00:48:57Z,4248619445,178,,4247822475,285,,4248310449,384,,4247822539,233,5,4247822473,56,Back,,,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543132973,9,1,1,0,14,af91jdcs6x0bqkmdb78rokod2,1,28.7,84,2023-05-03T19:00:21.736Z,2023-05-04T00:49:01Z,4247823023,140,4.5,4247823021,56,Back,4247823027,212,27.6,4247823029,213,3.5,4247823025,141,68.0,4248619567,178,,,,,,,,3jruai7zu28e8f0ooj4t16l05,L. Lochoshvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133007,10,1,1,0,22,af91jdcs6x0bqkmdb78rokod2,1,8.1,58.3,2023-05-03T19:00:29.555Z,2023-05-04T00:49:10Z,4247823295,213,0.4,4248619915,178,,4247823297,1,,4247823287,56,Left,4247823291,141,95.5,4247823293,212,59.2,4247823289,140,59.1,4247823285,155,,eu9b86opw6n66vftu1r5alfqh,M. Carnesecchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133019,11,1,1,0,25,af91jdcs6x0bqkmdb78rokod2,0,59.1,95.5,2023-05-03T19:00:32.725Z,2023-05-04T00:49:16Z,4248620105,178,,4247823413,213,5.5,4247823411,212,11.9,4247823403,3,,4247823407,140,67.5,4247823405,56,Left,4247823409,141,83.7,,,,7ojvhhfvbtbn60sc50y4l2ctm,J. Vásquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133029,6,44,1,0,27,9dntj5dioj5ex52yrgwzxrq9l,1,34.8,19.4,2023-05-03T19:00:34.346Z,2023-05-04T01:48:12Z,4247824587,233,12,4247824559,285,,4247823449,56,Back,,,,,,,,,,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133039,12,44,1,0,27,af91jdcs6x0bqkmdb78rokod2,0,65.2,80.6,2023-05-03T19:00:34.347Z,2023-05-04T00:49:24Z,4247824607,233,6,4247823509,56,Left,4247823511,286,,,,,,,,,,,,,,,,,74g3ef24ctcgw1kee77d3acr8,F. Afena-Gyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133079,7,1,1,0,27,9dntj5dioj5ex52yrgwzxrq9l,1,35.7,21,2023-05-03T19:00:34.472Z,2023-05-04T01:48:12Z,4248620515,388,,4247823721,56,Back,4247823723,140,39.5,4247823727,212,4.3,4247823725,141,18.8,4247823719,3,,4247823729,213,5.9,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133081,8,49,1,0,28,9dntj5dioj5ex52yrgwzxrq9l,1,39.2,21.5,2023-05-03T19:00:35.741Z,2023-05-04T00:49:32Z,,,,,,,,,,,,,,,,,,,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133153,9,1,1,0,29,9dntj5dioj5ex52yrgwzxrq9l,1,40.2,22.5,2023-05-03T19:00:35.857Z,2023-05-04T00:49:38Z,4247824049,140,18.9,4247824053,212,27.8,4247824051,141,46.8,4247824055,213,2.5,4247824047,56,Back,4248620787,388,,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133199,10,1,1,0,37,9dntj5dioj5ex52yrgwzxrq9l,1,25.4,58.7,2023-05-03T19:00:44.474Z,2023-05-04T00:49:45Z,4248620999,178,,4247824273,213,4.7,4247824271,212,20.5,4247824267,140,25.6,4247824269,141,28.6,4247824265,56,Back,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133253,11,1,1,0,40,9dntj5dioj5ex52yrgwzxrq9l,1,25.6,28.6,2023-05-03T19:00:47.346Z,2023-05-04T00:49:48Z,4247824521,140,27.5,4247824523,141,60.3,4248621071,178,,4247824527,213,1.5,4247824525,212,21.6,4247824519,56,Back,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133283,12,1,1,0,43,9dntj5dioj5ex52yrgwzxrq9l,1,30,70.6,2023-05-03T19:00:50.477Z,2023-05-04T00:49:52Z,4248621169,178,,4247824701,213,1.3,4247824693,56,Back,4247824697,141,90.5,4247824695,140,33.2,4247824699,212,13.9,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133395,13,1,1,0,46,9dntj5dioj5ex52yrgwzxrq9l,1,33.2,90.5,2023-05-03T19:00:52.922Z,2023-05-04T00:49:55Z,4247825235,212,14.6,4247825237,213,4.3,4247825233,141,70.9,4247825231,140,27.6,4247825229,56,Back,4248621251,178,,,,,,,,dmrj53hcw8vcffxx0lfudbob9,F. Ballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133405,14,1,1,0,50,9dntj5dioj5ex52yrgwzxrq9l,1,31.2,66.6,2023-05-03T19:00:57.274Z,2023-05-04T00:49:59Z,4247825307,141,55.1,4247825305,140,35.7,4247825309,212,9.1,4247825311,213,5.3,4248621323,178,,4247825303,56,Back,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133459,15,1,1,0,51,9dntj5dioj5ex52yrgwzxrq9l,1,35.7,55.1,2023-05-03T19:00:58.828Z,2023-05-04T00:50:02Z,4247825467,140,43.6,4247825469,141,60.9,4248621459,178,,4247825465,56,Back,4247825473,213,0.4,4247825471,212,9.2,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133547,16,1,1,0,53,9dntj5dioj5ex52yrgwzxrq9l,1,44.5,50.3,2023-05-03T19:01:00.731Z,2023-05-04T00:50:06Z,4247825897,140,48.7,4247825895,56,Back,4247825899,141,16.7,4248621529,178,,4247825901,212,23.3,4247825903,213,4.9,,,,,,,72vim7cq99zdjjwivwtr773vu,A. Vranckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133609,17,1,1,0,59,9dntj5dioj5ex52yrgwzxrq9l,1,69.9,14.1,2023-05-03T19:01:06.703Z,2023-05-04T00:50:09Z,4247826223,141,28.7,4247826221,140,77.1,4247826219,56,Center,4247826225,212,12.5,4248621589,178,,4247826227,213,0.9,,,,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133607,13,45,1,1,2,af91jdcs6x0bqkmdb78rokod2,0,14.4,72.6,2023-05-03T19:01:09.466Z,2023-05-04T00:50:19Z,4247826191,285,,4247826187,56,Back,4247827315,233,18,,,,,,,,,,,,,,,,7ojvhhfvbtbn60sc50y4l2ctm,J. Vásquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133617,18,3,1,1,2,9dntj5dioj5ex52yrgwzxrq9l,1,85.6,27.4,2023-05-03T19:01:09.466Z,2023-05-04T00:50:19Z,4247826273,286,,4247826271,56,Center,4247827295,233,13,4248621785,178,,4248312083,464,,,,,,,,,,,7ox43isyywsnrfcd56nm65be,C. De Ketelaere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133721,19,1,1,1,3,9dntj5dioj5ex52yrgwzxrq9l,1,85.6,30.3,2023-05-03T19:01:10.258Z,2023-05-04T00:50:22Z,4247826871,212,11.6,4247826873,213,5.1,4248621853,178,,4247826865,56,Right,4247826869,141,14.4,4247826867,140,89.5,,,,,,,7ox43isyywsnrfcd56nm65be,C. De Ketelaere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133729,20,3,1,1,9,9dntj5dioj5ex52yrgwzxrq9l,0,90.2,12.7,2023-05-03T19:01:16.164Z,2023-05-04T00:51:01Z,4247827005,233,14,4247826903,56,Right,4248312535,465,,4248622339,178,,4247826905,286,,,,,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133737,14,7,1,1,9,af91jdcs6x0bqkmdb78rokod2,0,9.8,87.3,2023-05-03T19:01:16.675Z,2023-05-04T00:51:06Z,4248312591,385,,4248623097,178,,4247826945,56,Back,4247826979,233,20,4247826947,285,,,,,,,,,,,319knuftqo071luold2fqluqd,C. Buonaiuto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133815,21,1,1,1,13,9dntj5dioj5ex52yrgwzxrq9l,0,94.9,12.6,2023-05-03T19:01:19.961Z,2023-05-04T00:51:11Z,4247827371,213,1.7,4247827363,56,Center,4247827365,140,92.1,4248312729,224,,4248623237,178,,4247827359,2,,4247827369,212,19.5,4248312731,20,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,4247827367,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134055,15,12,1,1,14,af91jdcs6x0bqkmdb78rokod2,1,9,58.1,2023-05-03T19:01:20.965Z,2023-05-04T00:51:17Z,4247828731,56,Back,4247828739,141,63.3,4247828749,213,0.1,4247828745,212,28.4,4248623375,178,,4247828735,140,35.8,,,,,,,3jruai7zu28e8f0ooj4t16l05,L. Lochoshvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133879,22,1,1,1,17,9dntj5dioj5ex52yrgwzxrq9l,1,64,30.5,2023-05-03T19:01:24.568Z,2023-05-04T00:51:21Z,4247827753,140,49.4,4247827751,56,Back,4248623479,178,,4247827759,213,3.5,4247827755,141,21.9,4247827757,212,16.4,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133911,23,1,1,1,20,9dntj5dioj5ex52yrgwzxrq9l,1,48.4,20.3,2023-05-03T19:01:27.228Z,2023-05-04T00:51:24Z,4247827935,213,5.4,4248623563,178,,4247827927,56,Right,4247827931,141,2.6,4247827933,212,16.3,4247827929,140,58.8,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133923,24,1,1,1,23,9dntj5dioj5ex52yrgwzxrq9l,1,60.5,4.9,2023-05-03T19:01:30.234Z,2023-05-04T00:51:27Z,4247828003,213,1.2,4247828001,212,9.4,4247827997,140,63.9,4248623667,178,,4247827999,141,17.7,4247827995,56,Right,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133947,25,1,1,1,24,9dntj5dioj5ex52yrgwzxrq9l,1,63.9,17.7,2023-05-03T19:01:30.980Z,2023-05-04T00:51:30Z,4247828173,56,Right,4247828181,213,3.6,4248623745,178,,4247828175,140,58.9,4247828179,212,5.8,4247828177,141,14.0,,,,,,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133979,26,1,1,1,26,9dntj5dioj5ex52yrgwzxrq9l,1,57.6,19.2,2023-05-03T19:01:33.003Z,2023-05-04T00:51:33Z,4247828315,212,21.4,4247828309,56,Center,4247828319,213,1.6,4248623807,178,,4247828313,141,50.6,4247828311,140,56.3,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134057,27,1,1,1,28,9dntj5dioj5ex52yrgwzxrq9l,1,56.1,51.5,2023-05-03T19:01:35.627Z,2023-05-04T00:51:37Z,4247828761,141,64.5,4247828763,212,14.0,4247828757,56,Back,4248623925,178,,4247828765,213,2.5,4247828759,140,45.8,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134113,28,1,1,1,33,9dntj5dioj5ex52yrgwzxrq9l,1,46.4,66.3,2023-05-03T19:01:40.282Z,2023-05-04T00:51:40Z,4247828993,56,Back,4247828997,141,36.6,4247829001,213,4.5,4247828995,140,41.7,4247828999,212,20.8,4248624049,178,,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134199,29,1,1,1,36,9dntj5dioj5ex52yrgwzxrq9l,1,34.6,36.7,2023-05-03T19:01:43.030Z,2023-05-04T00:51:43Z,4247829481,213,1.4,4248624167,178,,4247829473,56,Back,4247829477,141,64.3,4247829475,140,38.0,4247829479,212,19.1,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134255,30,1,1,1,40,9dntj5dioj5ex52yrgwzxrq9l,1,42.1,62.6,2023-05-03T19:01:47.478Z,2023-05-04T00:51:47Z,4247829771,213,1.5,4247829763,56,Back,4247829765,140,44.0,4248624327,178,,4247829769,212,18.5,4247829767,141,89.7,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134301,31,1,1,1,43,9dntj5dioj5ex52yrgwzxrq9l,1,43.5,90,2023-05-03T19:01:50.344Z,2023-05-04T01:27:39Z,4247830067,213,4.2,4247830059,56,Back,4247830065,212,14.1,4248624535,178,,4247830063,141,71.8,4247830061,140,37.1,,,,,,,dmrj53hcw8vcffxx0lfudbob9,F. Ballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134321,32,1,1,1,47,9dntj5dioj5ex52yrgwzxrq9l,1,37.1,69.6,2023-05-03T19:01:53.969Z,2023-05-04T00:51:58Z,4247830161,56,Back,4247830163,140,42.9,4247830169,213,5.4,4247830165,141,58.7,4248624733,178,,4247830167,212,9.6,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134337,33,1,1,1,47,9dntj5dioj5ex52yrgwzxrq9l,1,42.9,58.7,2023-05-03T19:01:54.746Z,2023-05-04T00:52:02Z,4247830257,140,37.7,4247830259,141,64.6,4247830255,56,Back,4248624841,178,,4247830261,212,6.8,4247830263,213,2.5,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134403,34,1,1,1,48,9dntj5dioj5ex52yrgwzxrq9l,1,37.7,64.6,2023-05-03T19:01:55.568Z,2023-05-04T00:52:09Z,4247830625,212,9.5,4247830619,56,Back,4247830627,213,0.5,4248625165,178,,4247830623,141,71.8,4247830621,140,45.5,,,,,,,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543134487,35,1,1,1,53,9dntj5dioj5ex52yrgwzxrq9l,1,53,77.8,2023-05-03T19:02:00.159Z,2023-05-04T00:52:49Z,4247831123,140,59.6,4247831129,213,5.7,4247831121,56,Center,4247831125,141,71.5,4247831127,212,8.1,4248625319,178,,,,,,,,72vim7cq99zdjjwivwtr773vu,A. Vranckx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
