id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value,keyPass,qualifier/16/id,qualifier/16/qualifierId
2461851733,1,34,16,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2022-09-18T12:01:18.496Z,2022-09-18T12:34:14Z,3790050975,30,"6cazgi9vrmiy7pj7mspkmrnbp, 8qywmb7vw14hygvzliislo1xx, adixpvw9dh994g3pcxqp4aimt, cobqvig9w519u0pu924u49045, 5zfwazpzlcnm9r7621wefv8ph, 2nyteuqhg3tvltcdjmivfoyqx, di3hdoveoiv3nwroamxgxd3o5, 3f3c49bl4331k4nrrhvq6fu8l, yobsx8qzjrdt67z3vbzygd79, 2l1m95m3ub9ptm0f7no1ylxw5, e14n0cktqewsx0a1q4kev326t, 8kp0hm0mftts0lx42esqbxt5h, a6k8vha3qcugelyjo82monahh, 26cvxz862r0s1ckpehvsm1b6d, 162sfvdvwcsap2r0v4clllqz9, dms6dx6taz2d9wxcgqfk87lk9, 5bsuoowi9tkilzmz6vp79n36d, a3q5iykho66l9yamfh83hn7x1, d44thn873cqvwrk4trbwzyvbo, cs74xtly5xmi2vebh3ps8eql0",3790050977,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3790050979,59,"1, 7, 27, 25, 6, 4, 11, 10, 9, 19, 17, 3, 8, 15, 18, 20, 26, 32, 39, 93",3790194423,197,8206,3790050985,194,8qywmb7vw14hygvzliislo1xx,3790050981,130,18,3790050983,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790050987,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461856641,1,34,16,0,0,7jaarwfaeewpo3vnfvhc2c665,1,0,0,2022-09-18T12:06:33.426Z,2022-09-18T12:28:37Z,3790076505,30,"bzctf3ho6wtxhmemreonkho7p, ae23upd2mq9lzptqvyydvfsh5, 9ihxuqs1v194z96ytkbr6tot1, 8xmxzyft6jgirmjmtokysv9at, bs7324p1bdh7ggv14x3f2x4ut, duqwuxyvts7b8y171m2zjgfe1, ynp4teryxz8qxmby29s1muhh, 8vylda616yxfy53t66o4ua162, 3dhppw7le5km30lulvbpdxsrt, 8m1zaxpia31zue120389es72t, 90hq4z2yaqtm03zefavqmf46h, 8hrg2luo5rmy9njl7a5xd6oyd, 2q342ep7xb1jln18nlz0m0vdh, 6deaavas7332takve0kva6bbp, 7dy7sy437pa1h4a6whsw7jnit, 34wzrwrb4kbwo1iudvi32t9sl, 6c4yw57zmdchgqhb4uaybmklx, eb8kdhe0pwhhpvpfdmrlqqjth, 7znpe1zzdhv7izxm0m0c2a6eh, 7uj1fxna6f1mtu0r4c3x5seeh",3790076513,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790076515,194,ae23upd2mq9lzptqvyydvfsh5,3790076511,130,4,3790076517,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790185459,197,8196,3790076509,59,"12, 85, 2, 6, 33, 4, 8, 10, 21, 26, 11, 3, 7, 9, 22, 23, 27, 32, 73, 77",3790076507,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878775,2,32,1,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2022-09-18T12:32:18.501Z,2022-09-18T12:32:18Z,3790200383,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878785,3,32,1,0,0,7jaarwfaeewpo3vnfvhc2c665,1,0,0,2022-09-18T12:32:18.501Z,2022-09-18T12:32:20Z,3790200431,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878823,3,1,1,0,0,acpt3r9i7hburdteruzc31u96,1,50.2,49.6,2022-09-18T12:32:18.601Z,2022-09-18T12:32:22Z,3790200627,141,47.8,3790200629,212,15.0,3790200623,56,Back,3790200625,140,36.0,3790200631,213,3.2,3790200633,279,S,,,,,,,e14n0cktqewsx0a1q4kev326t,V. Vigilucci,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878825,4,61,1,0,3,acpt3r9i7hburdteruzc31u96,1,35.7,48.4,2022-09-18T12:32:22.482Z,2022-09-18T12:32:22Z,3790200647,56,Back,,,,,,,,,,,,,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878859,5,1,1,0,5,acpt3r9i7hburdteruzc31u96,1,35.9,50.1,2022-09-18T12:32:24.117Z,2022-09-18T12:32:25Z,3790200829,56,Left,3790200839,213,0.6,3790200837,212,43.1,3790200825,155,,3790200833,140,70.0,3790200835,141,85.3,3790200841,1,,,,,2nyteuqhg3tvltcdjmivfoyqx,G. Árnadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878871,6,44,1,0,7,acpt3r9i7hburdteruzc31u96,1,74.2,81.6,2022-09-18T12:32:25.513Z,2022-09-18T12:32:26Z,3790200893,56,Left,3790200909,233,4,3790200897,286,,,,,,,,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878857,4,44,1,0,7,7jaarwfaeewpo3vnfvhc2c665,0,25.8,18.4,2022-09-18T12:32:25.514Z,2022-09-18T12:32:27Z,3790200819,56,Back,3790200821,285,,3790200933,233,6,,,,,,,,,,,,,,,,ae23upd2mq9lzptqvyydvfsh5,M. Filangeri,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461878889,7,1,1,0,7,acpt3r9i7hburdteruzc31u96,1,70.2,85.7,2022-09-18T12:32:25.893Z,2022-09-18T12:32:27Z,3790201011,212,7.4,3790201003,168,,3790201001,3,,3790201005,56,Left,3790201013,213,0.7,3790201007,140,75.7,3790201009,141,92.6,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,
