id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,assist,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value
2512737065,1,34,16,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2023-02-26T12:54:10.778Z,2023-02-26T13:34:16Z,4058717551,59,"16, 3, 23, 2, 8, 32, 77, 21, 10, 11, 18, 1, 6, 7, 9, 15, 20, 29, 33, 71",4058717555,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058717553,130,4,4058717547,30,"czmpp6e2oo276u9prac16le51, 45bi84zkhqhvgs9v3rtgj06ol, 3ypl97rrz80zb454kq039yuol, 8gowfvsn9a69nyzppubue2d3p, 8aglulhb1aof871k1z7exuvo5, 3qnkvefimj0i4kl78jucipnf9, 6cs8qwc1exex8ik9w3nejnkyd, 89l4376fhyf32a6tdjou6zqw9, 8f64tianoo4mc7t1lyz6acqtx, 17zgb1iogatltsw1spnvyuuol, 6dmnxn0v7tcrwtd6hm2jaf6j9, 66cgzmlvygqqgb8vrv380c4bt, a2x1f8erwcvv2thkwj6am62nd, 3dftc6lswgfgb4xoju4xb2xg5, 7lt5as8r1xms7ujjgt7pynl5, 6alny8atonddyhmltw3dgo1d5, 6epceurq8iss0r3wkr93jyfah, bbj1pmjfr5q4u99zyqpgmexas, bdsv3kql5t6sw5ed2gsxmz2eh, 4zwebuh423xgcroy4rmd5r3rp",4058717557,194,45bi84zkhqhvgs9v3rtgj06ol,4058717549,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4058717561,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058865333,197,8185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512740449,1,34,16,0,0,7pm0maqtof5rdc3ksumasw55g,1,0,0,2023-02-26T13:00:29.322Z,2023-02-26T13:33:38Z,4058735553,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058735547,130,4,4058735551,194,7o6r8tzrtw3820q5g8slo51w5,4058735549,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058735545,59,"1, 7, 27, 6, 73, 11, 71, 4, 29, 3, 30, 12, 15, 19, 20, 24, 28, 36, 44, 77",4058735541,30,"7o6r8tzrtw3820q5g8slo51w5, egz2k5rilem5eycz1blntm3v8, 7hjudlzsedzdtoh1mujgqj3yt, 7fu77l8o1mi2fq8iqqirsu09h, 8gef0np3atw3ihedrd6b16g9h, 51kuc7ba0zrbs82iok6sia76d, 4qzbgxsev4wibbvo4osmwb4r9, a5ysq9fe13ges96z29omy3gmh, 5dnoofqsczzkdqrdmj661d239, 5nljieat47whdahci7pz82tjo, bli75mkfku2no79sep0n21v8q, ewrcxn31z5uhgemq7bhbwvw89, eoup3nwpmplc03m9p7olaxel0, giu5n1h30ybxtkwdquf1l6g9, 4m30589hhq4xbg98r9vxuiyg9, 6aybaux5k8c5xtzswmbljv1m1, y1n01stf6l2bn9nw1l1qv7kk, cfntkj03dvexguaq8sp37fglx, 5zsg8757gph0bjpznr9uciycq, bbryvdwzavouhzf5d31kysvvu",4058735543,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4058862289,197,16707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512763161,2,32,1,0,0,7pm0maqtof5rdc3ksumasw55g,1,0,0,2023-02-26T13:31:02.352Z,2023-02-26T13:31:03Z,4058850679,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512763153,2,32,1,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2023-02-26T13:31:02.352Z,2023-02-26T13:31:02Z,4058850635,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512763209,3,1,1,0,0,7pm0maqtof5rdc3ksumasw55g,1,50.2,49.9,2023-02-26T13:31:02.452Z,2023-02-26T13:31:06Z,4058850917,141,32.5,4058850921,213,3.7,4058850919,212,23.1,4058850915,140,31.3,4058850913,56,Back,4058850923,279,S,,,,,,,5dnoofqsczzkdqrdmj661d239,Paloma Lázaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512763241,4,1,1,0,4,7pm0maqtof5rdc3ksumasw55g,1,31.2,26.8,2023-02-26T13:31:06.438Z,2023-02-26T13:31:09Z,4058851047,140,38.4,4058851053,213,5.2,4058851051,212,15.8,4058851045,56,Back,4058851049,141,6.4,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512763251,5,1,1,0,7,7pm0maqtof5rdc3ksumasw55g,0,38.2,7.6,2023-02-26T13:31:09.367Z,2023-02-26T13:31:10Z,4058851095,212,21.7,4058851091,140,58.8,4058851093,141,10.6,4058851087,56,Right,4058851097,213,0.1,,,,,,,,,,egz2k5rilem5eycz1blntm3v8,A. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512763275,3,49,1,0,9,7w2y7s7q5r1h1flz9y4sj6xka,1,40.1,96.3,2023-02-26T13:31:11.700Z,2023-02-26T13:31:11Z,,,,,,,,,,,,,,,,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512763349,4,1,1,0,10,7w2y7s7q5r1h1flz9y4sj6xka,1,39.8,96,2023-02-26T13:31:12.484Z,2023-02-26T13:31:15Z,4058851539,56,Back,4058851543,141,91.7,4058851545,212,6.6,4058851541,140,45.4,4058851547,213,5.8,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512763397,5,1,1,0,13,7w2y7s7q5r1h1flz9y4sj6xka,1,44.9,90.5,2023-02-26T13:31:15.476Z,2023-02-26T13:31:19Z,4058851777,213,4.2,4058851769,56,Back,4058851771,140,29.4,4058851775,212,31.8,4058851773,141,50.3,,,,,,,,,,6dmnxn0v7tcrwtd6hm2jaf6j9,L. Beerensteyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
