id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value
2499581475,1,34,16,0,0,bcuj94typp0ykv77ijp9wpsve,1,0,0,2023-01-22T10:12:17.320Z,2023-01-22T11:12:36Z,3989552827,130,23,3989586343,197,16701,3989552829,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989552823,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3989552831,194,b4r8ripw5dilngnxrb5fkkkid,3989552833,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989552821,30,"c6wbavw0v5bxajsd2xz7qg1d5, b4r8ripw5dilngnxrb5fkkkid, 3yx85beji7yke6s4su7f0tzh1, c5ze370ixl09ccy818f92jkk5, 4rxi67te6h5sfv95cxs2gmynd, 4xlf56csffamnnw04mba3wpw4, b7o9ncawaqn5jj5v32b3gn1be, bb1q58ts374m0dgx2afl6gq5m, 33fdo0axm0x7s88xj3br3xt61, 1zq3xp6uas4qe3jv0huphuzmd, 7o8xh2r55xb1yiz5gjvnp0rmx, 90hq4z2yaqtm03zefavqmf46h, e8zyhpx14n6upjw5fnqbc9k44, 68vj95m8a7vmurirk0hr8lboq, ifp26xl8pzgarz05vnfjv3yt, 26xyd3qlh5v3ypcrdx4l1waju, bkyl1g1z7xenlu0augv7717u1, am9nqqu4kh06f457nxwmpgg0k, dejb47luo9o523wl9fm9yncgl, 4udz6yr09afpwg201j7ruyaz8",3989552825,59,"1, 2, 3, 28, 26, 5, 8, 30, 9, 20, 10, 22, 6, 7, 16, 19, 21, 29, 33, 55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499581891,1,34,16,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2023-01-22T10:20:47.463Z,2023-01-22T11:12:24Z,3989593915,197,8185,3989557081,59,"1, 3, 13, 2, 32, 23, 71, 15, 10, 9, 18, 7, 8, 12, 21, 22, 27, 30, 38",3989557079,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3989557085,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3989593913,194,45bi84zkhqhvgs9v3rtgj06ol,3989557083,130,4,3989557077,30,"66cgzmlvygqqgb8vrv380c4bt, 45bi84zkhqhvgs9v3rtgj06ol, aat1vixi4qu8bmxtw45maqytx, 8gowfvsn9a69nyzppubue2d3p, 3qnkvefimj0i4kl78jucipnf9, 3ypl97rrz80zb454kq039yuol, 4zwebuh423xgcroy4rmd5r3rp, 6alny8atonddyhmltw3dgo1d5, 8f64tianoo4mc7t1lyz6acqtx, 7lt5as8r1xms7ujjgt7pynl5, 6dmnxn0v7tcrwtd6hm2jaf6j9, 3dftc6lswgfgb4xoju4xb2xg5, 8aglulhb1aof871k1z7exuvo5, djh9uya9vanxsyfgpt1rc4yqx, 89l4376fhyf32a6tdjou6zqw9, 40sizsfd9vaym7yvwpvohu415, 6975lpcesbmevhg0r4va7ias4, 6ovhd1n2e5txb4zh8101y7q50, 2olepm49g7zzyez2o3kgw7gtl",3989557087,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499588557,2,32,1,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2023-01-22T11:02:13.471Z,2023-01-22T11:02:13Z,3989595569,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499588563,2,32,1,0,0,bcuj94typp0ykv77ijp9wpsve,1,0,0,2023-01-22T11:02:13.471Z,2023-01-22T11:02:15Z,3989595595,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499588599,3,1,1,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,50.2,50,2023-01-22T11:02:13.571Z,2023-01-22T11:02:20Z,3989595799,141,24.4,3989595795,56,Back,3989595801,212,17.8,3989595805,279,S,3989595797,140,46.7,3989595803,213,4.5,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499588605,4,1,1,0,6,7w2y7s7q5r1h1flz9y4sj6xka,1,47.8,24.3,2023-01-22T11:02:19.986Z,2023-01-22T11:02:21Z,3989595847,212,17.0,3989595857,189,,3989595845,141,25.6,3989595841,56,Back,3989595843,140,31.6,3989595849,213,3.1,,,,,,,8gowfvsn9a69nyzppubue2d3p,S. Junge Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499588617,5,1,1,0,10,7w2y7s7q5r1h1flz9y4sj6xka,1,32.5,29.2,2023-01-22T11:02:23.618Z,2023-01-22T12:00:19Z,3989595905,140,33.0,3989595903,56,Back,3989595909,212,19.9,3989595911,213,1.5,3989595907,141,58.4,,,,,,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499588633,6,1,1,0,11,7w2y7s7q5r1h1flz9y4sj6xka,1,36.4,61.8,2023-01-22T11:02:24.899Z,2023-01-22T11:02:28Z,3989596015,212,31.9,3989596011,140,60.9,3989596013,141,89.6,3989596017,213,0.6,3989596009,56,Left,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499588639,7,1,1,0,14,7w2y7s7q5r1h1flz9y4sj6xka,1,66.3,92.7,2023-01-22T11:02:28.403Z,2023-01-22T11:02:31Z,3989596041,1,,3989596037,212,32.0,3989596035,141,91.7,3989596031,56,Back,3989596033,140,35.8,3989596039,213,3.2,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499588673,8,1,1,0,17,7w2y7s7q5r1h1flz9y4sj6xka,1,33.9,92.4,2023-01-22T11:02:31.250Z,2023-01-22T11:02:36Z,3989596203,141,49.4,3989596205,212,29.3,3989596201,140,32.8,3989596207,213,4.7,3989596199,56,Back,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
