id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2488705837,1,34,16,0,0,agjf3593kdfob1fl43rlt2b6c,1,0,0,2022-12-03T10:44:38.480Z,2022-12-03T11:43:25Z,3932036275,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3932036267,59,"1, 14, 67, 21, 23, 5, 20, 10, 8, 22, 40, 2, 7, 12, 13, 15, 17, 28, 44, 77",3932036273,194,9m7xcfi5h3tshdrsckkausm39,3932036271,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3932036269,130,23,3932036263,30,"ej5p7l0mua55bqhzjbybejwet, c8v0somzpm3hv3vvg4t85hjl6, s7husj5h842pazt5crezfbe2, 4hr92u2mkgds9ojm844xgag9h, 6e1lpunbwloydldryrn6q3iz9, 9m7xcfi5h3tshdrsckkausm39, eamiu4oem93j41zqdsv9uk4b9, cv7zl2omdyscmzg77ac8nic45, 4xzg2jjtxvjoic1c8ohzsumdx, 23l4wxjftfctry8qgxh71zhm1, 7rkobukrhcx0h6t3p1ux2bl78, 20pat26jlgjcvstrte9jbltrd, 4jwotvqswss201ptdipai5rkl, 1hvfc11oxddf7hxxks4skxw45, cczk9xb3xmteym84wujrwt0yc, efjrhuhhm4zy4vrzekxlu4h9m, 9fplrvcgiwmkq6patjbofpqp6, 6sljs1wh2o8jd8j3rehix8bo4, 9nj8et8a0rk6ay19vk84uawh5, 4ep088nmp1dcqzx06pilyfyi2",3932036265,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3932108837,197,12023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488706545,1,34,16,0,0,bcuj94typp0ykv77ijp9wpsve,1,0,0,2022-12-03T10:47:16.250Z,2022-12-03T11:32:58Z,3932040215,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3932040209,130,23,3932040213,194,b4r8ripw5dilngnxrb5fkkkid,3932040207,59,"1, 16, 3, 28, 2, 5, 8, 10, 9, 20, 21, 6, 7, 11, 18, 19, 29, 30, 33, 44",3932040211,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3932108717,197,16701,3932040205,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3932040203,30,"c6wbavw0v5bxajsd2xz7qg1d5, ifp26xl8pzgarz05vnfjv3yt, 3yx85beji7yke6s4su7f0tzh1, c5ze370ixl09ccy818f92jkk5, b4r8ripw5dilngnxrb5fkkkid, 4xlf56csffamnnw04mba3wpw4, b7o9ncawaqn5jj5v32b3gn1be, 7o8xh2r55xb1yiz5gjvnp0rmx, 33fdo0axm0x7s88xj3br3xt61, 1zq3xp6uas4qe3jv0huphuzmd, bkyl1g1z7xenlu0augv7717u1, e8zyhpx14n6upjw5fnqbc9k44, 68vj95m8a7vmurirk0hr8lboq, 6a9iztbvqz1ivizma0g528v84, aglsidifjxvmwn1cyg6qcze38, 26xyd3qlh5v3ypcrdx4l1waju, am9nqqu4kh06f457nxwmpgg0k, bb1q58ts374m0dgx2afl6gq5m, dejb47luo9o523wl9fm9yncgl, 60n2n8den11uhjvk7lpse8qhg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488719163,2,32,1,0,0,bcuj94typp0ykv77ijp9wpsve,1,0,0,2022-12-03T11:31:25.494Z,2022-12-03T11:32:13Z,3932109273,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488719173,2,32,1,0,0,agjf3593kdfob1fl43rlt2b6c,1,0,0,2022-12-03T11:31:25.494Z,2022-12-03T11:31:27Z,3932109317,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488719181,3,1,1,0,0,bcuj94typp0ykv77ijp9wpsve,1,50,50,2022-12-03T11:31:25.594Z,2022-12-03T11:47:27Z,3932109373,279,S,3932109367,141,53.7,3932109369,212,4.9,3932109371,213,2.6,3932109365,140,46.0,3932109363,56,Back,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488719193,4,1,1,0,4,bcuj94typp0ykv77ijp9wpsve,1,44.3,57.6,2022-12-03T11:31:30.134Z,2022-12-03T11:32:13Z,3932109441,141,77.5,3932109437,56,Back,3932109439,140,35.1,3932109445,213,2.2,3932109443,212,16.6,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488719209,5,1,1,0,6,bcuj94typp0ykv77ijp9wpsve,1,35.9,72.4,2022-12-03T11:31:32.373Z,2022-12-03T12:17:32Z,3932109525,141,92.0,3932109527,212,25.0,3932109517,56,Left,3932109529,213,0.6,3932109521,140,56.1,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488719213,6,1,1,0,7,bcuj94typp0ykv77ijp9wpsve,1,56.1,92.6,2022-12-03T11:31:33.101Z,2022-12-03T12:17:56Z,3932109557,56,Back,3932109561,141,89.7,3932109563,212,26.6,3932109559,140,30.8,3932109565,213,3.2,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488735919,407,1,1,0,9,bcuj94typp0ykv77ijp9wpsve,0,39.1,93,2022-12-03T11:31:34.494Z,2022-12-03T12:17:53Z,3932199287,140,51.9,3932199293,213,6.2,3932199285,56,Left,3932199291,212,13.5,3932199289,141,92.1,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488719219,7,1,1,0,11,bcuj94typp0ykv77ijp9wpsve,0,30.1,90.3,2022-12-03T11:31:37.021Z,2022-12-03T12:18:01Z,3932109605,56,Left,3932199599,155,,3932109609,141,93.8,3932109615,1,,3932109613,213,0.1,3932109607,140,64.7,3932109611,212,36.4,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
