id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2545302079,1,34,16,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-05-07T15:05:19.674Z,2023-05-07T15:07:46Z,4259377589,30,"u60zu48a4zqnupyxp2d0mqqd, 5d9i8ubibyiecxecr9jjvxexh, 896uaqjrz22q6fqjfzuwf77jd, cv0p6dzx3res3affivdwcpolx, 40msbo4o5bwx0oeuz4743w161, 2p1pns6j6id4nx3nbi7fv0wrt, 3bhy6x04rbwzk0nh1fm59dmnd, 72im0m7d8rqpsclo4f5crqmsp, 1wynwp4x95o9w5tt4cdog6i1, cen5nxf8sb8binjr7apt9nb2t, abq67eup8kd31w8da2i0eftgp, af58rhtg8ck7c8g7nwfs67d91, 8n0c5t5wzfkoauryyzy8be0gl, copo8qsmvy2fhpi1aev6f46i1, 2kfkjjqh7vrfcfbgr4aa85dqt, cp13vthbds3tl1wtfelfx2evp, jk8n72zhngmdw2ek47zx7f11, dpcws493fepch23sk26m1a8yd, 9bba1hgnx5mzpkzeazsoikn9x, 7knk2xsg4690hgq9us9us8ull, 9c9g2havtsf29fpt5582y8ne2, 9y8fnvazj02vy31ljx3du0d79, 1ct0gujao4wvj1ff3aebqgqnd, 4zy4d60v2qmaplm9xbe51y1gp, bcqutyzafpahp2ni41u2xt4gl",4259377599,194,5d9i8ubibyiecxecr9jjvxexh,4259377593,59,"95, 22, 17, 4, 55, 3, 99, 7, 9, 11, 81, 1, 5, 12, 13, 18, 19, 20, 21, 23, 31, 68, 70, 77, 91",4259377597,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4259377591,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4259377601,197,545,4259377603,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4259377595,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545305429,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-05-07T15:09:02.168Z,2023-05-07T16:15:32Z,4259395389,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4259395383,59,"1, 2, 15, 32, 4, 98, 22, 34, 7, 5, 33, 3, 8, 10, 11, 16, 23, 31, 38, 42, 51, 72, 77, 99",4259395387,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4259395381,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4259395385,130,8,4259395379,30,"2udciji4n7tr07ft7twe2r9w5, 9e3t2wyjqzxsn690aysao8cfd, 3jtsqwoi9w0dxxneld0mt5rs9, 6mit9txkiacrr2dq1i27rm76d, bhi4ivjgojkot4d7za72gu2nd, acg898oezqn7590ue8x8aik89, eh1ul4duphy1iz4odwx9tkjjd, 4kfx8fzf54bli2a2o0i3fvhed, 21pztrby95djexvw3m9hhzgt1, euibd75fsyggns1w3xerzzrh1, b7vmywgydbcs4m9pcjcoabt62, 66at96kfhvigkny465lkmrnbp, 6gab9bfl0kj0hy1z0u75pl42d, f0d8cjxx5cw5i22m0yy6azb2t, b5cqy1xamdj38bh87gvz4iac5, 476nfumr6aadvufrqk72tq5be, i4yzdkusjs6qn4v06oxj6qxh, f8kcf2l4h2qzdww1vof5x9t5, dpnp9rguhhs04of6vmlw5spg5, 5bi4t2dob5mo0okdbv6sna6fo, d5qnt7begrpds3mwx0s3rwh78, 963czsr3yecwk4s3p1wby5x3p, ec04djw7dspowrm7h7wr6e5ed, 6gjn7pt0i34q45g4porckuj8p",4259639781,197,17640,4259647213,194,euibd75fsyggns1w3xerzzrh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545353311,2,32,1,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-05-07T16:02:44.950Z,2023-05-07T21:39:47Z,4259647485,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545353297,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-05-07T16:02:44.950Z,2023-05-07T16:02:45Z,4259647397,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545353387,3,1,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,50.1,49.7,2023-05-07T16:02:44.962Z,2023-05-07T21:49:50Z,4260631925,178,,4259647877,279,S,4259647871,141,43.9,4259647873,212,6.9,4259647875,213,3.7,4259647867,56,Back,4259647869,140,44.7,,,,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545353417,4,1,1,0,2,4raiad4l2j5lkfaz92pk4osb,1,44,43.3,2023-05-07T16:02:47.411Z,2023-05-07T21:49:54Z,4259648005,140,32.7,4260632129,178,,4259648011,213,4.1,4259648007,141,18.8,4259648009,212,20.5,4259648003,56,Back,,,,,,,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545353453,5,1,1,0,5,4raiad4l2j5lkfaz92pk4osb,1,32.7,18.8,2023-05-07T16:02:50.069Z,2023-05-07T21:50:01Z,4259648183,141,41.5,4259648187,213,2.2,4259648181,140,22.6,4259648185,212,18.7,4260632435,178,,4259648179,56,Back,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545353513,6,1,1,0,8,4raiad4l2j5lkfaz92pk4osb,1,22.1,43.9,2023-05-07T16:02:52.996Z,2023-05-07T21:50:07Z,4260632649,178,,4259648489,56,Back,4259648497,212,18.5,4259648495,141,71.1,4259648499,213,1.6,4259648493,140,21.9,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545353615,7,1,1,0,10,4raiad4l2j5lkfaz92pk4osb,1,23.9,83.4,2023-05-07T16:02:55.680Z,2023-05-07T21:50:10Z,4259648985,213,0.4,4259648979,140,47.3,4259648983,212,26.3,4260632815,178,,4259648981,141,97.4,4259648975,56,Back,,,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545353623,8,50,1,0,15,4raiad4l2j5lkfaz92pk4osb,1,38.6,94.8,2023-05-07T16:03:00.032Z,2023-05-07T21:50:19Z,4259649015,56,Back,4259649017,286,,4259649243,233,3,,,,,,,,,,,,,,,,b7vmywgydbcs4m9pcjcoabt62,R. Sottil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
