id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,keyPass,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2458738863,1,34,16,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2022-09-11T14:11:47.400Z,2022-09-11T15:01:15Z,3773497337,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3773721831,197,8188,3773497335,130,8,3773497341,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3773497333,59,"1, 16, 4, 23, 5, 34, 17, 8, 11, 87, 10, 2, 6, 7, 9, 19, 20, 21, 24, 88",3773497339,194,72a3aetghls98os7onhc60vdh,3773497329,30,"18ufr5nlyfnnzzbzmqo9ynis5, 1d0us90tod393omtmaft90b11, e4i408ibyt4r0n7znz46qllka, a36ljq1b2o9ydtdtkjri5yt3p, 72a3aetghls98os7onhc60vdh, dwmb9deiywwddo0bbnrgw2x91, 6mvj0jfbicvwt296r6wuqajca, 1kmq43pxjjjacnrmcsw2dka1h, 7n5xycobojwgk6bq50o4ix0wl, 4zr1u1gdqagr6e53pnyruywut, cosxbigh37xkponybzlgrg0dl, italh6z4wnf7982z2k4f2uj8, cnvii81lylt9gcn9iox9lkvdh, 1rsv7xi31ffxqpjeaw76t1n8p, 2v7svoulkkgzvdeb4e0hw7jyt, 2va4upf5w45brysw8q9w22gkq, e6yhuu5eu6qpk7gybytdtxqdx, botcpxadt5i04s4p8prbd3dyi, dib3fbzymcfivscevdlqks89h, 79abiotlhtb5edjedx8oqjysp",3773497331,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458749631,1,34,16,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2022-09-11T14:22:33.919Z,2022-09-11T15:20:25Z,3773553445,59,"12, 6, 8, 18, 27, 24, 16, 21, 19, 58, 9, 1, 2, 3, 5, 11, 20, 22, 23, 77",3773727361,197,16864,3773553447,130,4,3773553453,194,9nc4igej6cflyxrihy20zd045,3773553443,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3773553449,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3773553457,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3773553441,30,"69ewfo1qoyc0xhk227754o9h, bimp62qt9yetz1mwz1z18ri7d, 69ij8unhyklcdc4d11u02v6y, 7asw3c7rhaqrmnc4kk7q0hp0p, 6vvrp3ijlo76d0oolobx1hgwl, 9nc4igej6cflyxrihy20zd045, dlk4qvpj8rn8jy2efhu4xn3yt, 3ycwiqwexrq74zjs6l2rj0dsl, 2kxbr1qwr4soew1kopzx7rswk, d154hxm83w5x1m0ht905cgpg5, b80b2mxpxjcboqc81evm6oa2, 6a4e840hagvde76wq00oitboq, dcabal76i5wlct77xl6jkyfv9, 6f4viy7wqtr4zcgtdxa5884id, 6l457lm38yflk2l01ho3kk48a, c9y25sxg24aripna871g8x9g4, 7q2zs9kmolc8ivuz368gvsatx, a1jt0xute9v4oazyt8dtq2kiy, e3mdwwn8drb7hsscyvj4u8pre, 8wpwcph0wu2wnqlvy52phewh5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458782639,2,32,1,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2022-09-11T15:04:30.329Z,2022-09-11T15:04:30Z,3773730657,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458782645,2,32,1,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2022-09-11T15:04:30.329Z,2022-09-11T15:04:32Z,3773730673,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458782669,3,1,1,0,0,p2dsrpus5eckpz2h16svaour,1,50,50.1,2022-09-11T15:04:30.429Z,2022-09-11T16:47:51Z,3773730789,212,12.1,3773730783,56,Back,3773730793,279,S,3773730791,213,3.6,3773730785,140,39.5,3773730787,141,42.7,,,,,,,7n5xycobojwgk6bq50o4ix0wl,Z. Kaján,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458782707,4,1,1,0,4,p2dsrpus5eckpz2h16svaour,1,38,44.2,2022-09-11T15:04:34.486Z,2022-09-11T15:05:02Z,3773730961,141,64.5,3773730959,140,28.5,3773730957,56,Back,3773730963,212,17.0,3773730965,213,2.2,,,,,,,,,,a36ljq1b2o9ydtdtkjri5yt3p,S. Huchet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458782723,5,1,1,0,6,p2dsrpus5eckpz2h16svaour,1,26.6,62.7,2022-09-11T15:04:36.341Z,2022-09-11T15:04:39Z,3773731125,141,29.2,3773731127,212,22.8,3773731129,213,4.7,3773731121,56,Back,3773731123,140,25.4,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458782747,6,1,1,0,9,p2dsrpus5eckpz2h16svaour,1,27.3,31.3,2022-09-11T15:04:39.574Z,2022-09-11T15:04:43Z,3773731239,140,26.9,3773731237,56,Back,3773731245,213,1.6,3773731241,141,60.0,3773731243,212,19.5,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458782759,7,1,1,0,12,p2dsrpus5eckpz2h16svaour,1,29.6,60.2,2022-09-11T15:04:42.982Z,2022-09-11T15:04:45Z,3773731325,141,34.2,3773731327,212,17.9,3773731323,140,27.0,3773731329,213,4.6,3773731321,56,Back,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458782805,8,1,1,0,14,p2dsrpus5eckpz2h16svaour,1,27,34.2,2022-09-11T15:04:45.270Z,2022-09-11T15:04:48Z,3773731601,141,62.4,3773731603,212,19.3,3773731597,56,Back,3773731599,140,29.0,3773731605,213,1.5,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
