id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2542997157,1,34,16,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-05-03T15:00:34.895Z,2023-05-03T15:58:19Z,4247064037,30,"2luxnwcabb7msig7odfq5p5g5, etryzuxz65dmn5ewmocse66l1, b0e6d3zgwzbzysmt9b2ycvf56, 3coml6cxqa86px9up8yy3oz1m, 2mloh2yrhs60s1uwrfycc2i8l, 4b7yhrh526hzn4vj8bh395v8q, d6sstsibcsfxporots5k9cicp, 7pg1pu4ptby6hi0rp29hv4jxl, 3mqhkh4iz4kesvmqui3hupgmi, q281ehu1acmc9v96sv9g8bmx, 53dvtfms2uxd500y87x5jf2eh, 68jk3onf54kl1mdfz8zuicvkl, blo3zmhar2mujyp9z7kjnsut, 4u281v53ges3kimtgac0tidm2, ezpkmoz1z08da3o3g45m12lzp, 19gglji6ai70jiu7iqpkaxbyt, 7j0c36u6kk97eur4virjoka8l, 6l046k4t48abc079efzg2oic5, drljavudmjvyj9mvyzq7gz2s5, d1e3dsz9lf7g69g2l6zfurpp1, 488q58xm2ahxuvpeyfpgwfklw, a6lo3s66xv87llkhwveoq1vqh, 240qnsj5nj6l6s3cc618691at",4247064049,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247064043,130,17,4247064047,194,etryzuxz65dmn5ewmocse66l1,4247064039,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4247064045,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247177759,197,3166,4247064041,59,"13, 30, 3, 98, 23, 66, 8, 18, 29, 25, 11, 1, 2, 5, 6, 9, 10, 15, 20, 33, 39, 41, 99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542998399,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-05-03T15:04:50.677Z,2023-05-03T17:15:43Z,4247070783,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247070781,194,66at96kfhvigkny465lkmrnbp,4247070779,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247070771,30,"2udciji4n7tr07ft7twe2r9w5, 9e3t2wyjqzxsn690aysao8cfd, 66at96kfhvigkny465lkmrnbp, dpnp9rguhhs04of6vmlw5spg5, eq7q971ebxu7ipqbyvj5n4c15, acg898oezqn7590ue8x8aik89, f0d8cjxx5cw5i22m0yy6azb2t, eh1ul4duphy1iz4odwx9tkjjd, 4mk6bbc9a8rhtmk8f4jj6onvt, b5cqy1xamdj38bh87gvz4iac5, 963czsr3yecwk4s3p1wby5x3p, bhi4ivjgojkot4d7za72gu2nd, euibd75fsyggns1w3xerzzrh1, 21pztrby95djexvw3m9hhzgt1, 6gab9bfl0kj0hy1z0u75pl42d, 3jtsqwoi9w0dxxneld0mt5rs9, 476nfumr6aadvufrqk72tq5be, i4yzdkusjs6qn4v06oxj6qxh, f8kcf2l4h2qzdww1vof5x9t5, 6mit9txkiacrr2dq1i27rm76d, b7vmywgydbcs4m9pcjcoabt62, 5bi4t2dob5mo0okdbv6sna6fo, 471t4engadct4su6thk5r5qtw, d5qnt7begrpds3mwx0s3rwh78, ec04djw7dspowrm7h7wr6e5ed, 6gjn7pt0i34q45g4porckuj8p",4247070775,59,"1, 2, 3, 38, 28, 98, 10, 22, 9, 11, 72, 4, 5, 7, 8, 15, 16, 23, 31, 32, 33, 42, 48, 51, 77, 99",4247179445,197,18920,4247070777,130,4,4247070773,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017811,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-05-03T16:00:14.005Z,2023-05-03T16:00:17Z,4247180697,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017805,3,32,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-05-03T16:00:14.005Z,2023-05-03T22:03:48Z,4247180667,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017833,4,1,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,50,50,2023-05-03T16:00:14.128Z,2023-05-03T22:19:12Z,4247180829,213,3.2,4248373907,178,,4247180825,141,49.1,4247180827,212,11.6,4247180823,140,39.0,4247180831,279,S,4247180821,56,Back,,,,3mqhkh4iz4kesvmqui3hupgmi,B. Dia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017839,5,1,1,0,1,49rkyo4do8uwj06geomw0xr4i,1,38.7,48.1,2023-05-03T16:00:15.526Z,2023-05-03T22:19:17Z,4248374033,178,,4247180859,212,20.0,4247180855,140,31.1,4247180861,213,4.3,4247180853,56,Back,4247180857,141,21.1,,,,,,,d6sstsibcsfxporots5k9cicp,E. Bohinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017855,6,1,1,0,4,49rkyo4do8uwj06geomw0xr4i,1,30.6,21.1,2023-05-03T16:00:18.059Z,2023-05-03T22:19:19Z,4247180957,141,18.8,4247180953,56,Back,4247180961,213,6.2,4247180955,140,41.8,4247180959,212,11.9,4248374073,178,,,,,,,,4b7yhrh526hzn4vj8bh395v8q,M. Lovato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017875,7,1,1,0,4,49rkyo4do8uwj06geomw0xr4i,1,41.8,18.4,2023-05-03T16:00:18.900Z,2023-05-03T22:19:23Z,4247181047,212,9.3,4247181043,140,40.2,4247181045,141,5.0,4247181041,56,Back,4247181049,213,4.5,4248374133,178,,,,,,,,q281ehu1acmc9v96sv9g8bmx,G. Maggiore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017895,8,1,1,0,6,49rkyo4do8uwj06geomw0xr4i,0,39.7,4.8,2023-05-03T16:00:20.979Z,2023-05-03T22:19:26Z,4247181141,141,8.1,4247863175,1,,4247181145,212,34.1,4247181147,213,0.1,4248374161,178,,4247181133,56,Right,4247181137,140,72.1,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017939,3,12,1,0,9,4raiad4l2j5lkfaz92pk4osb,1,27.6,90.7,2023-05-03T16:00:23.655Z,2023-05-03T22:19:29Z,4248374197,178,,4247181401,140,43.2,4247181407,213,5.9,4247181403,141,82.0,4247181405,212,17.4,4247181399,56,Back,,,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017923,9,1,1,0,11,49rkyo4do8uwj06geomw0xr4i,1,63,14.2,2023-05-03T16:00:25.929Z,2023-05-03T22:19:36Z,4247181295,140,56.3,4247181297,141,27.7,4247181301,213,2.2,4247181291,56,Center,4248374397,178,,4247181299,212,11.6,,,,,,,q281ehu1acmc9v96sv9g8bmx,G. Maggiore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017943,10,1,1,0,13,49rkyo4do8uwj06geomw0xr4i,1,55.8,29.5,2023-05-03T16:00:27.082Z,2023-05-03T22:19:41Z,4247181431,56,Back,4247181433,140,47.0,4247181443,212,23.2,4247181447,213,2.0,4247181439,141,60.8,4248374489,178,,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017959,11,1,1,0,15,49rkyo4do8uwj06geomw0xr4i,1,45.2,64.5,2023-05-03T16:00:29.989Z,2023-05-03T22:19:45Z,4247181569,141,95.1,4247181573,213,1.2,4247181571,212,22.7,4247181565,56,Left,4248374565,178,,4247181567,140,53.9,,,,,,,3coml6cxqa86px9up8yy3oz1m,L. Pirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017973,12,1,1,0,18,49rkyo4do8uwj06geomw0xr4i,1,53,95.9,2023-05-03T16:00:32.698Z,2023-05-03T22:19:49Z,4247181699,141,95.9,4247181701,212,15.9,4247181697,140,68.1,4247181695,56,Left,4247181703,213,0,4248374663,178,,,,,,,,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017987,13,1,1,0,21,49rkyo4do8uwj06geomw0xr4i,1,66.1,95.4,2023-05-03T16:00:35.490Z,2023-05-03T22:19:52Z,4248374699,178,,4247181799,213,3.2,4247181789,140,60.7,4247181787,56,Left,4247181797,212,5.7,4247181793,141,94.7,,,,,,,53dvtfms2uxd500y87x5jf2eh,E. Botheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017993,14,1,1,0,23,49rkyo4do8uwj06geomw0xr4i,1,60.7,93.9,2023-05-03T16:00:37.602Z,2023-05-03T22:20:00Z,4247181827,140,61.8,4247181833,213,1.1,4247181825,56,Left,4247181831,212,2.3,4247181829,141,96.9,4248374847,178,,,,,,,,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543017995,15,1,1,0,23,49rkyo4do8uwj06geomw0xr4i,0,61.8,96.9,2023-05-03T16:00:37.970Z,2023-05-03T22:20:10Z,4247181919,233,4,4248375147,178,,4247181847,213,0,4247181843,141,96.9,4247181845,212,2.5,4247181839,56,Left,4247181923,286,,4247181841,140,64.2,53dvtfms2uxd500y87x5jf2eh,E. Botheim,4247181917,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
