id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2488200103,1,34,16,0,0,7pm0maqtof5rdc3ksumasw55g,1,0,0,2022-11-28T16:48:19.900Z,2022-11-28T18:00:16Z,3929404261,197,16872,3929362681,194,7o6r8tzrtw3820q5g8slo51w5,3929362669,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3929362671,59,"1, 27, 7, 6, 11, 14, 36, 71, 24, 10, 4, 3, 12, 15, 17, 21, 25, 28, 73, 77",3929362677,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3929362685,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3929362667,30,"7o6r8tzrtw3820q5g8slo51w5, 7hjudlzsedzdtoh1mujgqj3yt, egz2k5rilem5eycz1blntm3v8, 7fu77l8o1mi2fq8iqqirsu09h, 51kuc7ba0zrbs82iok6sia76d, 97c2wpbq7cw51dh668feuju1h, cfntkj03dvexguaq8sp37fglx, 4qzbgxsev4wibbvo4osmwb4r9, 6aybaux5k8c5xtzswmbljv1m1, 78kvxlwqgxlr5tw44nnkcwslx, a5ysq9fe13ges96z29omy3gmh, 4udz6yr09afpwg201j7ruyaz8, ewrcxn31z5uhgemq7bhbwvw89, eoup3nwpmplc03m9p7olaxel0, dhus1gg9t5tpqh3xxwrte9l1x, d0od4dxuv7bywyzy3300rp27e, gs962e9lu2x5y7pd6l0sodg4, y1n01stf6l2bn9nw1l1qv7kk, 8gef0np3atw3ihedrd6b16g9h, bbryvdwzavouhzf5d31kysvvu",3929362673,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488201339,1,34,16,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2022-11-28T17:02:45.955Z,2022-11-28T17:02:46Z,3929369549,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3929369541,130,4,3929369543,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3929369539,59,"22, 2, 13, 34, 3, 19, 5, 20, 9, 10, 33, 6, 7, 8, 11, 14, 15, 18, 29, 32",3929369545,194,3d6o80x3c0kq6t2dvxzqrt8t1,3929369535,30,"6clgafy8vlbq6qw2ofptwkwd1, 496otta0vz8p7eackdpfod68l, 72rc6zija9e9d4ggx884dq7dh, 2eg5q67ivbjr99ltdrvez9zbo, 3izcnjpqeumq1mjfy1osc3qhh, 3d6o80x3c0kq6t2dvxzqrt8t1, 27rdlepga8wdw4xj949y5vh05, a9piss5nrytn5tn83frlj02qd, 3myrbf50fefc98vkxh3ggw82x, 13e3434z48bduvnvyly0zg5w5, 94161is0x6f3s9kyrm2cxjf85, c5s6l4u9gjdv3ce5rc0we8sx6, 5pzwqucy2dh371u2uc8iugul1, 1ql4mxhyvvp14meu36zbu0es5, 30mwaentr99qb99ce6y9o1p0p, 48rypey85a23z9ht4k5skw8b8, cesfj7ea02i5bewyth29lpvro, 56eun8e4lpn74l3fqhasn7fqi, b6e5e8znxa7u9qhtxtwflxgwl, 86hh9b5pqts5dbx3zhf6i1zx0",3929369547,197,8200,3929369537,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488207397,3,32,1,0,0,7pm0maqtof5rdc3ksumasw55g,1,0,0,2022-11-28T18:01:04.681Z,2022-11-28T18:01:04Z,3929404365,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488207401,3,32,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2022-11-28T18:01:04.681Z,2022-11-28T18:01:07Z,3929404381,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488207399,4,1,1,0,0,7pm0maqtof5rdc3ksumasw55g,1,50.3,49.9,2022-11-28T18:01:04.781Z,2022-11-28T18:01:07Z,3929404375,213,2.6,3929404367,56,Back,3929404371,141,59.7,3929404373,212,12.5,3929404377,279,S,3929404369,140,40.2,,,,,,,6aybaux5k8c5xtzswmbljv1m1,M. Martinovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488207403,5,1,1,0,2,7pm0maqtof5rdc3ksumasw55g,1,40.2,60.1,2022-11-28T18:01:06.991Z,2022-11-28T18:01:09Z,3929404391,213,3.0,3929404389,212,12.8,3929404385,140,28.1,3929404383,56,Back,3929404387,141,62.7,,,,,,,,,,7fu77l8o1mi2fq8iqqirsu09h,A. Benoît,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488207413,6,1,1,0,4,7pm0maqtof5rdc3ksumasw55g,1,28.1,60.1,2022-11-28T18:01:09.599Z,2022-11-28T18:01:14Z,3929404419,213,4.8,3929404411,56,Back,3929404417,212,15.8,3929404415,141,37.0,3929404413,140,29.9,,,,,,,,,,97c2wpbq7cw51dh668feuju1h,A. Jelenčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488207417,7,1,1,0,9,7pm0maqtof5rdc3ksumasw55g,0,31.2,21.7,2022-11-28T18:01:14.544Z,2022-11-28T18:01:17Z,3929404435,212,37.9,3929404429,56,Right,3929404431,140,66.4,3929404433,141,9.3,3929404439,1,,3929404437,213,6.1,3929404427,155,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488207421,4,1,1,0,13,ca8pjvyb7hgttr1dalj2nguum,1,26.8,89.7,2022-11-28T18:01:17.971Z,2022-11-28T18:01:19Z,3929404453,212,3.4,3929404451,141,93.6,3929404447,56,Back,3929404455,213,0.9,3929404449,140,28.9,3929404445,3,,,,,,,,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488207423,5,49,1,0,14,ca8pjvyb7hgttr1dalj2nguum,1,28.9,93.6,2022-11-28T18:01:19.169Z,2022-11-28T18:02:02Z,,,,,,,,,,,,,,,,,,,,,,,,,a9piss5nrytn5tn83frlj02qd,F. Simonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
