id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value,assist,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value
2544432741,1,34,16,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-05-06T14:56:34.138Z,2023-05-06T15:56:57Z,4254715449,30,"7gu0t0g8nej405k918fwsf8id, du4ciqofpkn3nei5q3huwlnje, 9ka7y81b5kst146mhq7mom5ed, ab4kuqa33849h6z77ksuqhdk9, 1ftejgsl4hho40cceqne1hcyd, 6fttn5mk6n1lstqt0dl5xzn4l, z0nxnl93yjtz8mty3qi5542x, 4cu8rbv55v6f6jiq50c4xatqs, 97mmzzi3dwdos6jtj2m05w4ph, 57bin6he6kbdo2bs4i78z2k0l, c5a7z6vphv9tp9ddid5jnrnx1, 7o9bkf7no8wz167ingslfimdx, 363nsa82dww242zeo09wpcslx, 9ao7l82r1xd2rjnvv5u6plcr9, 54c43p8ykqxjtbmy2z5nakijt, 93i0gcndi2m8giqqcm4knduxh, 2lyib1m8bhrkcc3ukk12fbefp, ataq92vho6o4euh045am8cbo4, cfdkix38vfxiwso180akwv76c, bh9jia8qgkhpm5xn82bx0hhck, b0b0xalrak7k5pnfnum53umtw, d2itdjj8bx0aztqggfgv7amay, 5kktohikuoy0a1oagcgps8mxg, 4pjd2sinfaofqits9ns1yzgus, a1iz91ed6hus61yhhk2r0vkd1, el58uxf7oaqu95yx1vbgmr7it",4254715459,194,57bin6he6kbdo2bs4i78z2k0l,4254715453,59,"1, 59, 37, 3, 4, 23, 20, 52, 11, 7, 8, 6, 9, 14, 18, 21, 25, 58, 60, 62, 63, 68, 76, 82, 92, 99",4254715455,130,16,4254963263,197,8380,4254715451,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4254715457,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4254715461,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544432795,1,34,16,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-05-06T14:56:38.230Z,2023-05-06T15:58:18Z,4254715719,59,"24, 2, 32, 95, 15, 36, 23, 20, 11, 90, 77, 1, 5, 6, 9, 10, 12, 14, 21, 22, 45, 46, 47",4254715733,194,3ddsnnhxo0mem95lcph71ix1x,4254715735,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4254715723,130,12,4254715729,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4254715713,30,"8kttsnok9bbh7kpy3zz3j2xg5, 2r6hs8npijvt4wekd059t6tx, 19856wqwrmzmvfw9thf0tzrv9, q6ns1fyw7w10xkkubh8etfc9, ujb2hkujcnwnyrbsgk3ilmtx, asyzhp3qu95vmzdbau6nmoic5, ahgd3on22t4h7gg9ipnj1itw5, botfgp0oq4wqlwtcs9m90kded, 6d7rip50yu2j7vyk76zokeehh, 8qgbxff7xlg0zjtyees7ljljp, 3ddsnnhxo0mem95lcph71ix1x, c9lu69xk59a75bnpzgalh1kut, ci37qg2uu0z3nppxvn0z9034l, by2gxuixij1eciu56k8mb3cgl, a5eki9p236y4zxmp9qz202pcl, 7r2tgpdrr4v6n9d2gkzwmlazt, aripnzu9yo2wlr8ud93ufdhih, can2l9ha4ufsxdjxdkb739fkk, 84so0uovope0pkt6cz2iisbth, 1xscywgyfqisqexmpfvbf9g45, 6vz9qzgtbh3iqzv73xw2xaiok, 7agtkarul2qlsc20avvj45w8a, 99gk3o7eh6m02n9ggj3ixprvu",4254715715,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4254965151,197,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481699,2,32,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-05-06T16:00:18.360Z,2023-05-06T16:00:18Z,4254968225,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481705,2,32,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-05-06T16:00:18.360Z,2023-05-06T23:12:44Z,4254968241,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481721,3,1,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,49.8,49.9,2023-05-06T16:00:18.365Z,2023-05-07T00:01:31Z,4254968309,213,3.2,4254968311,279,S,4254968303,140,34.5,4254968305,141,47.9,4254968301,56,Back,4254968307,212,16.1,4256655971,178,,,,,8qgbxff7xlg0zjtyees7ljljp,R. Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481733,4,1,1,0,2,3vo5mpj7catp66nrwwqiuhuup,1,33.5,37,2023-05-06T16:00:20.613Z,2023-05-07T00:01:34Z,4254968365,56,Back,4254968367,140,29.7,4256656095,178,,4254968371,212,13.7,4254968373,213,4.4,4254968369,141,17.7,,,,,,,3ddsnnhxo0mem95lcph71ix1x,M. Brozović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481753,5,1,1,0,4,3vo5mpj7catp66nrwwqiuhuup,1,29.7,24,2023-05-06T16:00:22.924Z,2023-05-07T00:01:36Z,4254968467,212,20.6,4254968461,56,Back,4254968463,140,26.0,4254968465,141,53.7,4254968469,213,1.8,4256656143,178,,,,,,,,asyzhp3qu95vmzdbau6nmoic5,M. Darmian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481781,6,1,1,0,7,3vo5mpj7catp66nrwwqiuhuup,1,23.8,60,2023-05-06T16:00:25.660Z,2023-05-07T00:01:40Z,4254968567,140,25.2,4254968565,56,Back,4256656319,178,,4254968569,141,91.2,4254968571,212,21.3,4254968573,213,1.5,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481793,7,1,1,0,10,3vo5mpj7catp66nrwwqiuhuup,0,27.5,85.1,2023-05-06T16:00:28.387Z,2023-05-07T00:01:45Z,4254968671,213,6.2,4254968673,1,,4254968669,212,48.5,4254968663,56,Center,4254968665,140,73.4,4254968661,155,,4254968667,141,76.9,4256656491,178,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481809,3,12,1,0,12,2tk2l9sgktwc9jhzqdd4mpdtb,1,28.6,18,2023-05-06T16:00:31.191Z,2023-05-07T00:01:56Z,4254968781,213,5.1,4254968777,141,0.0,4254968791,167,,4254968773,56,Back,4254968795,15,,4254968775,140,33.4,4254968779,212,14.2,4256656995,178,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481811,4,5,1,0,14,2tk2l9sgktwc9jhzqdd4mpdtb,0,33.8,-1.8,2023-05-06T16:00:32.818Z,2023-05-07T00:02:00Z,4254968789,347,,4254968787,56,Back,4254968955,233,8,,,,,,,,,,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481843,8,5,1,0,14,3vo5mpj7catp66nrwwqiuhuup,1,66.2,101.8,2023-05-06T16:00:32.818Z,2023-05-07T00:02:00Z,4254968943,56,Left,4254968945,347,,4254968949,233,4,,,,,,,,,,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481865,9,1,1,0,20,3vo5mpj7catp66nrwwqiuhuup,1,59.4,100,2023-05-06T16:00:38.725Z,2023-05-07T00:02:04Z,4254969067,107,,4254969075,212,15.8,4254969073,141,95.9,4254969071,140,44.8,4254969069,56,Back,4254969077,213,3.4,,,,,,,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481873,10,1,1,0,24,3vo5mpj7catp66nrwwqiuhuup,1,44.6,89.7,2023-05-06T16:00:42.451Z,2023-05-07T00:02:07Z,4254969127,56,Back,4256657691,178,,4254969131,141,61.2,4254969133,212,23.0,4254969135,213,4.1,4254969129,140,32.8,,,,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481881,11,1,1,0,26,3vo5mpj7catp66nrwwqiuhuup,1,32.7,56.6,2023-05-06T16:00:44.956Z,2023-05-07T00:02:09Z,4254969167,56,Back,4254969169,140,33.7,4254969173,212,21.0,4254969175,213,4.8,4256657835,178,,4254969171,141,25.8,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481903,12,1,1,0,28,3vo5mpj7catp66nrwwqiuhuup,1,33.7,25.8,2023-05-06T16:00:47.116Z,2023-05-07T00:02:12Z,4254969277,213,5.2,4254969269,56,Back,4254969273,141,3.5,4254969275,212,17.5,4254969271,140,42.1,4256658015,178,,,,,,,,asyzhp3qu95vmzdbau6nmoic5,M. Darmian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481921,13,1,1,0,31,3vo5mpj7catp66nrwwqiuhuup,0,41.5,3.5,2023-05-06T16:00:49.893Z,2023-05-07T00:02:14Z,4254969371,141,13.4,4254969373,212,26.7,4254969375,213,0.3,4254969369,140,66.1,4254969365,155,,4256658109,178,,4254969367,56,Right,,,,2r6hs8npijvt4wekd059t6tx,D. Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481937,5,1,1,0,32,2tk2l9sgktwc9jhzqdd4mpdtb,0,33.2,84.8,2023-05-06T16:00:50.765Z,2023-05-07T00:02:20Z,4254969457,212,5.4,4256658347,178,,4254969451,56,Back,4254969455,141,87.0,4254969453,140,38.1,4254969449,3,,4254969459,213,0.3,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544484383,58,43,1,0,33,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-05-06T16:00:51.516Z,2023-05-06T19:02:05Z,4254982191,56,Back,4254982193,285,0,4255799215,144,44,,,,,,,,,,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544483113,28,43,1,0,33,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-05-06T16:00:51.517Z,2023-05-06T19:02:04Z,4254982253,233,58,4255799115,144,44,4254975315,56,Right,4254975317,286,0,,,,,,,,,,,,,8qgbxff7xlg0zjtyees7ljljp,R. Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544481953,14,1,1,0,35,3vo5mpj7catp66nrwwqiuhuup,1,57,5.6,2023-05-06T16:00:54.139Z,2023-05-07T00:02:24Z,4254969567,3,,4254969571,140,67.9,4254969573,141,25.9,4256658597,388,,4254969575,212,17.9,4254969577,213,0.9,4254969569,56,Center,,,,ahgd3on22t4h7gg9ipnj1itw5,N. Barella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
