id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value
2499627263,1,34,16,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2023-01-22T12:37:43.589Z,2023-01-22T13:46:33Z,3989799433,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989799421,30,"6clgafy8vlbq6qw2ofptwkwd1, 72rc6zija9e9d4ggx884dq7dh, 48rypey85a23z9ht4k5skw8b8, 2eg5q67ivbjr99ltdrvez9zbo, 3d6o80x3c0kq6t2dvxzqrt8t1, b6e5e8znxa7u9qhtxtwflxgwl, 27rdlepga8wdw4xj949y5vh05, c5s6l4u9gjdv3ce5rc0we8sx6, 3myrbf50fefc98vkxh3ggw82x, 30mwaentr99qb99ce6y9o1p0p, 94161is0x6f3s9kyrm2cxjf85, 35n3tr5z00jo52ysgjn0d7be2, 1ql4mxhyvvp14meu36zbu0es5, 13e3434z48bduvnvyly0zg5w5, bohrvdzf1oep0vhdmiz1rj2z9, bqf3am2yut3ymts5kgvsrku7d, 56eun8e4lpn74l3fqhasn7fqi, 7q0ltszzjzk7nlvvxjbagmggl, 3xk25f9db4datnc3pzfb8e85x, wfje6qr76i6p8bf1n5e2zspg",3989917829,197,8200,3989799429,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989799431,194,3d6o80x3c0kq6t2dvxzqrt8t1,3989799423,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3989799427,130,4,3989799425,59,"22, 13, 14, 34, 19, 29, 5, 6, 9, 11, 33, 1, 8, 10, 12, 17, 18, 25, 27, 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499627825,1,34,16,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2023-01-22T12:39:03.878Z,2023-01-22T13:44:02Z,3989802277,59,"12, 6, 8, 16, 24, 2, 18, 10, 58, 23, 5, 30, 11, 14, 19, 21, 27, 40, 77",3989802275,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3989802283,194,9nc4igej6cflyxrihy20zd045,3989909957,197,17520,3989802285,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989802279,130,4,3989802281,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3989802273,30,"69ewfo1qoyc0xhk227754o9h, bimp62qt9yetz1mwz1z18ri7d, 69ij8unhyklcdc4d11u02v6y, dlk4qvpj8rn8jy2efhu4xn3yt, 9nc4igej6cflyxrihy20zd045, dcabal76i5wlct77xl6jkyfv9, 7asw3c7rhaqrmnc4kk7q0hp0p, 9skgc5kozhnn4cp5fghmnwout, d154hxm83w5x1m0ht905cgpg5, e3mdwwn8drb7hsscyvj4u8pre, 6l457lm38yflk2l01ho3kk48a, 3py0rmx89fgdd8e65l853yqne, c9y25sxg24aripna871g8x9g4, 5snw4b4ndo6hus8hpxq9q19lh, 2kxbr1qwr4soew1kopzx7rswk, 3ycwiqwexrq74zjs6l2rj0dsl, 6vvrp3ijlo76d0oolobx1hgwl, 7agwzmp2lydepuz9a7013bxn8, 8wpwcph0wu2wnqlvy52phewh5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649845,2,32,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2023-01-22T13:32:41.945Z,2023-01-22T13:32:42Z,3989916509,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649853,2,32,1,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2023-01-22T13:32:41.945Z,2023-01-22T13:32:44Z,3989916529,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649861,3,1,1,0,0,8gw3pgcd0doivaul55q8na9lg,1,49.9,50.5,2023-01-22T13:32:42.045Z,2023-01-22T13:39:19Z,3989916559,56,Back,3989916565,212,13.6,3989916567,213,3.2,3989916563,141,49.7,3989916569,279,S,3989916561,140,37.0,,,,,,,d154hxm83w5x1m0ht905cgpg5,V. Kubassova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649927,4,1,1,0,4,8gw3pgcd0doivaul55q8na9lg,1,38.5,61.2,2023-01-22T13:32:46.405Z,2023-01-22T13:32:49Z,3989916885,56,Back,3989916887,140,23.0,3989916891,212,23.2,3989916889,141,36.8,3989916893,213,3.9,,,,,,,,,,7asw3c7rhaqrmnc4kk7q0hp0p,A. Hilaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649959,5,1,1,0,7,8gw3pgcd0doivaul55q8na9lg,1,23.5,27.7,2023-01-22T13:32:49.574Z,2023-01-22T13:32:54Z,3989917041,213,0.1,3989917031,155,,3989917033,56,Center,3989917039,212,39.7,3989917035,140,60.9,3989917037,141,36.1,3989917043,1,,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499649963,6,1,1,0,12,8gw3pgcd0doivaul55q8na9lg,1,56,35.6,2023-01-22T13:32:54.101Z,2023-01-22T13:32:55Z,3989917067,212,21.1,3989917065,141,29.5,3989917069,213,3.3,3989917063,140,36.3,3989917061,56,Back,,,,,,,,,,d154hxm83w5x1m0ht905cgpg5,V. Kubassova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650003,7,1,1,0,13,8gw3pgcd0doivaul55q8na9lg,1,36.3,29.5,2023-01-22T13:32:54.966Z,2023-01-22T13:32:58Z,3989917283,213,1.9,3989917275,56,Back,3989917277,140,28.3,3989917281,212,23.5,3989917279,141,61.8,,,,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499650031,8,1,1,0,16,8gw3pgcd0doivaul55q8na9lg,1,35,59.9,2023-01-22T13:32:58.022Z,2023-01-22T13:33:02Z,3989917413,56,Left,3989917419,212,33.1,3989917415,140,62.9,3989917417,141,82.7,3989917421,213,0.5,3989917423,1,,3989917411,155,,,,,dcabal76i5wlct77xl6jkyfv9,E. Lipman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
