id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2511826447,5,5,1,0,12,ca8pjvyb7hgttr1dalj2nguum,0,32.8,-1.6,2023-02-25T11:32:45.956Z,2023-02-25T11:44:58Z,4053913679,347,,4053913677,56,Back,4053913739,233,7,,,,,,,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826453,7,5,1,0,12,p2dsrpus5eckpz2h16svaour,1,67.2,101.6,2023-02-25T11:32:45.956Z,2023-02-25T11:32:51Z,4053913717,56,Left,4053913733,233,5,4053913719,347,,,,,,,,,,,,,,,,,adixpvw9dh994g3pcxqp4aimt,L. Tucceri Cimini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826459,8,1,1,0,18,p2dsrpus5eckpz2h16svaour,0,72.9,100,2023-02-25T11:32:51.844Z,2023-02-25T11:32:54Z,4053913771,140,85.2,4053913773,141,83.7,4053913767,107,,4053913775,212,17.6,4053913769,56,Left,4053913777,213,5.5,,,,,,,adixpvw9dh994g3pcxqp4aimt,L. Tucceri Cimini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826457,6,8,1,0,20,ca8pjvyb7hgttr1dalj2nguum,1,19.2,5.8,2023-02-25T11:32:53.443Z,2023-02-25T11:32:53Z,4053913763,56,Back,4053913765,15,,,,,,,,,,,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826463,7,49,1,0,24,ca8pjvyb7hgttr1dalj2nguum,1,27.2,20.3,2023-02-25T11:32:57.491Z,2023-02-25T11:32:57Z,,,,,,,,,,,,,,,,,,,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826465,8,1,1,0,24,ca8pjvyb7hgttr1dalj2nguum,1,27.2,20.3,2023-02-25T11:32:57.731Z,2023-02-25T11:32:58Z,4053913815,56,Back,4053913823,213,4.7,4053913819,141,7.0,4053913817,140,27.3,4053913821,212,9.0,,,,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826467,9,1,1,0,25,ca8pjvyb7hgttr1dalj2nguum,1,27.3,7,2023-02-25T11:32:58.755Z,2023-02-25T11:33:00Z,4053913869,141,6.4,4053913867,140,40.1,4053913865,56,Back,4053913871,212,13.4,4053913873,213,6.3,,,,,,,,,,bqf3am2yut3ymts5kgvsrku7d,B. Fördős,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826471,10,1,1,0,27,ca8pjvyb7hgttr1dalj2nguum,1,40.1,6.4,2023-02-25T11:33:00.452Z,2023-02-25T11:33:02Z,4053913913,212,16.7,4053913911,141,26.8,4053913907,56,Back,4053913915,213,2.2,4053913909,140,31.2,,,,,,,,,,3myrbf50fefc98vkxh3ggw82x,E. Polli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826475,11,1,1,0,28,ca8pjvyb7hgttr1dalj2nguum,0,31.2,26.8,2023-02-25T11:33:01.901Z,2023-02-25T11:33:03Z,4053913941,56,Back,4053913943,140,44.5,4053913945,141,30.3,4053913947,212,14.2,4053913949,213,0.2,,,,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826477,9,8,1,0,29,p2dsrpus5eckpz2h16svaour,1,61.5,65.9,2023-02-25T11:33:03.284Z,2023-02-25T11:33:04Z,4053913953,56,Center,4053913957,15,,,,,,,,,,,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826483,10,43,1,0,32,p2dsrpus5eckpz2h16svaour,1,0,0,2023-02-25T11:33:05.956Z,2023-02-25T11:35:18Z,4053913979,56,Center,4053913987,213,0,4053913985,212,0,4053913983,141,78.1,4053913981,140,64.9,4053916295,144,1,4053913977,155,0,,,,ccy7sflcnyiaf9c9j4c9p92ax,A. Zamanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826491,11,49,1,0,32,p2dsrpus5eckpz2h16svaour,1,64.9,78.1,2023-02-25T11:33:06.324Z,2023-02-25T11:33:06Z,,,,,,,,,,,,,,,,,,,,,,,,,ccy7sflcnyiaf9c9j4c9p92ax,A. Zamanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826501,12,1,1,0,32,p2dsrpus5eckpz2h16svaour,1,64.9,78.1,2023-02-25T11:33:06.404Z,2023-02-25T11:33:08Z,4053914053,56,Left,4053914061,213,1.9,4053914057,141,92.3,4053914059,212,10.3,4053914055,140,61.6,,,,,,,,,,ccy7sflcnyiaf9c9j4c9p92ax,A. Zamanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826503,13,1,1,0,34,p2dsrpus5eckpz2h16svaour,0,61.6,92.3,2023-02-25T11:33:08.020Z,2023-02-25T11:33:08Z,4053914073,140,73.6,4053914071,56,Center,4053914069,155,,4053914075,141,76.4,4053914077,212,16.6,4053914081,213,5.6,,,,,,,adixpvw9dh994g3pcxqp4aimt,L. Tucceri Cimini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826507,12,1,1,0,35,ca8pjvyb7hgttr1dalj2nguum,1,30.4,15.5,2023-02-25T11:33:09.219Z,2023-02-25T11:33:10Z,4053914107,140,35.2,4053914105,56,Back,4053914111,212,7.5,4053914103,3,,4053914113,213,0.8,4053914109,141,23.7,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826509,13,43,1,0,37,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2023-02-25T11:33:10.803Z,2023-02-25T11:33:22Z,4053914263,144,49,,,,,,,,,,,,,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826517,14,49,1,0,39,ca8pjvyb7hgttr1dalj2nguum,1,34.5,25,2023-02-25T11:33:13.379Z,2023-02-25T11:33:13Z,,,,,,,,,,,,,,,,,,,,,,,,,2eg5q67ivbjr99ltdrvez9zbo,M. Mihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826523,15,1,1,0,40,ca8pjvyb7hgttr1dalj2nguum,1,34.5,25,2023-02-25T11:33:13.641Z,2023-02-25T11:33:14Z,4053914155,212,14.7,4053914157,213,5.0,4053914149,56,Back,4053914151,140,38.5,4053914153,141,4.3,,,,,,,,,,2eg5q67ivbjr99ltdrvez9zbo,M. Mihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826529,16,1,1,0,41,ca8pjvyb7hgttr1dalj2nguum,0,38.5,4.3,2023-02-25T11:33:14.541Z,2023-02-25T11:33:18Z,4053914195,1,,4053914189,141,0.0,4053914187,140,81.8,4053914185,56,Right,4053914193,213,6.2,4053914191,212,45.6,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826597,14,5,1,0,45,p2dsrpus5eckpz2h16svaour,1,22.2,101.4,2023-02-25T11:33:18.676Z,2023-02-25T11:33:43Z,4053914551,233,17,4053914539,56,Back,4053914541,347,,,,,,,,,,,,,,,,,ccy7sflcnyiaf9c9j4c9p92ax,A. Zamanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826531,17,5,1,0,45,ca8pjvyb7hgttr1dalj2nguum,0,77.8,-1.4,2023-02-25T11:33:18.676Z,2023-02-25T11:44:58Z,4053914559,233,14,4053914197,56,Right,4053914199,347,,,,,,,,,,,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826613,15,1,1,1,13,p2dsrpus5eckpz2h16svaour,1,14.9,100,2023-02-25T11:33:47.238Z,2023-02-25T11:33:50Z,4053914645,212,21.3,4053914647,213,6.0,4053914637,107,,4053914639,56,Back,4053914643,141,94.7,4053914641,140,34.6,,,,,,,adixpvw9dh994g3pcxqp4aimt,L. Tucceri Cimini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826615,16,1,1,1,16,p2dsrpus5eckpz2h16svaour,1,33.5,94.7,2023-02-25T11:33:49.907Z,2023-02-25T11:33:50Z,4053914651,56,Back,4053914663,156,,4053914653,140,33.9,4053914657,212,3.7,4053914659,213,4.8,4053914655,141,89.3,,,,,,,e0sh07t0vl714r690gtghfnbp,P. Hammarlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826625,17,1,1,1,20,p2dsrpus5eckpz2h16svaour,0,40.2,89.5,2023-02-25T11:33:54.116Z,2023-02-25T11:33:59Z,4053914743,56,Center,4053914753,1,,4053914749,212,48.7,4053914751,213,5.4,4053914747,141,36.4,4053914745,140,71.3,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826629,18,49,1,1,24,ca8pjvyb7hgttr1dalj2nguum,1,32.5,62.7,2023-02-25T11:33:57.900Z,2023-02-25T11:33:58Z,,,,,,,,,,,,,,,,,,,,,,,,,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826641,19,1,1,1,24,ca8pjvyb7hgttr1dalj2nguum,1,32.5,62.7,2023-02-25T11:33:58.041Z,2023-02-25T11:34:17Z,4053914821,140,7.8,4053914823,141,56.9,4053914819,56,Back,4053914827,213,3.3,4053914825,212,26.2,,,,,,,,,,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826645,20,43,1,1,28,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2023-02-25T11:34:01.485Z,2023-02-25T11:34:10Z,4053914859,141,34.8,4053914857,140,9.7,4053914855,56,Back,4053914863,213,4.8,4053914991,144,1,4053914861,212,14.6,,,,,,,bohrvdzf1oep0vhdmiz1rj2z9,A. Piazza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826661,21,4,1,1,32,ca8pjvyb7hgttr1dalj2nguum,1,11,56,2023-02-25T11:34:05.874Z,2023-02-25T11:34:16Z,4053914953,152,,4053914963,233,18,4053914951,56,Back,4053914949,13,,4053914955,265,,4053914957,285,,,,,,,,bohrvdzf1oep0vhdmiz1rj2z9,A. Piazza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826657,18,4,1,1,32,p2dsrpus5eckpz2h16svaour,0,89,44,2023-02-25T11:34:05.875Z,2023-02-25T11:34:08Z,4053914935,286,,4053914927,13,,4053914981,233,21,4053914929,56,Center,4053914931,152,,4053914933,265,,,,,,,,cosxbigh37xkponybzlgrg0dl,M. Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826711,22,1,1,1,50,ca8pjvyb7hgttr1dalj2nguum,0,14.8,40.4,2023-02-25T11:34:23.839Z,2023-02-25T11:34:25Z,4053915229,1,,4053915213,5,,4053915221,140,58.4,4053915223,141,35.8,4053915219,56,Center,4053915227,213,6.2,4053915225,212,45.9,4053915237,189,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,4053915215,157,4053915217,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826717,19,1,1,1,51,p2dsrpus5eckpz2h16svaour,0,37,56.3,2023-02-25T11:34:25.363Z,2023-02-25T11:34:27Z,4053915265,212,28.9,4053915267,213,0.0,4053915259,56,Center,4053915261,140,64.5,4053915263,141,57.8,4053915269,1,,4053915257,157,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826727,23,1,1,1,55,ca8pjvyb7hgttr1dalj2nguum,1,29.2,38.8,2023-02-25T11:34:28.651Z,2023-02-25T11:34:30Z,4053915325,213,3.7,4053915321,141,29.4,4053915315,3,,4053915323,212,11.8,4053915319,140,19.8,4053915317,56,Back,,,,,,,2eg5q67ivbjr99ltdrvez9zbo,M. Mihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826735,24,1,1,1,56,ca8pjvyb7hgttr1dalj2nguum,1,19.8,29.4,2023-02-25T11:34:30.244Z,2023-02-25T11:34:33Z,4053915403,212,17.3,4053915399,140,4.8,4053915397,56,Back,4053915401,141,40.1,4053915405,213,2.7,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826739,25,1,1,1,59,ca8pjvyb7hgttr1dalj2nguum,0,4.7,40.3,2023-02-25T11:34:32.978Z,2023-02-25T11:34:34Z,4053915431,157,,4053915433,56,Back,4053915443,1,,4053915439,212,35.2,4053915441,213,0.0,4053915435,140,38.2,4053915437,141,41.9,,,,bohrvdzf1oep0vhdmiz1rj2z9,A. Piazza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826747,20,1,1,2,2,p2dsrpus5eckpz2h16svaour,0,58,61.3,2023-02-25T11:34:35.604Z,2023-02-25T11:34:36Z,4053915489,212,29.0,4053915487,141,22.6,4053915485,140,69.5,4053915491,213,5.1,4053915481,3,,4053915483,56,Center,,,,,,,ccy7sflcnyiaf9c9j4c9p92ax,A. Zamanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826751,26,61,1,2,3,ca8pjvyb7hgttr1dalj2nguum,1,28.8,63,2023-02-25T11:34:37.353Z,2023-02-25T11:34:37Z,4053915509,56,Back,,,,,,,,,,,,,,,,,,,,,,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826759,27,1,1,2,4,ca8pjvyb7hgttr1dalj2nguum,1,45.8,67.2,2023-02-25T11:34:38.353Z,2023-02-25T11:34:40Z,4053915565,213,1.8,4053915559,140,43.7,4053915557,56,Back,4053915561,141,85.1,4053915563,212,12.4,,,,,,,,,,30mwaentr99qb99ce6y9o1p0p,T. Chawinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826763,28,3,1,2,6,ca8pjvyb7hgttr1dalj2nguum,0,58.8,89,2023-02-25T11:34:40.430Z,2023-02-25T11:34:42Z,4053915579,286,,4053915611,233,21,4053915577,56,Left,,,,,,,,,,,,,,,,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826769,21,7,1,2,6,p2dsrpus5eckpz2h16svaour,0,41.2,11,2023-02-25T11:34:40.431Z,2023-02-25T11:34:42Z,4053915607,233,28,4053915605,285,,4053915603,56,Back,,,,,,,,,,,,,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826773,29,61,1,2,8,ca8pjvyb7hgttr1dalj2nguum,1,57.2,86.2,2023-02-25T11:34:41.461Z,2023-02-25T11:35:09Z,4053915623,56,Left,,,,,,,,,,,,,,,,,,,,,,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826803,22,5,1,2,9,p2dsrpus5eckpz2h16svaour,1,37.5,-2,2023-02-25T11:34:42.805Z,2023-02-25T11:34:52Z,4053915743,233,30,4053915739,56,Back,4053915741,347,,,,,,,,,,,,,,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826781,30,5,1,2,9,ca8pjvyb7hgttr1dalj2nguum,0,62.5,102,2023-02-25T11:34:42.805Z,2023-02-25T11:44:58Z,4053915747,233,22,4053915663,347,,4053915661,56,Left,,,,,,,,,,,,,,,,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826813,23,1,1,2,18,p2dsrpus5eckpz2h16svaour,1,39.7,0,2023-02-25T11:34:52.275Z,2023-02-25T11:34:55Z,4053915813,56,Right,4053915811,107,,4053915821,213,0.3,4053915819,212,21.2,4053915817,141,6.8,4053915815,140,59.1,,,,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826819,24,1,1,2,21,p2dsrpus5eckpz2h16svaour,1,59,6.8,2023-02-25T11:34:55.299Z,2023-02-25T11:34:58Z,4053915861,140,32.7,4053915863,141,11.6,4053915865,212,27.8,4053915867,213,3.0,4053915859,56,Back,,,,,,,,,,cosxbigh37xkponybzlgrg0dl,M. Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826823,25,61,1,2,24,p2dsrpus5eckpz2h16svaour,0,32.2,10.7,2023-02-25T11:34:58.003Z,2023-02-25T11:34:58Z,4053915883,56,Back,,,,,,,,,,,,,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826829,32,49,1,2,24,ca8pjvyb7hgttr1dalj2nguum,1,71,91.2,2023-02-25T11:34:58.210Z,2023-02-25T11:35:16Z,,,,,,,,,,,,,,,,,,,,,,,,,3myrbf50fefc98vkxh3ggw82x,E. Polli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826825,31,50,1,2,25,ca8pjvyb7hgttr1dalj2nguum,1,69.4,90.4,2023-02-25T11:34:59.070Z,2023-02-25T11:35:01Z,4053915889,286,,4053915887,56,Left,4053915925,233,26,,,,,,,,,,,,,,,,3myrbf50fefc98vkxh3ggw82x,E. Polli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511826831,26,7,1,2,25,p2dsrpus5eckpz2h16svaour,0,30.6,9.6,2023-02-25T11:34:59.071Z,2023-02-25T11:35:01Z,4053915909,285,,4053915915,233,31,4053915907,56,Back,,,,,,,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
