id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2452498743,6,7,1,0,10,acpt3r9i7hburdteruzc31u96,0,57.2,62.2,2022-08-28T15:31:24.799Z,2022-08-28T16:26:36Z,3740285039,56,Center,3740285041,285,,3740285065,233,5,,,,,,,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498853,6,1,1,0,19,p2dsrpus5eckpz2h16svaour,1,59,21.6,2022-08-28T15:31:33.774Z,2022-08-28T15:31:34Z,3740285621,140,58.3,3740285627,213,4.6,3740285625,212,7.7,3740285623,141,10.4,3740285619,56,Right,,,,,,,,,,cosxbigh37xkponybzlgrg0dl,M. Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498873,7,1,1,0,20,p2dsrpus5eckpz2h16svaour,1,55.9,8.9,2022-08-28T15:31:34.655Z,2022-08-28T15:31:36Z,3740285719,56,Back,3740285725,212,22.8,3740285723,141,5.6,3740285721,140,34.3,3740285727,213,3.2,,,,,,,,,,e6yhuu5eu6qpk7gybytdtxqdx,M. Mijatović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498895,8,2,1,0,21,p2dsrpus5eckpz2h16svaour,1,34.4,5.6,2022-08-28T15:31:36.303Z,2022-08-28T15:31:57Z,3740285823,141,15.3,3740285819,56,Right,3740285821,140,76.8,3740285829,1,,3740286773,7,7n5xycobojwgk6bq50o4ix0wl,,,,,,,,,,e4i408ibyt4r0n7znz46qllka,J. Jackmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498953,7,55,1,0,21,acpt3r9i7hburdteruzc31u96,1,30.1,55.3,2022-08-28T15:31:36.304Z,2022-08-28T16:26:53Z,,,,,,,,,,,,,,,,,,,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499217,8,1,1,0,41,acpt3r9i7hburdteruzc31u96,0,27.2,87.9,2022-08-28T15:31:55.683Z,2022-08-28T15:31:57Z,3740287479,213,6.2,3740287467,5,,3740287469,241,,3740287477,212,9.6,3740287473,140,36.3,3740287471,56,Back,3740287475,141,86.3,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499305,9,49,1,0,48,p2dsrpus5eckpz2h16svaour,1,46.7,5,2022-08-28T15:32:02.784Z,2022-08-28T15:32:02Z,,,,,,,,,,,,,,,,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499313,10,1,1,0,48,p2dsrpus5eckpz2h16svaour,1,46.7,5,2022-08-28T15:32:02.874Z,2022-08-28T15:32:03Z,3740287995,212,17.5,3740287983,56,Back,3740288001,213,3.2,3740287991,141,4.6,3740287987,140,30.0,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499347,11,1,1,0,48,p2dsrpus5eckpz2h16svaour,1,30,4.6,2022-08-28T15:32:03.519Z,2022-08-28T15:32:05Z,3740288149,140,36.9,3740288155,213,1.2,3740288147,56,Back,3740288151,141,33.6,3740288153,212,21.0,,,,,,,,,,1d0us90tod393omtmaft90b11,K. Eržen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499351,12,1,1,0,50,p2dsrpus5eckpz2h16svaour,0,36.9,33.6,2022-08-28T15:32:04.943Z,2022-08-28T15:32:05Z,3740288171,56,Center,3740288177,212,15.4,3740288179,213,5.9,3740288175,141,25.3,3740288173,140,50.5,,,,,,,,,,cosxbigh37xkponybzlgrg0dl,M. Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499387,10,1,1,0,51,acpt3r9i7hburdteruzc31u96,0,54.9,73.8,2022-08-28T15:32:06.403Z,2022-08-28T15:32:11Z,3740288535,233,13,3740288311,56,Center,3740288315,141,68.8,3740288319,213,5.7,3740288533,236,,3740288317,212,6.6,3740288539,286,,3740288313,140,60.3,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499425,13,74,1,0,51,p2dsrpus5eckpz2h16svaour,1,38.9,44.3,2022-08-28T15:32:06.404Z,2022-08-28T16:00:36Z,3740288553,233,10,3740288499,285,,3740288487,56,Back,,,,,,,,,,,,,,,,a36ljq1b2o9ydtdtkjri5yt3p,S. Huchet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499333,9,49,1,0,55,acpt3r9i7hburdteruzc31u96,1,40.5,83.7,2022-08-28T15:32:10.259Z,2022-08-28T15:55:34Z,,,,,,,,,,,,,,,,,,,,,,,,,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499493,11,1,1,0,56,acpt3r9i7hburdteruzc31u96,1,65.9,32.4,2022-08-28T15:32:10.547Z,2022-08-28T15:32:15Z,3740288825,140,69.2,3740288831,213,4.9,3740288823,56,Right,3740288827,141,5.1,3740288829,212,18.9,,,,,,,,,,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499561,12,1,1,1,0,acpt3r9i7hburdteruzc31u96,1,70.5,4.7,2022-08-28T15:32:15.268Z,2022-08-28T15:32:18Z,3740289175,141,13.7,3740289173,140,68.1,3740289177,212,6.6,3740289171,56,Right,3740289179,213,2.0,,,,,,,,,,dms6dx6taz2d9wxcgqfk87lk9,A. Soffia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499577,13,1,1,1,3,acpt3r9i7hburdteruzc31u96,0,77.2,12.8,2022-08-28T15:32:18.244Z,2022-08-28T15:32:19Z,3740289263,141,14.3,3740289265,212,6.9,3740289261,140,83.7,3740289267,213,0.1,3740289259,56,Right,,,,,,,,,,3f3c49bl4331k4nrrhvq6fu8l,K. Dubcová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499721,14,1,1,1,9,acpt3r9i7hburdteruzc31u96,1,91.5,18,2022-08-28T15:32:24.228Z,2022-08-28T15:32:29Z,3740290099,56,Right,3740290101,140,88.7,3740290105,212,8.7,3740290107,213,4.4,3740290103,141,6.0,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499731,15,50,1,1,14,acpt3r9i7hburdteruzc31u96,1,93.7,4.7,2022-08-28T15:32:28.901Z,2022-08-28T15:32:33Z,3740290135,56,Right,3740290137,286,,3740290429,233,14,,,,,,,,,,,,,,,,dms6dx6taz2d9wxcgqfk87lk9,A. Soffia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499783,14,7,1,1,14,p2dsrpus5eckpz2h16svaour,1,6.3,95.3,2022-08-28T15:32:28.902Z,2022-08-28T15:32:33Z,3740290399,233,15,3740290337,56,Back,3740290339,285,,,,,,,,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499787,15,4,1,1,15,p2dsrpus5eckpz2h16svaour,1,7.4,93.8,2022-08-28T15:32:30.131Z,2022-08-28T15:32:33Z,3740290359,265,,3740290357,152,,3740290417,233,16,3740290353,56,Back,3740290363,285,,3740290349,13,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499755,16,4,1,1,15,acpt3r9i7hburdteruzc31u96,0,92.6,6.2,2022-08-28T15:32:30.132Z,2022-08-28T15:32:33Z,3740290439,233,15,3740290257,56,Right,3740290259,152,,3740290263,286,,3740290261,265,,3740290255,13,,,,,,,,dms6dx6taz2d9wxcgqfk87lk9,A. Soffia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500067,16,1,1,1,40,p2dsrpus5eckpz2h16svaour,1,10.8,90.5,2022-08-28T15:32:55.425Z,2022-08-28T16:59:44Z,3740292033,152,,3740292029,5,,3740292043,213,6.3,3740292037,140,37.0,3740292039,141,90.2,3740292035,56,Back,3740292045,1,,3740292031,157,,18ufr5nlyfnnzzbzmqo9ynis5,K. Schroffenegger,3740292041,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500069,17,44,1,1,43,p2dsrpus5eckpz2h16svaour,1,41.6,89.8,2022-08-28T15:32:57.588Z,2022-08-28T15:32:58Z,3740292049,56,Back,3740292069,233,17,3740292051,285,,,,,,,,,,,,,,,,,e4i408ibyt4r0n7znz46qllka,J. Jackmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500065,17,44,1,1,43,acpt3r9i7hburdteruzc31u96,0,58.4,10.2,2022-08-28T15:32:57.589Z,2022-08-28T15:32:59Z,3740292023,56,Right,3740292025,286,,3740292133,233,17,,,,,,,,,,,,,,,,3f3c49bl4331k4nrrhvq6fu8l,K. Dubcová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500137,18,1,1,1,43,p2dsrpus5eckpz2h16svaour,0,33.6,94.5,2022-08-28T15:32:58.416Z,2022-08-28T15:33:03Z,3740292415,212,12.6,3740292411,140,41.7,3740292413,141,80.9,3740292407,3,,3740292409,56,Back,3740292417,213,5.5,,,,,,,e4i408ibyt4r0n7znz46qllka,J. Jackmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500089,18,44,1,1,44,acpt3r9i7hburdteruzc31u96,1,56.1,18.3,2022-08-28T15:32:58.981Z,2022-08-28T15:33:03Z,3740292165,56,Right,3740292167,286,,3740292505,233,20,,,,,,,,,,,,,,,,8sb5yv5enqvr8bemx86jxc2j9,M. Mascarello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500163,20,44,1,1,44,p2dsrpus5eckpz2h16svaour,0,43.9,81.7,2022-08-28T15:32:58.982Z,2022-08-28T15:33:04Z,3740292479,285,,3740292477,56,Back,3740292579,233,18,,,,,,,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500159,19,1,1,1,44,acpt3r9i7hburdteruzc31u96,1,54.2,13.6,2022-08-28T15:32:59.301Z,2022-08-28T15:33:02Z,3740292463,140,62.8,3740292469,213,6.1,3740292459,3,,3740292467,212,9.1,3740292465,141,11.8,3740292461,56,Right,,,,,,,8sb5yv5enqvr8bemx86jxc2j9,M. Mascarello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500151,19,43,1,1,47,p2dsrpus5eckpz2h16svaour,1,0,0,2022-08-28T15:33:02.113Z,2022-08-28T15:37:19Z,3740311785,144,44,3740292429,285,0,3740292427,56,Back,,,,,,,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500167,20,49,1,1,47,acpt3r9i7hburdteruzc31u96,1,63.3,13.1,2022-08-28T15:33:02.469Z,2022-08-28T15:34:20Z,,,,,,,,,,,,,,,,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500177,21,1,1,1,48,acpt3r9i7hburdteruzc31u96,1,63.3,13.1,2022-08-28T15:33:02.645Z,2022-08-28T15:34:23Z,3740292517,140,67.1,3740292519,141,17.5,3740292521,212,5.0,3740292523,213,0.6,3740292515,56,Right,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500193,22,1,1,1,49,acpt3r9i7hburdteruzc31u96,0,69.3,18.3,2022-08-28T15:33:03.685Z,2022-08-28T16:28:00Z,3740292629,213,0.1,3740292627,212,9.5,3740292621,56,Right,3740292625,141,20.3,3740292623,140,78.3,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500255,21,49,1,1,54,p2dsrpus5eckpz2h16svaour,1,22.5,74.2,2022-08-28T15:33:09.313Z,2022-08-28T15:33:09Z,,,,,,,,,,,,,,,,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500281,22,1,1,1,55,p2dsrpus5eckpz2h16svaour,1,22.5,74.2,2022-08-28T15:33:09.552Z,2022-08-28T15:33:10Z,3740293033,56,Back,3740293035,140,28.5,3740293041,213,1.1,3740293039,212,14.9,3740293037,141,94.1,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500347,23,1,1,1,55,p2dsrpus5eckpz2h16svaour,1,28.5,94.1,2022-08-28T15:33:10.512Z,2022-08-28T15:33:14Z,3740293357,213,3.6,3740293351,141,85.0,3740293345,56,Back,3740293355,212,12.7,3740293347,140,17.9,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500369,24,1,1,1,56,p2dsrpus5eckpz2h16svaour,1,17.9,85,2022-08-28T15:33:11.337Z,2022-08-28T15:55:59Z,3740293511,212,24.8,3740293505,56,Back,3740293515,1,,3740293503,157,,3740293509,141,84.1,3740293513,213,6.3,3740293507,140,41.5,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500375,25,61,1,1,57,p2dsrpus5eckpz2h16svaour,0,41.5,84.1,2022-08-28T15:33:11.632Z,2022-08-28T15:56:05Z,3740293545,56,Back,,,,,,,,,,,,,,,,,,,,,,cosxbigh37xkponybzlgrg0dl,M. Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500327,23,49,1,1,59,acpt3r9i7hburdteruzc31u96,1,58.6,10,2022-08-28T15:33:13.845Z,2022-08-28T15:33:13Z,,,,,,,,,,,,,,,,,,,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500405,24,1,1,2,0,acpt3r9i7hburdteruzc31u96,1,60.9,7.8,2022-08-28T15:33:15.029Z,2022-08-28T15:33:18Z,3740293685,213,5.1,3740293681,141,2.2,3740293679,140,62.5,3740293683,212,4.2,3740293677,56,Right,,,,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500409,25,3,1,2,3,acpt3r9i7hburdteruzc31u96,0,63.8,2.2,2022-08-28T15:33:18.118Z,2022-08-28T15:33:23Z,3740293705,56,Right,3740293707,286,,3740294079,233,26,,,,,,,,,,,,,,,,dms6dx6taz2d9wxcgqfk87lk9,A. Soffia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500431,26,7,1,2,3,p2dsrpus5eckpz2h16svaour,1,36.2,97.8,2022-08-28T15:33:18.119Z,2022-08-28T15:33:23Z,3740293827,56,Back,3740293829,285,,3740293841,233,25,3740293825,167,,,,,,,,,,,,,,cosxbigh37xkponybzlgrg0dl,M. Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500467,26,5,1,2,4,acpt3r9i7hburdteruzc31u96,1,61.3,-1.1,2022-08-28T15:33:19.525Z,2022-08-28T15:33:22Z,3740294005,233,27,3740293975,56,Right,3740293977,347,,,,,,,,,,,,,,,,,dms6dx6taz2d9wxcgqfk87lk9,A. Soffia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500453,27,5,1,2,4,p2dsrpus5eckpz2h16svaour,0,38.7,101.1,2022-08-28T15:33:19.525Z,2022-08-28T16:00:30Z,3740293905,347,,3740293903,56,Back,3740294021,233,26,,,,,,,,,,,,,,,,cosxbigh37xkponybzlgrg0dl,M. Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500635,27,1,1,2,19,acpt3r9i7hburdteruzc31u96,1,62.2,0,2022-08-28T15:33:33.942Z,2022-08-28T15:33:35Z,3740294827,140,57.9,3740294833,213,2.1,3740294829,141,8.4,3740294823,107,,3740294825,56,Right,3740294831,212,8.4,,,,,,,dms6dx6taz2d9wxcgqfk87lk9,A. Soffia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500647,28,1,1,2,21,acpt3r9i7hburdteruzc31u96,1,57.9,8.4,2022-08-28T15:33:35.558Z,2022-08-28T15:33:36Z,3740294885,141,2.8,3740294881,56,Right,3740294883,140,59.6,3740294887,212,4.2,3740294889,213,5.2,,,,,,,,,,8sb5yv5enqvr8bemx86jxc2j9,M. Mascarello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500673,29,1,1,2,21,acpt3r9i7hburdteruzc31u96,1,59.6,2.8,2022-08-28T15:33:36.342Z,2022-08-28T15:33:39Z,3740295075,212,7.3,3740295073,141,11.9,3740295071,140,63.2,3740295077,213,1.0,3740295069,56,Right,,,,,,,,,,dms6dx6taz2d9wxcgqfk87lk9,A. Soffia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500707,30,1,1,2,25,acpt3r9i7hburdteruzc31u96,1,60.4,12.2,2022-08-28T15:33:39.702Z,2022-08-28T15:33:41Z,3740295301,56,Center,3740295307,212,16.0,3740295309,213,2.0,3740295305,141,33.3,3740295303,140,53.7,,,,,,,,,,3f3c49bl4331k4nrrhvq6fu8l,K. Dubcová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500769,31,1,1,2,27,acpt3r9i7hburdteruzc31u96,1,53.7,33.3,2022-08-28T15:33:41.766Z,2022-08-28T15:33:45Z,3740295619,140,64.6,3740295625,213,0.4,3740295617,56,Center,3740295621,141,40.4,3740295623,212,12.4,,,,,,,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500823,32,1,1,2,31,acpt3r9i7hburdteruzc31u96,0,68.9,34.9,2022-08-28T15:33:45.782Z,2022-08-28T15:33:49Z,3740295901,213,6.3,3740295895,140,92.8,3740295945,4,,3740295893,56,Center,3740295899,212,25.1,3740295897,141,33.7,,,,,,,8sb5yv5enqvr8bemx86jxc2j9,M. Mascarello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500853,28,52,1,2,36,p2dsrpus5eckpz2h16svaour,1,8.4,60,2022-08-28T15:33:50.914Z,2022-08-28T15:33:51Z,,,,,,,,,,,,,,,,,,,,,,,,,18ufr5nlyfnnzzbzmqo9ynis5,K. Schroffenegger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
