id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2506950125,1,34,16,0,0,7jaarwfaeewpo3vnfvhc2c665,1,0,0,2023-02-12T12:59:39.837Z,2023-02-12T14:38:09Z,4028143161,194,ae23upd2mq9lzptqvyydvfsh5,4028143163,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028143157,130,2,4028143159,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028143153,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4028143151,30,"bzctf3ho6wtxhmemreonkho7p, b8g6l2yrz5zkx0z4cwqbtrm96, 9ihxuqs1v194z96ytkbr6tot1, 8xmxzyft6jgirmjmtokysv9at, ae23upd2mq9lzptqvyydvfsh5, duqwuxyvts7b8y171m2zjgfe1, 7uj1fxna6f1mtu0r4c3x5seeh, 8vylda616yxfy53t66o4ua162, 2v7svoulkkgzvdeb4e0hw7jyt, 8m1zaxpia31zue120389es72t, 8kyz2zkpdn0wdf1ybpmgd2ay1, 1ql4mxhyvvp14meu36zbu0es5, 1q1rzbagz0tikytlgql4667oq, 8hrg2luo5rmy9njl7a5xd6oyd, 2q342ep7xb1jln18nlz0m0vdh, ynp4teryxz8qxmby29s1muhh, 6c4yw57zmdchgqhb4uaybmklx, eb8kdhe0pwhhpvpfdmrlqqjth, bs7324p1bdh7ggv14x3f2x4ut, 28egj5kbmudnzoospmg1kqrkk",4028254795,197,8196,4028143155,59,"12, 20, 2, 6, 85, 4, 77, 10, 18, 26, 15, 28, 1, 3, 7, 8, 27, 32, 33, 78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506961045,1,34,16,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2023-02-12T13:11:18.617Z,2023-02-12T13:59:03Z,4028193055,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4028193057,194,9nc4igej6cflyxrihy20zd045,4028193059,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028193051,59,"1, 30, 8, 18, 24, 6, 21, 23, 58, 9, 10, 2, 4, 11, 12, 14, 19, 27, 77",4028257029,197,17520,4028193049,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4028193047,30,"6a4e840hagvde76wq00oitboq, 3py0rmx89fgdd8e65l853yqne, 69ij8unhyklcdc4d11u02v6y, 7asw3c7rhaqrmnc4kk7q0hp0p, 9nc4igej6cflyxrihy20zd045, bimp62qt9yetz1mwz1z18ri7d, 3ycwiqwexrq74zjs6l2rj0dsl, e3mdwwn8drb7hsscyvj4u8pre, d154hxm83w5x1m0ht905cgpg5, b80b2mxpxjcboqc81evm6oa2, 9skgc5kozhnn4cp5fghmnwout, dcabal76i5wlct77xl6jkyfv9, 8rc3h630i5cinvhyvziqdfpp1, c9y25sxg24aripna871g8x9g4, 69ewfo1qoyc0xhk227754o9h, 5snw4b4ndo6hus8hpxq9q19lh, 2kxbr1qwr4soew1kopzx7rswk, 6vvrp3ijlo76d0oolobx1hgwl, 8wpwcph0wu2wnqlvy52phewh5",4028193053,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976593,2,32,1,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2023-02-12T13:31:15.281Z,2023-02-12T13:31:17Z,4028264123,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976589,2,32,1,0,0,7jaarwfaeewpo3vnfvhc2c665,1,0,0,2023-02-12T13:31:15.281Z,2023-02-12T13:31:15Z,4028264107,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976621,3,1,1,0,0,7jaarwfaeewpo3vnfvhc2c665,1,50,50,2023-02-12T13:31:15.381Z,2023-02-12T16:07:40Z,4028264253,140,42.6,4028264251,56,Back,4028264261,279,S,4028264257,212,7.8,4028264259,213,3.2,4028264255,141,49.6,,,,,,,2v7svoulkkgzvdeb4e0hw7jyt,D. Sabatino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976649,4,1,1,0,3,7jaarwfaeewpo3vnfvhc2c665,1,42.6,49.6,2023-02-12T13:31:18.582Z,2023-02-12T13:31:20Z,4028264373,141,54.8,4028264371,140,39.1,4028264369,56,Back,4028264379,213,2.4,4028264377,212,5.1,,,,,,,,,,8kyz2zkpdn0wdf1ybpmgd2ay1,B. Brignoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976675,5,1,1,0,5,7jaarwfaeewpo3vnfvhc2c665,0,39.1,54.8,2023-02-12T13:31:20.824Z,2023-02-12T13:31:22Z,4028264485,1,,4028264475,56,Center,4028264481,212,44.2,4028264483,213,5.9,4028264473,157,,4028264479,141,28.5,4028264477,140,77.6,,,,ae23upd2mq9lzptqvyydvfsh5,M. Filangeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976689,3,1,1,0,5,8gw3pgcd0doivaul55q8na9lg,1,25.3,66.4,2023-02-12T13:31:21.177Z,2023-02-12T13:31:24Z,4028264565,212,21.0,4028264567,213,0.7,4028264561,140,41.2,4028264563,141,85.1,4028264559,56,Back,4028264557,3,,,,,,,,7asw3c7rhaqrmnc4kk7q0hp0p,A. Hilaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976701,4,1,1,0,8,8gw3pgcd0doivaul55q8na9lg,1,41.2,85.1,2023-02-12T13:31:23.977Z,2023-02-12T15:46:46Z,4028264627,212,12.3,4028264629,213,2.9,4028264623,140,29.8,4028264621,56,Back,4028264625,141,89.0,,,,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506976729,5,1,1,0,10,8gw3pgcd0doivaul55q8na9lg,1,29.8,89,2023-02-12T13:31:25.576Z,2023-02-12T13:31:29Z,4028264749,140,46.8,4028264747,56,Back,4028264751,141,90.8,4028264755,213,0.1,4028264753,212,17.9,,,,,,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
