id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2540594209,1,34,16,0,0,5snsl2d1lu2oclbriztdy61d6,1,0,0,2023-04-29T11:55:29.519Z,2023-04-29T12:28:43Z,4234295065,194,72mtf2acxf523gwm13zq5jvth,4234295055,30,"ax9lyewa6alv4v3btpwlm4pn9, f98n454u9g97ngyluh0rd4ut, 72mtf2acxf523gwm13zq5jvth, 31myx78t8pvy886l3g8tsmrit, 8z970w0wmh524aliuxnze5l91, 19cmbo4cc9cgh10wgotg3s0k5, 4ghj3cp5v817497z1l8k1vw0l, 978grivb05fx65k9zg3g0czxl, e0254ysu7nwqiuku9szuf9wph, 5et546tgrpw51ep3kfbzdyx1x, 47n7enqd3bfy0gawlth0a4mhh, 1my1q5jn165pnwue7jzoip756, du2oxcctxwk3tpg0imbctjcut, 7ba612p8pdv2fhz19u32js251, a8jqw3uon5yv03m2nvkklnpat, 28y2auuxfuxvvbbds3bwtlskp, 1ec205o2whcblu6h4qz4kw44p, 2nqlq23w7g732ttrbnt2u2s4p, a2b4op7l073rehwbpbfy0sis4, 56hfbfzl1bvpdlb8da5wc9vpx",4234295061,130,8,4234420955,197,17078,4234295059,59,"12, 2, 13, 10, 23, 32, 15, 20, 9, 7, 11, 3, 5, 6, 16, 18, 19, 22, 33, 87",4234295057,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4234295067,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4234295063,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540594279,1,34,16,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2023-04-29T11:55:35.760Z,2023-04-29T12:28:40Z,4234420819,197,8189,4234295381,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4234295387,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4234295383,59,"24, 7, 4, 6, 5, 34, 87, 10, 15, 21, 20, 1, 8, 11, 16, 17, 19, 33, 88, 91",4234295389,194,72a3aetghls98os7onhc60vdh,4234295393,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4234295385,130,9,4234295379,30,"dib3fbzymcfivscevdlqks89h, 1rsv7xi31ffxqpjeaw76t1n8p, e4i408ibyt4r0n7znz46qllka, cnvii81lylt9gcn9iox9lkvdh, 72a3aetghls98os7onhc60vdh, dwmb9deiywwddo0bbnrgw2x91, 4zr1u1gdqagr6e53pnyruywut, cosxbigh37xkponybzlgrg0dl, e0sh07t0vl714r690gtghfnbp, botcpxadt5i04s4p8prbd3dyi, e6yhuu5eu6qpk7gybytdtxqdx, 18ufr5nlyfnnzzbzmqo9ynis5, 1kmq43pxjjjacnrmcsw2dka1h, 7n5xycobojwgk6bq50o4ix0wl, 1d0us90tod393omtmaft90b11, 6mvj0jfbicvwt296r6wuqajca, 2va4upf5w45brysw8q9w22gkq, 162dxb8xc7nwc04nhintw7dn9, 79abiotlhtb5edjedx8oqjysp, ccy7sflcnyiaf9c9j4c9p92ax",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621539,3,32,1,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2023-04-29T12:32:35.279Z,2023-04-29T12:32:35Z,4234433347,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621541,3,32,1,0,0,5snsl2d1lu2oclbriztdy61d6,1,0,0,2023-04-29T12:32:35.279Z,2023-04-29T12:32:37Z,4234433349,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621575,4,1,1,0,0,p2dsrpus5eckpz2h16svaour,1,50,50,2023-04-29T12:32:35.379Z,2023-04-29T12:32:38Z,4234433523,212,10.3,4234433527,279,S,4234433515,56,Back,4234433521,141,50.9,4234433519,140,40.2,4234433525,213,3.1,,,,,,,e0sh07t0vl714r690gtghfnbp,P. Hammarlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621605,5,1,1,0,2,p2dsrpus5eckpz2h16svaour,0,40.2,50.9,2023-04-29T12:32:37.867Z,2023-04-29T12:32:41Z,4234433647,140,75.5,4234433649,141,13.7,4234433643,155,,4234433653,213,5.7,4234433655,1,,4234433645,56,Right,4234433651,212,44.9,,,,cnvii81lylt9gcn9iox9lkvdh,S. Breitner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621629,4,44,1,0,5,5snsl2d1lu2oclbriztdy61d6,1,25.2,89.6,2023-04-29T12:32:40.488Z,2023-04-29T12:33:54Z,4234433783,285,,4234433869,233,6,4234433781,56,Back,,,,,,,,,,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621613,6,44,1,0,5,p2dsrpus5eckpz2h16svaour,0,74.8,10.4,2023-04-29T12:32:40.489Z,2023-04-29T12:32:43Z,4234433915,233,4,4234433695,56,Right,4234433697,286,,,,,,,,,,,,,,,,,cosxbigh37xkponybzlgrg0dl,M. Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621679,5,1,1,0,5,5snsl2d1lu2oclbriztdy61d6,1,26,92.9,2023-04-29T12:32:40.524Z,2023-04-29T14:45:17Z,4234434001,141,92.9,4234433989,3,,4234434009,213,0,4234434005,212,21.8,4234433997,140,46.8,4234433991,56,Back,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621701,6,1,1,0,8,5snsl2d1lu2oclbriztdy61d6,1,46.8,92.9,2023-04-29T12:32:43.504Z,2023-04-29T13:33:49Z,4234700765,168,,4234434101,141,82.7,4234434103,212,20.8,4234434099,140,65.5,4234434097,56,Left,4234434095,3,,4234434105,213,5.9,,,,47n7enqd3bfy0gawlth0a4mhh,E. Haavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621711,7,49,1,0,10,5snsl2d1lu2oclbriztdy61d6,1,65.5,82.7,2023-04-29T12:32:45.474Z,2023-04-29T12:32:46Z,,,,,,,,,,,,,,,,,,,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621729,8,1,1,0,10,5snsl2d1lu2oclbriztdy61d6,1,65.5,82.7,2023-04-29T12:32:45.488Z,2023-04-29T12:32:47Z,4234434225,56,Left,4234434233,213,2.7,4234434231,212,13.2,4234434229,141,90.3,4234434227,140,53.9,,,,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621765,9,1,1,0,11,5snsl2d1lu2oclbriztdy61d6,1,53.9,90.3,2023-04-29T12:32:47.225Z,2023-04-29T13:33:56Z,4234434431,141,73.6,4234434427,56,Center,4234434435,213,4.5,4234434429,140,51.0,4234434433,212,11.8,,,,,,,,,,47n7enqd3bfy0gawlth0a4mhh,E. Haavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621791,10,1,1,0,14,5snsl2d1lu2oclbriztdy61d6,1,50.8,73.2,2023-04-29T12:32:49.976Z,2023-04-29T12:32:52Z,4234434565,213,2.1,4234434561,141,95.0,4234434557,56,Back,4234434559,140,42.3,4234434563,212,17.3,,,,,,,,,,978grivb05fx65k9zg3g0czxl,G. Greggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621813,11,1,1,0,16,5snsl2d1lu2oclbriztdy61d6,1,41.2,94.8,2023-04-29T12:32:51.913Z,2023-04-29T13:34:03Z,4234434651,56,Back,4234434653,140,28.7,4234434657,212,16.4,4234434655,141,80.3,4234434661,213,3.8,,,,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621831,12,1,1,0,17,5snsl2d1lu2oclbriztdy61d6,1,25,81.1,2023-04-29T12:32:53.097Z,2023-04-29T12:32:54Z,4234434725,56,Back,4234434733,213,5.0,4234434731,212,18.3,4234434729,141,55.5,4234434727,140,30.3,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621861,13,1,1,0,19,5snsl2d1lu2oclbriztdy61d6,1,29.2,62.1,2023-04-29T12:32:54.601Z,2023-04-29T13:34:09Z,4234434845,141,33.6,4234434841,56,Back,4234434843,140,32.6,4234434849,213,4.9,4234434847,212,19.7,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621895,14,1,1,0,21,5snsl2d1lu2oclbriztdy61d6,1,32,13.2,2023-04-29T12:32:56.914Z,2023-04-29T12:33:00Z,4234435033,213,2.3,4234435025,56,Back,4234435031,212,14.0,4234435027,140,23.6,4234435029,141,29.1,,,,,,,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621933,15,1,1,0,25,5snsl2d1lu2oclbriztdy61d6,1,24.7,30.3,2023-04-29T12:33:00.728Z,2023-04-29T12:33:03Z,4234435205,212,11.5,4234435201,140,28.3,4234435199,56,Back,4234435203,141,14.4,4234435207,213,5.0,,,,,,,,,,8z970w0wmh524aliuxnze5l91,C. Wenninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621959,16,1,1,0,27,5snsl2d1lu2oclbriztdy61d6,1,31.2,8.3,2023-04-29T12:33:03.136Z,2023-04-29T12:33:06Z,4234435321,213,0.1,4234435317,141,13.5,4234435319,212,27.0,4234435313,56,Right,4234435315,140,56.7,,,,,,,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540621981,17,1,1,0,30,5snsl2d1lu2oclbriztdy61d6,1,57.6,5.3,2023-04-29T12:33:05.896Z,2023-04-29T12:33:08Z,4234435425,213,2.9,4234435417,56,Back,4234435421,141,11.6,4234435419,140,40.7,4234435423,212,18.3,,,,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540622009,18,1,1,0,32,5snsl2d1lu2oclbriztdy61d6,1,41.7,10.7,2023-04-29T12:33:07.905Z,2023-04-29T12:33:09Z,4234435483,140,53.5,4234435489,212,17.4,4234435487,141,28.6,4234435491,213,0.8,4234435479,56,Center,,,,,,,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540622035,19,1,1,0,34,5snsl2d1lu2oclbriztdy61d6,0,54.1,26.4,2023-04-29T12:33:09.721Z,2023-04-29T13:34:27Z,4234435579,140,77.4,4234435577,56,Center,4234435583,212,24.6,4234435585,213,6.2,4234435581,141,22.8,4234435575,155,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540622051,7,1,1,0,36,p2dsrpus5eckpz2h16svaour,1,20.4,83.3,2023-04-29T12:33:11.321Z,2023-04-29T12:33:13Z,4234435627,213,5.9,4234435623,141,75.4,4234435621,140,33.8,4234435625,212,15.1,4234435617,3,,4234435619,56,Back,,,,,,,e4i408ibyt4r0n7znz46qllka,J. Jackmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540622055,8,49,1,0,38,p2dsrpus5eckpz2h16svaour,1,33.8,75.4,2023-04-29T12:33:13.729Z,2023-04-29T12:33:14Z,,,,,,,,,,,,,,,,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540622073,9,1,1,0,38,p2dsrpus5eckpz2h16svaour,1,33.8,75.4,2023-04-29T12:33:13.793Z,2023-04-29T12:33:15Z,4234435715,140,33.9,4234435711,56,Back,4234435723,213,4.7,4234435721,212,6.0,4234435719,141,66.6,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540622141,10,1,1,0,40,p2dsrpus5eckpz2h16svaour,1,33.9,66.6,2023-04-29T12:33:15.377Z,2023-04-29T12:33:20Z,4234435995,56,Back,4234436001,212,20.5,4234435997,140,46.8,4234436003,213,5.4,4234435999,141,43.9,,,,,,,,,,cnvii81lylt9gcn9iox9lkvdh,S. Breitner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540622235,11,1,1,0,45,p2dsrpus5eckpz2h16svaour,1,60.7,41.8,2023-04-29T12:33:20.345Z,2023-04-29T12:33:27Z,4234436525,1,,4234436517,140,87.6,4234436521,212,37.2,4234436519,141,77.5,4234436515,56,Center,4234436523,213,0.7,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540622259,12,1,1,0,52,p2dsrpus5eckpz2h16svaour,0,96.8,71.2,2023-04-29T12:33:27.793Z,2023-04-29T12:33:29Z,4234436635,212,27.1,4234436629,56,Center,4234436631,140,94.1,4234436633,141,31.6,4234436637,213,4.6,,,,,,,,,,e0sh07t0vl714r690gtghfnbp,P. Hammarlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540622281,20,12,1,0,54,5snsl2d1lu2oclbriztdy61d6,1,7.6,67.6,2023-04-29T12:33:30.115Z,2023-04-29T12:33:32Z,4234436747,213,2.8,4234436743,141,72.0,4234436735,56,Back,4234436739,140,0.0,4234436771,167,,4234436745,212,9.7,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
