id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/19/value,qualifier/20/value
2540762373,1,34,16,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-04-29T14:32:23.008Z,2023-04-29T15:50:11Z,4235158231,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4235158215,30,"3fpnfgoy4lbpapv2th6g60cet, e2vtm1318mm61db2wtj4m5p79, 3tpmw6tlijytn0ahwztvedkut, 9sxg58hszjq17avxgumftdu22, ehztjmhg6fsddm1fqb00547o5, 3sezchmdtivxl4kusvgc6j7x1, 3jln1gzc0859ymphvq83i0mp5, 3v1fnp5e9pxfzgou5ebrgprrp, 5awkzgwwh48prwgvxwewuc5hx, cknjube5flk1r5ppqthj82c5, 11o903vztwpnmvgrinn208qnd, 7kph61hobc93t2c2tl8l5j105, dmrj53hcw8vcffxx0lfudbob9, 9ncagt0ezp4f41hz3b64af1t5, eyra5urhrm92240e7qbll736d, wr2f0yl1bf68r73hkjee2pqt, b33rlpjo3kx4477alx82si5wq, 1dwwsz1i6v8zwh802ujwf7emt, cfpaejad8i9p2r1fj0wx0g222, 17au7v1ocl4zab872g59821yi, 72vim7cq99zdjjwivwtr773vu, enqcaecpt5hy0qv9x5pzmkjc9, 9vnr9uog5fmggich2i4vjxwbt, 68cu39v9m8pykapkh2b97ltqt, 7ox43isyywsnrfcd56nm65be",4235158235,194,e2vtm1318mm61db2wtj4m5p79,4235158223,59,"16, 2, 19, 8, 24, 23, 10, 33, 9, 4, 17, 1, 5, 7, 12, 14, 20, 27, 28, 30, 40, 46, 56, 83, 90",4235158227,130,8,4235158219,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4235849975,197,579,4235158239,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540810401,1,34,16,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-04-29T15:03:06.808Z,2023-04-29T16:06:48Z,4235406129,194,57bin6he6kbdo2bs4i78z2k0l,4235406125,130,18,4235406121,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4235406123,59,"1, 19, 37, 3, 24, 23, 4, 8, 7, 11, 9, 18, 20, 21, 52, 59, 62, 63, 68, 92, 99",4235845489,197,8380,4235406127,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4235406119,30,"7gu0t0g8nej405k918fwsf8id, 1pkymw7biivk760rxhubin1ed, 9ka7y81b5kst146mhq7mom5ed, ab4kuqa33849h6z77ksuqhdk9, cddggachzf198p1yhq9owtofd, 6fttn5mk6n1lstqt0dl5xzn4l, 1ftejgsl4hho40cceqne1hcyd, c5a7z6vphv9tp9ddid5jnrnx1, 57bin6he6kbdo2bs4i78z2k0l, 97mmzzi3dwdos6jtj2m05w4ph, 363nsa82dww242zeo09wpcslx, 54c43p8ykqxjtbmy2z5nakijt, z0nxnl93yjtz8mty3qi5542x, 93i0gcndi2m8giqqcm4knduxh, 4cu8rbv55v6f6jiq50c4xatqs, du4ciqofpkn3nei5q3huwlnje, bh9jia8qgkhpm5xn82bx0hhck, b0b0xalrak7k5pnfnum53umtw, d2itdjj8bx0aztqggfgv7amay, a1iz91ed6hus61yhhk2r0vkd1, el58uxf7oaqu95yx1vbgmr7it",4235406131,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540906077,2,32,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-04-29T16:00:27.490Z,2023-04-29T21:55:42Z,4235911439,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540906071,2,32,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-04-29T16:00:27.490Z,2023-04-29T16:00:27Z,4235911419,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540906089,3,1,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,50,50,2023-04-29T16:00:27.508Z,2023-04-29T22:08:59Z,4235911503,213,3.1,4235911497,140,28.8,4235911499,141,52.7,4237517103,178,,4235911495,56,Back,4235911505,279,S,4235911501,212,22.3,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540906099,4,1,1,0,3,9dntj5dioj5ex52yrgwzxrq9l,1,31.8,50.7,2023-04-29T16:00:30.922Z,2023-04-29T22:09:03Z,4235911563,140,35.1,4235911567,212,12.3,4235911565,141,33.4,4235911561,56,Back,4237517261,178,,4235911569,213,5.0,,,,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540906125,5,1,1,0,6,9dntj5dioj5ex52yrgwzxrq9l,0,38.6,28.9,2023-04-29T16:00:33.531Z,2023-04-29T22:09:07Z,4235911721,213,0.5,4235911717,141,64.7,4235911713,56,Center,4235911715,140,84.0,4235911711,155,,4237517517,178,,4235911723,1,,4235911719,212,53.5,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540906145,3,1,1,0,10,2tk2l9sgktwc9jhzqdd4mpdtb,1,15.5,35,2023-04-29T16:00:38.297Z,2023-04-29T22:09:13Z,4235911825,140,19.4,4235911821,3,,4237517779,388,,4235911829,212,6.0,4235911831,213,5.5,4235911827,141,28.6,4235911823,56,Back,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540906149,4,49,1,0,12,2tk2l9sgktwc9jhzqdd4mpdtb,1,19.8,27.2,2023-04-29T16:00:40.029Z,2023-04-29T22:09:16Z,,,,,,,,,,,,,,,,,,,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540906161,5,1,1,0,12,2tk2l9sgktwc9jhzqdd4mpdtb,1,19.8,27.2,2023-04-29T16:00:40.127Z,2023-04-29T22:09:21Z,4235911903,141,13.6,4237518223,178,,4235911907,213,4.2,4235911899,56,Back,4235911905,212,10.7,4235911901,140,14.6,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
