id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/9/value,qualifier/11/value,assist
2536909815,1,34,16,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2023-04-22T09:53:12.444Z,2023-04-22T11:06:40Z,4207702203,194,8qywmb7vw14hygvzliislo1xx,4207702193,30,"6cazgi9vrmiy7pj7mspkmrnbp, 8qywmb7vw14hygvzliislo1xx, 8kp0hm0mftts0lx42esqbxt5h, a6k8vha3qcugelyjo82monahh, 5zfwazpzlcnm9r7621wefv8ph, 1euxm106eodeidsr5gor1kbmd, e14n0cktqewsx0a1q4kev326t, di3hdoveoiv3nwroamxgxd3o5, 162sfvdvwcsap2r0v4clllqz9, 3f3c49bl4331k4nrrhvq6fu8l, 2mgi6wump5dgv44g5nm40ch9m, 8sb5yv5enqvr8bemx86jxc2j9, 65mm5or748prkqljargs2vs6i, 26cvxz862r0s1ckpehvsm1b6d, 2l1m95m3ub9ptm0f7no1ylxw5, dms6dx6taz2d9wxcgqfk87lk9, av7gcm2jf4ahewdoefe6yxrrp, a3q5iykho66l9yamfh83hn7x1, e8pxo72a6e9w4wqyueeiu1el0, eps1e3sedewu4dfqnpbrpyuxg",4207747931,197,8206,4207702201,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207702195,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4207702197,59,"1, 7, 3, 8, 6, 5, 17, 11, 18, 10, 99, 12, 13, 15, 19, 20, 22, 32, 44, 69",4207702199,130,8,4207702205,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536909993,1,34,16,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2023-04-22T09:54:23.072Z,2023-04-22T10:40:27Z,4207703053,30,"bohrvdzf1oep0vhdmiz1rj2z9, 7q0ltszzjzk7nlvvxjbagmggl, 72rc6zija9e9d4ggx884dq7dh, 2eg5q67ivbjr99ltdrvez9zbo, 3izcnjpqeumq1mjfy1osc3qhh, 3d6o80x3c0kq6t2dvxzqrt8t1, 94161is0x6f3s9kyrm2cxjf85, c5s6l4u9gjdv3ce5rc0we8sx6, 3myrbf50fefc98vkxh3ggw82x, 27rdlepga8wdw4xj949y5vh05, 30mwaentr99qb99ce6y9o1p0p, 496otta0vz8p7eackdpfod68l, 5pzwqucy2dh371u2uc8iugul1, 48rypey85a23z9ht4k5skw8b8, axaxgyogf8yiz24u9mafg197t, bqf3am2yut3ymts5kgvsrku7d, 56eun8e4lpn74l3fqhasn7fqi, a9piss5nrytn5tn83frlj02qd, 6clgafy8vlbq6qw2ofptwkwd1, b6e5e8znxa7u9qhtxtwflxgwl",4207703061,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207703063,194,3d6o80x3c0kq6t2dvxzqrt8t1,4207746827,197,8200,4207703057,59,"12, 25, 13, 34, 3, 19, 33, 6, 9, 5, 11, 2, 7, 14, 15, 17, 18, 20, 22, 29",4207703065,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4207703059,130,8,4207703055,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536918547,2,32,1,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2023-04-22T10:32:08.212Z,2023-04-22T10:32:10Z,4207749385,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536918545,2,32,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2023-04-22T10:32:08.212Z,2023-04-22T10:32:08Z,4207749379,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536918553,3,1,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,49.8,50.9,2023-04-22T10:32:08.459Z,2023-04-22T10:32:11Z,4207749429,140,35.1,4207749427,56,Back,4207749439,279,S,4207749435,213,3.1,4207749433,212,15.4,4207749431,141,51.8,,,,,,,3myrbf50fefc98vkxh3ggw82x,E. Polli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536918555,4,1,1,0,3,ca8pjvyb7hgttr1dalj2nguum,1,35.4,50.4,2023-04-22T10:32:11.833Z,2023-04-22T10:32:14Z,4207749461,141,40.6,4207749459,140,27.9,4207749465,213,3.8,4207749457,56,Back,4207749463,212,10.3,,,,,,,,,,2eg5q67ivbjr99ltdrvez9zbo,M. Mihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536918571,5,1,1,0,6,ca8pjvyb7hgttr1dalj2nguum,1,30.9,40.6,2023-04-22T10:32:14.844Z,2023-04-22T10:32:27Z,4207749587,212,37.4,4207749589,213,1.7,4207749585,141,95.1,4207749591,1,,4207749583,140,26.1,4207749581,56,Back,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536918593,6,1,1,0,10,ca8pjvyb7hgttr1dalj2nguum,1,30,93.2,2023-04-22T10:32:19.057Z,2023-04-22T10:32:22Z,4207749621,140,21.8,4207749619,56,Back,4207749623,141,77.9,4207749625,212,13.5,4207749627,213,4.0,,,,,,,,,,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536918611,7,1,1,0,14,ca8pjvyb7hgttr1dalj2nguum,1,21.8,76.1,2023-04-22T10:32:22.336Z,2023-04-22T10:32:27Z,4207749721,1,,4207749715,141,28.3,4207749719,213,4.7,4207749717,212,32.5,4207749711,56,Back,4207749713,140,22.2,,,,,,,3d6o80x3c0kq6t2dvxzqrt8t1,L. Alborghetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536918629,8,1,1,0,23,ca8pjvyb7hgttr1dalj2nguum,0,34.4,36,2023-04-22T10:32:31.320Z,2023-04-22T10:32:33Z,4207749801,213,5.8,4207749815,286,,4207749793,56,Back,4207749809,236,,4207749795,140,36.1,4207749799,212,2.1,4207749797,141,34.5,4207749811,233,3,c5s6l4u9gjdv3ce5rc0we8sx6,I. Santi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536918627,3,74,1,0,23,acpt3r9i7hburdteruzc31u96,1,63.2,78.5,2023-04-22T10:32:31.321Z,2023-04-22T10:32:33Z,4207749785,285,,4207749819,233,8,4207749783,56,Center,,,,,,,,,,,,,,,,3f3c49bl4331k4nrrhvq6fu8l,K. Dubcová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536918635,4,1,1,0,25,acpt3r9i7hburdteruzc31u96,1,65.2,78.4,2023-04-22T10:32:33.570Z,2023-04-22T10:32:34Z,4207749833,56,Left,4207749841,213,2.1,4207749839,212,9.6,4207749837,141,90.3,4207749835,140,60.2,,,,,,,,,,2mgi6wump5dgv44g5nm40ch9m,C. Dompig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536918637,5,49,1,0,26,acpt3r9i7hburdteruzc31u96,1,60.2,90.3,2023-04-22T10:32:34.770Z,2023-04-22T10:32:35Z,,,,,,,,,,,,,,,,,,,,,,,,,3f3c49bl4331k4nrrhvq6fu8l,K. Dubcová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536918641,6,1,1,0,26,acpt3r9i7hburdteruzc31u96,0,60.2,90.3,2023-04-22T10:32:34.994Z,2023-04-22T10:32:37Z,4207749875,213,5.7,4207749871,141,73.9,4207749869,140,75.9,4207749867,56,Center,4207749873,212,19.9,,,,,,,,,,3f3c49bl4331k4nrrhvq6fu8l,K. Dubcová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536918647,9,12,1,0,27,ca8pjvyb7hgttr1dalj2nguum,1,26.3,34.8,2023-04-22T10:32:36.072Z,2023-04-22T10:32:43Z,4207749931,56,Back,4207749935,141,34.5,4207749939,213,6.2,4207749937,212,2.3,4207749933,140,28.5,,,,,,,,,,3d6o80x3c0kq6t2dvxzqrt8t1,L. Alborghetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
