id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist
2503636741,1,34,16,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2023-02-04T12:50:18.736Z,2023-02-04T13:39:00Z,4010781519,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010781511,59,"16, 71, 13, 23, 8, 3, 2, 15, 10, 9, 18, 1, 6, 11, 20, 21, 29, 32, 33, 77",4010974853,197,8185,4010781517,194,45bi84zkhqhvgs9v3rtgj06ol,4010781507,30,"czmpp6e2oo276u9prac16le51, 4zwebuh423xgcroy4rmd5r3rp, aat1vixi4qu8bmxtw45maqytx, 3ypl97rrz80zb454kq039yuol, 8aglulhb1aof871k1z7exuvo5, 45bi84zkhqhvgs9v3rtgj06ol, 8gowfvsn9a69nyzppubue2d3p, 6alny8atonddyhmltw3dgo1d5, 8f64tianoo4mc7t1lyz6acqtx, 7lt5as8r1xms7ujjgt7pynl5, 6dmnxn0v7tcrwtd6hm2jaf6j9, 66cgzmlvygqqgb8vrv380c4bt, a2x1f8erwcvv2thkwj6am62nd, 17zgb1iogatltsw1spnvyuuol, 6epceurq8iss0r3wkr93jyfah, 89l4376fhyf32a6tdjou6zqw9, bbj1pmjfr5q4u99zyqpgmexas, 3qnkvefimj0i4kl78jucipnf9, bdsv3kql5t6sw5ed2gsxmz2eh, 6cs8qwc1exex8ik9w3nejnkyd",4010781515,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010781513,130,13,4010781509,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503642731,1,34,16,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2023-02-04T12:58:13.648Z,2023-02-04T13:38:53Z,4010812579,30,"6cazgi9vrmiy7pj7mspkmrnbp, 2nyteuqhg3tvltcdjmivfoyqx, 8qywmb7vw14hygvzliislo1xx, 8sb5yv5enqvr8bemx86jxc2j9, cobqvig9w519u0pu924u49045, 1euxm106eodeidsr5gor1kbmd, 2l1m95m3ub9ptm0f7no1ylxw5, di3hdoveoiv3nwroamxgxd3o5, 162sfvdvwcsap2r0v4clllqz9, 3f3c49bl4331k4nrrhvq6fu8l, yobsx8qzjrdt67z3vbzygd79, 8kp0hm0mftts0lx42esqbxt5h, 5zfwazpzlcnm9r7621wefv8ph, a6k8vha3qcugelyjo82monahh, e14n0cktqewsx0a1q4kev326t, dms6dx6taz2d9wxcgqfk87lk9, av7gcm2jf4ahewdoefe6yxrrp, 5bsuoowi9tkilzmz6vp79n36d, a3q5iykho66l9yamfh83hn7x1, ad6p2jcex4poforoc5a2m42qd",4010812583,59,"1, 4, 7, 12, 25, 5, 19, 11, 18, 10, 9, 3, 6, 8, 17, 20, 22, 26, 32, 37",4010812585,130,8,4010812591,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010812581,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4010812589,194,8qywmb7vw14hygvzliislo1xx,4010812587,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010991867,197,8206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503679057,3,32,1,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2023-02-04T13:32:43.705Z,2023-02-04T13:32:45Z,4010999153,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503679053,3,32,1,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2023-02-04T13:32:43.705Z,2023-02-04T13:32:43Z,4010999147,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503679201,4,1,1,0,0,acpt3r9i7hburdteruzc31u96,1,50.5,50.3,2023-02-04T13:32:43.805Z,2023-02-04T13:32:50Z,4010999801,213,3.3,4010999791,140,34.9,4010999799,212,16.7,4010999789,56,Back,4010999795,141,45.8,4010999803,279,S,,,,,,,3f3c49bl4331k4nrrhvq6fu8l,K. Dubcová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503679209,5,1,1,0,2,acpt3r9i7hburdteruzc31u96,1,36.1,45.4,2023-02-04T13:32:45.933Z,2023-02-04T13:32:50Z,4010999839,212,4.2,4010999831,140,32.3,4010999827,56,Back,4010999835,141,47.2,4010999843,213,2.8,,,,,,,,,,8sb5yv5enqvr8bemx86jxc2j9,M. Mascarello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503679215,6,1,1,0,4,acpt3r9i7hburdteruzc31u96,0,32.3,47.2,2023-02-04T13:32:48.174Z,2023-02-04T13:32:51Z,4010999869,141,84.4,4010999873,213,0.7,4010999875,1,,4010999863,155,,4010999871,212,41.1,4010999865,56,Left,4010999867,140,63.1,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503679221,4,43,1,0,6,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2023-02-04T13:32:50.073Z,2023-02-04T13:33:01Z,4011000671,144,50,4010999891,56,Back,4010999893,285,0,,,,,,,,,,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503679229,5,49,1,0,8,7w2y7s7q5r1h1flz9y4sj6xka,1,24.7,17.9,2023-02-04T13:32:51.911Z,2023-02-04T14:27:34Z,,,,,,,,,,,,,,,,,,,,,,,,,7lt5as8r1xms7ujjgt7pynl5,S. Cantore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503679343,6,2,1,0,9,7w2y7s7q5r1h1flz9y4sj6xka,1,38.1,11.6,2023-02-04T13:32:53.095Z,2023-02-04T14:27:32Z,4011000511,1,,4011000509,7,8f64tianoo4mc7t1lyz6acqtx,4011000513,56,Center,4011000515,140,68.4,4011000517,141,25.8,,,,,,,,,,7lt5as8r1xms7ujjgt7pynl5,S. Cantore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
