id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/13/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2501274555,7,6,1,0,38,ca8pjvyb7hgttr1dalj2nguum,1,99.6,65.6,2023-01-28T13:33:49.535Z,2023-01-28T13:53:44Z,3998361891,73,,3998462243,233,9,3998361889,56,Center,,,,,,,,,,,,,,,,30mwaentr99qb99ce6y9o1p0p,T. Chawinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501274657,9,6,1,0,38,acpt3r9i7hburdteruzc31u96,0,0.4,34.4,2023-01-28T13:33:49.535Z,2023-01-28T13:53:44Z,3998362467,73,,3998462247,233,7,3998362419,56,Back,,,,,,,,,,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275229,8,1,1,1,8,ca8pjvyb7hgttr1dalj2nguum,0,99.5,99.5,2023-01-28T13:34:20.206Z,2023-01-28T13:34:24Z,3998365401,56,Center,3998365405,141,48.2,3998365395,6,,3998365397,155,,3998365407,212,35.1,3998365409,213,4.6,3998365403,140,95.4,3998365399,223,,27rdlepga8wdw4xj949y5vh05,G. Karchouni,3998365411,1,3998365393,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275955,11,61,1,1,14,acpt3r9i7hburdteruzc31u96,0,4.7,52,2023-01-28T13:34:26.360Z,2023-01-28T15:54:50Z,3998369213,56,Back,,,,,,,,,,,,,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275323,10,51,1,1,15,acpt3r9i7hburdteruzc31u96,1,2.9,50.6,2023-01-28T13:34:26.519Z,2023-01-28T13:35:01Z,3998365897,170,,,,,,,,,,,,,,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275297,9,16,1,1,16,ca8pjvyb7hgttr1dalj2nguum,1,97.6,53.4,2023-01-28T13:34:28.143Z,2023-01-28T13:53:27Z,3998369223,25,,3998370633,214,,3998365797,16,,3998370641,231,50,3998369225,72,,3998370635,328,,3998369233,375,01:16.432,3998365799,56,Center,c5s6l4u9gjdv3ce5rc0we8sx6,I. Santi,3998369229,374,3998370639,230,2023-01-28 13:34:27.938,99.0,3998370627,76,3998370631,103,9.5,3998370629,102,53.3,3998370637,458,,,,,,,,,,,,,,,,,,,
2501276113,12,1,1,2,2,acpt3r9i7hburdteruzc31u96,1,50.1,49.8,2023-01-28T13:35:14.376Z,2023-01-28T16:25:52Z,3998370007,212,28.8,3998370009,213,2.1,3998370005,141,86.2,3998370003,140,36.0,3998370001,56,Back,3998370011,279,G,,,,,,,162sfvdvwcsap2r0v4clllqz9,M. Piemonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501276173,13,1,1,2,5,acpt3r9i7hburdteruzc31u96,1,36,86.2,2023-01-28T13:35:16.518Z,2023-01-28T13:35:19Z,3998370321,141,49.4,3998370317,56,Back,3998370325,213,4.1,3998370323,212,30.6,3998370319,140,19.2,,,,,,,,,,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501276257,14,1,1,2,7,acpt3r9i7hburdteruzc31u96,1,19,48.1,2023-01-28T13:35:19.301Z,2023-01-28T13:35:53Z,3998370797,212,16.5,3998370795,141,26.2,3998370793,140,25.8,3998370791,56,Back,3998370801,213,5.2,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501276415,15,1,1,2,12,acpt3r9i7hburdteruzc31u96,0,24.9,22.1,2023-01-28T13:35:23.686Z,2023-01-28T13:35:38Z,3998371621,212,79.5,3998371625,1,,3998371619,141,21.5,3998371613,155,,3998371617,140,100.0,3998371623,213,6.3,3998371615,56,Center,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501276501,10,5,1,2,19,ca8pjvyb7hgttr1dalj2nguum,1,-0.6,74.4,2023-01-28T13:35:31.438Z,2023-01-28T13:53:40Z,3998371981,56,Back,3998371983,346,,3998371987,233,16,,,,,,,,,,,,,,,,c5s6l4u9gjdv3ce5rc0we8sx6,I. Santi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501276433,16,5,1,2,19,acpt3r9i7hburdteruzc31u96,0,100.6,25.6,2023-01-28T13:35:31.438Z,2023-01-28T13:35:47Z,3998371683,346,,3998371681,56,Center,3998372021,233,10,,,,,,,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501276895,11,1,1,2,40,ca8pjvyb7hgttr1dalj2nguum,1,5.5,57.9,2023-01-28T13:35:52.030Z,2023-01-28T13:35:58Z,3998373857,1,,3998373847,56,Back,3998373851,141,85.4,3998373855,213,0.4,3998373845,155,,3998373861,74,,3998373843,124,,3998373853,212,44.5,6clgafy8vlbq6qw2ofptwkwd1,F. Durante,3998373849,140,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501276937,12,1,1,2,46,ca8pjvyb7hgttr1dalj2nguum,1,44.5,79.6,2023-01-28T13:35:58.352Z,2023-01-28T13:36:00Z,3998374093,141,58.7,3998374097,213,4.2,3998374095,212,16.1,3998374091,140,37.2,3998374089,56,Back,,,,,,,,,,30mwaentr99qb99ce6y9o1p0p,T. Chawinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501277103,13,1,1,2,49,ca8pjvyb7hgttr1dalj2nguum,0,36.9,52.8,2023-01-28T13:36:00.830Z,2023-01-28T13:36:10Z,3998374999,213,5.9,3998374985,155,,3998374987,56,Center,3998374991,141,26.2,3998375001,1,,3998374995,212,46.0,3998374989,140,77.2,,,,c5s6l4u9gjdv3ce5rc0we8sx6,I. Santi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501277005,17,43,1,2,53,acpt3r9i7hburdteruzc31u96,1,0,0,2023-01-28T13:36:05.398Z,2023-01-28T13:36:13Z,3998375417,144,49,,,,,,,,,,,,,,,,,,,,,,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501277095,18,4,1,2,56,acpt3r9i7hburdteruzc31u96,1,16,71.3,2023-01-28T13:36:08.005Z,2023-01-28T13:36:12Z,3998374963,285,,3998374957,152,,3998375273,233,14,3998374951,56,Back,3998374941,13,,3998374945,294,,,,,,,,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501277145,14,4,1,2,56,ca8pjvyb7hgttr1dalj2nguum,0,84,28.7,2023-01-28T13:36:08.006Z,2023-01-28T14:35:38Z,3998375203,56,Center,3998375319,233,18,3998375205,152,,3998375201,294,,3998375199,13,,3998375207,286,,,,,,,,13e3434z48bduvnvyly0zg5w5,T. Bonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501277559,19,1,1,3,16,acpt3r9i7hburdteruzc31u96,1,15.9,65.8,2023-01-28T13:36:27.638Z,2023-01-28T13:36:33Z,3998377267,5,,3998377273,140,20.0,3998377279,213,1.1,3998377277,212,9.0,3998377269,152,,3998377275,141,77.5,3998377271,56,Back,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501277573,20,1,1,3,22,acpt3r9i7hburdteruzc31u96,1,21.1,73.4,2023-01-28T13:36:33.509Z,2023-01-28T13:36:35Z,3998377361,141,36.9,3998377363,212,24.8,3998377365,213,4.7,3998377359,140,20.7,3998377357,56,Back,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501277609,21,1,1,3,23,acpt3r9i7hburdteruzc31u96,1,20.1,32.9,2023-01-28T13:36:35.109Z,2023-01-28T13:37:00Z,3998377545,56,Back,3998377551,212,19.1,3998377547,140,26.0,3998377553,213,5.0,3998377549,141,6.3,,,,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501277693,22,1,1,3,27,acpt3r9i7hburdteruzc31u96,1,27.2,5.7,2023-01-28T13:36:39.013Z,2023-01-28T13:36:44Z,3998378087,213,0.1,3998378081,140,54.7,3998378085,212,29.2,3998378079,56,Right,3998378077,155,,3998378083,141,11.9,,,,,,,2nyteuqhg3tvltcdjmivfoyqx,G. Árnadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501277699,23,61,1,3,30,acpt3r9i7hburdteruzc31u96,0,46,6,2023-01-28T13:36:42.342Z,2023-01-28T14:37:07Z,3998378109,56,Back,,,,,,,,,,,,,,,,,,,,,,162sfvdvwcsap2r0v4clllqz9,M. Piemonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501277757,15,5,1,3,31,ca8pjvyb7hgttr1dalj2nguum,1,59.1,101.4,2023-01-28T13:36:42.845Z,2023-01-28T13:36:48Z,3998378449,233,24,3998378407,56,Left,3998378409,347,,,,,,,,,,,,,,,,,30mwaentr99qb99ce6y9o1p0p,T. Chawinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501277711,24,5,1,3,31,acpt3r9i7hburdteruzc31u96,0,40.9,-1.4,2023-01-28T13:36:42.845Z,2023-01-28T13:53:40Z,3998378195,56,Back,3998378471,233,15,3998378197,347,,,,,,,,,,,,,,,,,162sfvdvwcsap2r0v4clllqz9,M. Piemonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501278077,16,1,1,3,50,ca8pjvyb7hgttr1dalj2nguum,1,57.1,100,2023-01-28T13:37:01.518Z,2023-01-28T13:37:08Z,3998380115,212,36.7,3998380111,140,90.3,3998380109,56,Left,3998380117,213,6.0,3998380119,1,,3998380113,141,84.2,3998380107,107,,,,,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501278097,17,1,1,3,56,ca8pjvyb7hgttr1dalj2nguum,0,97.6,83.5,2023-01-28T13:37:08.382Z,2023-01-28T13:37:10Z,3998380211,56,Left,3998380235,233,25,3998380209,155,,3998380217,212,2.2,3998380219,213,4.6,3998380233,236,,3998380207,2,,3998380215,141,80.3,27rdlepga8wdw4xj949y5vh05,G. Karchouni,3998380213,140,3998380239,286,97.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501278073,25,12,1,3,56,acpt3r9i7hburdteruzc31u96,1,2.2,15,2023-01-28T13:37:08.482Z,2023-01-28T13:37:10Z,3998380083,185,,3998380281,233,17,3998380087,56,Back,,,,,,,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501278141,18,6,1,3,57,ca8pjvyb7hgttr1dalj2nguum,1,99.3,82,2023-01-28T13:37:09.334Z,2023-01-28T13:53:45Z,3998380467,233,26,3998380431,56,Left,3998380435,73,,,,,,,,,,,,,,,,,27rdlepga8wdw4xj949y5vh05,G. Karchouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501278095,26,6,1,3,57,acpt3r9i7hburdteruzc31u96,0,0.7,18,2023-01-28T13:37:09.334Z,2023-01-28T13:37:12Z,3998380201,56,Back,3998380247,73,,3998380487,233,18,,,,,,,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501278387,19,1,1,4,16,ca8pjvyb7hgttr1dalj2nguum,0,99.5,99.5,2023-01-28T13:37:27.710Z,2023-01-28T13:37:30Z,3998381835,213,4.7,3998381831,141,60.5,3998381823,155,,3998381829,140,98.0,3998381827,56,Center,3998381819,2,,3998381833,212,26.6,3998381825,223,,27rdlepga8wdw4xj949y5vh05,G. Karchouni,3998381821,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501278433,27,61,1,4,18,acpt3r9i7hburdteruzc31u96,0,1.8,41.1,2023-01-28T13:37:30.005Z,2023-01-28T14:37:00Z,3998382057,56,Back,,,,,,,,,,,,,,,,,,,,,,162sfvdvwcsap2r0v4clllqz9,M. Piemonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501278399,20,6,1,4,19,ca8pjvyb7hgttr1dalj2nguum,1,99.4,60.6,2023-01-28T13:37:31.118Z,2023-01-28T13:37:35Z,3998381901,56,Center,3998381903,73,,3998382161,233,28,,,,,,,,,,,,,,,,27rdlepga8wdw4xj949y5vh05,G. Karchouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501278437,28,6,1,4,19,acpt3r9i7hburdteruzc31u96,0,0.6,39.4,2023-01-28T13:37:31.118Z,2023-01-28T13:53:45Z,3998382115,73,,3998382195,233,20,3998382073,56,Back,,,,,,,,,,,,,,,,162sfvdvwcsap2r0v4clllqz9,M. Piemonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501278777,21,1,1,4,38,ca8pjvyb7hgttr1dalj2nguum,0,99.5,99.5,2023-01-28T13:37:49.981Z,2023-01-28T14:35:06Z,3998383835,56,Center,3998383831,155,,3998383837,140,95.0,3998383829,6,,3998383843,213,4.6,3998383827,2,,3998383839,141,42.7,3998383833,223,,27rdlepga8wdw4xj949y5vh05,G. Karchouni,3998383841,212,3998383845,1,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501278751,29,44,1,4,42,acpt3r9i7hburdteruzc31u96,1,8.6,63.2,2023-01-28T13:37:54.505Z,2023-01-28T14:35:06Z,3998383693,285,,3998383691,56,Back,3998632475,233,381,,,,,,,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501325681,381,44,1,4,43,ca8pjvyb7hgttr1dalj2nguum,0,91.4,36.8,2023-01-28T13:37:54.506Z,2023-01-28T14:35:07Z,3998632321,286,,3998632493,233,29,3998632319,56,Center,,,,,,,,,,,,,,,,bqf3am2yut3ymts5kgvsrku7d,B. Fördős,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501278765,30,12,1,4,44,acpt3r9i7hburdteruzc31u96,1,8,66.1,2023-01-28T13:37:55.909Z,2023-01-28T13:37:57Z,3998383759,140,22.4,3998383763,212,15.1,3998383757,56,Back,3998383781,15,,3998383761,141,66.9,3998383765,213,0.0,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501278785,22,15,1,4,46,ca8pjvyb7hgttr1dalj2nguum,1,84.1,37.1,2023-01-28T13:37:57.934Z,2023-01-28T13:40:53Z,3998399805,147,39.9,3998383879,17,,3998399797,103,19,3998399803,146,87.5,3998399387,82,,3998399381,25,,3998399801,458,,3998399795,102,50.3,13e3434z48bduvnvyly0zg5w5,T. Bonetti,3998399421,233,3998399807,230,31,98.4,3998399383,20,3998383881,56,Center,3998399809,231,48.6,3998399793,78,,,,,,,,,,,,,,,,,,,
2501278813,31,10,1,4,46,acpt3r9i7hburdteruzc31u96,1,12.7,61.3,2023-01-28T13:37:58.034Z,2023-01-28T16:25:46Z,3998399435,233,22,3998384017,56,Back,3998384015,94,,,,,,,,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501278935,23,1,1,4,52,ca8pjvyb7hgttr1dalj2nguum,0,77.3,39.1,2023-01-28T13:38:03.741Z,2023-01-28T16:04:45Z,3998384607,212,5.5,3998384599,155,,3998384601,56,Center,3998384605,141,40.4,3998384609,213,0.2,3998384603,140,82.5,,,,,,,7q0ltszzjzk7nlvvxjbagmggl,F. Thøgersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501279121,24,5,1,4,52,ca8pjvyb7hgttr1dalj2nguum,1,61.4,-1.2,2023-01-28T13:38:04.148Z,2023-01-28T13:53:41Z,3998385593,347,,3998385591,56,Right,3998385609,233,32,,,,,,,,,,,,,,,,7q0ltszzjzk7nlvvxjbagmggl,F. Thøgersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501278979,32,5,1,4,52,acpt3r9i7hburdteruzc31u96,0,38.6,101.2,2023-01-28T13:38:04.148Z,2023-01-28T13:38:16Z,3998385617,233,24,3998384861,56,Back,3998384865,347,,,,,,,,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
