id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2542994589,1,34,16,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2023-05-03T14:49:47.332Z,2023-05-03T16:02:47Z,4247176095,197,587,4247049281,194,1wnzwoisg4ctvcxsh2xnrkj4l,4247049283,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247049277,130,18,4247049271,30,"awpcf5w245iug4znjqctuebpx, 7kbn6vt37rfgd9yszzvx9idm2, 14vhrqvqomi57x5mtsawm44b9, e8c2o47zyuqa07lcrgzusn97u, 7wjzrrcy3fp8nq6dlanfxvqhh, ceq2btvla862pon3xhcxogdlh, 5qfa3h4gut5jlnfkexq5m1djp, eqggzoepu1d4t13fw6ybebtn9, rktyecx75c47pgwyt4vm3i7d, 1wnzwoisg4ctvcxsh2xnrkj4l, ewwo2c7kw1b1okrngjl4j4dm1, acss55nkdwdtvt9zl6p1ry09h, bf67gbxjr8fkha0e59fs6qok5, 34fm990bf5wm1xkdig1pjon6y, 8vom3bt6es2kp5sdl98az6gwk, bgpoqigjsb92lt6n5vrmshwwl, 6l8t99gerta358od16upuhqz9, crqk7tlewkn3ayk042yo1bfv8, dumjj0zbq26m2ub29d86sooic, 5enlho0lp6pftf8pc2q2xewpg, x1qsrbva1nlv7nvmk2an19ed",4247049275,59,"30, 59, 3, 2, 17, 5, 20, 8, 80, 23, 10, 4, 21, 22, 26, 27, 29, 31, 32, 36, 99",4247049279,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247049273,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542995275,1,34,16,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-05-03T14:52:56.364Z,2023-05-03T16:04:33Z,4247053231,194,9ak3zczupeken1itsmkherbh1,4247131451,197,594,4247053233,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247053221,30,"5syage212151fcixahbq3k8ut, f065kc6qn2cpxjxcm6i08rz3e, 16kv5p8we3pwqpt5ktwrb7mj9, 9ak3zczupeken1itsmkherbh1, 22x1ucwwak58wi6r5x1j6ohk9, 2j09251upkf2aid3lfyyos0dl, e2oeysariwd866ksilu3t4m7e, 7hwj9pf9roe74jifvuhiu6n6x, e7tz6hxliohn3gkj4cgl3j1ed, a2rjxibqk9d2yatzz2dx04nx0, ebgkv548xih19m8uza7bgrvmd, 21p37y6mra4u9kcg35z5dm4q2, 9p5jc07qnxrzpcmnh1cp6b3l5, ez8vzwaf7iuiv2ceetiwg6ymt, ds0ka65ypjubtgp60kupc7dnt, 866f0f7taqhae91o3cjnnx0ph, 43rid94d7jz7u5ba4xzb8bbe2, 8z1ukxgc8mxiyw9udbpwr4ct1, 5wdqva17qr5j2kqbmfi9o91x, 6egg2gwvxxqv2i9hrr0zg4yz8, dnqd5s61ssjofdtgrcfiii8lw, 6ol411t0mogw6m83heiqd0m39, 7p19t0mn8cq7xum09nv2u2lt5",4247053227,130,17,4247053229,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247053223,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4247053225,59,"32, 17, 27, 13, 4, 3, 28, 8, 9, 23, 16, 2, 5, 7, 11, 19, 21, 26, 59, 66, 73, 77, 89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019019,2,32,1,0,0,4plikfte18rv8v4l89z803d4y,1,0,0,2023-05-03T16:02:40.325Z,2023-05-04T00:51:12Z,4247187695,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019015,2,32,1,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-05-03T16:02:40.325Z,2023-05-03T16:02:40Z,4247187669,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019025,3,1,1,0,0,7gnly6999wao1xarwct4p8fe9,1,50.1,50,2023-05-03T16:02:40.417Z,2023-05-04T00:55:12Z,4247187725,140,38.0,4248630633,178,,4247187729,212,12.8,4247187723,56,Back,4247187727,141,52.7,4247187733,279,S,4247187731,213,3.0,,,,e7tz6hxliohn3gkj4cgl3j1ed,A. Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019043,4,1,1,0,2,7gnly6999wao1xarwct4p8fe9,1,37.5,54.3,2023-05-03T16:02:42.399Z,2023-05-04T00:55:14Z,4248630677,178,,4247187851,213,2.3,4247187845,140,28.3,4247187843,56,Back,4247187849,212,14.4,4247187847,141,70.0,,,,,,,7hwj9pf9roe74jifvuhiu6n6x,I. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019059,5,1,1,0,4,7gnly6999wao1xarwct4p8fe9,1,28.1,72.6,2023-05-03T16:02:44.643Z,2023-05-04T00:55:16Z,4248630745,178,,4247187935,141,57.3,4247187931,56,Back,4247187937,212,12.0,4247187933,140,22.4,4247187939,213,4.2,,,,,,,9ak3zczupeken1itsmkherbh1,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019091,6,1,1,0,7,7gnly6999wao1xarwct4p8fe9,1,24.7,49.4,2023-05-03T16:02:47.442Z,2023-05-04T00:55:19Z,4247188079,56,Back,4247188085,212,19.6,4247188083,141,20.7,4247188087,213,4.8,4247188081,140,26.8,4248630857,178,,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019119,7,1,1,0,10,7gnly6999wao1xarwct4p8fe9,1,27.8,21.6,2023-05-03T16:02:51.002Z,2023-05-04T00:55:21Z,4247188239,141,39.5,4247188237,140,23.6,4248630905,178,,4247188235,56,Back,4247188243,213,1.9,4247188241,212,12.9,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543019145,8,1,1,0,12,7gnly6999wao1xarwct4p8fe9,1,24.1,45.1,2023-05-03T16:02:53.025Z,2023-05-04T00:55:24Z,4248631003,178,,4247188391,56,Back,4247188397,212,19.0,4247188395,141,72.9,4247188399,213,1.5,4247188393,140,25.9,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
