id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/15/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2497618219,1,34,16,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2023-01-15T10:45:41.472Z,2023-01-15T11:38:41Z,3979208703,130,2,3979208705,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979208699,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3979208697,30,"6cazgi9vrmiy7pj7mspkmrnbp, 2nyteuqhg3tvltcdjmivfoyqx, 8kp0hm0mftts0lx42esqbxt5h, 3f3c49bl4331k4nrrhvq6fu8l, cobqvig9w519u0pu924u49045, 5zfwazpzlcnm9r7621wefv8ph, 8qywmb7vw14hygvzliislo1xx, 8sb5yv5enqvr8bemx86jxc2j9, 162sfvdvwcsap2r0v4clllqz9, 2l1m95m3ub9ptm0f7no1ylxw5, dms6dx6taz2d9wxcgqfk87lk9, a6k8vha3qcugelyjo82monahh, yobsx8qzjrdt67z3vbzygd79, 65mm5or748prkqljargs2vs6i, 26cvxz862r0s1ckpehvsm1b6d, e14n0cktqewsx0a1q4kev326t, av7gcm2jf4ahewdoefe6yxrrp, 5bsuoowi9tkilzmz6vp79n36d, a3q5iykho66l9yamfh83hn7x1, ad6p2jcex4poforoc5a2m42qd",3979280199,197,8206,3979208707,194,8qywmb7vw14hygvzliislo1xx,3979208709,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979208701,59,"1, 4, 3, 10, 25, 6, 7, 12, 18, 19, 20, 8, 9, 13, 15, 17, 22, 26, 32, 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497618869,1,34,16,0,0,7pm0maqtof5rdc3ksumasw55g,1,0,0,2023-01-15T10:48:43.066Z,2023-01-15T11:32:34Z,3979211773,194,7o6r8tzrtw3820q5g8slo51w5,3979211767,59,"1, 27, 14, 10, 77, 11, 4, 73, 24, 36, 30, 19, 44, 5, 7, 12, 15, 20, 28, 71",3979211769,130,4,3979211765,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3979211763,30,"7o6r8tzrtw3820q5g8slo51w5, 7hjudlzsedzdtoh1mujgqj3yt, 97c2wpbq7cw51dh668feuju1h, 78kvxlwqgxlr5tw44nnkcwslx, bbryvdwzavouhzf5d31kysvvu, 51kuc7ba0zrbs82iok6sia76d, a5ysq9fe13ges96z29omy3gmh, 8gef0np3atw3ihedrd6b16g9h, 6aybaux5k8c5xtzswmbljv1m1, cfntkj03dvexguaq8sp37fglx, bli75mkfku2no79sep0n21v8q, giu5n1h30ybxtkwdquf1l6g9, 5zsg8757gph0bjpznr9uciycq, 7lx9lvt04ne2umnr922nbx68l, egz2k5rilem5eycz1blntm3v8, ewrcxn31z5uhgemq7bhbwvw89, eoup3nwpmplc03m9p7olaxel0, 4m30589hhq4xbg98r9vxuiyg9, y1n01stf6l2bn9nw1l1qv7kk, 4qzbgxsev4wibbvo4osmwb4r9",3979211771,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979280613,197,16707,3979211775,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633447,2,32,1,0,0,7pm0maqtof5rdc3ksumasw55g,1,0,0,2023-01-15T11:30:42.212Z,2023-01-15T11:30:42Z,3979287673,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633451,2,32,1,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2023-01-15T11:30:42.212Z,2023-01-15T11:30:44Z,3979287683,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633475,3,1,1,0,0,7pm0maqtof5rdc3ksumasw55g,1,49.8,49.9,2023-01-15T11:30:42.312Z,2023-01-15T11:30:44Z,3979287781,141,58.5,3979287783,212,11.3,3979287787,279,S,3979287785,213,2.6,3979287779,140,40.6,3979287777,56,Back,,,,,,,6aybaux5k8c5xtzswmbljv1m1,M. Martinovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633483,4,1,1,0,2,7pm0maqtof5rdc3ksumasw55g,1,40.6,58.7,2023-01-15T11:30:44.408Z,2023-01-15T11:30:45Z,3979287833,141,37.0,3979287831,140,37.3,3979287829,56,Back,3979287837,213,4.5,3979287835,212,15.2,,,,,,,,,,78kvxlwqgxlr5tw44nnkcwslx,M. Banušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633519,5,1,1,0,3,7pm0maqtof5rdc3ksumasw55g,1,37.3,37,2023-01-15T11:30:45.256Z,2023-01-15T11:30:49Z,3979287979,56,Back,3979287985,212,15.0,3979287987,213,1.7,3979287983,141,58.8,3979287981,140,35.1,,,,,,,,,,a5ysq9fe13ges96z29omy3gmh,B. Bardin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633541,6,1,1,0,6,7pm0maqtof5rdc3ksumasw55g,1,36,61.5,2023-01-15T11:30:48.967Z,2023-01-15T11:30:51Z,3979288109,141,74.4,3979288107,140,23.3,3979288113,213,2.6,3979288105,56,Back,3979288111,212,16.0,,,,,,,,,,bbryvdwzavouhzf5d31kysvvu,Giovana Maia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633561,7,1,1,0,9,7pm0maqtof5rdc3ksumasw55g,1,23.6,75.7,2023-01-15T11:30:51.703Z,2023-01-15T11:30:54Z,3979288215,212,26.8,3979288209,56,Back,3979288217,213,0.5,3979288211,140,46.1,3979288213,141,94.2,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497633567,8,1,1,0,12,7pm0maqtof5rdc3ksumasw55g,0,48.7,95.7,2023-01-15T11:30:54.279Z,2023-01-15T11:30:55Z,3979288245,212,17.5,3979288241,140,65.3,3979288243,141,94.1,3979288239,56,Left,3979288247,213,6.2,,,,,,,,,,97c2wpbq7cw51dh668feuju1h,A. Jelenčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
