id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,keyPass,qualifier/9/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/11/value,qualifier/12/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2545965817,1,34,16,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-05-08T17:26:03.377Z,2023-05-08T18:45:07Z,4262935021,30,"1r5gn4osgwz2b2b4sefncbhed, 5oge5fhmna0oduqvjisoa1djp, 4vis4wltntxil2m9z16mi6j8p, ef4thhub6bsd2gtmltknkz8b9, e5fnoxb8f2hycjx4gnmce2wvd, cxxxfvmrslyjyi9wz9m8kwne2, 4qejyummzkrfllds8ord642qx, bqer8ajqm2vibthgumtuycbu1, f2p5457ilcfrtzhe343whhkut, m030tubgf3zpgf0axzm7z26t, 3sehm4zmy7141wm4ecfqqoxd5, 37kr5th62ugmy4j55i3n45k2d, 74o97lnqpku6m9svks66qbend, 14xoy6tg51xbydm69d5ybyfis, 9rzl0j9m9i30a62o1yofzvaad, 9k1ytj3z42ggp14vkn39hiymt, 4xnll2f9tb69wrezm04ayg76y, b6ueapn1crd5m3hiig2m8ybxl, 61c395xuimpxo2439p8mt3y6t, 6k790p49tjwkhlwf9afll9jo5, cc04mat3snly9oe4bt7xaeooa, 27xj7me8icr5ptta7kwx0kfs9, bpt2fdnjjpb6a5ehdepyedxt6",4262935033,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4262935025,59,"47, 22, 6, 27, 28, 44, 16, 7, 92, 10, 20, 3, 8, 11, 13, 14, 15, 17, 19, 25, 42, 45, 64",4262935027,130,4,4262935029,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4263243725,197,590,4262935031,194,1r5gn4osgwz2b2b4sefncbhed,4262935023,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545967405,1,34,16,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-05-08T17:28:31.542Z,2023-05-08T18:46:04Z,4262943959,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4262943963,130,8,4262943957,30,"4hrmzpx1nt5ze55fpby71mcb9, 1po7tmdv73zfjentt0p20wdlh, 7ohgxs03szerp6mwiiv58ryay, 38de1wbyp2ruksgffna791n8p, 7e11kdi7wh9tleor9w5o2fdn9, 3l0mj1zzhytxvm9tryvqv8kix, 1cu7fg8sf90isf9gp21e5fqh, 5lvdnoyknuoyr6kdruposgctl, bpfg11qh1q0zj2x6sqd3srvmx, bdb6j168crcrwje9k0titxv55, a46kdc4sdf7e6520s8gm9glm2, 46twjsjrm4ljb7bhobbpwx5h, 6xt6fnmwrs7btha4d2t7wkktm, 6eqqtmbg35rg2stk10ic7q8k5, dccxma9p13p00n0gi1cxk1nf9, 56bidwsegakrtx3z1qbbpnc6i, 4zn8zufrd17h9d5xl7qhahbyt, a2n9op95qyb3rkye5pxqjb7bp, 2yijk5l991mdyjprmuudq7qzu, 3cbwh4pfwae5xw072cy14gb85, 9m6yva52cmdq7uu31qrwdrund",4262943967,194,38de1wbyp2ruksgffna791n8p,4262943969,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4263247369,197,552,4262943961,59,"28, 3, 50, 8, 14, 26, 7, 30, 20, 19, 99, 1, 4, 6, 9, 11, 17, 22, 25, 29, 34",4262943965,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546020487,2,32,1,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-05-08T18:45:06.532Z,2023-05-09T01:18:04Z,4263253267,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546020473,2,32,1,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-05-08T18:45:06.532Z,2023-05-08T18:45:06Z,4263253173,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546020529,3,1,1,0,0,ej5er0oyngdw138yuumwqbyqt,1,49.8,50.4,2023-05-08T18:45:06.649Z,2023-05-09T01:22:07Z,4263253467,279,S,4263253457,56,Back,4263253463,212,11.9,4263253459,140,39.9,4263253461,141,41.9,4263806979,178,,4263253465,213,3.6,,,,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546020543,4,1,1,0,1,ej5er0oyngdw138yuumwqbyqt,1,39.9,41.9,2023-05-08T18:45:07.610Z,2023-05-09T01:22:10Z,4263807017,178,,4263253545,141,51.0,4263253541,56,Back,4263253547,212,6.2,4263253549,213,1.5,4263253543,140,40.3,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546020569,5,1,1,0,1,ej5er0oyngdw138yuumwqbyqt,1,40.3,51,2023-05-08T18:45:08.418Z,2023-05-09T01:22:12Z,4263253693,56,Back,4263253697,140,38.8,4263807047,178,,4263253707,212,6.8,4263253711,213,4.5,4263253703,141,41.3,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546020615,6,1,1,0,3,ej5er0oyngdw138yuumwqbyqt,1,38.8,41.3,2023-05-08T18:45:09.604Z,2023-05-09T01:22:16Z,4263253943,213,2.5,4263253937,140,29.7,4263253939,141,52.5,4263253935,56,Back,4263253941,212,12.2,4263807129,178,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546020659,7,1,1,0,6,ej5er0oyngdw138yuumwqbyqt,1,30,52.2,2023-05-08T18:45:12.581Z,2023-05-09T01:22:18Z,4263254165,212,10.3,4263254161,141,37.0,4263254169,213,4.7,4263807171,178,,4263254153,56,Back,4263254157,140,30.0,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546020739,8,1,1,0,10,ej5er0oyngdw138yuumwqbyqt,1,32,34,2023-05-08T18:45:16.662Z,2023-05-09T01:22:21Z,4263254595,141,87.6,4263254591,56,Left,4263254601,1,,4263254589,155,,4263254599,213,0.9,4263807205,178,,4263254597,212,47.1,4263254593,140,60.4,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546020751,9,2,1,0,14,ej5er0oyngdw138yuumwqbyqt,1,62.4,82.8,2023-05-08T18:45:20.826Z,2023-05-09T01:22:44Z,4263807559,388,,4263255289,7,bdb6j168crcrwje9k0titxv55,4263254661,140,70.1,4263254663,141,84.1,4263254659,56,Left,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546020823,4,55,1,0,14,6tuibxq39fdryu8ou06wcm0q3,1,30.2,53.2,2023-05-08T18:45:20.827Z,2023-05-09T01:22:44Z,,,,,,,,,,,,,,,,,,,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546020815,3,43,1,0,16,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-05-08T18:45:23.246Z,2023-05-08T18:45:28Z,4263255081,212,6.4,4263255077,140,23.1,4263255217,144,12,4263255079,141,10.4,4263255075,56,Back,4263255083,213,4.3,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546021001,5,1,1,0,26,6tuibxq39fdryu8ou06wcm0q3,1,30.9,21.7,2023-05-08T18:45:33.101Z,2023-05-09T01:22:56Z,4263256079,56,Back,4263807753,178,,4263256083,141,38.0,4263402979,189,,4263256085,212,11.6,4263256077,241,,4263256081,140,27.6,4263256075,5,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,4263256087,213,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546021015,6,1,1,0,32,6tuibxq39fdryu8ou06wcm0q3,1,28.8,68.4,2023-05-08T18:45:38.659Z,2023-05-09T01:23:03Z,4263256191,141,97.4,4263256195,213,1.4,4263807865,178,,4263256193,212,20.2,4263256189,140,33.0,4263256213,189,,4263256187,56,Back,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546021115,7,1,1,0,36,6tuibxq39fdryu8ou06wcm0q3,1,34.2,97.3,2023-05-08T18:45:42.695Z,2023-05-09T01:23:05Z,4263807937,178,,4263256723,212,24.4,4263256725,213,6.2,4263256719,140,57.4,4263256717,56,Left,4263256721,141,96.0,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546021123,8,1,1,0,38,6tuibxq39fdryu8ou06wcm0q3,0,44.9,99.3,2023-05-08T18:45:45.416Z,2023-05-09T01:23:08Z,4263256769,141,98.9,4263256757,56,Back,4263256763,140,41.6,4263256781,213,3.2,4263257161,236,,4263256775,212,3.5,4263807957,178,,4263257163,233,10,3sehm4zmy7141wm4ecfqqoxd5,N. Bajrami,4263257167,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546021103,10,74,1,0,39,ej5er0oyngdw138yuumwqbyqt,1,52.7,3.8,2023-05-08T18:45:45.713Z,2023-05-09T01:23:13Z,4263256673,56,Right,4263808021,178,,4263257213,233,8,4263257049,285,,,,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546021147,9,5,1,0,40,6tuibxq39fdryu8ou06wcm0q3,1,44.2,100.8,2023-05-08T18:45:46.774Z,2023-05-09T01:23:19Z,4263256925,56,Back,4263256927,347,,4263256969,233,11,,,,,,,,,,,,,,,,3sehm4zmy7141wm4ecfqqoxd5,N. Bajrami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546021131,11,5,1,0,40,ej5er0oyngdw138yuumwqbyqt,0,55.8,-0.8,2023-05-08T18:45:46.774Z,2023-05-09T01:23:19Z,4263256995,233,9,4263256841,347,,4263256839,56,Right,,,,,,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546021245,10,1,1,0,43,6tuibxq39fdryu8ou06wcm0q3,1,38,100,2023-05-08T18:45:50.194Z,2023-05-09T01:23:31Z,4263257593,140,41.0,4263257599,213,5.3,4263257597,212,5.5,4263257589,107,,4263257591,56,Back,4263257595,141,95.3,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546021259,11,1,1,0,49,6tuibxq39fdryu8ou06wcm0q3,1,29.8,87.2,2023-05-08T18:45:55.822Z,2023-05-09T01:23:35Z,4263257643,141,70.4,4263257647,213,5.0,4263257639,56,Back,4263808355,178,,4263257641,140,32.6,4263257645,212,11.8,,,,,,,bqer8ajqm2vibthgumtuycbu1,Matheus Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546021287,12,1,1,0,50,6tuibxq39fdryu8ou06wcm0q3,1,32.6,70.4,2023-05-08T18:45:56.746Z,2023-05-09T01:23:38Z,4263257795,212,19.0,4263257841,156,,4263808391,178,,4263257797,213,3.8,4263257793,141,53.0,4263257783,56,Back,4263257789,140,18.5,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546021399,13,1,1,0,57,6tuibxq39fdryu8ou06wcm0q3,1,22.7,35.9,2023-05-08T18:46:04.461Z,2023-05-09T01:23:40Z,4263258435,141,8.6,4263258431,140,23.2,4263808455,178,,4263258427,56,Back,4263258439,212,18.6,4263258443,213,4.7,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546021453,14,1,1,1,0,6tuibxq39fdryu8ou06wcm0q3,1,24.2,3.4,2023-05-08T18:46:07.404Z,2023-05-09T01:23:43Z,4263258749,141,5.6,4263258747,140,33.9,4263258751,212,10.3,4263258753,213,0.1,4263258745,56,Back,4263808533,178,,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546086191,794,3,1,1,2,6tuibxq39fdryu8ou06wcm0q3,0,32.9,6.6,2023-05-08T18:46:08.588Z,2023-05-09T01:23:52Z,4263808685,178,,4263618933,285,,4263618937,467,7ohgxs03szerp6mwiiv58ryay,4263618935,465,,4263618931,56,Back,,,,,,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546021489,16,4,1,1,3,6tuibxq39fdryu8ou06wcm0q3,1,32.9,5.5,2023-05-08T18:46:10.059Z,2023-05-09T01:23:57Z,4263258939,285,,4263258937,152,,4263258933,295,,4263258931,13,,4263259155,233,12,4263258935,56,Back,,,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546021505,12,4,1,1,3,ej5er0oyngdw138yuumwqbyqt,0,67.1,94.5,2023-05-08T18:46:10.060Z,2023-05-09T01:23:57Z,4263808763,178,,4263259043,56,Left,4263259039,13,,4263259045,152,,4263259197,233,16,4263259041,295,,4263259205,286,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546021455,15,43,1,1,5,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-05-08T18:46:11.938Z,2023-05-08T18:46:14Z,4263258847,144,61,4263258757,56,Back,,,,,,,,,,,,,,,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
