id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/16/value,assist,qualifier/20/value
2543598669,9,1,1,0,14,ej5er0oyngdw138yuumwqbyqt,1,27.6,8.1,2023-05-04T18:46:33.509Z,2023-05-05T04:25:16Z,4250921189,178,,4250330357,56,Back,4250330365,213,6.1,4250330361,141,5.0,4250330359,140,39.3,4250330363,212,12.5,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543598705,10,1,1,0,17,ej5er0oyngdw138yuumwqbyqt,1,39.2,5,2023-05-04T18:46:36.189Z,2023-05-05T04:25:20Z,4250330531,155,,4250330535,140,23.7,4250330537,141,9.3,4250330541,213,3.0,4250330533,56,Back,4250921203,178,,4250330539,212,16.5,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543598717,11,1,1,0,21,ej5er0oyngdw138yuumwqbyqt,0,22.8,15.8,2023-05-04T18:46:40.523Z,2023-05-05T04:25:23Z,4250330595,155,,4250330597,56,Back,4250921219,178,,4250330605,213,0.3,4250330601,141,26.8,4250330599,140,43.2,4250330603,212,22.7,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543598771,3,1,1,0,23,8le3orkfz6iix3jns6g9ojqjg,1,56.8,71.1,2023-05-04T18:46:41.978Z,2023-05-05T04:25:29Z,4250330887,140,63.4,4250330885,56,Center,4250330891,212,7.9,4250921239,178,,4250330889,141,76.7,4250330893,213,0.5,,,,,,,1fdgli7rrzvlhcs1exckc0r11,A. Grassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543598775,4,49,1,0,23,8le3orkfz6iix3jns6g9ojqjg,1,63.1,76.7,2023-05-04T18:46:42.553Z,2023-05-05T04:26:09Z,,,,,,,,,,,,,,,,,,,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543598779,5,1,1,0,25,8le3orkfz6iix3jns6g9ojqjg,1,63.1,76.7,2023-05-04T18:46:43.641Z,2023-05-05T04:26:13Z,4250330923,212,16.6,4250330919,140,75.9,4250330921,141,91.1,4250330925,213,0.6,4250330917,56,Left,4250921369,178,,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543598785,6,61,1,0,27,8le3orkfz6iix3jns6g9ojqjg,0,76.2,89.6,2023-05-04T18:46:45.895Z,2023-05-05T04:26:19Z,4250330949,56,Left,4250921395,178,,,,,,,,,,,,,,,,,,,,d5m5q6dlc7vnbs634dinbsuwa,N. Cambiaghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543598789,12,49,1,0,29,ej5er0oyngdw138yuumwqbyqt,1,25.8,6.2,2023-05-04T18:46:48.078Z,2023-05-05T04:26:25Z,,,,,,,,,,,,,,,,,,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543598793,13,1,1,0,29,ej5er0oyngdw138yuumwqbyqt,1,25,6.6,2023-05-04T18:46:48.292Z,2023-05-05T04:26:29Z,4250330965,56,Back,4250330967,140,18.3,4250330973,213,2.7,4250330969,141,12.1,4250921429,178,,4250330971,212,8.0,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543598833,14,1,1,0,30,ej5er0oyngdw138yuumwqbyqt,1,18.3,12.1,2023-05-04T18:46:48.765Z,2023-05-05T04:26:33Z,4250921441,178,,4250331175,56,Back,4250331177,140,29.7,4250331179,141,4.8,4250331183,213,5.9,4250331181,212,13.0,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543598835,15,61,1,0,32,ej5er0oyngdw138yuumwqbyqt,0,25.6,4.2,2023-05-04T18:46:50.832Z,2023-05-05T04:26:45Z,4250331193,56,Back,4250921477,178,,,,,,,,,,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599529,9,49,1,0,32,8le3orkfz6iix3jns6g9ojqjg,1,83,92.1,2023-05-04T18:46:51.148Z,2023-05-05T04:26:51Z,,,,,,,,,,,,,,,,,,,,,,,,,8dgh4fzut8khpt32d6dsrljsa,F. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543598863,7,43,1,0,33,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2023-05-04T18:46:52.047Z,2023-05-04T18:48:03Z,4250334489,144,7,4250331347,56,Left,4250331349,286,0,4250331357,233,15,,,,,,,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543598867,8,1,1,0,34,8le3orkfz6iix3jns6g9ojqjg,0,79.1,94.1,2023-05-04T18:46:52.692Z,2023-05-05T04:26:54Z,4250331375,56,Center,4250331377,140,91.3,4250921527,178,,4250331381,212,33.4,4250331383,213,5.1,4250331379,141,48.8,4250331373,155,,4250663213,72,,8dgh4fzut8khpt32d6dsrljsa,F. Parisi,4250663211,224,4250331371,2,4250331385,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543598873,16,16,1,0,36,ej5er0oyngdw138yuumwqbyqt,1,9.1,47.6,2023-05-04T18:46:55.565Z,2023-05-05T04:27:07Z,4250333795,102,45.8,4250333797,103,0.6,4250333801,230,98.9,4250333799,136,,4250921559,178,,4250331405,28,,4250331407,56,Center,4250332609,375,00:35.309,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,4250333793,80,4250331403,17,4250663251,396,47.7,4250663249,395,99.4,4250332593,72,4250365375,273,4250333803,231,49.8,4250333809,282,695,4250365373,138,4250333807,281,8dgh4fzut8khpt32d6dsrljsa,4250333805,280,OWN_GOAL,4250332599,374,2023-05-04 19:46:53.924,4250331401,22,,,,,,,,
2543599361,17,1,1,1,28,ej5er0oyngdw138yuumwqbyqt,1,49.9,49.7,2023-05-04T18:47:47.084Z,2023-05-05T04:27:11Z,4250333913,140,42.9,4250333917,212,7.4,4250333915,141,51.0,4250333911,56,Back,4250921577,178,,4250333921,279,G,4250450797,189,,4250333919,213,3.0,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599363,18,1,1,1,31,ej5er0oyngdw138yuumwqbyqt,1,42.9,51,2023-05-04T18:47:49.931Z,2023-05-05T04:27:15Z,4250921595,178,,4250333933,141,40.8,4250333937,213,4.6,4250333935,212,7.0,4250333929,56,Back,4250333931,140,42.3,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599385,19,1,1,1,33,ej5er0oyngdw138yuumwqbyqt,1,42.3,40.8,2023-05-04T18:47:52.006Z,2023-05-05T04:27:17Z,4250334081,140,34.3,4250921599,178,,4250334085,212,22.0,4250334087,213,4.3,4250334079,56,Back,4250334083,141,10.9,,,,,,,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599401,20,1,1,1,35,ej5er0oyngdw138yuumwqbyqt,1,31.4,10.2,2023-05-04T18:47:54.036Z,2023-05-05T04:27:19Z,4250921607,178,,4250334137,56,Back,4250334143,212,16.0,4250334145,213,2.1,4250334141,141,30.5,4250334139,140,23.7,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599433,21,1,1,1,38,ej5er0oyngdw138yuumwqbyqt,1,26.6,34.3,2023-05-04T18:47:57.334Z,2023-05-05T04:27:24Z,4250334361,212,40.2,4250334365,1,,4250334363,213,1.4,4250334359,141,92.8,4250921617,178,,4250334355,56,Back,4250334357,140,32.1,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599467,22,1,1,1,41,ej5er0oyngdw138yuumwqbyqt,1,32.2,92.1,2023-05-04T18:48:00.197Z,2023-05-05T04:27:28Z,4250334553,212,10.1,4250334551,141,83.5,4250334547,56,Back,4250334555,213,5.7,4250921625,178,,4250334549,140,40.0,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599541,23,1,1,1,45,ej5er0oyngdw138yuumwqbyqt,1,47.6,93.3,2023-05-04T18:48:04.604Z,2023-05-05T04:27:35Z,4250334889,140,29.4,4250334893,212,34.7,4250334895,213,4.1,4250334897,1,,4250334891,141,50.7,4250334887,56,Back,4250334885,155,,4250921639,178,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599561,24,1,1,1,53,ej5er0oyngdw138yuumwqbyqt,1,40.6,25,2023-05-04T18:48:12.149Z,2023-05-05T04:27:41Z,4250334995,213,5.6,4250334991,141,9.1,4250334989,140,53.8,4250334993,212,17.6,4250921647,178,,4250334987,56,Right,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599587,25,1,1,1,55,ej5er0oyngdw138yuumwqbyqt,1,53.2,8.5,2023-05-04T18:48:13.820Z,2023-05-05T04:27:48Z,4250921653,178,,4250335139,213,0.1,4250335135,212,14.4,4250335131,140,66.8,4250335129,56,Right,4250335133,141,10.7,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599591,26,61,1,1,56,ej5er0oyngdw138yuumwqbyqt,0,66.7,10.7,2023-05-04T18:48:14.764Z,2023-05-05T04:27:52Z,4250335143,56,Right,4250921661,178,,,,,,,,,,,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599637,10,1,1,1,57,8le3orkfz6iix3jns6g9ojqjg,0,40,89.7,2023-05-04T18:48:15.811Z,2023-05-05T04:27:57Z,4250335379,141,98.1,4250335383,213,0.1,4250335381,212,41.2,4250921677,178,,4250335385,1,,4250335375,56,Left,4250335377,140,78.9,4250335373,157,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599659,27,49,1,2,3,ej5er0oyngdw138yuumwqbyqt,1,27.7,10.2,2023-05-04T18:48:21.748Z,2023-05-05T04:28:05Z,,,,,,,,,,,,,,,,,,,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599733,28,1,1,2,11,ej5er0oyngdw138yuumwqbyqt,1,28,38,2023-05-04T18:48:30.012Z,2023-05-05T04:28:10Z,4250335895,212,26.1,4250335897,213,1.6,4250335891,140,28.4,4250335889,56,Back,4250335893,141,76.4,4250921705,178,,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599761,29,1,1,2,14,ej5er0oyngdw138yuumwqbyqt,1,28.4,74.8,2023-05-04T18:48:33.222Z,2023-05-05T04:28:13Z,4250336059,141,70.2,4250336063,213,6.0,4250921713,178,,4250336061,212,11.7,4250336057,140,39.1,4250336055,56,Back,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599791,30,1,1,2,15,ej5er0oyngdw138yuumwqbyqt,1,38.7,68.7,2023-05-04T18:48:34.273Z,2023-05-05T04:28:17Z,4250336191,56,Back,4250336197,212,33.3,4250336195,141,49.8,4250336193,140,9.4,4250921729,178,,4250336199,213,3.5,4250336201,1,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599809,31,1,1,2,19,ej5er0oyngdw138yuumwqbyqt,1,9.4,49.8,2023-05-04T18:48:38.172Z,2023-05-05T04:28:23Z,4250921757,178,,4250336307,212,27.0,4250336305,141,79.4,4250336301,56,Back,4250336303,140,26.6,4250336309,213,0.8,,,,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599819,32,1,1,2,22,ej5er0oyngdw138yuumwqbyqt,1,23.3,85.4,2023-05-04T18:48:41.436Z,2023-05-05T04:28:27Z,4250921771,178,,4250336367,213,5.5,4250336365,212,12.5,4250336361,140,32.0,4250336359,56,Back,4250336363,141,72.8,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599843,33,1,1,2,24,ej5er0oyngdw138yuumwqbyqt,1,31.5,82.8,2023-05-04T18:48:43.492Z,2023-05-05T04:28:31Z,4250336483,140,41.5,4250921785,178,,4250336481,56,Back,4250336487,212,13.7,4250336485,141,95.8,4250336489,213,0.7,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543622431,462,1,1,2,26,ej5er0oyngdw138yuumwqbyqt,1,44.9,97.7,2023-05-04T18:48:45.036Z,2023-05-05T04:28:37Z,4250453579,212,1.6,4250921801,178,,4250453581,213,4.7,4250453577,141,95.4,4250453575,140,44.9,4250453573,56,Back,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599851,34,1,1,2,26,ej5er0oyngdw138yuumwqbyqt,1,45.2,88.8,2023-05-04T18:48:45.484Z,2023-05-05T04:28:41Z,4250336529,213,2.1,4250921819,178,,4250336519,56,Back,4250336521,140,43.0,4250336527,212,4.2,4250336525,141,94.0,,,,,,,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599857,35,1,1,2,28,ej5er0oyngdw138yuumwqbyqt,1,40.3,96.6,2023-05-04T18:48:46.742Z,2023-05-05T04:28:44Z,4250921837,178,,4250336559,56,Back,4250336563,141,97.7,4250336565,212,11.6,4250336567,213,3.1,4250336561,140,29.3,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599865,36,43,1,2,28,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-05-04T18:48:47.582Z,2023-05-04T19:44:14Z,4250336621,212,14.7,4250455885,144,1,4250336623,213,2.9,4250336619,141,89.5,4250336617,140,27.7,4250336615,56,Back,,,,,,,bpfg11qh1q0zj2x6sqd3srvmx,M. Aebischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599933,37,1,1,2,30,ej5er0oyngdw138yuumwqbyqt,1,26.6,97.1,2023-05-04T18:48:48.834Z,2023-05-05T04:28:49Z,4250921863,178,,4250336957,56,Back,4250336961,141,29.9,4250663707,196,,4250336967,1,,4250336965,213,4.2,4250456291,155,,4250336963,212,52.8,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,4250336959,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,
2543599973,38,1,1,2,37,ej5er0oyngdw138yuumwqbyqt,1,3.7,31.9,2023-05-04T18:48:56.093Z,2023-05-05T04:28:56Z,4250337201,213,0.0,4250337199,212,11.8,4250337193,56,Back,4250921897,178,,4250337195,140,14.9,4250337197,141,32.5,,,,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543599999,39,1,1,2,41,ej5er0oyngdw138yuumwqbyqt,1,18.8,30.3,2023-05-04T18:49:00.059Z,2023-05-05T04:28:58Z,4250337313,56,Back,4250337325,213,0.1,4250921903,178,,4250337319,212,10.3,4250337315,140,28.6,4250337317,141,31.5,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543600081,40,1,1,2,44,ej5er0oyngdw138yuumwqbyqt,1,27.5,31.2,2023-05-04T18:49:02.615Z,2023-05-05T04:29:02Z,4250337697,56,Back,4250337703,212,39.6,4250337701,141,89.2,4250337699,140,30.9,4250337707,1,,4250337705,213,1.5,4250921921,178,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
