id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2458651259,9,1,1,0,18,7w2y7s7q5r1h1flz9y4sj6xka,1,31.7,18.8,2022-09-11T12:31:20.205Z,2022-09-11T12:31:23Z,3773048721,140,29.8,3773048719,56,Back,3773048727,213,1.6,3773048723,141,62.1,3773048725,212,29.5,,,,,,,,,,7um4xb0p8zr4o11lsyd9n0hqt,A. Nildén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458651309,10,1,1,0,22,7w2y7s7q5r1h1flz9y4sj6xka,1,29.8,62.1,2022-09-11T12:31:23.350Z,2022-09-11T12:31:28Z,3773048953,56,Left,3773048955,140,54.2,3773048961,213,0.7,3773048959,212,32.7,3773048957,141,92.1,3773048963,1,,3773048951,155,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458651331,11,1,1,0,27,7w2y7s7q5r1h1flz9y4sj6xka,1,56,90.6,2022-09-11T12:31:28.453Z,2022-09-11T12:31:30Z,3773049077,141,66.7,3773049081,213,5.7,3773049079,212,29.5,3773049075,140,79.4,3773049073,56,Center,,,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458651421,12,1,1,0,28,7w2y7s7q5r1h1flz9y4sj6xka,1,79.4,66.7,2022-09-11T12:31:30.293Z,2022-09-11T12:31:37Z,3773049521,56,Center,3773049531,213,2.5,3773049529,212,10.1,3773049525,140,71.6,3773049527,141,75.4,,,,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458651423,13,4,1,0,35,7w2y7s7q5r1h1flz9y4sj6xka,1,73.5,65.4,2022-09-11T12:31:37.294Z,2022-09-11T12:35:35Z,3773049541,265,,3773049535,13,,3773049537,56,Center,3773049633,233,3,3773049539,152,,3773049543,286,,,,,,,,6dmnxn0v7tcrwtd6hm2jaf6j9,L. Beerensteyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458651439,3,4,1,0,35,ca8pjvyb7hgttr1dalj2nguum,0,26.5,34.6,2022-09-11T12:31:37.295Z,2022-09-11T12:31:39Z,3773049621,152,,3773049619,56,Back,3773049623,265,,3773049617,13,,3773049625,285,,3773049641,233,13,,,,,,,2eg5q67ivbjr99ltdrvez9zbo,M. Mihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458651923,14,15,1,1,22,7w2y7s7q5r1h1flz9y4sj6xka,1,71.9,71.2,2022-09-11T12:32:23.772Z,2022-09-11T12:32:40Z,3773052757,233,4,3773052271,26,,3773053097,76,,3773052745,20,,3773052275,56,Center,3773053099,102,54.2,3773052273,18,,3773053103,458,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,3773053105,146,99.0,3773053107,147,50.2,3773053101,103,1.9,,,,,,,,,,,,,,,,,,,,
2458651971,4,10,1,1,22,ca8pjvyb7hgttr1dalj2nguum,1,1.4,48.4,2022-09-11T12:32:23.872Z,2022-09-11T12:32:35Z,3773052517,182,,3773052521,56,Back,3773052515,179,,3773052513,173,,3773052779,233,14,,,,,,,,,,6clgafy8vlbq6qw2ofptwkwd1,F. Durante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652003,5,6,1,1,29,ca8pjvyb7hgttr1dalj2nguum,0,14.8,38.6,2022-09-11T12:32:30.716Z,2022-09-11T12:46:59Z,3773052683,233,15,3773052637,73,,3773052635,56,Back,,,,,,,,,,,,,,,,6clgafy8vlbq6qw2ofptwkwd1,F. Durante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458651975,15,6,1,1,29,7w2y7s7q5r1h1flz9y4sj6xka,1,85.2,61.4,2022-09-11T12:32:30.716Z,2022-09-11T12:32:33Z,3773052675,233,5,3773052527,56,Center,3773052529,73,,,,,,,,,,,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652191,16,1,1,1,45,7w2y7s7q5r1h1flz9y4sj6xka,0,99.5,99.5,2022-09-11T12:32:46.933Z,2022-09-11T12:33:32Z,3773053633,213,4.7,3773053623,56,Center,3773053625,140,99.0,3773053635,1,,3773053615,2,,3773053619,155,,3773053627,141,38.9,3773053617,6,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,3773053631,212,41.2,3773053621,223,,,,,,,,,,,,,,,,,,,,,,,,
2458652229,6,12,1,1,50,ca8pjvyb7hgttr1dalj2nguum,1,3.8,53.8,2022-09-11T12:32:51.535Z,2022-09-11T13:21:58Z,3773053787,15,,3773053767,56,Back,3773053773,212,18.6,3773053775,213,5.9,3773053769,140,20.4,3773053771,141,44.1,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652285,17,15,1,1,55,7w2y7s7q5r1h1flz9y4sj6xka,1,81.1,61.4,2022-09-11T12:32:56.628Z,2022-09-11T12:33:32Z,3773055869,103,19,3773056137,458,,3773055625,233,7,3773055859,78,,3773055867,102,50.6,3773055871,215,,3773055611,20,,3773055877,230,98.6,6alny8atonddyhmltw3dgo1d5,J. Grosso,3773054087,18,,3773055615,82,,3773054089,56,Center,3773055879,231,50.7,3773055873,146,85.9,3773054085,22,3773055875,147,58.7,,,,,,,,,
2458652287,7,10,1,1,55,ca8pjvyb7hgttr1dalj2nguum,1,10.2,41.9,2022-09-11T12:32:56.728Z,2022-09-11T12:36:31Z,3773054097,94,,3773055629,233,17,3773054099,56,Back,,,,,,,,,,,,,,,,2eg5q67ivbjr99ltdrvez9zbo,M. Mihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652371,18,1,1,1,59,7w2y7s7q5r1h1flz9y4sj6xka,0,96.8,22.5,2022-09-11T12:33:01.332Z,2022-09-11T12:33:02Z,3773054477,56,Center,3773054483,212,2.1,3773054531,233,8,3773054485,213,1.7,3773054539,286,,3773054479,140,96.6,3773054481,141,25.5,3773054525,236,,7lt5as8r1xms7ujjgt7pynl5,S. Cantore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652361,8,74,1,1,59,ca8pjvyb7hgttr1dalj2nguum,1,7.1,79.4,2022-09-11T12:33:01.333Z,2022-09-11T12:42:32Z,3773054435,285,,3773054567,233,18,3773054431,56,Back,,,,,,,,,,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652439,19,1,1,2,4,7w2y7s7q5r1h1flz9y4sj6xka,0,97,9.7,2022-09-11T12:33:06.044Z,2022-09-11T12:33:08Z,3773054815,212,2.7,3773054813,141,10.1,3773054811,140,94.4,3773054945,233,9,3773054943,236,,3773054809,56,Right,3773054949,286,,3773054817,213,3.0,7lt5as8r1xms7ujjgt7pynl5,S. Cantore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652459,9,74,1,2,4,ca8pjvyb7hgttr1dalj2nguum,1,8.3,94.7,2022-09-11T12:33:06.045Z,2022-09-11T12:42:33Z,3773054967,233,19,3773054897,56,Back,3773054901,285,,,,,,,,,,,,,,,,,27rdlepga8wdw4xj949y5vh05,G. Karchouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652497,10,49,1,2,9,ca8pjvyb7hgttr1dalj2nguum,1,3.8,90.3,2022-09-11T12:33:10.760Z,2022-09-11T12:33:10Z,,,,,,,,,,,,,,,,,,,,,,,,,27rdlepga8wdw4xj949y5vh05,G. Karchouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652557,11,1,1,2,9,ca8pjvyb7hgttr1dalj2nguum,1,3.8,90.3,2022-09-11T12:33:11.214Z,2022-09-11T12:33:15Z,3773055351,213,0.3,3773055347,141,95.9,3773055349,212,11.7,3773055345,140,14.3,3773055343,56,Back,,,,,,,,,,27rdlepga8wdw4xj949y5vh05,G. Karchouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652559,12,4,1,2,12,ca8pjvyb7hgttr1dalj2nguum,1,13.4,92.6,2022-09-11T12:33:14.128Z,2022-09-11T12:33:16Z,3773055355,13,,3773055363,285,,3773055357,56,Back,3773055359,152,,3773055433,233,20,3773055361,265,,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652571,20,4,1,2,12,7w2y7s7q5r1h1flz9y4sj6xka,0,86.6,7.4,2022-09-11T12:33:14.129Z,2022-09-11T12:33:17Z,3773055419,13,,3773055449,233,12,3773055425,265,,3773055423,152,,3773055421,56,Right,3773055427,286,,,,,,,,7lt5as8r1xms7ujjgt7pynl5,S. Cantore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652815,13,1,1,2,41,ca8pjvyb7hgttr1dalj2nguum,0,19.7,93.3,2022-09-11T12:33:42.912Z,2022-09-11T12:33:45Z,3773056695,152,,3773056693,155,,3773056699,140,71.9,3773056705,213,6.3,3773056703,212,54.8,3773056701,141,93.0,3773056697,56,Left,3773056691,5,,b6e5e8znxa7u9qhtxtwflxgwl,A. Kristjansdóttir,3773056707,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652827,21,8,1,2,44,7w2y7s7q5r1h1flz9y4sj6xka,1,50.8,9.4,2022-09-11T12:33:45.677Z,2022-09-11T12:33:45Z,3773056743,56,Right,,,,,,,,,,,,,,,,,,,,,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652895,14,1,1,2,47,ca8pjvyb7hgttr1dalj2nguum,0,34.3,96,2022-09-11T12:33:49.296Z,2022-09-11T12:33:51Z,3773057069,286,,3773057027,213,3.3,3773057065,233,22,3773057021,140,33.2,3773057063,236,,3773057023,141,95.7,3773057025,212,1.2,3773057019,56,Back,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652899,22,74,1,2,47,7w2y7s7q5r1h1flz9y4sj6xka,1,84,6.4,2022-09-11T12:33:49.297Z,2022-09-11T12:42:33Z,3773057045,56,Right,3773057047,285,,3773057071,233,14,,,,,,,,,,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652993,15,5,1,2,49,ca8pjvyb7hgttr1dalj2nguum,1,28.6,101.6,2022-09-11T12:33:51.168Z,2022-09-11T12:34:00Z,3773057543,56,Back,3773057545,347,,3773057563,233,23,,,,,,,,,,,,,,,,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458652921,23,5,1,2,49,7w2y7s7q5r1h1flz9y4sj6xka,0,71.4,-1.6,2022-09-11T12:33:51.168Z,2022-09-11T12:46:56Z,3773057567,233,15,3773057169,347,,3773057167,56,Right,,,,,,,,,,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653119,16,1,1,2,59,ca8pjvyb7hgttr1dalj2nguum,1,33.3,100,2022-09-11T12:34:00.400Z,2022-09-11T12:34:09Z,3773058117,1,,3773058105,107,,3773058113,212,36.7,3773058115,213,6.1,3773058107,56,Left,3773058109,140,67.9,3773058111,141,92.7,,,,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653059,24,43,1,3,3,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2022-09-11T12:34:04.927Z,2022-09-11T13:21:48Z,3773057853,56,Back,3773279487,144,61,,,,,,,,,,,,,,,,,,,7um4xb0p8zr4o11lsyd9n0hqt,A. Nildén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653135,25,4,1,3,5,7w2y7s7q5r1h1flz9y4sj6xka,1,30.6,11.7,2022-09-11T12:34:06.704Z,2022-09-11T12:34:11Z,3773058177,10,,3773058183,285,,3773058205,233,17,3773058179,56,Back,3773058181,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653123,17,4,1,3,5,ca8pjvyb7hgttr1dalj2nguum,0,69.4,88.3,2022-09-11T12:34:06.705Z,2022-09-11T12:34:12Z,3773058239,286,,3773058133,152,,3773058243,233,25,3773058129,10,,3773058131,56,Left,,,,,,,,,,94161is0x6f3s9kyrm2cxjf85,A. Nchout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653219,26,1,1,3,12,7w2y7s7q5r1h1flz9y4sj6xka,1,31.4,15.3,2022-09-11T12:34:14.019Z,2022-09-11T12:34:15Z,3773058591,140,25.5,3773058601,213,1.8,3773058595,141,64.2,3773058573,5,,3773058587,56,Back,3773058603,1,,3773058599,212,33.8,3773058581,152,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653249,27,1,1,3,14,7w2y7s7q5r1h1flz9y4sj6xka,1,25.5,64.2,2022-09-11T12:34:15.723Z,2022-09-11T12:34:17Z,3773058749,140,50.3,3773058751,141,64.5,3773058747,56,Center,3773058753,212,26.0,3773058755,213,0.0,,,,,,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653305,28,1,1,3,16,7w2y7s7q5r1h1flz9y4sj6xka,1,50.3,64.5,2022-09-11T12:34:17.539Z,2022-09-11T12:34:20Z,3773058999,141,65.4,3773059001,212,18.7,3773058995,56,Back,3773059003,213,3.1,3773058997,140,32.5,,,,,,,,,,6cs8qwc1exex8ik9w3nejnkyd,S. Gunnarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653363,29,1,1,3,19,7w2y7s7q5r1h1flz9y4sj6xka,1,33.8,64,2022-09-11T12:34:20.500Z,2022-09-11T12:34:24Z,3773059281,213,0.6,3773059279,212,39.6,3773059275,140,65.9,3773059273,56,Left,3773059271,155,,3773059277,141,94.7,3773059283,1,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653403,30,61,1,3,22,7w2y7s7q5r1h1flz9y4sj6xka,0,68.5,94.1,2022-09-11T12:34:24.307Z,2022-09-11T12:34:59Z,3773059467,56,Left,,,,,,,,,,,,,,,,,,,,,,6cs8qwc1exex8ik9w3nejnkyd,S. Gunnarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653515,18,43,1,3,26,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2022-09-11T12:34:28.194Z,2022-09-11T12:34:40Z,3773059971,56,Back,3773059969,167,0,3773059973,285,0,3773060057,144,7,,,,,,,,,,,,,496otta0vz8p7eackdpfod68l,A. Sønstevold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653563,19,5,1,3,36,ca8pjvyb7hgttr1dalj2nguum,1,42.8,-1.5,2022-09-11T12:34:37.777Z,2022-09-11T12:34:42Z,3773060177,347,,3773060175,56,Back,3773060239,233,31,,,,,,,,,,,,,,,,30mwaentr99qb99ce6y9o1p0p,T. Chawinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653571,31,5,1,3,36,7w2y7s7q5r1h1flz9y4sj6xka,0,57.2,101.5,2022-09-11T12:34:37.777Z,2022-09-11T12:46:57Z,3773060205,56,Left,3773060251,233,19,3773060207,347,,,,,,,,,,,,,,,,,6cs8qwc1exex8ik9w3nejnkyd,S. Gunnarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653605,20,1,1,3,40,ca8pjvyb7hgttr1dalj2nguum,0,42.3,0,2022-09-11T12:34:41.777Z,2022-09-11T12:34:44Z,3773060391,141,10.1,3773060383,56,Back,3773060381,107,,3773060387,140,49.5,3773060395,213,0.8,3773060393,212,11.0,,,,,,,496otta0vz8p7eackdpfod68l,A. Sønstevold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653625,32,8,1,3,44,7w2y7s7q5r1h1flz9y4sj6xka,1,54.6,93.2,2022-09-11T12:34:45.363Z,2022-09-11T12:34:45Z,3773060505,56,Left,,,,,,,,,,,,,,,,,,,,,,7lt5as8r1xms7ujjgt7pynl5,S. Cantore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653631,33,50,1,3,44,7w2y7s7q5r1h1flz9y4sj6xka,1,55.6,94.7,2022-09-11T12:34:45.409Z,2022-09-11T12:34:48Z,3773060541,286,,3773060677,233,21,3773060539,56,Left,,,,,,,,,,,,,,,,7lt5as8r1xms7ujjgt7pynl5,S. Cantore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653651,21,7,1,3,44,ca8pjvyb7hgttr1dalj2nguum,1,44.4,5.3,2022-09-11T12:34:45.410Z,2022-09-11T12:34:47Z,3773060613,56,Back,3773060659,233,33,3773060615,285,,,,,,,,,,,,,,,,,13e3434z48bduvnvyly0zg5w5,T. Bonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653713,22,1,1,3,45,ca8pjvyb7hgttr1dalj2nguum,1,38.8,2.5,2022-09-11T12:34:47.281Z,2022-09-11T12:34:50Z,3773060903,56,Back,3773060915,213,2.7,3773060907,140,20.9,3773060913,212,20.4,3773060909,141,14.0,,,,,,,,,,13e3434z48bduvnvyly0zg5w5,T. Bonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653787,23,1,1,3,49,ca8pjvyb7hgttr1dalj2nguum,1,20.3,17.1,2022-09-11T12:34:50.785Z,2022-09-11T12:34:57Z,3773061329,140,21.7,3773061331,141,63.4,3773061327,56,Back,3773061337,213,1.5,3773061333,212,31.5,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653837,24,1,1,3,55,ca8pjvyb7hgttr1dalj2nguum,1,31.9,69.4,2022-09-11T12:34:56.898Z,2022-09-11T12:35:00Z,3773061543,140,65.5,3773061555,1,,3773061545,141,92.4,3773061541,56,Left,3773061551,213,0.4,3773061547,212,38.6,,,,,,,b6e5e8znxa7u9qhtxtwflxgwl,A. Kristjansdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458653871,25,1,1,3,58,ca8pjvyb7hgttr1dalj2nguum,1,65.3,92.3,2022-09-11T12:34:59.889Z,2022-09-11T12:35:01Z,3773061729,140,69.9,3773061733,212,12.8,3773061735,213,5.1,3773061731,141,74.8,3773061727,56,Center,,,,,,,,,,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
