id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/10/value,qualifier/12/value,qualifier/13/value,keyPass,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2476128189,1,34,16,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2022-10-23T11:24:19.060Z,2022-10-23T12:32:14Z,3865913519,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3865913517,130,8,3865913523,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3865913515,59,"1, 7, 4, 88, 5, 34, 87, 23, 11, 17, 10, 3, 6, 8, 9, 16, 19, 20, 21, 55",3866205659,197,8188,3865913513,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3865913511,30,"18ufr5nlyfnnzzbzmqo9ynis5, 1rsv7xi31ffxqpjeaw76t1n8p, e4i408ibyt4r0n7znz46qllka, 79abiotlhtb5edjedx8oqjysp, 72a3aetghls98os7onhc60vdh, dwmb9deiywwddo0bbnrgw2x91, 4zr1u1gdqagr6e53pnyruywut, a36ljq1b2o9ydtdtkjri5yt3p, 7n5xycobojwgk6bq50o4ix0wl, 6mvj0jfbicvwt296r6wuqajca, cosxbigh37xkponybzlgrg0dl, 3py0rmx89fgdd8e65l853yqne, cnvii81lylt9gcn9iox9lkvdh, 1kmq43pxjjjacnrmcsw2dka1h, 2v7svoulkkgzvdeb4e0hw7jyt, 1d0us90tod393omtmaft90b11, 2va4upf5w45brysw8q9w22gkq, e6yhuu5eu6qpk7gybytdtxqdx, botcpxadt5i04s4p8prbd3dyi, 3ym9jjnellqfvf2lg88vi0atx",3865913521,194,72a3aetghls98os7onhc60vdh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476128877,1,34,16,0,0,agjf3593kdfob1fl43rlt2b6c,1,0,0,2022-10-23T11:25:41.360Z,2022-10-23T12:34:25Z,3865917109,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3865917107,130,23,3865917111,194,horxq0sb7c6929i7mc6ctuqd,3865917105,59,"1, 67, 22, 21, 23, 44, 24, 10, 27, 29, 20, 5, 7, 12, 13, 14, 15, 19, 40, 77",3865917103,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3866201415,197,17453,3865917101,30,"ej5p7l0mua55bqhzjbybejwet, s7husj5h842pazt5crezfbe2, 23l4wxjftfctry8qgxh71zhm1, 4hr92u2mkgds9ojm844xgag9h, 6e1lpunbwloydldryrn6q3iz9, 9nj8et8a0rk6ay19vk84uawh5, 6bxufdsghl0f3r4jilcbo26eh, cv7zl2omdyscmzg77ac8nic45, horxq0sb7c6929i7mc6ctuqd, cbozn7nychmtwwwkrxae2ga21, eamiu4oem93j41zqdsv9uk4b9, 9m7xcfi5h3tshdrsckkausm39, 4jwotvqswss201ptdipai5rkl, 1hvfc11oxddf7hxxks4skxw45, cczk9xb3xmteym84wujrwt0yc, c8v0somzpm3hv3vvg4t85hjl6, efjrhuhhm4zy4vrzekxlu4h9m, 9q6mpd436ukjidbbj6onmti0a, 7rkobukrhcx0h6t3p1ux2bl78, 4ep088nmp1dcqzx06pilyfyi2",3865917113,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476188947,2,32,1,0,0,agjf3593kdfob1fl43rlt2b6c,1,0,0,2022-10-23T12:30:40.255Z,2022-10-23T12:30:42Z,3866213397,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476188937,2,32,1,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2022-10-23T12:30:40.255Z,2022-10-23T12:30:40Z,3866213371,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476188985,3,1,1,0,0,p2dsrpus5eckpz2h16svaour,1,50,50,2022-10-23T12:30:40.523Z,2022-10-23T12:30:43Z,3866213623,141,39.2,3866213625,212,18.2,3866213621,140,34.1,3866213627,213,3.6,3866213619,56,Back,3866213629,279,S,,,,,,,7n5xycobojwgk6bq50o4ix0wl,Z. Kaján,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476189067,4,1,1,0,3,p2dsrpus5eckpz2h16svaour,1,34.1,39.2,2022-10-23T12:30:43.844Z,2022-10-23T12:30:50Z,3866214037,212,20.0,3866214039,213,1.8,3866214035,141,67.6,3866214033,140,29.1,3866214031,56,Back,,,,,,,,,,79abiotlhtb5edjedx8oqjysp,A. Jóhannsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476189083,5,1,1,0,10,p2dsrpus5eckpz2h16svaour,1,27.2,38.9,2022-10-23T12:30:50.468Z,2022-10-23T12:30:51Z,3866214119,213,1.3,3866214117,212,16.7,3866214113,140,31.5,3866214115,141,62.6,3866214111,56,Back,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476189159,6,1,1,0,11,p2dsrpus5eckpz2h16svaour,1,31.5,62.6,2022-10-23T12:30:51.820Z,2022-10-23T12:30:56Z,3866214561,56,Back,3866214565,141,34.6,3866214563,140,28.7,3866214569,213,4.6,3866214567,212,19.3,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476189231,7,1,1,0,16,p2dsrpus5eckpz2h16svaour,1,30.6,32.2,2022-10-23T12:30:56.828Z,2022-10-23T12:31:01Z,3866214951,213,1.7,3866214945,140,28.3,3866214943,56,Back,3866214949,212,21.2,3866214947,141,63.1,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476189281,8,1,1,0,21,p2dsrpus5eckpz2h16svaour,1,31.6,53,2022-10-23T12:31:01.276Z,2022-10-23T12:31:04Z,3866215163,140,35.3,3866215175,213,4.9,3866215167,141,24.4,3866215159,56,Back,3866215171,212,19.8,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
