id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2548688649,9,1,1,0,18,4raiad4l2j5lkfaz92pk4osb,1,13.6,14.2,2023-05-14T13:02:23.304Z,2023-05-14T21:02:07Z,4277425539,212,12.1,4277425541,213,5.6,4277425533,56,Back,4277425537,141,2.6,4277425535,140,22.4,4279316443,178,,,,,,,,i4yzdkusjs6qn4v06oxj6qxh,L. Venuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688725,10,1,1,0,20,4raiad4l2j5lkfaz92pk4osb,1,22.4,2.6,2023-05-14T13:02:25.226Z,2023-05-14T21:02:12Z,4277425949,140,15.1,4279316759,178,,4277425955,213,3.0,4277425953,212,7.7,4277425951,141,3.8,4277425947,56,Back,,,,,,,f0d8cjxx5cw5i22m0yy6azb2t,G. Castrovilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688779,11,1,1,0,22,4raiad4l2j5lkfaz92pk4osb,0,15.1,3.8,2023-05-14T13:02:26.712Z,2023-05-14T21:02:16Z,4277426213,213,0.1,4277426211,212,48.2,4277426209,141,7.9,4279316931,178,,4277426215,1,,4277426205,56,Right,4277426203,155,,4277426207,140,60.9,i4yzdkusjs6qn4v06oxj6qxh,L. Venuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688765,3,44,1,0,25,dxq76zcvnokq07cszdx0i6kve,1,41,91,2023-05-14T13:02:29.618Z,2023-05-14T23:33:28Z,4277426273,233,12,4277426145,285,,4277426143,56,Back,,,,,,,,,,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688783,12,44,1,0,25,4raiad4l2j5lkfaz92pk4osb,0,59,9,2023-05-14T13:02:29.619Z,2023-05-14T21:02:45Z,4277426221,286,,4277432805,233,3,4277426219,56,Right,,,,,,,,,,,,,,,,b5cqy1xamdj38bh87gvz4iac5,J. Ikoné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688813,4,1,1,0,25,dxq76zcvnokq07cszdx0i6kve,1,42.9,89.9,2023-05-14T13:02:29.708Z,2023-05-14T23:33:28Z,4277426385,213,5.1,4277426373,3,,4277426379,141,81.8,4277426381,212,5.9,4277426375,56,Back,4279318273,178,,4277426377,140,44.9,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688827,5,61,1,0,26,dxq76zcvnokq07cszdx0i6kve,1,44,81.9,2023-05-14T13:02:30.775Z,2023-05-14T21:02:53Z,4279318443,178,,4277426439,56,Back,,,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688845,6,49,1,0,27,dxq76zcvnokq07cszdx0i6kve,1,35.2,74.6,2023-05-14T13:02:32.422Z,2023-05-14T21:03:03Z,,,,,,,,,,,,,,,,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688879,7,1,1,0,28,dxq76zcvnokq07cszdx0i6kve,0,35.2,74.6,2023-05-14T13:02:32.452Z,2023-05-14T21:03:00Z,4277426697,141,100.0,4277426693,56,Back,4277426691,157,,4279318703,178,,4277426695,140,45.1,4277426699,212,20.5,4277426703,1,,4277426701,213,1.0,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688887,8,5,1,0,31,dxq76zcvnokq07cszdx0i6kve,0,49.6,101,2023-05-14T13:02:36.133Z,2023-05-14T21:03:05Z,4277427277,233,13,4277426731,347,,4277426727,56,Back,,,,,,,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548688959,13,5,1,0,31,4raiad4l2j5lkfaz92pk4osb,1,50.4,-1,2023-05-14T13:02:36.133Z,2023-05-14T21:03:05Z,4277427235,233,8,4277427183,347,,4277427181,56,Right,,,,,,,,,,,,,,,,6gjn7pt0i34q45g4porckuj8p,C. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689605,14,1,1,1,10,4raiad4l2j5lkfaz92pk4osb,1,52.4,0,2023-05-14T13:03:14.812Z,2023-05-14T21:03:09Z,4277430703,1,,4277430701,213,2.8,4277430699,212,35.5,4277430695,140,20.8,4277430693,56,Back,4277430697,141,16.8,4277430691,107,,,,,i4yzdkusjs6qn4v06oxj6qxh,L. Venuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689641,15,1,1,1,14,4raiad4l2j5lkfaz92pk4osb,1,21.3,22.1,2023-05-14T13:03:19.112Z,2023-05-14T21:03:12Z,4277430907,213,1.4,4277430903,141,52.8,4277430901,140,25.2,4277430905,212,21.3,4279319307,178,,4277430899,56,Back,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689687,16,1,1,1,18,4raiad4l2j5lkfaz92pk4osb,1,27.7,57.5,2023-05-14T13:03:22.990Z,2023-05-14T21:03:15Z,4277431115,213,0.9,4277431113,212,31.0,4277431111,141,93.8,4277431109,140,45.6,4277431107,56,Back,4279319457,178,,,,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689799,17,1,1,1,20,4raiad4l2j5lkfaz92pk4osb,1,45.6,93.8,2023-05-14T13:03:24.704Z,2023-05-14T21:03:19Z,4277431771,212,15.5,4277431769,141,83.5,4277431775,213,5.8,4279319547,178,,4277431765,140,58.8,4277431763,56,Left,,,,,,,ec04djw7dspowrm7h7wr6e5ed,J. Brekalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689831,18,1,1,1,23,4raiad4l2j5lkfaz92pk4osb,0,58.7,88.5,2023-05-14T13:03:28.023Z,2023-05-14T21:03:56Z,4277431949,155,,4277431959,213,6.1,4277431961,1,,4277431957,212,45.0,4277431953,140,100.0,4277431951,56,Center,4277431955,141,77.3,4279320951,178,,963czsr3yecwk4s3p1wby5x3p,A. Barák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689823,9,5,1,1,29,dxq76zcvnokq07cszdx0i6kve,1,-1.2,23.2,2023-05-14T13:03:33.485Z,2023-05-14T21:03:58Z,4277431925,56,Back,4277431927,346,,4277432179,233,19,,,,,,,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548689851,19,5,1,1,29,4raiad4l2j5lkfaz92pk4osb,0,101.2,76.8,2023-05-14T13:03:33.485Z,2023-05-14T21:03:57Z,4277432075,346,,4277432191,233,9,4277432073,56,Center,,,,,,,,,,,,,,,,963czsr3yecwk4s3p1wby5x3p,A. Barák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548690329,10,1,1,1,44,dxq76zcvnokq07cszdx0i6kve,1,3.6,48.5,2023-05-14T13:03:49.188Z,2023-05-14T21:04:07Z,4277434417,124,,4277434431,237,,4277708083,189,,4277434423,141,68.7,4277434421,140,8.5,4277434427,213,1.2,4277434425,212,14.7,4277434419,56,Back,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548690399,11,1,1,1,47,dxq76zcvnokq07cszdx0i6kve,1,8.6,67.5,2023-05-14T13:03:52.213Z,2023-05-14T21:04:12Z,4277434795,212,15.3,4277434797,213,4.4,4277434793,141,46.3,4277434791,140,3.6,4277434789,56,Back,4279321709,178,,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548690457,12,1,1,1,53,dxq76zcvnokq07cszdx0i6kve,1,3.6,46.3,2023-05-14T13:03:57.963Z,2023-05-14T21:04:34Z,4279322541,178,,4277435121,213,4.7,4277435119,212,15.9,4277435113,56,Back,4277435117,141,22.9,4277435115,140,2.7,,,,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548690499,13,1,1,1,57,dxq76zcvnokq07cszdx0i6kve,1,3.2,20.3,2023-05-14T13:04:01.479Z,2023-05-14T21:04:36Z,4277435335,212,22.7,4277435329,56,Back,4277435331,140,24.7,4277435333,141,24.2,4277435337,213,0.1,4279322639,178,,,,,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548690521,14,1,1,1,59,dxq76zcvnokq07cszdx0i6kve,0,24.5,23.5,2023-05-14T13:04:03.759Z,2023-05-14T21:04:39Z,4277435475,213,4.9,4277435467,56,Back,4277435469,140,27.2,4279322725,178,,4277435473,212,16.9,4277435471,141,0.0,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548690525,15,5,1,2,0,dxq76zcvnokq07cszdx0i6kve,0,29.9,-1,2023-05-14T13:04:05.120Z,2023-05-14T21:04:41Z,4277435491,56,Back,4277435493,347,,4277435855,233,20,,,,,,,,,,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548690575,20,5,1,2,0,4raiad4l2j5lkfaz92pk4osb,1,70.1,101,2023-05-14T13:04:05.120Z,2023-05-14T21:04:41Z,4277435817,233,15,4277435769,56,Left,4277435773,347,,,,,,,,,,,,,,,,,963czsr3yecwk4s3p1wby5x3p,A. Barák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548690873,21,1,1,2,11,4raiad4l2j5lkfaz92pk4osb,1,70.4,100,2023-05-14T13:04:15.650Z,2023-05-14T21:04:57Z,4277437403,107,,4277437409,56,Left,4277441985,189,,4277437411,140,75.7,4277437417,213,5.5,4277437413,141,93.8,4277437415,212,7.7,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548690915,22,1,1,2,11,4raiad4l2j5lkfaz92pk4osb,1,75.7,93.8,2023-05-14T13:04:16.403Z,2023-05-14T21:04:54Z,4279323599,178,,4277442145,189,,4277437587,56,Left,4277437589,140,78.4,4277437591,141,95.2,4277437593,212,3.0,4277437595,213,0.3,,,,963czsr3yecwk4s3p1wby5x3p,A. Barák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548690927,23,61,1,2,13,4raiad4l2j5lkfaz92pk4osb,0,78.4,95.2,2023-05-14T13:04:18.045Z,2023-05-14T21:05:01Z,4279324005,389,,4277437637,56,Left,,,,,,,,,,,,,,,,,,,ec04djw7dspowrm7h7wr6e5ed,J. Brekalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548690857,16,5,1,2,14,dxq76zcvnokq07cszdx0i6kve,1,20.2,-1,2023-05-14T13:04:19.396Z,2023-05-14T21:05:04Z,4277437877,233,24,4277437289,56,Back,4277437295,347,,,,,,,,,,,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548690955,24,5,1,2,14,4raiad4l2j5lkfaz92pk4osb,0,79.8,101,2023-05-14T13:04:19.396Z,2023-05-14T21:05:04Z,4277437945,233,16,4277437771,56,Left,4277437773,347,,,,,,,,,,,,,,,,,ec04djw7dspowrm7h7wr6e5ed,J. Brekalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548691133,17,1,1,2,24,dxq76zcvnokq07cszdx0i6kve,1,20.1,0,2023-05-14T13:04:28.896Z,2023-05-14T21:05:07Z,4277438785,107,,4277438787,56,Back,4277438791,141,6.7,4277438793,212,13.3,4277438789,140,31.6,4277438795,213,0.4,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548691141,18,4,1,2,25,dxq76zcvnokq07cszdx0i6kve,1,35.8,8.8,2023-05-14T13:04:30.379Z,2023-05-14T21:05:15Z,4277439107,286,,4277439103,233,25,4277438837,265,,4277438833,56,Back,4277438831,13,,4277438835,152,,,,,,,,ewt8nxg2m27fj0n7dr9hbul05,I. Nestorovski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548691173,25,4,1,2,25,4raiad4l2j5lkfaz92pk4osb,0,64.2,91.2,2023-05-14T13:04:30.380Z,2023-05-14T21:05:15Z,4277439045,265,,4277439127,233,18,4277439039,13,,4277439047,285,,4277439041,56,Left,4277439043,152,,4279324731,178,,,,,6mit9txkiacrr2dq1i27rm76d,A. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548691545,19,1,1,2,51,dxq76zcvnokq07cszdx0i6kve,0,41,5.3,2023-05-14T13:04:55.824Z,2023-05-14T21:05:17Z,4277441149,155,,4277441163,1,,4277441159,212,46.3,4277441161,213,0.1,4279324839,178,,4277441155,140,84.8,4277441151,152,,4277441157,141,13.1,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,4277441153,56,Right,4277441147,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548691565,26,1,1,2,54,4raiad4l2j5lkfaz92pk4osb,0,15.2,91.4,2023-05-14T13:04:58.555Z,2023-05-14T21:05:20Z,4277441257,213,5.7,4277441253,141,85.3,4277441251,140,20.9,4277441247,3,,4277441255,212,7.3,4279324915,388,,4277441249,56,Back,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548691645,20,1,1,2,57,dxq76zcvnokq07cszdx0i6kve,1,75.1,14.9,2023-05-14T13:05:02.280Z,2023-05-14T21:05:23Z,4277441687,141,6.2,4277441683,56,Right,4277441685,140,62.4,4279325011,178,,4277441689,212,14.6,4277441691,213,3.6,,,,,,,96d5il3afakek9qvsbtldu162,F. Ebosele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548691701,21,1,1,3,0,dxq76zcvnokq07cszdx0i6kve,1,62.4,6.2,2023-05-14T13:05:04.526Z,2023-05-14T21:05:26Z,4277441919,140,69.6,4277441925,213,6.0,4277441921,141,2.9,4277441923,212,7.9,4279325247,178,,4277441917,56,Right,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548691737,22,1,1,3,1,dxq76zcvnokq07cszdx0i6kve,1,68.2,3.1,2023-05-14T13:05:06.276Z,2023-05-14T21:05:28Z,4277442183,212,9.4,4277442181,141,4.4,4277442185,213,3.0,4277442179,140,59.3,4277442177,56,Right,4279325355,178,,,,,,,,96d5il3afakek9qvsbtldu162,F. Ebosele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548691813,23,2,1,3,3,dxq76zcvnokq07cszdx0i6kve,1,59.5,4,2023-05-14T13:05:07.905Z,2023-05-14T21:05:31Z,4277443647,7,ewt8nxg2m27fj0n7dr9hbul05,4277442619,140,75.5,4277442621,141,28.5,4277442617,56,Center,4279325515,178,,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548691921,28,55,1,3,3,4raiad4l2j5lkfaz92pk4osb,1,27.5,78.1,2023-05-14T13:05:07.906Z,2023-05-14T21:05:31Z,,,,,,,,,,,,,,,,,,,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548691857,27,43,1,3,9,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-05-14T13:05:14.101Z,2023-05-14T13:05:19Z,4277443299,144,8,4277442819,56,Back,,,,,,,,,,,,,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548692369,29,1,1,3,30,4raiad4l2j5lkfaz92pk4osb,1,10.9,67.4,2023-05-14T13:05:34.586Z,2023-05-14T21:05:35Z,4279325707,178,,4277445405,5,,4277445419,213,4.5,4277445407,241,,4277445409,56,Back,4277445413,141,44.5,4277445411,140,7.8,4277445415,212,15.9,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548692515,30,1,1,3,32,4raiad4l2j5lkfaz92pk4osb,1,7.8,44.5,2023-05-14T13:05:36.700Z,2023-05-14T21:05:38Z,4277446227,140,12.6,4279325843,178,,4277446225,56,Back,4277446233,213,5.0,4277446231,212,18.7,4277446229,141,18.0,,,,,,,f8kcf2l4h2qzdww1vof5x9t5,M. Cerofolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548692589,31,1,1,3,38,4raiad4l2j5lkfaz92pk4osb,1,23.5,16.7,2023-05-14T13:05:43.003Z,2023-05-14T21:05:41Z,4279325975,178,,4277446631,212,23.0,4277446633,213,2.4,4277446623,140,7.7,4277446627,141,40.2,4277446621,56,Back,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
