id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,assist
2551485449,6,1,1,0,14,8gw3pgcd0doivaul55q8na9lg,1,36.5,15.8,2023-05-20T10:33:36.062Z,2023-05-20T10:33:57Z,4292324923,56,Back,4292324929,212,23.0,4292324931,213,2.2,4292324927,141,44.0,4292324925,140,24.4,,,,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485471,7,1,1,0,15,8gw3pgcd0doivaul55q8na9lg,1,24.3,41.9,2023-05-20T10:33:37.055Z,2023-05-20T10:33:40Z,4292325039,140,26.7,4292325045,213,1.4,4292325041,141,67.3,4292325037,56,Back,4292325043,212,17.5,,,,,,,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485499,8,1,1,0,18,8gw3pgcd0doivaul55q8na9lg,1,27.9,67.9,2023-05-20T10:33:40.335Z,2023-05-20T10:39:26Z,4292325175,56,Back,4292325187,213,1.1,4292325185,212,18.0,4292325181,140,35.8,4292325183,141,91.4,,,,,,,,,,5snw4b4ndo6hus8hpxq9q19lh,C. Cecotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485503,9,1,1,0,21,8gw3pgcd0doivaul55q8na9lg,1,36.2,88.2,2023-05-20T10:33:43.087Z,2023-05-20T10:33:43Z,4292325197,212,3.0,4292325195,141,88.0,4292325193,140,39.1,4292325199,213,6.2,4292325191,56,Back,,,,,,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485509,10,1,1,0,22,8gw3pgcd0doivaul55q8na9lg,0,55.1,88.8,2023-05-20T10:33:43.678Z,2023-05-20T11:20:46Z,4292325225,141,100.0,4292325227,212,9.0,4292325223,140,57.4,4292325221,56,Left,4292325229,213,1.3,,,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485533,6,5,1,0,22,bcuj94typp0ykv77ijp9wpsve,1,41.9,-1.8,2023-05-20T10:33:44.333Z,2023-05-20T11:27:49Z,4292325299,347,,4292325329,233,11,4292325297,56,Back,,,,,,,,,,,,,,,,68vj95m8a7vmurirk0hr8lboq,A. Corelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485511,11,5,1,0,22,8gw3pgcd0doivaul55q8na9lg,0,58.1,101.8,2023-05-20T10:33:44.333Z,2023-05-20T10:33:47Z,4292325239,347,,4292325353,233,6,4292325237,56,Left,,,,,,,,,,,,,,,,c9y25sxg24aripna871g8x9g4,A. Rigaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485649,7,1,1,0,31,bcuj94typp0ykv77ijp9wpsve,1,43.1,0,2023-05-20T10:33:53.008Z,2023-05-20T10:33:56Z,4292325851,56,Back,4292325859,213,2.5,4292325853,140,28.3,4292325855,141,15.2,4292325857,212,19.0,4292325849,107,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485703,8,1,1,0,34,bcuj94typp0ykv77ijp9wpsve,1,29.7,18.9,2023-05-20T10:33:56.431Z,2023-05-20T10:34:02Z,4292326099,140,27.8,4292326097,56,Back,4292326105,213,1.6,4292326103,212,28.6,4292326101,141,60.8,,,,,,,,,,4rxi67te6h5sfv95cxs2gmynd,L. Golob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485731,9,1,1,0,40,bcuj94typp0ykv77ijp9wpsve,1,31.8,69.4,2023-05-20T10:34:02.255Z,2023-05-20T10:34:06Z,4292326203,141,97.2,4292326201,140,36.8,4292326205,212,19.6,4292326207,213,1.3,4292326199,56,Back,,,,,,,,,,4xlf56csffamnnw04mba3wpw4,A. Passeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485777,10,1,1,0,44,bcuj94typp0ykv77ijp9wpsve,1,38.2,96,2023-05-20T10:34:06.112Z,2023-05-20T10:34:12Z,4292326425,141,80.8,4292326427,212,18.8,4292326423,140,53.2,4292326429,213,5.7,4292326421,56,Left,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485781,11,4,1,0,48,bcuj94typp0ykv77ijp9wpsve,1,49.3,82.4,2023-05-20T10:34:10.527Z,2023-05-20T10:34:13Z,4292326447,152,,4292326445,56,Back,4292326439,13,,4292326449,286,,4292326443,294,,4292326485,233,12,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485785,12,4,1,0,48,8gw3pgcd0doivaul55q8na9lg,0,50.7,17.6,2023-05-20T10:34:10.528Z,2023-05-20T10:34:20Z,4292326459,13,,4292326463,56,Right,4292326461,294,,4292326467,285,,4292326465,152,,4292326497,233,11,,,,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485905,12,1,1,1,0,bcuj94typp0ykv77ijp9wpsve,1,47.9,79.3,2023-05-20T10:34:21.743Z,2023-05-20T10:34:29Z,4292327061,212,29.2,4292327063,213,4.4,4292327053,152,,4292327059,141,38.9,4292327051,5,,4292327057,140,38.4,4292327055,56,Back,,,,4xlf56csffamnnw04mba3wpw4,A. Passeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485935,13,1,1,1,7,bcuj94typp0ykv77ijp9wpsve,1,43.3,43.9,2023-05-20T10:34:28.976Z,2023-05-20T10:34:32Z,4292327207,141,83.8,4292327203,140,72.0,4292327211,212,40.5,4292327213,213,0.7,4292327195,155,,4292327199,56,Left,4292327217,1,,,,,4rxi67te6h5sfv95cxs2gmynd,L. Golob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485939,14,1,1,1,10,bcuj94typp0ykv77ijp9wpsve,0,72,83.8,2023-05-20T10:34:32.144Z,2023-05-20T10:34:33Z,4292327245,141,62.6,4292327247,212,16.2,4292327243,140,79.1,4292327249,213,5.2,4292327241,56,Center,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485947,13,12,1,1,12,8gw3pgcd0doivaul55q8na9lg,1,22.7,35.1,2023-05-20T10:34:33.696Z,2023-05-20T10:34:34Z,4292327315,167,,4292327295,141,0.0,4292327297,212,28.9,4292327299,213,5.2,4292327291,56,Back,4292327293,140,36.1,,,,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485949,14,5,1,1,12,8gw3pgcd0doivaul55q8na9lg,0,35.7,-1.8,2023-05-20T10:34:34.189Z,2023-05-20T10:34:37Z,4292327303,347,,4292327301,56,Back,4292327409,233,15,,,,,,,,,,,,,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551485971,15,5,1,1,12,bcuj94typp0ykv77ijp9wpsve,1,64.3,101.8,2023-05-20T10:34:34.189Z,2023-05-20T11:27:50Z,4292327403,233,14,4292327397,347,,4292327395,56,Left,,,,,,,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486049,16,1,1,1,19,bcuj94typp0ykv77ijp9wpsve,1,64.3,100,2023-05-20T10:34:41.313Z,2023-05-20T10:34:46Z,4292327799,140,37.8,4292327795,107,,4292327797,56,Back,4292327801,141,77.0,4292327803,212,32.3,4292327807,1,,4292327805,213,3.7,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486071,17,1,1,1,25,bcuj94typp0ykv77ijp9wpsve,1,38.1,70.5,2023-05-20T10:34:46.849Z,2023-05-20T10:34:50Z,4292327941,212,19.7,4292327937,140,37.4,4292327935,56,Back,4292327943,213,4.7,4292327939,141,41.5,,,,,,,,,,4xlf56csffamnnw04mba3wpw4,A. Passeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486083,18,1,1,1,28,bcuj94typp0ykv77ijp9wpsve,1,40,36.6,2023-05-20T10:34:50.305Z,2023-05-20T10:34:51Z,4292328005,212,20.1,4292328007,213,6.3,4292328003,141,35.8,4292328001,140,59.1,4292327999,56,Center,,,,,,,,,,4rxi67te6h5sfv95cxs2gmynd,L. Golob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486097,19,1,1,1,30,bcuj94typp0ykv77ijp9wpsve,1,59.1,35.8,2023-05-20T10:34:51.730Z,2023-05-20T10:34:54Z,4292328067,212,18.6,4292328065,141,36.7,4292328063,140,41.4,4292328061,56,Back,4292328069,213,3.1,,,,,,,,,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486127,20,1,1,1,32,bcuj94typp0ykv77ijp9wpsve,1,41.9,38,2023-05-20T10:34:54.385Z,2023-05-20T10:34:58Z,4292328215,213,1.2,4292328217,1,,4292328211,141,86.2,4292328213,212,35.6,4292328209,140,55.2,4292328207,56,Left,4292328205,155,,,,,4rxi67te6h5sfv95cxs2gmynd,L. Golob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486177,21,1,1,1,36,bcuj94typp0ykv77ijp9wpsve,1,55.4,86.9,2023-05-20T10:34:58.097Z,2023-05-20T10:35:03Z,4292328437,213,0.5,4292328435,212,13.2,4292328431,140,66.2,4292328429,56,Left,4292328433,141,96.9,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486225,22,1,1,1,41,bcuj94typp0ykv77ijp9wpsve,1,66.2,83.5,2023-05-20T10:35:02.914Z,2023-05-20T10:35:08Z,4292328649,56,Left,4292328655,212,10.4,4292328657,213,0.3,4292328653,141,88.0,4292328651,140,75.7,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486229,23,4,1,1,45,bcuj94typp0ykv77ijp9wpsve,1,74,88.3,2023-05-20T10:35:07.458Z,2023-05-20T10:35:12Z,4292328671,56,Left,4292328673,152,,4292328675,265,,4292328677,286,,4292328669,13,,4292328721,233,15,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486243,15,4,1,1,45,8gw3pgcd0doivaul55q8na9lg,0,26,11.7,2023-05-20T10:35:07.459Z,2023-05-20T10:35:17Z,4292328711,285,,4292328777,233,23,4292328703,13,,4292328709,265,,4292328705,56,Back,4292328707,152,,,,,,,,c9y25sxg24aripna871g8x9g4,A. Rigaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486467,24,1,1,2,24,bcuj94typp0ykv77ijp9wpsve,1,73.5,83.5,2023-05-20T10:35:45.731Z,2023-05-20T10:35:48Z,4292329887,5,,4292329889,152,,4292329897,212,13.1,4292329895,141,67.0,4292329893,140,79.9,4292329899,213,5.3,4292329891,56,Center,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486491,25,1,1,2,27,bcuj94typp0ykv77ijp9wpsve,1,79.9,67,2023-05-20T10:35:48.851Z,2023-05-20T10:35:50Z,4292329975,212,11.7,4292329971,140,89.9,4292329979,213,0.5,4292329973,141,74.7,4292329969,56,Center,,,,,,,,,,4xlf56csffamnnw04mba3wpw4,A. Passeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486501,26,1,1,2,29,bcuj94typp0ykv77ijp9wpsve,0,89.9,74.7,2023-05-20T10:35:50.659Z,2023-05-20T10:35:51Z,4292330033,213,4.6,4292330029,141,53.4,4292330031,212,14.5,4292330025,56,Center,4292330027,140,88.8,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486477,16,8,1,2,29,8gw3pgcd0doivaul55q8na9lg,1,15.2,35.9,2023-05-20T10:35:50.714Z,2023-05-20T11:28:24Z,4292329929,56,Back,,,,,,,,,,,,,,,,,,,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486513,27,15,1,2,31,bcuj94typp0ykv77ijp9wpsve,1,86.4,63.3,2023-05-20T10:35:52.771Z,2023-05-20T10:37:50Z,4292330855,230,99.0,4292330093,56,Center,4292330091,64,,4292330845,103,16.7,4292330857,231,51.6,4292330347,24,,4292330349,20,,4292330853,147,59.8,4xlf56csffamnnw04mba3wpw4,A. Passeri,4292330851,146,89.9,4292330847,328,4292330843,102,51.4,4292330359,233,17,4292330837,78,4292330353,82,4292330849,458,,,,,,,,,,,,,,,
2551486521,17,10,1,2,31,8gw3pgcd0doivaul55q8na9lg,1,11.3,43.7,2023-05-20T10:35:52.871Z,2023-05-20T10:36:00Z,4292330133,56,Back,4292330363,233,27,4292330131,94,,,,,,,,,,,,,,,,,5snw4b4ndo6hus8hpxq9q19lh,C. Cecotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486535,18,6,1,2,32,8gw3pgcd0doivaul55q8na9lg,0,12.4,40.2,2023-05-20T10:35:53.748Z,2023-05-20T11:27:46Z,4292330185,56,Back,4292330213,233,28,4292330187,73,,,,,,,,,,,,,,,,,5snw4b4ndo6hus8hpxq9q19lh,C. Cecotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486529,28,6,1,2,32,bcuj94typp0ykv77ijp9wpsve,1,87.6,59.8,2023-05-20T10:35:53.748Z,2023-05-20T10:35:55Z,4292330169,73,,4292330203,233,18,4292330165,56,Center,,,,,,,,,,,,,,,,4xlf56csffamnnw04mba3wpw4,A. Passeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486671,29,1,1,2,53,bcuj94typp0ykv77ijp9wpsve,0,99.5,99.5,2023-05-20T10:36:15.141Z,2023-05-20T10:36:16Z,4292330977,140,93.4,4292330975,56,Center,4292330985,1,,4292330981,212,39.5,4292330973,225,,4292330983,213,4.5,4292330971,155,,4292330979,141,42.2,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,4292330967,2,,4292330969,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486681,19,12,1,2,55,8gw3pgcd0doivaul55q8na9lg,1,10.4,54.3,2023-05-20T10:36:17.602Z,2023-05-20T10:39:29Z,4292331027,140,30.8,4292331025,56,Back,4292331031,212,35.2,4292331029,141,95.4,4292331047,15,,4292331033,213,0.9,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486745,30,1,1,3,1,bcuj94typp0ykv77ijp9wpsve,0,82.7,9.1,2023-05-20T10:36:23.189Z,2023-05-20T10:36:42Z,4292331331,56,Center,4292331339,213,1.7,4292331333,140,80.8,4292331335,141,30.9,4292331337,212,15.0,,,,,,,,,,dejb47luo9o523wl9fm9yncgl,D. Novellino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486747,20,8,1,3,3,8gw3pgcd0doivaul55q8na9lg,1,30.4,73.8,2023-05-20T10:36:25.043Z,2023-05-20T10:36:25Z,4292331341,56,Back,,,,,,,,,,,,,,,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486773,31,1,1,3,4,bcuj94typp0ykv77ijp9wpsve,0,78,27.3,2023-05-20T10:36:26.469Z,2023-05-20T10:36:28Z,4292331427,140,90.1,4292331435,213,5.9,4292331425,56,Right,4292331433,212,13.8,4292331429,141,19.2,,,,,,,,,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486787,21,49,1,3,8,8gw3pgcd0doivaul55q8na9lg,1,12.9,88.7,2023-05-20T10:36:29.666Z,2023-05-20T10:39:30Z,,,,,,,,,,,,,,,,,,,,,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486853,22,1,1,3,10,8gw3pgcd0doivaul55q8na9lg,0,10.8,92,2023-05-20T10:36:31.667Z,2023-05-20T11:28:44Z,4292331791,213,6.0,4292331783,56,Back,4292331781,155,,4292331789,212,27.2,4292331785,140,35.7,4292331787,141,81.0,,,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486865,32,8,1,3,12,bcuj94typp0ykv77ijp9wpsve,1,71.1,10.1,2023-05-20T10:36:34.237Z,2023-05-20T11:28:30Z,4292331855,56,Right,,,,,,,,,,,,,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486941,23,5,1,3,13,8gw3pgcd0doivaul55q8na9lg,1,23.7,101.7,2023-05-20T10:36:35.090Z,2023-05-20T10:36:48Z,4292332239,56,Back,4292332247,233,33,4292332241,347,,,,,,,,,,,,,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486871,33,5,1,3,13,bcuj94typp0ykv77ijp9wpsve,0,76.3,-1.7,2023-05-20T10:36:35.090Z,2023-05-20T11:27:50Z,4292331911,347,,4292332251,233,23,4292331909,56,Right,,,,,,,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486945,24,1,1,3,26,8gw3pgcd0doivaul55q8na9lg,1,26.5,100,2023-05-20T10:36:48.419Z,2023-05-20T10:39:32Z,4292332517,189,,4292332297,141,88.4,4292332295,140,32.5,4292332291,107,,4292332299,212,11.2,4292332301,213,5.3,4292332293,56,Back,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551486951,25,61,1,3,28,8gw3pgcd0doivaul55q8na9lg,1,32.1,87,2023-05-20T10:36:50.027Z,2023-05-20T11:28:27Z,4292332443,189,,4292332327,56,Back,,,,,,,,,,,,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
