id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2475281825,1,34,16,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2022-10-22T11:38:51.755Z,2022-10-22T12:29:19Z,3861442593,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861669361,197,8185,3861442581,30,"66cgzmlvygqqgb8vrv380c4bt, 7um4xb0p8zr4o11lsyd9n0hqt, 45bi84zkhqhvgs9v3rtgj06ol, 8aglulhb1aof871k1z7exuvo5, 3qnkvefimj0i4kl78jucipnf9, djh9uya9vanxsyfgpt1rc4yqx, 3dftc6lswgfgb4xoju4xb2xg5, 89l4376fhyf32a6tdjou6zqw9, 7lt5as8r1xms7ujjgt7pynl5, 8gowfvsn9a69nyzppubue2d3p, 40sizsfd9vaym7yvwpvohu415, 8f64tianoo4mc7t1lyz6acqtx, aat1vixi4qu8bmxtw45maqytx, 6alny8atonddyhmltw3dgo1d5, ccy7sflcnyiaf9c9j4c9p92ax, 3ypl97rrz80zb454kq039yuol, bdsv3kql5t6sw5ed2gsxmz2eh, 2olepm49g7zzyez2o3kgw7gtl, 4zwebuh423xgcroy4rmd5r3rp, 6cs8qwc1exex8ik9w3nejnkyd",3861442589,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861442587,130,7,3861442583,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3861442591,194,45bi84zkhqhvgs9v3rtgj06ol,3861442585,59,"1, 5, 3, 8, 32, 12, 7, 21, 9, 2, 22, 10, 13, 15, 19, 23, 33, 38, 71, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475287531,1,34,16,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2022-10-22T11:44:11.425Z,2022-10-22T13:31:29Z,3861668665,197,8206,3861469755,194,8qywmb7vw14hygvzliislo1xx,3861469739,30,"6cazgi9vrmiy7pj7mspkmrnbp, dms6dx6taz2d9wxcgqfk87lk9, 8qywmb7vw14hygvzliislo1xx, cobqvig9w519u0pu924u49045, 5zfwazpzlcnm9r7621wefv8ph, 2nyteuqhg3tvltcdjmivfoyqx, di3hdoveoiv3nwroamxgxd3o5, a6k8vha3qcugelyjo82monahh, yobsx8qzjrdt67z3vbzygd79, 162sfvdvwcsap2r0v4clllqz9, 3f3c49bl4331k4nrrhvq6fu8l, 8kp0hm0mftts0lx42esqbxt5h, 26cvxz862r0s1ckpehvsm1b6d, e14n0cktqewsx0a1q4kev326t, 2l1m95m3ub9ptm0f7no1ylxw5, 5bsuoowi9tkilzmz6vp79n36d, adixpvw9dh994g3pcxqp4aimt, a3q5iykho66l9yamfh83hn7x1, bfikfn06063p4aewwcfcqf5zo, cs74xtly5xmi2vebh3ps8eql0",3861469757,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861469753,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861469743,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3861469751,130,12,3861469747,59,"1, 20, 7, 25, 6, 4, 11, 8, 9, 18, 10, 3, 15, 17, 19, 26, 27, 32, 36, 93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475327839,2,32,1,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2022-10-22T12:31:44.736Z,2022-10-22T12:31:52Z,3861679001,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475327831,2,32,1,0,0,7w2y7s7q5r1h1flz9y4sj6xka,1,0,0,2022-10-22T12:31:44.736Z,2022-10-22T12:31:44Z,3861678961,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475327847,3,1,1,0,0,acpt3r9i7hburdteruzc31u96,1,50,50,2022-10-22T12:31:44.836Z,2022-10-22T12:32:17Z,3861679031,56,Back,3861679039,212,15.5,3861679035,141,48.5,3861679043,213,3.2,3861679033,140,35.3,3861679045,279,S,,,,,,,di3hdoveoiv3nwroamxgxd3o5,C. Grimshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475339733,108,1,1,0,1,acpt3r9i7hburdteruzc31u96,1,43.9,45.4,2022-10-22T12:31:45.861Z,2022-10-22T12:44:04Z,3861741427,212,4.0,3861741423,140,40.2,3861741425,141,47.0,3861741429,213,2.9,3861741421,56,Back,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475327971,4,1,1,0,3,acpt3r9i7hburdteruzc31u96,0,35.3,48.5,2022-10-22T12:31:48.196Z,2022-10-22T12:44:08Z,3861679635,141,96.2,3861679637,212,52.8,3861679629,155,,3861679633,140,75.0,3861679631,56,Left,3861679639,213,0.7,3861679641,1,,,,,2nyteuqhg3tvltcdjmivfoyqx,G. Árnadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475327973,3,1,1,0,4,7w2y7s7q5r1h1flz9y4sj6xka,0,22.7,10.6,2022-10-22T12:31:49.268Z,2022-10-22T12:32:04Z,3861679645,140,43.7,3861679649,212,23.6,3861679643,56,Back,3861679651,213,5.9,3861679647,141,0.0,,,,,,,,,,djh9uya9vanxsyfgpt1rc4yqx,M. Lundorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475327981,4,5,1,0,5,7w2y7s7q5r1h1flz9y4sj6xka,0,41.4,-1.4,2022-10-22T12:31:50.021Z,2022-10-22T12:32:01Z,3861679679,56,Back,3861680341,233,5,3861679681,347,,,,,,,,,,,,,,,,,7um4xb0p8zr4o11lsyd9n0hqt,A. Nildén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475328119,5,5,1,0,5,acpt3r9i7hburdteruzc31u96,1,58.6,101.4,2022-10-22T12:31:50.021Z,2022-10-22T13:18:32Z,3861680277,56,Left,3861680309,233,4,3861680281,347,,,,,,,,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
