id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,assist
2501275021,10,1,1,0,49,p2dsrpus5eckpz2h16svaour,1,43.3,65.7,2023-01-28T13:34:12.311Z,2023-01-28T13:34:15Z,3998364323,212,32.5,3998364325,213,3.2,3998364319,140,12.4,3998364327,1,,3998364321,141,64.8,3998364317,56,Back,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275051,11,1,1,0,51,p2dsrpus5eckpz2h16svaour,0,19.5,63.1,2023-01-28T13:34:14.084Z,2023-01-28T14:20:45Z,3998364479,141,64.7,3998364475,56,Back,3998364481,212,22.8,3998364477,140,41.2,3998364483,213,0.0,3998364471,3,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275017,14,49,1,0,52,bcuj94typp0ykv77ijp9wpsve,1,60.9,24.7,2023-01-28T13:34:14.655Z,2023-01-28T13:34:14Z,,,,,,,,,,,,,,,,,,,,,,,,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275077,15,1,1,0,52,bcuj94typp0ykv77ijp9wpsve,1,58.4,35.7,2023-01-28T13:34:15.471Z,2023-01-28T13:34:17Z,3998364587,140,54.5,3998364585,56,Right,3998364591,212,12.8,3998364589,141,17.9,3998364593,213,4.4,,,,,,,,,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275185,16,1,1,0,54,bcuj94typp0ykv77ijp9wpsve,1,54.3,18.6,2023-01-28T13:34:17.247Z,2023-01-28T13:34:21Z,3998365173,141,39.1,3998365177,213,2.7,3998365169,56,Back,3998365175,212,30.5,3998365171,140,28.5,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275249,17,1,1,0,58,bcuj94typp0ykv77ijp9wpsve,1,21.3,38.5,2023-01-28T13:34:21.392Z,2023-01-28T13:34:25Z,3998365525,155,,3998365535,213,1.1,3998365533,212,40.8,3998365529,140,38.2,3998365531,141,92.6,3998365527,56,Back,3998365537,1,,,,,4rxi67te6h5sfv95cxs2gmynd,L. Golob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275325,18,1,1,1,2,bcuj94typp0ykv77ijp9wpsve,1,38.2,90.7,2023-01-28T13:34:25.200Z,2023-01-28T13:34:31Z,3998365903,141,94.2,3998365905,212,38.3,3998365909,1,,3998365899,56,Left,3998365907,213,0.1,3998365901,140,74.6,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275353,19,1,1,1,8,bcuj94typp0ykv77ijp9wpsve,1,49.5,75.4,2023-01-28T13:34:31.311Z,2023-01-28T13:34:33Z,3998366049,213,1.8,3998366045,212,15.3,3998366037,56,Back,3998366039,140,46.9,3998366041,141,97.5,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275375,20,1,1,1,10,bcuj94typp0ykv77ijp9wpsve,0,54,95.7,2023-01-28T13:34:32.975Z,2023-01-28T13:34:34Z,3998366139,213,6.2,3998366135,141,92.9,3998366133,140,72.4,3998366137,212,19.4,3998366131,56,Left,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275415,12,8,1,1,11,p2dsrpus5eckpz2h16svaour,1,35.8,1.9,2023-01-28T13:34:34.421Z,2023-01-28T14:20:50Z,3998366287,56,Back,,,,,,,,,,,,,,,,,,,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275463,13,5,1,1,12,p2dsrpus5eckpz2h16svaour,0,38.6,-1.2,2023-01-28T13:34:35.391Z,2023-01-28T13:39:26Z,3998366709,233,21,3998366587,347,,3998366585,56,Back,,,,,,,,,,,,,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275483,21,5,1,1,12,bcuj94typp0ykv77ijp9wpsve,1,61.4,101.2,2023-01-28T13:34:35.391Z,2023-01-28T13:34:40Z,3998366675,347,,3998366683,233,13,3998366673,56,Left,,,,,,,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275525,22,1,1,1,17,bcuj94typp0ykv77ijp9wpsve,1,60.4,100,2023-01-28T13:34:40.447Z,2023-01-28T13:34:44Z,3998366873,213,5.6,3998366875,1,,3998366867,140,77.5,3998366871,212,22.4,3998366869,141,81.9,3998366863,107,,3998366865,56,Left,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275613,23,1,1,1,21,bcuj94typp0ykv77ijp9wpsve,1,72.2,79.5,2023-01-28T13:34:44.016Z,2023-01-28T13:34:48Z,3998367377,141,88.2,3998367381,213,0.7,3998367379,212,8.7,3998367375,140,78.3,3998367373,56,Left,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275615,24,50,1,1,25,bcuj94typp0ykv77ijp9wpsve,1,82.8,89.8,2023-01-28T13:34:48.468Z,2023-01-28T13:34:50Z,3998367397,56,Left,3998367399,286,,3998367501,233,14,,,,,,,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275625,14,7,1,1,25,p2dsrpus5eckpz2h16svaour,1,17.2,10.2,2023-01-28T13:34:48.469Z,2023-01-28T13:34:49Z,3998367421,56,Back,3998367457,233,24,3998367425,285,,,,,,,,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275629,15,49,1,1,26,p2dsrpus5eckpz2h16svaour,1,16.4,8.2,2023-01-28T13:34:49.046Z,2023-01-28T13:34:49Z,,,,,,,,,,,,,,,,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275667,16,1,1,1,27,p2dsrpus5eckpz2h16svaour,1,16.3,8.6,2023-01-28T13:34:49.555Z,2023-01-28T13:34:51Z,3998367659,212,19.2,3998367655,140,34.6,3998367653,56,Back,3998367657,141,8.6,3998367661,213,0,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275683,17,1,1,1,29,p2dsrpus5eckpz2h16svaour,0,36.9,8.8,2023-01-28T13:34:51.559Z,2023-01-28T13:34:52Z,3998367727,140,33.2,3998367725,56,Back,3998367733,213,2.5,3998367729,141,13.4,3998367731,212,5.0,,,,,,,,,,79abiotlhtb5edjedx8oqjysp,A. Jóhannsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275677,25,1,1,1,29,bcuj94typp0ykv77ijp9wpsve,1,69.1,82.4,2023-01-28T13:34:51.679Z,2023-01-28T13:34:52Z,3998367697,56,Left,3998367703,212,13.3,3998367705,213,2.6,3998367699,140,58.1,3998367701,141,92.0,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275733,26,1,1,1,29,bcuj94typp0ykv77ijp9wpsve,1,58.1,91.8,2023-01-28T13:34:52.480Z,2023-01-28T13:34:56Z,3998367961,140,76.6,3998367967,213,0.1,3998367959,56,Left,3998367963,141,94.5,3998367965,212,19.5,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275793,27,1,1,1,33,bcuj94typp0ykv77ijp9wpsve,1,70.8,82.2,2023-01-28T13:34:56.080Z,2023-01-28T13:35:19Z,3998368297,213,4.6,3998368283,56,Center,3998368289,141,44.5,3998368293,212,25.8,3998370279,210,15,3998368287,140,67.9,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275803,28,15,1,1,37,bcuj94typp0ykv77ijp9wpsve,1,72.3,57.6,2023-01-28T13:34:59.744Z,2023-01-28T13:35:19Z,3998368337,18,,3998370309,147,53.8,3998370303,103,19,3998370301,102,48.8,3998369631,233,18,3998368339,56,Center,3998370295,29,,3998369593,82,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,3998370307,146,84.3,3998368335,22,3998370293,78,3998370311,230,97.1,3998370297,55,27,3998370305,215,3998369587,20,3998370313,231,50.4,,,,,,,,,,
2501275861,18,10,1,1,37,p2dsrpus5eckpz2h16svaour,1,20,40.9,2023-01-28T13:34:59.844Z,2023-01-28T13:35:13Z,3998369669,233,28,3998368663,56,Back,3998368659,94,,,,,,,,,,,,,,,,,adixpvw9dh994g3pcxqp4aimt,L. Tucceri Cimini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275845,29,61,1,1,39,bcuj94typp0ykv77ijp9wpsve,0,86.6,40.3,2023-01-28T13:35:02.496Z,2023-01-28T13:35:02Z,3998368605,56,Center,,,,,,,,,,,,,,,,,,,,,,33fdo0axm0x7s88xj3br3xt61,Verena Amorim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275881,19,49,1,1,41,p2dsrpus5eckpz2h16svaour,1,14.9,48.1,2023-01-28T13:35:04.443Z,2023-01-28T13:35:04Z,,,,,,,,,,,,,,,,,,,,,,,,,adixpvw9dh994g3pcxqp4aimt,L. Tucceri Cimini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275917,20,12,1,1,43,p2dsrpus5eckpz2h16svaour,1,13.9,45.2,2023-01-28T13:35:05.661Z,2023-01-28T13:35:07Z,3998369023,140,0.0,3998369031,212,29.1,3998369129,167,,3998369021,56,Back,3998369037,213,2.1,3998369027,141,81.1,,,,,,,adixpvw9dh994g3pcxqp4aimt,L. Tucceri Cimini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275929,21,6,1,1,44,p2dsrpus5eckpz2h16svaour,0,0,84.5,2023-01-28T13:35:06.879Z,2023-01-28T13:35:25Z,3998369069,73,,3998369067,56,Back,3998370997,233,30,,,,,,,,,,,,,,,,adixpvw9dh994g3pcxqp4aimt,L. Tucceri Cimini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501275957,30,6,1,1,44,bcuj94typp0ykv77ijp9wpsve,1,100,15.5,2023-01-28T13:35:06.879Z,2023-01-28T13:39:29Z,3998370931,75,,3998369215,56,Right,3998370969,233,21,,,,,,,,,,,,,,,,33fdo0axm0x7s88xj3br3xt61,Verena Amorim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501276633,31,1,1,2,9,bcuj94typp0ykv77ijp9wpsve,1,99.5,0.8,2023-01-28T13:35:31.921Z,2023-01-28T13:35:44Z,3998372581,56,Left,3998372579,225,,3998372573,2,,3998372587,212,62.1,3998372575,6,,3998372589,213,2.0,3998372591,1,,3998372577,155,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,3998372583,140,73.1,3998372585,141,,,,,,,,,,,,,,,,82.6,,,,,,,,,
2501276641,32,61,1,2,21,bcuj94typp0ykv77ijp9wpsve,0,75.4,88.2,2023-01-28T13:35:44.385Z,2023-01-28T13:35:44Z,3998372619,56,Left,,,,,,,,,,,,,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501276667,22,49,1,2,22,p2dsrpus5eckpz2h16svaour,1,16.6,9.1,2023-01-28T13:35:45.381Z,2023-01-28T13:35:45Z,,,,,,,,,,,,,,,,,,,,,,,,,cosxbigh37xkponybzlgrg0dl,M. Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501276723,23,1,1,2,23,p2dsrpus5eckpz2h16svaour,1,25.6,8.6,2023-01-28T13:35:45.963Z,2023-01-28T13:35:48Z,3998372949,56,Back,3998372953,141,13.5,3998372955,212,19.4,3998372951,140,7.4,3998372957,213,3.0,,,,,,,,,,cosxbigh37xkponybzlgrg0dl,M. Catena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501276739,24,1,1,2,25,p2dsrpus5eckpz2h16svaour,0,7.4,13.5,2023-01-28T13:35:47.935Z,2023-01-28T13:35:48Z,3998373035,212,44.0,3998373029,56,Back,3998373033,141,5.9,3998373039,1,,3998373037,213,6.2,3998373027,155,,3998373031,140,49.0,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501276783,33,1,1,2,27,bcuj94typp0ykv77ijp9wpsve,0,56.3,90.5,2023-01-28T13:35:49.841Z,2023-01-28T13:35:51Z,3998373273,141,94.1,3998373275,212,19.0,3998373267,3,,3998373277,213,0.1,3998373269,56,Left,3998373271,140,74.2,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501276819,25,1,1,2,28,p2dsrpus5eckpz2h16svaour,0,36.2,5,2023-01-28T13:35:51.062Z,2023-01-28T14:20:58Z,3998373471,141,0.0,3998373465,157,,3998373477,1,,3998373469,140,38.1,3998373467,56,Back,3998373473,212,5.0,3998373475,213,5.1,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501276823,26,5,1,2,29,p2dsrpus5eckpz2h16svaour,0,37.8,-1.6,2023-01-28T13:35:52.401Z,2023-01-28T13:39:26Z,3998373493,347,,3998374353,233,34,3998373491,56,Back,,,,,,,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501276971,34,5,1,2,29,bcuj94typp0ykv77ijp9wpsve,1,62.2,101.6,2023-01-28T13:35:52.401Z,2023-01-28T13:36:03Z,3998374325,233,26,3998374289,56,Left,3998374291,347,,,,,,,,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
