id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist,qualifier/12/value,qualifier/9/value,qualifier/14/value,qualifier/16/value
2487742067,8,61,1,0,8,acpt3r9i7hburdteruzc31u96,1,76.5,86.6,2022-11-26T13:32:30.141Z,2022-11-26T13:32:30Z,3926941043,56,Left,,,,,,,,,,,,,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742081,9,1,1,0,10,acpt3r9i7hburdteruzc31u96,0,69,97.7,2022-11-26T13:32:31.902Z,2022-11-26T13:32:32Z,3926941089,141,95.7,3926941091,212,4.9,3926941085,56,Left,3926941087,140,73.5,3926941093,213,6.0,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742077,5,49,1,0,10,p2dsrpus5eckpz2h16svaour,1,28.6,2.2,2022-11-26T13:32:32.138Z,2022-11-26T13:32:32Z,,,,,,,,,,,,,,,,,,,,,,,,,6mvj0jfbicvwt296r6wuqajca,M. Monnecchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742089,6,1,1,0,11,p2dsrpus5eckpz2h16svaour,1,30.6,8.9,2022-11-26T13:32:33.050Z,2022-11-26T13:32:34Z,3926941123,212,17.2,3926941121,141,26.4,3926941119,140,42.4,3926941117,56,Back,3926941125,213,0.8,,,,,,,,,,6mvj0jfbicvwt296r6wuqajca,M. Monnecchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742091,7,43,1,0,13,p2dsrpus5eckpz2h16svaour,1,0,0,2022-11-26T13:32:34.842Z,2022-11-26T13:32:59Z,3926941133,141,11.4,3926941813,144,1,3926941135,212,13.3,3926941129,56,Back,3926941137,213,4.0,3926941141,156,0,3926941131,140,34.3,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742097,8,4,1,0,13,p2dsrpus5eckpz2h16svaour,1,44.7,28.3,2022-11-26T13:32:35.281Z,2022-11-26T13:33:02Z,3926941291,286,,3926941287,294,,3926941161,56,Back,3926941289,152,,3926941419,233,10,3926941285,13,,,,,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742137,10,4,1,0,13,acpt3r9i7hburdteruzc31u96,0,55.3,71.7,2022-11-26T13:32:35.282Z,2022-11-26T13:37:07Z,3926941375,13,,3926941381,152,,3926941379,56,Center,3926941435,233,8,3926941377,294,,3926941383,285,,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742285,9,1,1,0,50,p2dsrpus5eckpz2h16svaour,0,43,28.8,2022-11-26T13:33:12.394Z,2022-11-26T13:35:18Z,3926942251,140,75.2,3926942257,213,0.5,3926942243,5,,3926942249,56,Center,3926942245,155,,3926942357,1,,3926942255,212,39.0,3926942247,152,,cnvii81lylt9gcn9iox9lkvdh,S. Breitner,3926942253,141,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742309,11,44,1,0,53,acpt3r9i7hburdteruzc31u96,1,27.9,42.4,2022-11-26T13:33:15.453Z,2022-11-26T13:33:16Z,3926942389,285,,3926942387,56,Back,3926942409,233,10,,,,,,,,,,,,,,,,2nyteuqhg3tvltcdjmivfoyqx,G. Árnadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742313,10,44,1,0,53,p2dsrpus5eckpz2h16svaour,0,72.1,57.6,2022-11-26T13:33:15.454Z,2022-11-26T13:33:17Z,3926942419,233,11,3926942395,56,Center,3926942397,286,,,,,,,,,,,,,,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742327,12,1,1,0,54,acpt3r9i7hburdteruzc31u96,1,30.8,42.8,2022-11-26T13:33:15.949Z,2022-11-26T13:33:18Z,3926942479,213,5.0,3926942469,3,,3926942475,141,27.6,3926942473,140,34.2,3926942471,56,Back,3926942477,212,10.9,,,,,,,2nyteuqhg3tvltcdjmivfoyqx,G. Árnadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742329,13,50,1,0,55,acpt3r9i7hburdteruzc31u96,1,31.8,38.4,2022-11-26T13:33:17.320Z,2022-11-26T13:33:19Z,3926942493,233,11,3926942487,285,,3926942485,56,Back,,,,,,,,,,,,,,,,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742321,11,7,1,0,55,p2dsrpus5eckpz2h16svaour,1,68.2,61.6,2022-11-26T13:33:17.321Z,2022-11-26T14:23:19Z,3926942451,286,,3926942489,233,13,3926942449,56,Center,,,,,,,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742337,12,1,1,0,58,p2dsrpus5eckpz2h16svaour,1,74.8,41.9,2022-11-26T13:33:20.251Z,2022-11-26T13:33:21Z,3926942549,141,12.9,3926942545,56,Right,3926942547,140,79.7,3926942553,213,5.0,3926942551,212,20.4,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742341,13,1,1,0,59,p2dsrpus5eckpz2h16svaour,0,80.2,18.8,2022-11-26T13:33:21.290Z,2022-11-26T13:33:22Z,3926942573,141,44.5,3926942571,140,80.9,3926942569,56,Center,3926942575,212,17.5,3926942577,213,1.5,,,,,,,,,,6mvj0jfbicvwt296r6wuqajca,M. Monnecchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742353,14,49,1,1,2,acpt3r9i7hburdteruzc31u96,1,21.7,57.5,2022-11-26T13:33:23.613Z,2022-11-26T13:33:23Z,,,,,,,,,,,,,,,,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742367,15,1,1,1,2,acpt3r9i7hburdteruzc31u96,1,19.1,59.7,2022-11-26T13:33:24.189Z,2022-11-26T13:33:26Z,3926942733,141,89.6,3926942735,212,21.9,3926942729,56,Back,3926942737,213,1.9,3926942731,140,11.4,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742375,16,1,1,1,5,acpt3r9i7hburdteruzc31u96,0,12,96.6,2022-11-26T13:33:26.605Z,2022-11-26T13:33:29Z,3926942783,141,95.3,3926942785,212,50.2,3926942789,1,,3926942777,155,,3926942779,56,Left,3926942787,213,6.3,3926942781,140,59.8,,,,2nyteuqhg3tvltcdjmivfoyqx,G. Árnadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742385,14,49,1,1,8,p2dsrpus5eckpz2h16svaour,1,37,5,2022-11-26T13:33:30.378Z,2022-11-26T13:34:46Z,,,,,,,,,,,,,,,,,,,,,,,,,cnvii81lylt9gcn9iox9lkvdh,S. Breitner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742403,15,1,1,1,9,p2dsrpus5eckpz2h16svaour,0,37,5,2022-11-26T13:33:30.906Z,2022-11-26T13:34:45Z,3926942941,157,,3926942947,141,22.5,3926942953,1,,3926942949,212,25.2,3926942945,140,58.2,3926942951,213,0.5,3926942943,56,Center,,,,cnvii81lylt9gcn9iox9lkvdh,S. Breitner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742459,17,1,1,1,14,acpt3r9i7hburdteruzc31u96,1,55.5,89.4,2022-11-26T13:33:35.853Z,2022-11-26T13:33:39Z,3926943257,212,6.5,3926943255,141,95.7,3926943251,56,Left,3926943259,213,0.7,3926943253,140,60.1,,,,,,,,,,8sb5yv5enqvr8bemx86jxc2j9,M. Mascarello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742463,18,1,1,1,18,acpt3r9i7hburdteruzc31u96,0,68.3,96,2022-11-26T13:33:39.757Z,2022-11-26T13:33:40Z,3926943273,212,4.7,3926943267,56,Left,3926943275,213,5.0,3926943269,140,69.6,3926943271,141,89.4,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742491,16,8,1,1,19,p2dsrpus5eckpz2h16svaour,1,28,12.3,2022-11-26T13:33:41.386Z,2022-11-26T13:33:54Z,3926943337,56,Back,,,,,,,,,,,,,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742515,17,49,1,1,22,p2dsrpus5eckpz2h16svaour,1,25.3,2.6,2022-11-26T13:33:43.808Z,2022-11-26T13:33:43Z,,,,,,,,,,,,,,,,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742521,18,1,1,1,22,p2dsrpus5eckpz2h16svaour,1,24.1,3.4,2022-11-26T13:33:44.298Z,2022-11-26T13:33:45Z,3926943465,56,Back,3926943469,141,5.2,3926943473,213,3.0,3926943467,140,14.9,3926943471,212,9.7,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742525,19,1,1,1,24,p2dsrpus5eckpz2h16svaour,0,17.5,3.4,2022-11-26T13:33:45.769Z,2022-11-26T13:33:46Z,3926943497,213,0.3,3926943495,212,4.0,3926943491,140,21.1,3926943489,56,Back,3926943493,141,5.2,,,,,,,,,,1d0us90tod393omtmaft90b11,K. Eržen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742537,20,50,1,1,27,p2dsrpus5eckpz2h16svaour,1,32.4,4.7,2022-11-26T13:33:49.370Z,2022-11-26T13:33:52Z,3926943683,233,19,3926943555,285,,3926943553,56,Back,,,,,,,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742557,19,7,1,1,27,acpt3r9i7hburdteruzc31u96,1,67.6,95.3,2022-11-26T13:33:49.371Z,2022-11-26T13:33:52Z,3926943673,286,,3926943671,56,Left,3926943679,233,20,3926943669,167,,,,,,,,,,,,,,di3hdoveoiv3nwroamxgxd3o5,C. Grimshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742559,20,5,1,1,28,acpt3r9i7hburdteruzc31u96,0,69,101.7,2022-11-26T13:33:49.689Z,2022-11-26T13:37:08Z,3926943783,233,21,3926943677,347,,3926943675,56,Left,,,,,,,,,,,,,,,,di3hdoveoiv3nwroamxgxd3o5,C. Grimshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742571,21,5,1,1,28,p2dsrpus5eckpz2h16svaour,1,31,-1.7,2022-11-26T13:33:49.689Z,2022-11-26T13:33:54Z,3926943743,347,,3926943757,233,20,3926943741,56,Back,,,,,,,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742657,22,1,1,1,39,p2dsrpus5eckpz2h16svaour,1,34,0,2022-11-26T13:34:01.529Z,2022-11-26T13:34:03Z,3926944193,141,7.1,3926944189,56,Back,3926944195,212,14.7,3926944191,140,46.8,3926944197,213,0.4,3926944187,107,,,,,,,,1d0us90tod393omtmaft90b11,K. Eržen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742673,23,1,1,1,41,p2dsrpus5eckpz2h16svaour,1,39.1,2.9,2022-11-26T13:34:03.546Z,2022-11-26T13:34:06Z,3926944269,56,Back,3926944275,212,16.9,3926944273,141,17.4,3926944271,140,26.0,3926944277,213,2.5,,,,,,,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742681,24,1,1,1,44,p2dsrpus5eckpz2h16svaour,1,25.7,16.8,2022-11-26T13:34:06.265Z,2022-11-26T13:34:19Z,3926944325,213,0.9,3926944317,56,Back,3926944319,140,37.4,3926944321,141,37.6,3926944323,212,18.7,,,,,,,,,,cnvii81lylt9gcn9iox9lkvdh,S. Breitner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742713,25,1,1,1,48,p2dsrpus5eckpz2h16svaour,1,30.5,35.2,2022-11-26T13:34:09.689Z,2022-11-26T13:34:11Z,3926944511,213,3.7,3926944507,141,27.1,3926944503,56,Back,3926944505,140,22.2,3926944509,212,10.3,,,,,,,,,,79abiotlhtb5edjedx8oqjysp,A. Jóhannsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742735,26,1,1,1,49,p2dsrpus5eckpz2h16svaour,1,22.7,31,2022-11-26T13:34:11.193Z,2022-11-26T13:34:14Z,3926944633,141,53.0,3926944635,212,21.3,3926944629,56,Back,3926944631,140,8.3,3926944637,213,2.4,,,,,,,,,,cnvii81lylt9gcn9iox9lkvdh,S. Breitner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742763,27,1,1,1,53,p2dsrpus5eckpz2h16svaour,1,8.6,53.4,2022-11-26T13:34:14.857Z,2022-11-26T13:34:19Z,3926944803,140,17.8,3926944805,141,33.0,3926944809,213,5.3,3926944807,212,16.9,3926944801,56,Back,,,,,,,,,,18ufr5nlyfnnzzbzmqo9ynis5,K. Schroffenegger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742805,28,1,1,1,59,p2dsrpus5eckpz2h16svaour,1,23.5,29.7,2022-11-26T13:34:20.553Z,2022-11-26T13:34:25Z,3926945041,213,5.3,3926945037,212,21.6,3926945033,141,2.9,3926945025,56,Back,3926945029,140,34.6,,,,,,,,,,cnvii81lylt9gcn9iox9lkvdh,S. Breitner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742817,29,1,1,2,3,p2dsrpus5eckpz2h16svaour,0,48.1,28.2,2022-11-26T13:34:24.953Z,2022-11-26T13:34:26Z,3926945103,212,18.9,3926945101,141,52.5,3926945097,56,Center,3926945105,213,1.1,3926945099,140,56.9,,,,,,,,,,1d0us90tod393omtmaft90b11,K. Eržen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742835,21,49,1,2,8,acpt3r9i7hburdteruzc31u96,1,46,46.1,2022-11-26T13:34:29.789Z,2022-11-26T13:34:29Z,,,,,,,,,,,,,,,,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742933,22,1,1,2,8,acpt3r9i7hburdteruzc31u96,1,45.1,43.7,2022-11-26T13:34:30.412Z,2022-11-26T13:34:43Z,3926945743,212,24.7,3926945745,213,5.0,3926945739,140,52.6,3926945741,141,9.2,3926945737,56,Right,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742941,23,1,1,2,21,acpt3r9i7hburdteruzc31u96,1,39.3,8.6,2022-11-26T13:34:43.148Z,2022-11-26T13:34:45Z,3926945773,213,2.6,3926945775,1,,3926945765,56,Back,3926945769,141,35.4,3926945767,140,10.5,3926945771,212,35.3,,,,,,,8sb5yv5enqvr8bemx86jxc2j9,M. Mascarello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742951,24,1,1,2,23,acpt3r9i7hburdteruzc31u96,1,9.3,39.8,2022-11-26T13:34:45.036Z,2022-11-26T13:34:47Z,3926945817,213,1.1,3926945811,140,20.1,3926945813,141,73.2,3926945809,56,Back,3926945815,212,25.4,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742973,25,1,1,2,26,acpt3r9i7hburdteruzc31u96,1,20.4,73.3,2022-11-26T13:34:47.628Z,2022-11-26T13:34:51Z,3926945943,212,19.7,3926945939,140,18.3,3926945945,213,4.6,3926945941,141,44.5,3926945937,56,Back,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742987,26,1,1,2,29,acpt3r9i7hburdteruzc31u96,1,21.4,47,2022-11-26T13:34:51.020Z,2022-11-26T15:23:28Z,3926946025,212,40.9,3926946017,155,,3926946029,1,,3926946023,141,92.1,3926946027,213,0.8,3926946019,56,Back,3926946021,140,47.2,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487742993,27,1,1,2,32,acpt3r9i7hburdteruzc31u96,1,50.8,92.1,2022-11-26T13:34:54.332Z,2022-11-26T13:34:57Z,3926946071,141,97.4,3926946069,140,69.5,3926946075,213,0.2,3926946067,56,Left,3926946073,212,20.0,,,,,,,,,,8kp0hm0mftts0lx42esqbxt5h,S. Thrige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743005,28,1,1,2,35,acpt3r9i7hburdteruzc31u96,1,69.2,97.4,2022-11-26T13:34:56.925Z,2022-11-26T13:34:58Z,3926946163,56,Left,3926946165,140,54.4,3926946167,141,95.1,3926946169,212,15.6,3926946171,213,3.2,,,,,,,,,,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743009,29,1,1,2,36,acpt3r9i7hburdteruzc31u96,1,54.3,95.4,2022-11-26T13:34:58.396Z,2022-11-26T13:35:00Z,3926946199,141,80.5,3926946195,56,Left,3926946197,140,56.3,3926946203,213,4.9,3926946201,212,10.3,,,,,,,,,,8kp0hm0mftts0lx42esqbxt5h,S. Thrige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743031,30,1,1,2,39,acpt3r9i7hburdteruzc31u96,1,55.8,81.8,2022-11-26T13:35:00.556Z,2022-11-26T13:35:05Z,3926946327,141,46.3,3926946329,212,25.8,3926946325,140,64.6,3926946331,213,5.1,3926946323,56,Center,,,,,,,,,,di3hdoveoiv3nwroamxgxd3o5,C. Grimshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487743049,31,1,1,2,43,acpt3r9i7hburdteruzc31u96,1,62.5,36.1,2022-11-26T13:35:05.356Z,2022-11-26T13:35:08Z,3926946409,141,8.5,3926946405,56,Right,3926946413,213,4.9,3926946407,140,66.8,3926946411,212,19.3,,,,,,,,,,8sb5yv5enqvr8bemx86jxc2j9,M. Mascarello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
