id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2521001347,1,34,16,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2023-03-17T16:18:19.265Z,2023-03-17T17:06:51Z,4102469453,30,"18ufr5nlyfnnzzbzmqo9ynis5, 1d0us90tod393omtmaft90b11, adixpvw9dh994g3pcxqp4aimt, 72a3aetghls98os7onhc60vdh, dwmb9deiywwddo0bbnrgw2x91, cnvii81lylt9gcn9iox9lkvdh, ccy7sflcnyiaf9c9j4c9p92ax, 79abiotlhtb5edjedx8oqjysp, e0sh07t0vl714r690gtghfnbp, 4zr1u1gdqagr6e53pnyruywut, 1kmq43pxjjjacnrmcsw2dka1h, e4i408ibyt4r0n7znz46qllka, 1rsv7xi31ffxqpjeaw76t1n8p, cosxbigh37xkponybzlgrg0dl, 7n5xycobojwgk6bq50o4ix0wl, 2va4upf5w45brysw8q9w22gkq, e6yhuu5eu6qpk7gybytdtxqdx, botcpxadt5i04s4p8prbd3dyi, dib3fbzymcfivscevdlqks89h, 162dxb8xc7nwc04nhintw7dn9",4102469459,130,12,4102469463,194,72a3aetghls98os7onhc60vdh,4102469457,59,"1, 16, 27, 5, 34, 6, 91, 88, 15, 87, 8, 4, 7, 10, 11, 19, 20, 21, 24, 33",4102469461,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102469465,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102515689,197,8188,4102469455,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521001797,1,34,16,0,0,5snsl2d1lu2oclbriztdy61d6,1,0,0,2023-03-17T16:21:58.168Z,2023-03-17T17:48:16Z,4102472145,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102472139,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4102472137,30,"ax9lyewa6alv4v3btpwlm4pn9, 4ghj3cp5v817497z1l8k1vw0l, 47n7enqd3bfy0gawlth0a4mhh, f98n454u9g97ngyluh0rd4ut, 19cmbo4cc9cgh10wgotg3s0k5, 8z970w0wmh524aliuxnze5l91, du2oxcctxwk3tpg0imbctjcut, 978grivb05fx65k9zg3g0czxl, e0254ysu7nwqiuku9szuf9wph, 5et546tgrpw51ep3kfbzdyx1x, 31myx78t8pvy886l3g8tsmrit, 1my1q5jn165pnwue7jzoip756, 7ba612p8pdv2fhz19u32js251, 5t9mthxv6kthq6tnntv5q4fdh, a8jqw3uon5yv03m2nvkklnpat, 28y2auuxfuxvvbbds3bwtlskp, 1ec205o2whcblu6h4qz4kw44p, a88knj2ucmiya8qf0sx6d3hwq, 5x729t5j2ldmq4fmlgj1my191, 56hfbfzl1bvpdlb8da5wc9vpx",4102472141,59,"12, 15, 11, 2, 32, 23, 5, 20, 9, 7, 10, 3, 6, 14, 16, 18, 19, 21, 27, 87",4102472147,194,31myx78t8pvy886l3g8tsmrit,4102472143,130,12,4102472149,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102666769,197,8198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521009981,2,32,1,0,0,5snsl2d1lu2oclbriztdy61d6,1,0,0,2023-03-17T17:01:27.180Z,2023-03-17T17:01:29Z,4102520205,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521009973,2,32,1,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2023-03-17T17:01:27.180Z,2023-03-17T17:01:27Z,4102520181,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521010001,3,1,1,0,0,p2dsrpus5eckpz2h16svaour,1,49.8,49.9,2023-03-17T17:01:27.280Z,2023-03-17T17:01:31Z,4102520337,213,3.9,4102520339,279,S,4102520333,141,32.8,4102520329,56,Back,4102520335,212,16.2,4102520331,140,39.0,,,,,,,e0sh07t0vl714r690gtghfnbp,P. Hammarlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521010009,4,1,1,0,3,p2dsrpus5eckpz2h16svaour,1,39,32.8,2023-03-17T17:01:30.936Z,2023-03-17T17:47:14Z,4102520395,212,17.5,4102520391,140,40.2,4102520397,213,4.8,4102520393,141,7.1,4102520389,56,Back,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521010027,5,1,1,0,7,p2dsrpus5eckpz2h16svaour,1,36.7,11.9,2023-03-17T17:01:34.601Z,2023-03-17T17:47:19Z,4102520495,212,15.8,4102520491,140,27.1,4102520497,213,2.3,4102520493,141,29.8,4102520489,56,Back,,,,,,,,,,ccy7sflcnyiaf9c9j4c9p92ax,A. Zamanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521010043,6,1,1,0,8,p2dsrpus5eckpz2h16svaour,1,27.1,29.8,2023-03-17T17:01:35.401Z,2023-03-17T17:01:38Z,4102520573,141,54.0,4102520577,213,1.5,4102520569,56,Back,4102520575,212,16.5,4102520571,140,28.3,,,,,,,,,,1d0us90tod393omtmaft90b11,K. Eržen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521010049,7,1,1,0,10,p2dsrpus5eckpz2h16svaour,1,28.3,54,2023-03-17T17:01:37.946Z,2023-03-17T17:01:39Z,4102520615,140,30.9,4102520621,213,1.4,4102520617,141,79.4,4102520619,212,17.5,4102520613,56,Back,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521010079,8,1,1,0,12,p2dsrpus5eckpz2h16svaour,1,30.9,79.4,2023-03-17T17:01:39.384Z,2023-03-17T17:01:42Z,4102520761,140,24.7,4102520765,212,15.9,4102520763,141,58.1,4102520767,213,4.3,4102520759,56,Back,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
