id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/16/value
2511896221,8,3,1,0,19,bcuj94typp0ykv77ijp9wpsve,0,92.1,83,2023-02-25T13:31:10.785Z,2023-02-25T13:31:16Z,4054266731,56,Left,4054266733,286,,4054267173,233,5,,,,,,,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511896309,5,7,1,0,19,7jaarwfaeewpo3vnfvhc2c665,0,7.9,17,2023-02-25T13:31:10.786Z,2023-02-25T14:21:19Z,4054267141,285,,4054267143,233,8,4054267139,56,Back,,,,,,,,,,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511940035,416,1,1,0,20,7jaarwfaeewpo3vnfvhc2c665,0,2,10.1,2023-02-25T13:31:11.566Z,2023-02-25T14:21:27Z,4054493899,56,Back,4054493901,140,3.0,4054493955,233,9,4054493959,286,,4054493953,236,,4054493905,212,2.7,4054493903,141,6.5,4054493907,213,5.1,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511896313,9,74,1,0,20,bcuj94typp0ykv77ijp9wpsve,1,94.1,86,2023-02-25T13:31:11.567Z,2023-02-25T15:26:13Z,4054267171,56,Left,4054493859,285,,4054493965,233,416,,,,,,,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511896329,6,5,1,0,25,7jaarwfaeewpo3vnfvhc2c665,1,-1.1,21.8,2023-02-25T13:31:16.972Z,2023-02-25T13:31:17Z,4054267247,56,Back,4054267283,233,10,4054267249,346,,,,,,,,,,,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511896333,10,5,1,0,25,bcuj94typp0ykv77ijp9wpsve,0,101.1,78.2,2023-02-25T13:31:16.972Z,2023-02-25T13:35:45Z,4054267311,233,6,4054267267,56,Center,4054267269,346,,,,,,,,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511896821,7,1,1,0,51,7jaarwfaeewpo3vnfvhc2c665,0,5.2,43.1,2023-02-25T13:31:43.530Z,2023-02-25T13:31:50Z,4054269639,56,Back,4054269635,124,,4054269647,213,0.0,4054269645,212,42.2,4054269637,155,,4054269653,74,,4054269649,1,,4054269643,141,44.3,bzctf3ho6wtxhmemreonkho7p,I. Kresche,4054269641,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511896811,11,44,1,0,56,bcuj94typp0ykv77ijp9wpsve,1,56.7,54.8,2023-02-25T13:31:47.905Z,2023-02-25T14:22:06Z,4054269593,286,,4054269721,233,8,4054269591,56,Center,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511896837,8,44,1,0,56,7jaarwfaeewpo3vnfvhc2c665,0,43.3,45.2,2023-02-25T13:31:47.906Z,2023-02-25T13:31:50Z,4054269749,233,11,4054269695,56,Back,4054269697,285,,,,,,,,,,,,,,,,,8vylda616yxfy53t66o4ua162,M. Bellucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511896829,12,1,1,0,56,bcuj94typp0ykv77ijp9wpsve,0,56.6,54.6,2023-02-25T13:31:48.162Z,2023-02-25T13:31:49Z,4054269665,56,Center,4054269669,141,57.2,4054269671,212,9.8,4054269663,3,,4054269667,140,65.8,4054269673,213,0.2,,,,,,,bb1q58ts374m0dgx2afl6gq5m,V. Battelani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511896857,9,61,1,0,59,7jaarwfaeewpo3vnfvhc2c665,0,27.9,38.3,2023-02-25T13:31:51.042Z,2023-02-25T13:31:51Z,4054269809,56,Back,,,,,,,,,,,,,,,,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511896899,13,49,1,1,2,bcuj94typp0ykv77ijp9wpsve,1,67,59.3,2023-02-25T13:31:54.386Z,2023-02-25T14:22:21Z,,,,,,,,,,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511896921,14,1,1,1,3,bcuj94typp0ykv77ijp9wpsve,1,67,59.3,2023-02-25T13:31:54.738Z,2023-02-25T14:22:25Z,4054270035,141,37.6,4054270033,140,72.2,4054270031,56,Center,4054270039,213,5.1,4054270037,212,15.7,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511896951,15,1,1,1,4,bcuj94typp0ykv77ijp9wpsve,1,72.2,37.6,2023-02-25T13:31:55.584Z,2023-02-25T13:31:58Z,4054270167,140,79.5,4054270171,212,19.5,4054270173,213,5.1,4054270169,141,11.3,4054270165,56,Right,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511896979,16,1,1,1,6,bcuj94typp0ykv77ijp9wpsve,0,81.7,11.1,2023-02-25T13:31:58.017Z,2023-02-25T14:22:37Z,4054270317,140,88.8,4054270313,155,,4054270319,141,41.0,4054270321,212,21.7,4054270315,56,Center,4054270311,2,,4054270323,213,1.2,,,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897029,10,12,1,1,8,7jaarwfaeewpo3vnfvhc2c665,1,9.4,59,2023-02-25T13:32:00.258Z,2023-02-25T13:32:03Z,4054270567,140,18.8,4054270573,213,0.4,4054270569,141,64.3,4054270571,212,10.5,4054270565,56,Back,,,,,,,,,,ae23upd2mq9lzptqvyydvfsh5,M. Filangeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897059,11,1,1,1,11,7jaarwfaeewpo3vnfvhc2c665,1,18,61.2,2023-02-25T13:32:02.890Z,2023-02-25T13:32:06Z,4054270717,56,Back,4054270719,140,28.7,4054270725,213,5.2,4054270723,212,23.1,4054270721,141,31.6,,,,,,,,,,8xmxzyft6jgirmjmtokysv9at,R. Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897065,12,49,1,1,14,7jaarwfaeewpo3vnfvhc2c665,1,29.6,31,2023-02-25T13:32:05.898Z,2023-02-25T15:41:26Z,,,,,,,,,,,,,,,,,,,,,,,,,9ihxuqs1v194z96ytkbr6tot1,D. Philtjens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897103,13,1,1,1,15,7jaarwfaeewpo3vnfvhc2c665,1,30.4,24.7,2023-02-25T13:32:07.313Z,2023-02-25T13:32:08Z,4054270897,213,4.0,4054270895,212,12.1,4054270893,141,11.6,4054270885,56,Back,4054270891,140,22.6,,,,,,,,,,8hrg2luo5rmy9njl7a5xd6oyd,S. Mella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897143,14,1,1,1,16,7jaarwfaeewpo3vnfvhc2c665,1,20.8,11.9,2023-02-25T13:32:08.546Z,2023-02-25T13:32:12Z,4054271121,56,Back,4054271133,212,9.2,4054271139,213,1.8,4054271123,140,18.4,4054271127,141,24.9,,,,,,,,,,9ihxuqs1v194z96ytkbr6tot1,D. Philtjens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897267,15,1,1,1,20,7jaarwfaeewpo3vnfvhc2c665,1,18.8,25.8,2023-02-25T13:32:12.274Z,2023-02-25T13:32:21Z,4054271755,213,1.5,4054271743,140,19.3,4054271747,141,43.6,4054271739,56,Back,4054271751,212,12.1,,,,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897325,16,1,1,1,29,7jaarwfaeewpo3vnfvhc2c665,1,25.9,43.3,2023-02-25T13:32:21.282Z,2023-02-25T13:32:24Z,4054272053,213,0.6,4054272045,56,Back,4054272049,141,57.3,4054272047,140,40.4,4054272051,212,18.0,,,,,,,,,,ae23upd2mq9lzptqvyydvfsh5,M. Filangeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897389,17,1,1,1,33,7jaarwfaeewpo3vnfvhc2c665,1,40.8,61.8,2023-02-25T13:32:24.810Z,2023-02-25T13:32:29Z,4054272383,56,Left,4054272389,212,24.9,4054272385,140,53.9,4054272391,213,1.0,4054272387,141,92.4,,,,,,,,,,8xmxzyft6jgirmjmtokysv9at,R. Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897409,18,2,1,1,37,7jaarwfaeewpo3vnfvhc2c665,1,54.6,92.1,2023-02-25T13:32:29.138Z,2023-02-25T13:32:40Z,4054272479,56,Left,4054272483,141,83.6,4054273327,7,2v7svoulkkgzvdeb4e0hw7jyt,4054272489,1,,4054272481,140,87.7,,,,,,,,,,8kyz2zkpdn0wdf1ybpmgd2ay1,B. Brignoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897591,17,55,1,1,37,bcuj94typp0ykv77ijp9wpsve,1,24.8,33.6,2023-02-25T13:32:29.139Z,2023-02-25T14:23:02Z,4054502455,189,,,,,,,,,,,,,,,,,,,,,,,4rxi67te6h5sfv95cxs2gmynd,L. Golob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897777,18,1,1,1,56,bcuj94typp0ykv77ijp9wpsve,1,13.6,29.7,2023-02-25T13:32:48.321Z,2023-02-25T13:32:53Z,4054274307,213,1.6,4054274303,141,69.7,4054274305,212,27.2,4054274299,56,Back,4054274295,5,,4054274301,140,13.5,4054274297,241,,,,,c6wbavw0v5bxajsd2xz7qg1d5,S. Cetinja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897815,19,1,1,2,1,bcuj94typp0ykv77ijp9wpsve,1,22.1,70.6,2023-02-25T13:32:53.281Z,2023-02-25T13:32:56Z,4054274511,56,Back,4054274517,212,15.3,4054274515,141,92.9,4054274513,140,24.2,4054274519,213,1.4,,,,,,,,,,4xlf56csffamnnw04mba3wpw4,A. Passeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897857,20,1,1,2,4,bcuj94typp0ykv77ijp9wpsve,1,24.2,92.9,2023-02-25T13:32:56.560Z,2023-02-25T13:32:58Z,4054274721,56,Left,4054274727,212,31.0,4054274725,141,88.4,4054274723,140,53.6,4054274729,213,6.2,,,,,,,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897863,21,1,1,2,6,bcuj94typp0ykv77ijp9wpsve,1,53.6,88.4,2023-02-25T13:32:58.560Z,2023-02-25T13:32:59Z,4054274749,140,46.2,4054274755,213,3.5,4054274753,212,8.2,4054274751,141,84.7,4054274747,56,Back,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897875,22,1,1,2,7,bcuj94typp0ykv77ijp9wpsve,0,46.2,84.7,2023-02-25T13:32:59.441Z,2023-02-25T13:33:00Z,4054274831,213,6.2,4054274823,56,Left,4054274829,212,8.4,4054274825,140,54.2,4054274827,141,83.6,,,,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897881,19,49,1,2,9,7jaarwfaeewpo3vnfvhc2c665,1,55.1,32.4,2023-02-25T13:33:01.114Z,2023-02-25T13:33:01Z,,,,,,,,,,,,,,,,,,,,,,,,,8vylda616yxfy53t66o4ua162,M. Bellucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511897965,20,1,1,2,10,7jaarwfaeewpo3vnfvhc2c665,1,57.4,35.7,2023-02-25T13:33:01.858Z,2023-02-25T13:33:06Z,4054275289,213,5.9,4054275283,140,93.4,4054275285,141,12.3,4054275287,212,41.0,4054275281,56,Right,4054275291,1,,,,,,,,8vylda616yxfy53t66o4ua162,M. Bellucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511898029,21,1,1,2,14,7jaarwfaeewpo3vnfvhc2c665,1,94.2,15.8,2023-02-25T13:33:06.546Z,2023-02-25T13:33:11Z,4054275661,155,,4054275673,1,,4054275659,2,,4054275667,141,83.2,4054275665,140,86.9,4054275671,213,1.7,4054275663,56,Left,4054275669,212,46.5,8m1zaxpia31zue120389es72t,L. Clelland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511898077,22,1,1,2,19,7jaarwfaeewpo3vnfvhc2c665,1,84.1,83.8,2023-02-25T13:33:11.049Z,2023-02-25T13:33:14Z,4054275929,212,19.8,4054275923,56,Left,4054275925,140,66.3,4054275927,141,93.6,4054275931,213,2.8,,,,,,,,,,8xmxzyft6jgirmjmtokysv9at,R. Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511898089,23,1,1,2,22,7jaarwfaeewpo3vnfvhc2c665,1,65.8,92.9,2023-02-25T13:33:14.194Z,2023-02-25T15:41:43Z,4054276005,141,79.6,4054276009,213,4.9,4054276003,140,67.5,4054276007,212,9.2,4054276001,56,Left,,,,,,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511898191,24,1,1,2,27,7jaarwfaeewpo3vnfvhc2c665,1,67.5,72.1,2023-02-25T13:33:18.666Z,2023-02-25T15:41:44Z,4054276525,141,36.3,4054276529,212,24.3,4054276519,56,Center,4054276531,213,4.7,4054276521,140,68.0,,,,,,,,,,8hrg2luo5rmy9njl7a5xd6oyd,S. Mella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511898247,25,1,1,2,30,7jaarwfaeewpo3vnfvhc2c665,1,68,28.6,2023-02-25T13:33:22.449Z,2023-02-25T13:33:24Z,4054276777,140,60.7,4054276775,56,Center,4054276781,212,15.5,4054276779,141,48.4,4054276783,213,2.1,,,,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511898261,26,1,1,2,33,7jaarwfaeewpo3vnfvhc2c665,1,60.2,49.6,2023-02-25T13:33:24.769Z,2023-02-25T13:33:26Z,4054276917,141,63.6,4054276913,56,Center,4054276919,212,10.3,4054276921,213,1.2,4054276915,140,64.0,,,,,,,,,,ae23upd2mq9lzptqvyydvfsh5,M. Filangeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511898279,27,1,1,2,34,7jaarwfaeewpo3vnfvhc2c665,1,63.2,63.4,2023-02-25T13:33:26.394Z,2023-02-25T15:41:45Z,4054277007,141,32.8,4054277009,212,22.1,4054277003,56,Center,4054277005,140,70.3,4054277011,213,5.1,,,,,,,,,,8vylda616yxfy53t66o4ua162,M. Bellucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511898335,28,1,1,2,38,7jaarwfaeewpo3vnfvhc2c665,1,68.6,17.1,2023-02-25T13:33:29.994Z,2023-02-25T13:33:32Z,4054277303,141,31.8,4054277305,212,14.7,4054277307,213,2.4,4054277301,140,58.4,4054277299,56,Center,,,,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511898361,29,1,1,2,42,7jaarwfaeewpo3vnfvhc2c665,0,62.5,28.9,2023-02-25T13:33:33.651Z,2023-02-25T13:33:34Z,4054277483,212,14.5,4054277485,213,5.8,4054277475,155,,4054277481,141,18.6,4054277479,140,74.6,4054277477,56,Right,,,,,,,ae23upd2mq9lzptqvyydvfsh5,M. Filangeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511898367,23,8,1,2,43,bcuj94typp0ykv77ijp9wpsve,1,22.2,85,2023-02-25T13:33:34.608Z,2023-02-25T13:33:35Z,4054277513,56,Back,4054277521,15,,,,,,,,,,,,,,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511898443,30,1,1,2,45,7jaarwfaeewpo3vnfvhc2c665,0,53.8,27.9,2023-02-25T13:33:36.874Z,2023-02-25T13:33:41Z,4054277831,140,73.0,4054277837,213,6.1,4054277827,157,,4054277835,212,20.4,4054277829,56,Center,4054277833,141,23.1,4054277839,1,,,,,ae23upd2mq9lzptqvyydvfsh5,M. Filangeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511898459,24,44,1,2,48,bcuj94typp0ykv77ijp9wpsve,1,27.2,79.3,2023-02-25T13:33:40.089Z,2023-02-25T13:33:41Z,4054277943,233,31,4054277911,285,,4054277909,56,Back,,,,,,,,,,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511898451,31,44,1,2,48,7jaarwfaeewpo3vnfvhc2c665,0,72.8,20.7,2023-02-25T13:33:40.090Z,2023-02-25T13:33:42Z,4054278043,233,24,4054277865,56,Right,4054277867,286,,,,,,,,,,,,,,,,,8kyz2zkpdn0wdf1ybpmgd2ay1,B. Brignoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511898467,25,1,1,2,49,bcuj94typp0ykv77ijp9wpsve,1,27.2,81.8,2023-02-25T13:33:40.768Z,2023-02-25T13:34:20Z,4054277961,56,Back,4054277965,141,70.9,4054277963,140,20.9,4054277969,213,4.0,4054277959,3,,4054277967,212,9.9,,,,,,,bkyl1g1z7xenlu0augv7717u1,V. Di Giammarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511898519,26,1,1,2,50,bcuj94typp0ykv77ijp9wpsve,0,19.6,75,2023-02-25T13:33:42.385Z,2023-02-25T13:33:44Z,4054278237,1,,4054278227,56,Center,4054278225,157,,4054278235,213,6.3,4054278229,140,71.6,4054278233,212,54.6,4054278231,141,73.3,,,,3yx85beji7yke6s4su7f0tzh1,M. Fusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511898581,32,1,1,2,53,7jaarwfaeewpo3vnfvhc2c665,0,21.4,32.5,2023-02-25T13:33:44.618Z,2023-02-25T15:47:33Z,4054278521,157,,4054278531,213,0.2,4054278527,141,44.5,4054278529,212,40.2,4054278533,1,,4054278523,56,Center,4054278525,140,58.9,,,,bzctf3ho6wtxhmemreonkho7p,I. Kresche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
