id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/14/value
2489061179,1,34,16,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2022-12-04T12:34:04.214Z,2022-12-04T14:01:54Z,3933917617,194,9nc4igej6cflyxrihy20zd045,3933917611,59,"12, 14, 8, 5, 24, 18, 16, 21, 9, 19, 23, 1, 2, 4, 10, 11, 13, 15, 22, 58",3933917619,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3933917613,130,4,3933917607,30,"69ewfo1qoyc0xhk227754o9h, 5snw4b4ndo6hus8hpxq9q19lh, 69ij8unhyklcdc4d11u02v6y, 6l457lm38yflk2l01ho3kk48a, 9nc4igej6cflyxrihy20zd045, 7asw3c7rhaqrmnc4kk7q0hp0p, dlk4qvpj8rn8jy2efhu4xn3yt, 3ycwiqwexrq74zjs6l2rj0dsl, b80b2mxpxjcboqc81evm6oa2, 2kxbr1qwr4soew1kopzx7rswk, e3mdwwn8drb7hsscyvj4u8pre, 6a4e840hagvde76wq00oitboq, dcabal76i5wlct77xl6jkyfv9, 8rc3h630i5cinvhyvziqdfpp1, 9skgc5kozhnn4cp5fghmnwout, c9y25sxg24aripna871g8x9g4, 5o4kjhmewsziz4bpxvg7sdy50, 4xrmadnzalp8ye95ia4fye39w, a1jt0xute9v4oazyt8dtq2kiy, d154hxm83w5x1m0ht905cgpg5",3933917615,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3934076869,197,14248,3933917609,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489061203,1,34,16,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2022-12-04T12:34:07.924Z,2022-12-04T13:50:10Z,3933917729,130,7,3933917721,30,"18ufr5nlyfnnzzbzmqo9ynis5, 1d0us90tod393omtmaft90b11, 1rsv7xi31ffxqpjeaw76t1n8p, 1kmq43pxjjjacnrmcsw2dka1h, 72a3aetghls98os7onhc60vdh, dwmb9deiywwddo0bbnrgw2x91, 79abiotlhtb5edjedx8oqjysp, 4zr1u1gdqagr6e53pnyruywut, 2va4upf5w45brysw8q9w22gkq, botcpxadt5i04s4p8prbd3dyi, 7n5xycobojwgk6bq50o4ix0wl, italh6z4wnf7982z2k4f2uj8, cnvii81lylt9gcn9iox9lkvdh, 2v7svoulkkgzvdeb4e0hw7jyt, 6mvj0jfbicvwt296r6wuqajca, 6n8wa2zigh4tveiihbij6qc8a, e6yhuu5eu6qpk7gybytdtxqdx, bou3v9eox682bm04tv0l4tkpg, 162dxb8xc7nwc04nhintw7dn9, 3ym9jjnellqfvf2lg88vi0atx",3933917735,194,72a3aetghls98os7onhc60vdh,3934093773,197,8189,3933917731,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3933917737,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3933917723,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3933917725,59,"1, 16, 7, 8, 5, 34, 88, 87, 19, 21, 11, 2, 6, 9, 17, 18, 20, 30, 33, 55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092293,2,32,1,0,0,p2dsrpus5eckpz2h16svaour,1,0,0,2022-12-04T13:34:41.307Z,2022-12-04T13:34:41Z,3934084169,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092301,2,32,1,0,0,8gw3pgcd0doivaul55q8na9lg,1,0,0,2022-12-04T13:34:41.307Z,2022-12-04T13:34:42Z,3934084197,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092321,3,1,1,0,0,p2dsrpus5eckpz2h16svaour,1,50,50,2022-12-04T13:34:41.407Z,2022-12-04T13:34:45Z,3934084311,213,3.1,3934084303,56,Back,3934084305,140,36.6,3934084309,212,14.1,3934084307,141,50.9,3934084313,279,S,,,,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092337,4,1,1,0,3,p2dsrpus5eckpz2h16svaour,1,43,27.6,2022-12-04T13:34:45.185Z,2022-12-04T13:34:47Z,3934084409,56,Back,3934084415,212,13.9,3934084413,141,7.3,3934084411,140,44.8,3934084417,213,4.8,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092363,5,1,1,0,6,p2dsrpus5eckpz2h16svaour,1,52.9,9.2,2022-12-04T13:34:47.681Z,2022-12-04T13:34:50Z,3934084541,140,52.8,3934084547,213,1.6,3934084545,212,15.0,3934084543,141,31.3,3934084539,56,Center,,,,,,,,,,1d0us90tod393omtmaft90b11,K. Eržen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092379,6,1,1,0,8,p2dsrpus5eckpz2h16svaour,1,55.2,34.3,2022-12-04T13:34:50.193Z,2022-12-04T13:34:52Z,3934084637,213,0.1,3934084631,140,77.7,3934084635,212,23.7,3934084633,141,37.4,3934084627,155,,3934084629,56,Center,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092405,7,1,1,0,11,p2dsrpus5eckpz2h16svaour,0,77.7,37.4,2022-12-04T13:34:52.626Z,2022-12-04T13:34:55Z,3934084807,140,73.9,3934084813,213,2.7,3934084809,141,40.3,3934084803,3,,3934084805,56,Center,3934084811,212,4.5,,,,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092415,3,61,1,0,14,8gw3pgcd0doivaul55q8na9lg,1,27.6,55.8,2022-12-04T13:34:55.478Z,2022-12-04T13:34:55Z,3934084845,56,Back,,,,,,,,,,,,,,,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092431,4,49,1,0,15,8gw3pgcd0doivaul55q8na9lg,1,23.5,58.8,2022-12-04T13:34:57.085Z,2022-12-04T13:35:30Z,,,,,,,,,,,,,,,,,,,,,,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092437,5,1,1,0,16,8gw3pgcd0doivaul55q8na9lg,0,22.9,54.8,2022-12-04T13:34:57.490Z,2022-12-04T13:35:33Z,3934085807,213,0,3934085815,233,8,3934085801,140,24.5,3934085805,212,1.7,3934085803,141,54.8,3934085819,286,,3934085811,236,,3934084981,56,Back,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092447,8,74,1,0,16,p2dsrpus5eckpz2h16svaour,1,74.7,37.3,2022-12-04T13:34:57.491Z,2022-12-04T13:55:59Z,3934085045,285,,3934085865,233,5,3934085035,56,Center,,,,,,,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092467,9,49,1,0,17,p2dsrpus5eckpz2h16svaour,1,75.1,37.3,2022-12-04T13:34:58.801Z,2022-12-04T13:36:05Z,,,,,,,,,,,,,,,,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092491,10,1,1,0,19,p2dsrpus5eckpz2h16svaour,1,75.1,37.3,2022-12-04T13:35:01.041Z,2022-12-04T13:35:46Z,3934085281,141,59.3,3934087387,22,,3934085279,140,80.1,3934085285,213,1.2,3934087383,210,16,3934085277,56,Center,3934085283,212,15.9,3934087385,154,,4zr1u1gdqagr6e53pnyruywut,Vero,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092493,11,16,1,0,20,p2dsrpus5eckpz2h16svaour,1,82.4,59.1,2022-12-04T13:35:01.309Z,2022-12-04T13:35:46Z,3934087453,102,53.6,3934087445,29,,3934085759,72,,3934087463,230,96.4,3934085291,22,,3934087449,55,10,3934087457,215,,3934087455,103,25.9,7n5xycobojwgk6bq50o4ix0wl,Z. Kaján,,3934085767,374,2022-12-04 13:35:00.140,3934087443,77,3934085295,56,Center,3934087447,154,3934087469,231,51.6,3934085771,375,00:18.833,3934087459,328,3934085763,18,,,,,,,,,,
2489092889,6,1,1,1,4,8gw3pgcd0doivaul55q8na9lg,1,50.2,50.4,2022-12-04T13:35:45.588Z,2022-12-04T13:35:48Z,3934087573,212,12.0,3934087575,213,3.0,3934087571,141,52.1,3934087567,56,Back,3934087569,140,38.8,3934087577,279,G,,,,,,,2kxbr1qwr4soew1kopzx7rswk,G. Di Luzio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092917,7,1,1,1,7,8gw3pgcd0doivaul55q8na9lg,1,40.1,60,2022-12-04T13:35:48.396Z,2022-12-04T13:35:52Z,3934087745,212,23.3,3934087739,56,Back,3934087743,141,90.0,3934087747,213,2.1,3934087741,140,29.4,,,,,,,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092965,8,1,1,1,10,8gw3pgcd0doivaul55q8na9lg,1,29.4,90.3,2022-12-04T13:35:51.872Z,2022-12-04T13:35:55Z,3934087971,141,62.0,3934087967,56,Back,3934087973,212,21.0,3934087969,140,37.5,3934087975,213,5.1,,,,,,,,,,69ij8unhyklcdc4d11u02v6y,Joyce Borini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092975,9,43,1,1,14,8gw3pgcd0doivaul55q8na9lg,1,0,0,2022-12-04T13:35:55.461Z,2022-12-04T13:36:03Z,3934088015,140,44.8,3934088397,144,1,3934088013,56,Back,3934088119,286,0,3934088017,141,55.1,3934088107,236,0,3934088021,213,0.6,3934088019,212,2.3,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489092989,12,43,1,1,15,p2dsrpus5eckpz2h16svaour,1,0,0,2022-12-04T13:35:57.219Z,2022-12-04T13:36:02Z,3934088371,144,74,3934088069,56,Center,3934088073,285,0,3934088133,233,9,,,,,,,,,,,,,1kmq43pxjjjacnrmcsw2dka1h,A. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489093035,10,4,1,1,17,8gw3pgcd0doivaul55q8na9lg,1,45.6,54.4,2022-12-04T13:35:58.850Z,2022-12-04T13:36:08Z,3934088335,286,,3934088327,13,,3934088329,56,Back,3934088347,233,13,3934088593,295,,3934088331,152,,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489093023,13,4,1,1,17,p2dsrpus5eckpz2h16svaour,0,54.4,45.6,2022-12-04T13:35:58.851Z,2022-12-04T13:38:01Z,3934088239,13,,3934088243,152,,3934088353,233,10,3934088247,285,,3934088241,56,Center,3934093487,295,,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489093103,11,1,1,1,29,8gw3pgcd0doivaul55q8na9lg,1,41.9,55.7,2022-12-04T13:36:10.352Z,2022-12-04T13:36:11Z,3934088673,213,1.1,3934088665,56,Left,3934088663,152,,3934088669,141,92.9,3934088661,5,,3934088667,140,54.6,3934088671,212,28.6,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
