id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2475245537,9,3,1,0,20,bcuj94typp0ykv77ijp9wpsve,0,66.2,87.8,2022-10-22T10:33:18.457Z,2022-10-22T10:33:20Z,3861265825,56,Left,3861265827,286,,3861265925,233,6,,,,,,,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245547,6,7,1,0,20,7pm0maqtof5rdc3ksumasw55g,0,33.8,12.2,2022-10-22T10:33:18.458Z,2022-10-22T10:33:19Z,3861265921,233,9,3861265895,56,Back,3861265897,285,,,,,,,,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245535,8,49,1,0,20,bcuj94typp0ykv77ijp9wpsve,1,64.9,83.2,2022-10-22T10:33:18.556Z,2022-10-22T10:33:17Z,,,,,,,,,,,,,,,,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245563,11,61,1,0,21,bcuj94typp0ykv77ijp9wpsve,1,66.8,95,2022-10-22T10:33:19.740Z,2022-10-22T10:33:23Z,3861265967,56,Left,,,,,,,,,,,,,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245599,7,5,1,0,22,7pm0maqtof5rdc3ksumasw55g,1,32.9,-1,2022-10-22T10:33:20.261Z,2022-10-22T11:36:32Z,3861266159,347,,3861266155,56,Back,3861266173,233,10,,,,,,,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245559,10,5,1,0,22,bcuj94typp0ykv77ijp9wpsve,0,67.1,101,2022-10-22T10:33:20.261Z,2022-10-22T10:33:28Z,3861265949,347,,3861265947,56,Left,3861266187,233,7,,,,,,,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245617,8,1,1,0,29,7pm0maqtof5rdc3ksumasw55g,1,34.6,0,2022-10-22T10:33:27.403Z,2022-10-22T10:33:29Z,3861266277,212,21.4,3861266279,213,0.2,3861266271,56,Right,3861266275,141,6.4,3861266273,140,54.4,3861266269,107,,3861266281,1,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245625,9,61,1,0,31,7pm0maqtof5rdc3ksumasw55g,0,54.5,7,2022-10-22T10:33:29.642Z,2022-10-22T10:33:30Z,3861266303,56,Right,,,,,,,,,,,,,,,,,,,,,,cfntkj03dvexguaq8sp37fglx,M. Cambiaghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245635,10,5,1,0,32,7pm0maqtof5rdc3ksumasw55g,0,45.7,-1.8,2022-10-22T10:33:30.747Z,2022-10-22T10:33:36Z,3861266345,56,Back,3861266521,233,12,3861266347,347,,,,,,,,,,,,,,,,,cfntkj03dvexguaq8sp37fglx,M. Cambiaghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245665,12,5,1,0,32,bcuj94typp0ykv77ijp9wpsve,1,54.3,101.8,2022-10-22T10:33:30.747Z,2022-10-22T11:36:32Z,3861266505,56,Left,3861266507,347,,3861266509,233,10,,,,,,,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245689,13,1,1,0,39,bcuj94typp0ykv77ijp9wpsve,1,55.2,100,2022-10-22T10:33:38.148Z,2022-10-22T10:33:41Z,3861266599,107,,3861266601,56,Left,3861266609,213,4.8,3861266607,212,11.4,3861266603,140,55.8,3861266605,141,84.2,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245729,14,1,1,0,44,bcuj94typp0ykv77ijp9wpsve,0,57.9,84.7,2022-10-22T10:33:42.900Z,2022-10-22T10:33:46Z,3861266863,212,37.8,3861266865,213,6.1,3861266861,141,73.6,3861266867,1,,3861266859,140,93.2,3861266857,56,Center,3861266855,155,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245767,11,52,1,0,51,7pm0maqtof5rdc3ksumasw55g,1,10.1,35.7,2022-10-22T10:33:49.706Z,2022-10-22T10:33:50Z,,,,,,,,,,,,,,,,,,,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245825,12,1,1,0,54,7pm0maqtof5rdc3ksumasw55g,1,11.7,38.3,2022-10-22T10:33:52.554Z,2022-10-22T10:33:56Z,3861267371,213,1.1,3861267365,140,21.8,3861267363,56,Back,3861267367,141,66.4,3861267361,123,,3861267369,212,21.9,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245861,13,1,1,0,58,7pm0maqtof5rdc3ksumasw55g,1,23,68.8,2022-10-22T10:33:56.458Z,2022-10-22T10:33:59Z,3861267525,141,74.8,3861267523,140,46.4,3861267527,212,24.9,3861267529,213,0.2,3861267521,56,Back,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245887,14,1,1,1,1,7pm0maqtof5rdc3ksumasw55g,1,46.4,74.8,2022-10-22T10:33:59.706Z,2022-10-22T10:34:04Z,3861267655,141,97.2,3861267653,140,53.9,3861267657,212,17.1,3861267659,213,1.1,3861267651,56,Left,,,,,,,,,,dhus1gg9t5tpqh3xxwrte9l1x,A. Acuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245947,15,61,1,1,5,7pm0maqtof5rdc3ksumasw55g,0,55.2,97.2,2022-10-22T10:34:04.042Z,2022-10-22T10:34:15Z,3861267945,56,Left,,,,,,,,,,,,,,,,,,,,,,7lx9lvt04ne2umnr922nbx68l,Joana Marchão,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245969,15,5,1,1,13,bcuj94typp0ykv77ijp9wpsve,1,44,-1.6,2022-10-22T10:34:11.914Z,2022-10-22T11:36:32Z,3861268061,233,16,3861268055,347,,3861268053,56,Back,,,,,,,,,,,,,,,,b7o9ncawaqn5jj5v32b3gn1be,V. Gallazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245955,16,5,1,1,13,7pm0maqtof5rdc3ksumasw55g,0,56,101.6,2022-10-22T10:34:11.914Z,2022-10-22T10:34:16Z,3861267977,347,,3861268069,233,15,3861267975,56,Left,,,,,,,,,,,,,,,,7lx9lvt04ne2umnr922nbx68l,Joana Marchão,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245989,16,1,1,1,19,bcuj94typp0ykv77ijp9wpsve,1,43.1,0,2022-10-22T10:34:17.331Z,2022-10-22T10:34:18Z,3861268145,107,,3861268157,1,,3861268151,141,14.0,3861268147,56,Right,3861268155,213,0.5,3861268153,212,23.4,3861268149,140,62.8,,,,b4r8ripw5dilngnxrb5fkkkid,G. Apicella,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475245997,17,61,1,1,21,bcuj94typp0ykv77ijp9wpsve,0,62.8,14,2022-10-22T10:34:19.452Z,2022-10-22T11:27:29Z,3861268183,56,Right,,,,,,,,,,,,,,,,,,,,,,33fdo0axm0x7s88xj3br3xt61,Verena Amorim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246007,17,49,1,1,22,7pm0maqtof5rdc3ksumasw55g,1,48.4,90.6,2022-10-22T10:34:20.186Z,2022-10-22T10:34:20Z,,,,,,,,,,,,,,,,,,,,,,,,,dhus1gg9t5tpqh3xxwrte9l1x,A. Acuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246033,18,1,1,1,23,7pm0maqtof5rdc3ksumasw55g,1,50.1,93.6,2022-10-22T10:34:21.274Z,2022-10-22T10:34:23Z,3861268347,213,2.9,3861268341,140,39.8,3861268339,56,Back,3861268345,212,11.1,3861268343,141,97.2,,,,,,,,,,dhus1gg9t5tpqh3xxwrte9l1x,A. Acuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246043,19,1,1,1,25,7pm0maqtof5rdc3ksumasw55g,0,39.8,97.2,2022-10-22T10:34:23.354Z,2022-10-22T10:47:17Z,3861268383,56,Back,3861268391,213,3.9,3861268385,140,31.6,3861268389,212,12.4,3861268387,141,84.1,,,,,,,,,,7lx9lvt04ne2umnr922nbx68l,Joana Marchão,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246147,19,49,1,1,29,bcuj94typp0ykv77ijp9wpsve,1,70.7,24.3,2022-10-22T10:34:27.940Z,2022-10-22T10:34:48Z,,,,,,,,,,,,,,,,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246083,18,4,1,1,30,bcuj94typp0ykv77ijp9wpsve,1,71.9,21.7,2022-10-22T10:34:28.472Z,2022-10-22T10:34:30Z,3861268615,233,20,3861268593,13,,3861268595,56,Center,3861268601,286,,3861268599,265,,3861268597,152,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246077,20,4,1,1,30,7pm0maqtof5rdc3ksumasw55g,0,28.1,78.3,2022-10-22T10:34:28.473Z,2022-10-22T10:34:30Z,3861268623,233,18,3861268571,265,,3861268569,152,,3861268567,56,Back,3861268573,285,,3861268565,13,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246433,20,1,1,2,19,bcuj94typp0ykv77ijp9wpsve,0,70.4,21,2022-10-22T10:35:17.907Z,2022-10-22T10:35:22Z,3861270417,152,,3861270419,56,Right,3861270425,212,32.7,3861270423,141,20.0,3861270415,5,,3861270427,213,6.3,3861270429,1,,3861270421,140,100.0,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246469,21,56,1,2,25,7pm0maqtof5rdc3ksumasw55g,1,0,0,2022-10-22T10:35:24.153Z,2022-10-22T10:44:54Z,3861270579,56,Back,,,,,,,,,,,,,,,,,,,,,,y1n01stf6l2bn9nw1l1qv7kk,G. Arrigoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246437,21,5,1,2,26,bcuj94typp0ykv77ijp9wpsve,0,101.2,18.8,2022-10-22T10:35:24.242Z,2022-10-22T10:35:28Z,3861270737,233,22,3861270435,56,Right,3861270437,346,,,,,,,,,,,,,,,,,c5ze370ixl09ccy818f92jkk5,Z. Ferrario,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246491,22,5,1,2,26,7pm0maqtof5rdc3ksumasw55g,1,-1.2,81.2,2022-10-22T10:35:24.242Z,2022-10-22T11:36:33Z,3861270721,233,21,3861270677,56,Back,3861270679,346,,,,,,,,,,,,,,,,,7fu77l8o1mi2fq8iqqirsu09h,A. Benoît,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246559,23,1,1,2,32,7pm0maqtof5rdc3ksumasw55g,1,4.4,55.7,2022-10-22T10:35:30.217Z,2022-10-22T10:35:35Z,3861270995,237,,3861270987,141,29.2,3861270981,124,,3861270989,212,18.6,3861270985,140,8.7,3861270991,213,5.0,3861270983,56,Back,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246597,24,1,1,2,37,7pm0maqtof5rdc3ksumasw55g,1,24.8,25.8,2022-10-22T10:35:35.209Z,2022-10-22T10:35:39Z,3861271195,141,3.8,3861271193,140,26.4,3861271197,212,15.1,3861271191,56,Back,3861271199,213,4.8,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246611,25,1,1,2,41,7pm0maqtof5rdc3ksumasw55g,1,26.5,4.3,2022-10-22T10:35:39.241Z,2022-10-22T10:35:40Z,3861271257,140,18.7,3861271253,56,Back,3861271263,212,10.1,3861271265,213,2.5,3861271261,141,13.1,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246641,26,1,1,2,42,7pm0maqtof5rdc3ksumasw55g,1,18.7,13.1,2022-10-22T10:35:40.793Z,2022-10-22T10:35:44Z,3861271417,56,Back,3861271419,140,27.4,3861271425,213,0.4,3861271423,212,10.0,3861271421,141,19.1,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246649,27,1,1,2,46,7pm0maqtof5rdc3ksumasw55g,0,23,12.6,2022-10-22T10:35:44.329Z,2022-10-22T10:35:45Z,3861271453,141,0.0,3861271449,56,Back,3861271455,212,12.1,3861271447,157,,3861271451,140,30.5,3861271459,1,,3861271457,213,5.4,,,,7fu77l8o1mi2fq8iqqirsu09h,A. Benoît,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246709,22,5,1,2,47,bcuj94typp0ykv77ijp9wpsve,1,70.9,101.2,2022-10-22T10:35:45.210Z,2022-10-22T11:36:33Z,3861271729,233,28,3861271695,56,Left,3861271699,347,,,,,,,,,,,,,,,,,1zq3xp6uas4qe3jv0huphuzmd,A. Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246657,28,5,1,2,47,7pm0maqtof5rdc3ksumasw55g,0,29.1,-1.2,2022-10-22T10:35:45.210Z,2022-10-22T10:35:55Z,3861271471,347,,3861271469,56,Back,3861271737,233,22,,,,,,,,,,,,,,,,7fu77l8o1mi2fq8iqqirsu09h,A. Benoît,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246737,23,1,1,2,58,bcuj94typp0ykv77ijp9wpsve,1,73.9,100,2022-10-22T10:35:56.467Z,2022-10-22T10:35:57Z,3861271819,140,83.6,3861271817,56,Left,3861271815,107,,3861271821,141,86.5,3861271823,212,14.4,3861271825,213,5.5,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246759,24,1,1,3,1,bcuj94typp0ykv77ijp9wpsve,1,83.6,86.5,2022-10-22T10:35:59.379Z,2022-10-22T10:36:00Z,3861271915,213,2.9,3861271909,140,68.3,3861271913,212,16.7,3861271911,141,93.3,3861271905,56,Left,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246789,25,1,1,3,3,bcuj94typp0ykv77ijp9wpsve,1,66.8,95,2022-10-22T10:36:02.019Z,2022-10-22T10:36:03Z,3861272033,212,19.4,3861272027,56,Back,3861272035,213,3.3,3861272029,140,48.6,3861272031,141,89.7,,,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246819,26,2,1,3,7,bcuj94typp0ykv77ijp9wpsve,1,55,90.9,2022-10-22T10:36:05.300Z,2022-10-22T10:36:09Z,3861272175,1,,3861272173,7,1zq3xp6uas4qe3jv0huphuzmd,3861272177,56,Left,3861272179,140,88.9,3861272181,141,86.0,,,,,,,,,,a5unceohcp7m8mrrso11uipqt,K. Konat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246825,29,55,1,3,7,7pm0maqtof5rdc3ksumasw55g,1,22.6,28,2022-10-22T10:36:05.301Z,2022-10-22T11:36:29Z,3861272297,189,,,,,,,,,,,,,,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246899,30,1,1,3,19,7pm0maqtof5rdc3ksumasw55g,1,22.9,17.4,2022-10-22T10:36:18.089Z,2022-10-22T10:36:21Z,3861272577,140,31.0,3861272579,141,4.1,3861272569,241,,3861272565,5,,3861272573,56,Back,3861272581,212,12.4,3861272583,213,5.5,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246927,31,1,1,3,22,7pm0maqtof5rdc3ksumasw55g,1,37.2,5.8,2022-10-22T10:36:21.145Z,2022-10-22T10:36:24Z,3861272701,141,30.1,3861272699,140,64.4,3861272707,1,,3861272697,56,Center,3861272703,212,33.0,3861272705,213,0.5,3861272695,155,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246979,32,2,1,3,26,7pm0maqtof5rdc3ksumasw55g,1,64.4,30.1,2022-10-22T10:36:24.520Z,2022-10-22T10:36:42Z,3861272897,7,y1n01stf6l2bn9nw1l1qv7kk,3861272899,3,,3861272903,140,79.7,3861272905,141,22.2,3861272901,56,Center,,,,,,,,,,6aybaux5k8c5xtzswmbljv1m1,M. Martinovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475246957,27,55,1,3,26,bcuj94typp0ykv77ijp9wpsve,1,23.6,84.7,2022-10-22T10:36:24.521Z,2022-10-22T11:36:30Z,,,,,,,,,,,,,,,,,,,,,,,,,ifp26xl8pzgarz05vnfjv3yt,F. Rizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475247127,33,44,1,3,51,7pm0maqtof5rdc3ksumasw55g,1,33.6,31.5,2022-10-22T10:36:49.826Z,2022-10-22T10:37:59Z,3861273577,285,,3861273579,233,29,3861273575,56,Back,,,,,,,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475247121,29,44,1,3,51,bcuj94typp0ykv77ijp9wpsve,0,66.4,68.5,2022-10-22T10:36:49.827Z,2022-10-22T10:37:59Z,3861275473,233,33,3861273557,56,Center,3861273559,286,,,,,,,,,,,,,,,,,7o8xh2r55xb1yiz5gjvnp0rmx,Taty,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475247115,28,1,1,3,51,bcuj94typp0ykv77ijp9wpsve,0,21.2,77,2022-10-22T10:36:50.035Z,2022-10-22T10:37:27Z,3861273535,1,,3861273523,56,Center,3861273525,140,66.6,3861273519,155,,3861273517,5,,3861273529,212,48.0,3861273521,241,,3861273527,141,69.0,c6wbavw0v5bxajsd2xz7qg1d5,S. Cetinja,3861273531,213,6.2,,,,,,,,,,,,,,,,,,,,,,,,,
