id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2466413225,3,7,1,0,12,5snsl2d1lu2oclbriztdy61d6,1,30.8,92.2,2022-10-02T12:31:42.170Z,2022-10-02T12:31:44Z,3814256283,233,8,3814256243,167,,3814256247,285,,3814256245,56,Back,,,,,,,,,,,,,du2oxcctxwk3tpg0imbctjcut,N. Cinotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413229,4,5,1,0,13,5snsl2d1lu2oclbriztdy61d6,0,25.8,101.4,2022-10-02T12:31:43.081Z,2022-10-02T12:42:58Z,3814256257,56,Back,3814256259,347,,3814256843,233,9,,,,,,,,,,,,,,,,du2oxcctxwk3tpg0imbctjcut,N. Cinotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413315,9,5,1,0,13,7pm0maqtof5rdc3ksumasw55g,1,74.2,-1.4,2022-10-02T12:31:43.081Z,2022-10-02T12:31:50Z,3814256799,347,,3814256797,56,Right,3814256839,233,4,,,,,,,,,,,,,,,,97c2wpbq7cw51dh668feuju1h,A. Jelenčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413411,10,1,1,0,26,7pm0maqtof5rdc3ksumasw55g,1,73.9,0,2022-10-02T12:31:56.121Z,2022-10-02T12:31:58Z,3814257349,107,,3814257359,213,0.5,3814257351,56,Right,3814257355,141,13.2,3814257353,140,90.8,3814257357,212,20.2,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413421,11,61,1,0,29,7pm0maqtof5rdc3ksumasw55g,0,90.4,12.2,2022-10-02T12:31:58.586Z,2022-10-02T12:31:59Z,3814257399,56,Right,,,,,,,,,,,,,,,,,,,,,,6aybaux5k8c5xtzswmbljv1m1,M. Martinovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413419,5,49,1,0,29,5snsl2d1lu2oclbriztdy61d6,1,11,96.3,2022-10-02T12:31:58.786Z,2022-10-02T12:31:58Z,,,,,,,,,,,,,,,,,,,,,,,,,47n7enqd3bfy0gawlth0a4mhh,E. Haavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466463829,328,45,1,0,32,7pm0maqtof5rdc3ksumasw55g,0,95.2,12.4,2022-10-02T12:32:01.215Z,2022-10-02T13:24:46Z,3814531771,56,Right,3814531941,233,421,3814531773,286,,,,,,,,,,,,,,,,,6aybaux5k8c5xtzswmbljv1m1,M. Martinovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466463857,421,3,1,0,32,5snsl2d1lu2oclbriztdy61d6,1,4.8,87.6,2022-10-02T12:32:01.215Z,2022-10-02T13:24:46Z,3814531871,56,Back,3814531915,233,328,3814531873,285,,,,,,,,,,,,,,,,,47n7enqd3bfy0gawlth0a4mhh,E. Haavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413491,6,3,1,0,34,5snsl2d1lu2oclbriztdy61d6,0,3.4,85.1,2022-10-02T12:32:04.153Z,2022-10-02T12:32:05Z,3814257747,285,,3814257833,233,12,3814257745,56,Back,,,,,,,,,,,,,,,,47n7enqd3bfy0gawlth0a4mhh,E. Haavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413493,12,7,1,0,34,7pm0maqtof5rdc3ksumasw55g,0,96.6,14.9,2022-10-02T12:32:04.154Z,2022-10-02T12:32:05Z,3814257751,286,,3814257749,56,Right,3814257779,233,6,,,,,,,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413537,7,3,1,0,36,5snsl2d1lu2oclbriztdy61d6,0,5.2,72.6,2022-10-02T12:32:05.961Z,2022-10-02T12:32:07Z,3814258029,285,,3814258027,56,Back,3814258103,233,13,,,,,,,,,,,,,,,,47n7enqd3bfy0gawlth0a4mhh,E. Haavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413541,13,7,1,0,36,7pm0maqtof5rdc3ksumasw55g,0,94.8,27.4,2022-10-02T12:32:05.962Z,2022-10-02T12:32:07Z,3814258063,286,,3814258095,233,7,3814258061,56,Center,,,,,,,,,,,,,,,,9bxqgoylhs3u0061ht1dr8t79,V. Pirone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413629,8,1,1,0,41,5snsl2d1lu2oclbriztdy61d6,0,2.5,90.7,2022-10-02T12:32:10.434Z,2022-10-02T12:32:11Z,3814258543,212,19.5,3814258547,1,,3814258537,56,Back,3814258545,213,0.4,3814258541,141,100.0,3814258535,157,,3814258539,140,19.7,,,,47n7enqd3bfy0gawlth0a4mhh,E. Haavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413635,9,43,1,0,42,5snsl2d1lu2oclbriztdy61d6,1,0,0,2022-10-02T12:32:11.825Z,2022-10-02T12:32:28Z,3814259991,144,5,3814258565,347,0,3814258563,56,Back,,,,,,,,,,,,,,,,47n7enqd3bfy0gawlth0a4mhh,E. Haavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413869,10,4,1,0,55,5snsl2d1lu2oclbriztdy61d6,1,6.6,89.8,2022-10-02T12:32:24.483Z,2022-10-02T13:24:00Z,3814259785,285,,3814259779,152,,3814259775,56,Back,3814259771,13,,3814528103,295,,3814259917,233,14,,,,,,,47n7enqd3bfy0gawlth0a4mhh,E. Haavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413883,14,4,1,0,55,7pm0maqtof5rdc3ksumasw55g,0,93.4,10.2,2022-10-02T12:32:24.484Z,2022-10-02T13:23:58Z,3814259855,286,,3814259851,152,,3814260073,233,10,3814527871,295,,3814259849,56,Right,3814259847,13,,,,,,,,6aybaux5k8c5xtzswmbljv1m1,M. Martinovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413951,11,1,1,0,59,5snsl2d1lu2oclbriztdy61d6,1,1.7,84.1,2022-10-02T12:32:28.947Z,2022-10-02T12:32:31Z,3814260233,56,Back,3814260237,141,61.9,3814260229,5,,3814260239,212,15.3,3814260235,140,4.3,3814260231,152,,3814260241,213,4.9,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466413985,12,1,1,1,2,5snsl2d1lu2oclbriztdy61d6,1,7,58.8,2022-10-02T12:32:31.554Z,2022-10-02T12:32:34Z,3814260443,141,29.7,3814260447,213,5.1,3814260445,212,21.6,3814260441,140,15.2,3814260439,56,Back,,,,,,,,,,e4svndmjv164s2xdigdit1uc5,E. Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414043,13,1,1,1,5,5snsl2d1lu2oclbriztdy61d6,1,19.1,25.6,2022-10-02T12:32:34.434Z,2022-10-02T12:32:39Z,3814260733,213,5.2,3814260727,140,27.4,3814260725,56,Back,3814260729,141,3.7,3814260731,212,17.3,,,,,,,,,,8z970w0wmh524aliuxnze5l91,C. Wenninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414073,14,1,1,1,10,5snsl2d1lu2oclbriztdy61d6,0,39.9,1.5,2022-10-02T12:32:39.492Z,2022-10-02T12:32:41Z,3814260899,56,Right,3814260903,141,2.8,3814260897,155,,3814260909,1,,3814260905,212,35.7,3814260901,140,73.9,3814260907,213,0.0,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414105,15,1,1,1,13,7pm0maqtof5rdc3ksumasw55g,0,24.9,93.2,2022-10-02T12:32:42.731Z,2022-10-02T13:25:12Z,3814261047,212,11.5,3814261043,140,34.7,3814261049,213,5.8,3814261039,3,,3814261041,56,Back,3814261045,141,85.7,,,,,,,7lx9lvt04ne2umnr922nbx68l,Joana Marchão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414191,15,61,1,1,13,5snsl2d1lu2oclbriztdy61d6,1,71.4,3.4,2022-10-02T12:32:43.083Z,2022-10-02T12:34:42Z,3814261479,56,Right,,,,,,,,,,,,,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414209,16,1,1,1,16,7pm0maqtof5rdc3ksumasw55g,1,20.7,96.5,2022-10-02T12:32:45.338Z,2022-10-02T13:25:23Z,3814261623,56,Back,3814261633,1,,3814261627,141,90.3,3814261631,213,6.1,3814261629,212,21.2,3814261621,157,,3814261625,140,40.5,,,,7lx9lvt04ne2umnr922nbx68l,Joana Marchão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414211,17,49,1,1,20,7pm0maqtof5rdc3ksumasw55g,1,40.4,90.2,2022-10-02T12:32:49.931Z,2022-10-02T12:32:50Z,,,,,,,,,,,,,,,,,,,,,,,,,9bxqgoylhs3u0061ht1dr8t79,V. Pirone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414251,18,1,1,1,21,7pm0maqtof5rdc3ksumasw55g,1,40,90.2,2022-10-02T12:32:50.251Z,2022-10-02T12:32:53Z,3814261817,140,31.4,3814261823,213,3.2,3814261813,56,Back,3814261819,141,90.0,3814261821,212,9.0,,,,,,,,,,9bxqgoylhs3u0061ht1dr8t79,V. Pirone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414263,19,1,1,1,23,7pm0maqtof5rdc3ksumasw55g,1,31.4,90,2022-10-02T12:32:52.875Z,2022-10-02T13:25:37Z,3814261901,213,0.5,3814261895,140,39.1,3814261899,212,9.0,3814261893,56,Back,3814261897,141,95.9,,,,,,,,,,7fu77l8o1mi2fq8iqqirsu09h,A. Benoît,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414281,20,1,1,1,24,7pm0maqtof5rdc3ksumasw55g,1,39.1,95.9,2022-10-02T12:32:54.059Z,2022-10-02T13:26:16Z,3814261969,56,Back,3814261975,212,12.5,3814261971,140,28.4,3814261977,213,3.6,3814261973,141,87.8,,,,,,,,,,4qzbgxsev4wibbvo4osmwb4r9,N. Farrelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466465367,329,1,1,1,25,7pm0maqtof5rdc3ksumasw55g,1,23.3,94.7,2022-10-02T12:32:54.215Z,2022-10-02T13:26:16Z,3814540259,56,Back,3814540263,141,87.7,3814540267,213,5.4,3814540265,212,6.3,3814540261,140,27.3,,,,,,,,,,7lx9lvt04ne2umnr922nbx68l,Joana Marchão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414297,21,1,1,1,26,7pm0maqtof5rdc3ksumasw55g,1,28.4,87.8,2022-10-02T12:32:55.746Z,2022-10-02T13:26:31Z,3814262061,141,95.7,3814262065,213,1.0,3814262059,140,31.9,3814262055,56,Back,3814262063,212,6.5,,,,,,,,,,7fu77l8o1mi2fq8iqqirsu09h,A. Benoît,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414341,22,1,1,1,27,7pm0maqtof5rdc3ksumasw55g,1,31.9,95.7,2022-10-02T12:32:56.266Z,2022-10-02T13:26:32Z,3814262313,213,4.6,3814262309,141,68.1,3814262305,56,Back,3814262307,140,29.0,3814262311,212,19.0,,,,,,,,,,7lx9lvt04ne2umnr922nbx68l,Joana Marchão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414373,23,1,1,1,30,7pm0maqtof5rdc3ksumasw55g,1,29,68.1,2022-10-02T12:32:59.756Z,2022-10-02T13:26:44Z,3814262423,56,Back,3814262427,141,73.8,3814262431,213,2.9,3814262429,212,18.5,3814262425,140,11.8,,,,,,,,,,a5ysq9fe13ges96z29omy3gmh,B. Bardin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414417,24,1,1,1,32,7pm0maqtof5rdc3ksumasw55g,1,11.8,73.8,2022-10-02T12:33:01.867Z,2022-10-02T12:33:05Z,3814262673,141,27.1,3814262677,213,4.8,3814262671,140,15.1,3814262675,212,31.9,3814262669,56,Back,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414477,25,1,1,1,35,7pm0maqtof5rdc3ksumasw55g,1,15.2,27.1,2022-10-02T12:33:05.068Z,2022-10-02T13:26:49Z,3814262939,56,Back,3814262945,212,23.3,3814262941,140,37.3,3814262947,213,6.2,3814262943,141,24.3,,,,,,,,,,bbryvdwzavouhzf5d31kysvvu,Giovana Maia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414533,26,1,1,1,39,7pm0maqtof5rdc3ksumasw55g,0,39.6,24.1,2022-10-02T12:33:08.315Z,2022-10-02T13:27:02Z,3814263243,140,87.8,3814263247,212,50.6,3814263251,1,,3814263249,213,6.3,3814263245,141,23.4,3814263241,56,Center,,,,,,,a5ysq9fe13ges96z29omy3gmh,B. Bardin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414529,16,49,1,1,42,5snsl2d1lu2oclbriztdy61d6,1,8.9,76.9,2022-10-02T12:33:12.195Z,2022-10-02T12:33:12Z,,,,,,,,,,,,,,,,,,,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414555,17,1,1,1,43,5snsl2d1lu2oclbriztdy61d6,1,8.9,76.9,2022-10-02T12:33:12.531Z,2022-10-02T12:33:14Z,3814263357,213,4.3,3814263355,212,15.0,3814263351,140,3.1,3814263349,56,Back,3814263353,141,56.8,,,,,,,,,,f98n454u9g97ngyluh0rd4ut,M. Minami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414599,18,1,1,1,45,5snsl2d1lu2oclbriztdy61d6,1,3.1,56.8,2022-10-02T12:33:14.659Z,2022-10-02T12:33:17Z,3814263667,157,,3814263677,141,88.8,3814263681,213,0.5,3814263679,212,47.8,3814263675,140,43.6,3814263671,56,Back,3814263683,1,,,,,e4svndmjv164s2xdigdit1uc5,E. Lind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414651,19,1,1,1,48,5snsl2d1lu2oclbriztdy61d6,0,44,88.9,2022-10-02T12:33:17.812Z,2022-10-02T12:33:23Z,3814263983,141,81.9,3814263989,1,,3814263985,212,34.4,3814263981,140,76.4,3814263979,56,Left,3814263987,213,6.1,3814263977,157,,,,,47n7enqd3bfy0gawlth0a4mhh,E. Haavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414683,20,1,1,1,55,5snsl2d1lu2oclbriztdy61d6,0,78.1,82.3,2022-10-02T12:33:25.156Z,2022-10-02T12:34:06Z,3814267071,236,,3814264141,141,82.3,3814264145,213,3.1,3814264139,140,76.2,3814264143,212,2.0,3814267077,286,,3814267073,233,27,3814264137,56,Left,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414711,27,74,1,1,55,7pm0maqtof5rdc3ksumasw55g,1,23.9,20.6,2022-10-02T12:33:25.157Z,2022-10-02T12:43:01Z,3814267125,233,20,3814264267,56,Back,3814264271,285,,,,,,,,,,,,,,,,,a5ysq9fe13ges96z29omy3gmh,B. Bardin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414717,28,49,1,1,57,7pm0maqtof5rdc3ksumasw55g,1,21.5,24.1,2022-10-02T12:33:26.924Z,2022-10-02T12:33:27Z,,,,,,,,,,,,,,,,,,,,,,,,,bbryvdwzavouhzf5d31kysvvu,Giovana Maia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414789,29,1,1,1,58,7pm0maqtof5rdc3ksumasw55g,1,20.7,24.3,2022-10-02T12:33:27.292Z,2022-10-02T12:33:35Z,3814264677,212,16.6,3814264673,140,6.7,3814264671,56,Back,3814264675,141,35.7,3814264679,213,2.7,,,,,,,,,,bbryvdwzavouhzf5d31kysvvu,Giovana Maia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414813,30,1,1,2,5,7pm0maqtof5rdc3ksumasw55g,1,6.3,43.7,2022-10-02T12:33:35.100Z,2022-10-02T12:33:38Z,3814264813,213,6.1,3814264809,141,39.4,3814264805,56,Back,3814264811,212,15.8,3814264807,140,21.1,,,,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414881,31,1,1,2,9,7pm0maqtof5rdc3ksumasw55g,1,18.3,46.7,2022-10-02T12:33:38.636Z,2022-10-02T13:27:36Z,3814265151,141,91.4,3814265155,213,0.9,3814265149,140,41.7,3814265145,155,,3814265157,1,,3814265147,56,Back,3814265153,212,39.1,,,,7fu77l8o1mi2fq8iqqirsu09h,A. Benoît,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414941,32,1,1,2,14,7pm0maqtof5rdc3ksumasw55g,1,41.5,90.8,2022-10-02T12:33:43.261Z,2022-10-02T13:28:04Z,3814265507,141,92.6,3814265503,56,Back,3814265511,213,3.0,3814265509,212,9.0,3814265505,140,33.0,,,,,,,,,,7lx9lvt04ne2umnr922nbx68l,Joana Marchão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466414965,33,1,1,2,15,7pm0maqtof5rdc3ksumasw55g,1,30.1,89.8,2022-10-02T12:33:44.652Z,2022-10-02T13:28:26Z,3814265651,213,0.4,3814265645,140,41.3,3814265649,212,12.5,3814265643,56,Back,3814265647,141,96.2,,,,,,,,,,97c2wpbq7cw51dh668feuju1h,A. Jelenčić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466467557,330,1,1,2,17,7pm0maqtof5rdc3ksumasw55g,1,40.7,96.2,2022-10-02T12:33:46.215Z,2022-10-02T13:28:36Z,3814552045,212,9.4,3814552041,140,43.3,3814552039,56,Back,3814552043,141,83.0,3814552047,213,5.0,,,,,,,,,,7lx9lvt04ne2umnr922nbx68l,Joana Marchão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
