id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/value,assist
2544570507,1,34,16,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-05-06T17:50:19.589Z,2023-05-06T18:48:01Z,4255448659,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4255448655,59,"69, 27, 43, 25, 55, 4, 8, 6, 14, 33, 11, 1, 10, 13, 18, 19, 20, 21, 22, 24, 29, 72, 77",4255448657,130,4,4255448653,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4255448663,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4255702119,197,8670,4255448651,30,"4g0d51pqr4grzoe9cx7do6pxx, 2s9ko6yxyi95jybzguru8g3bp, 89z0ym1zvwp7rikmd0kvpcq8l, cbymienvjkbbvi1rbky74vj3e, e05kmeeuc7x55gwhjmxl9ry3u, f1ma05bi3t1hfbflylx5d9tyh, 6n7sw8r0fhcoa8hfuxrtm96tx, 6ehsdxl74v0qtlbjjjbu0r0t1, a21winmltx1h9oiwqtfditkut, 72sbeqsrvv64vwiec51r9g1k9, 8lta4w1nytggiwnaqv4e5cc0l, bmqg7owjivu1f3grdigkid0b9, e4cwx5r9hrvip371egldkc6ol, 545o5sllzb34kosvbw3fxhc5x, 8zltxvt0rcrcv96x1wmdhlrrp, azph2f84zhlvg4wd8tleydkdm, yau2ry4oz8da3etdtf5td0id, 9casrbyhvk5woencvp365fnmy, 2rdh9ggkr9iu50esnyv464dsl, 1s7qbrynbcv9uw9r5f29oyc5, 6sejjyqssbr3olctm9nkq2v9x, 1kafgt90durzi0trgasa35nqi, 1i47csjlvcikfs4wixzserend",4255448661,194,8lta4w1nytggiwnaqv4e5cc0l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544570605,1,34,16,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2023-05-06T17:50:26.854Z,2023-05-06T18:47:21Z,4255449109,130,8,4255449111,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4255449105,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4255449113,194,1t1kgb0r5ca32f54emsscfob9,4255449107,59,"12, 24, 3, 19, 5, 44, 17, 28, 9, 27, 77, 4, 10, 13, 15, 18, 20, 21, 23, 26, 45, 99",4255449103,30,"eu9b86opw6n66vftu1r5alfqh, 5sxy1z2pz5bhlp767lyjte76d, d9bg5jjv8pz0f8u55x3hg0962, a7gi41760sk45wbkpbps3njdh, 7ojvhhfvbtbn60sc50y4l2ctm, 3jruai7zu28e8f0ooj4t16l05, 913rgsi93o890wc2cbuwlbqp5, 9qrewt049r6yq88c715ymau39, 1t1kgb0r5ca32f54emsscfob9, 860ysqvvnpfya7bwxbe4g0wk5, 1gnc1tbpmomiqt1sty2lktt5, ay6tmp6zkxtjzse2gel3rgnl6, 319knuftqo071luold2fqluqd, g324scl7t7h6j05g973me82y, ckzn72wo51pmw475t9tl6vr2t, 86nwv5baekm00h4d3z0suwhyh, 74g3ef24ctcgw1kee77d3acr8, 360knvg4k1yywxnb8o1mlyggl, 33erk8bdhefx5xnkjad2fvy8k, 7358y8d8v19qn6s8h0kx7tn11, a3o9x85aooe65w5r3ibs8ltk9, 98agxmllw183w3cml8j8q76dw",4255708859,197,3464,4255449115,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544620245,2,32,1,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2023-05-06T18:45:07.710Z,2023-05-07T01:28:36Z,4255723205,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544620221,2,32,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-05-06T18:45:07.710Z,2023-05-06T18:45:07Z,4255723077,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544620291,3,1,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,50,49.5,2023-05-06T18:45:07.719Z,2023-05-07T01:34:32Z,4257023415,178,,4255723405,279,S,4255723399,141,53.0,4255723395,56,Back,4255723403,213,3.0,4255723401,212,14.0,4255723397,140,36.9,,,,a21winmltx1h9oiwqtfditkut,E. Shomurodov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544620319,4,1,1,0,2,4klvxyeh3xcus4ongu7c00mgc,1,31.7,51.6,2023-05-06T18:45:10.529Z,2023-05-07T01:34:35Z,4255723557,140,22.6,4255723567,212,17.1,4257023525,178,,4255723561,141,30.7,4255723555,56,Back,4255723569,213,4.1,,,,,,,cbymienvjkbbvi1rbky74vj3e,S. Esposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544620433,5,1,1,0,5,4klvxyeh3xcus4ongu7c00mgc,1,22.3,33.1,2023-05-06T18:45:13.523Z,2023-05-07T01:34:39Z,4255724087,56,Back,4255724091,141,71.7,4255724093,212,26.2,4255724089,140,22.3,4257023677,178,,4255724095,213,1.6,,,,,,,e05kmeeuc7x55gwhjmxl9ry3u,P. Wiśniewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544620479,6,1,1,0,9,4klvxyeh3xcus4ongu7c00mgc,1,22.6,71.9,2023-05-06T18:45:17.623Z,2023-05-07T01:34:58Z,4257024481,178,,4255724355,56,Back,4255724359,141,35.7,4255724361,212,24.7,4255724357,140,24.4,4255724363,213,4.8,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544620543,7,1,1,0,12,4klvxyeh3xcus4ongu7c00mgc,1,28.1,27.7,2023-05-06T18:45:20.104Z,2023-05-07T01:35:00Z,4255724747,141,8.1,4255724743,56,Right,4255724751,213,5.8,4255724745,140,51.1,4257024589,178,,4255724749,212,27.6,,,,,,,e05kmeeuc7x55gwhjmxl9ry3u,P. Wiśniewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544620565,8,1,1,0,14,4klvxyeh3xcus4ongu7c00mgc,0,51,9.3,2023-05-06T18:45:22.152Z,2023-05-07T01:35:03Z,4255724867,56,Center,4255724875,213,0.6,4257024711,178,,4255724865,155,,4255724869,140,67.1,4255724873,212,20.6,4255724871,141,26.6,,,,72sbeqsrvv64vwiec51r9g1k9,K. Agudelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
