id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2488796819,167,6,1,21,38,ca8pjvyb7hgttr1dalj2nguum,0,1.8,56.6,2022-12-03T13:54:38.987Z,2022-12-03T13:55:16Z,3932526613,56,Back,3932528071,233,270,3932526615,73,,,,,,,,,,,,,,,,,6clgafy8vlbq6qw2ofptwkwd1,F. Durante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488796737,270,6,1,21,38,7w2y7s7q5r1h1flz9y4sj6xka,1,98.2,43.4,2022-12-03T13:54:38.987Z,2022-12-03T13:55:16Z,3932526167,56,Center,3932528063,233,167,3932526169,75,,,,,,,,,,,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797117,271,1,1,22,17,7w2y7s7q5r1h1flz9y4sj6xka,0,99.5,0.5,2022-12-03T13:55:17.706Z,2022-12-03T13:55:20Z,3932528303,212,34.9,3932528289,2,,3932528299,140,93.4,3932528295,223,,3932528307,1,,3932528293,155,,3932528305,213,1.8,3932528297,56,Center,aat1vixi4qu8bmxtw45maqytx,L. Boattin,3932528291,6,,,3932528301,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797125,168,12,1,22,20,ca8pjvyb7hgttr1dalj2nguum,1,12,44.2,2022-12-03T13:55:21.083Z,2022-12-03T13:55:22Z,3932528363,212,32.9,3932528365,213,1.1,3932528357,56,Back,3932528393,15,,3932528359,140,25.7,3932528361,141,87.7,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797145,169,49,1,22,22,ca8pjvyb7hgttr1dalj2nguum,1,25.7,87.7,2022-12-03T13:55:23.467Z,2022-12-03T13:55:23Z,,,,,,,,,,,,,,,,,,,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797157,170,1,1,22,23,ca8pjvyb7hgttr1dalj2nguum,0,25.7,87.7,2022-12-03T13:55:23.963Z,2022-12-03T13:55:25Z,3932528531,56,Back,3932528641,286,,3932528637,233,272,3932528539,213,5.2,3932528535,141,79.4,3932528533,140,28.6,3932528529,155,,3932528537,212,6.4,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,3932528635,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797173,272,74,1,22,23,7w2y7s7q5r1h1flz9y4sj6xka,1,72.7,13.7,2022-12-03T13:55:23.964Z,2022-12-03T14:29:21Z,3932528621,285,,3932528619,56,Right,3932528643,233,170,,,,,,,,,,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797245,171,1,1,22,25,ca8pjvyb7hgttr1dalj2nguum,1,20.2,35.4,2022-12-03T13:55:26.651Z,2022-12-03T13:55:32Z,3932529021,140,29.2,3932529025,212,17.0,3932529019,56,Back,3932529017,3,,3932529027,213,5.3,3932529023,141,14.7,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797275,172,1,1,22,31,ca8pjvyb7hgttr1dalj2nguum,0,38.2,10.9,2022-12-03T13:55:31.964Z,2022-12-03T13:55:36Z,3932529203,140,72.3,3932529211,1,,3932529207,212,39.6,3932529201,56,Center,3932529199,155,,3932529205,141,35.8,3932529209,213,0.4,,,,496otta0vz8p7eackdpfod68l,A. Sønstevold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797409,273,12,1,22,35,7w2y7s7q5r1h1flz9y4sj6xka,1,24.5,43.6,2022-12-03T13:55:36.177Z,2022-12-03T13:55:50Z,3932529951,213,1.4,3932529949,212,34.4,3932529945,140,29.7,3932529943,56,Back,3932529947,141,93.5,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797335,173,1,1,22,39,ca8pjvyb7hgttr1dalj2nguum,1,71.5,9.1,2022-12-03T13:55:40.172Z,2022-12-03T13:55:41Z,3932529569,141,24.9,3932529567,140,65.6,3932529543,56,Center,3932529573,212,12.4,3932529577,213,2.1,,,,,,,,,,13e3434z48bduvnvyly0zg5w5,T. Bonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797361,174,1,1,22,41,ca8pjvyb7hgttr1dalj2nguum,1,65.6,24.9,2022-12-03T13:55:41.804Z,2022-12-03T13:55:44Z,3932529697,140,73.7,3932529703,213,5.3,3932529701,212,16.4,3932529695,56,Right,3932529699,141,4.3,,,,,,,,,,2eg5q67ivbjr99ltdrvez9zbo,M. Mihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797411,175,1,1,22,43,ca8pjvyb7hgttr1dalj2nguum,0,73.7,4.3,2022-12-03T13:55:44.332Z,2022-12-03T13:55:54Z,3932529961,213,0.4,3932529955,140,96.5,3932529959,212,25.8,3932529953,56,Right,3932529957,141,18.3,,,,,,,,,,496otta0vz8p7eackdpfod68l,A. Sønstevold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797437,176,1,1,22,48,ca8pjvyb7hgttr1dalj2nguum,0,96.1,15.8,2022-12-03T13:55:49.253Z,2022-12-03T13:56:09Z,3932530095,56,Center,3932530099,141,54.3,3932530097,140,96.4,3932530103,213,1.6,3932530093,155,,3932530091,2,,3932530101,212,26.2,,,,27rdlepga8wdw4xj949y5vh05,G. Karchouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797415,274,44,1,22,49,7w2y7s7q5r1h1flz9y4sj6xka,1,3.6,46.1,2022-12-03T13:55:50.112Z,2022-12-03T13:55:54Z,3932529983,56,Back,3932529985,285,,3932530197,233,177,,,,,,,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797449,177,44,1,22,49,ca8pjvyb7hgttr1dalj2nguum,0,96.4,53.9,2022-12-03T13:55:50.113Z,2022-12-03T13:55:55Z,3932530149,286,,3932530215,233,274,3932530147,56,Center,,,,,,,,,,,,,,,,3myrbf50fefc98vkxh3ggw82x,E. Polli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797423,275,12,1,22,49,7w2y7s7q5r1h1flz9y4sj6xka,1,3.4,46.7,2022-12-03T13:55:50.370Z,2022-12-03T13:55:51Z,3932530017,56,Back,3932530057,167,,3932530023,212,4.5,3932530039,15,,3932530025,213,3.1,3932530019,140,0.0,3932530021,141,47.2,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797485,178,6,1,22,50,ca8pjvyb7hgttr1dalj2nguum,1,99.8,53.2,2022-12-03T13:55:50.962Z,2022-12-03T13:56:18Z,3932531595,73,,3932530529,233,276,3932530415,56,Center,,,,,,,,,,,,,,,,27rdlepga8wdw4xj949y5vh05,G. Karchouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797431,276,6,1,22,50,7w2y7s7q5r1h1flz9y4sj6xka,0,0.2,46.8,2022-12-03T13:55:50.962Z,2022-12-03T13:56:01Z,3932530537,233,178,3932530053,56,Back,3932530055,73,,,,,,,,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797775,179,1,1,23,26,ca8pjvyb7hgttr1dalj2nguum,0,99.7,99.3,2022-12-03T13:56:27.118Z,2022-12-03T13:56:39Z,3932532031,212,29.2,3932532021,155,,3932532023,223,,3932532027,140,89.5,3932532017,2,,3932532029,141,59.4,3932532033,213,4.3,3932532019,6,,13e3434z48bduvnvyly0zg5w5,T. Bonetti,3932532025,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797791,277,12,1,23,28,7w2y7s7q5r1h1flz9y4sj6xka,1,14.2,39.1,2022-12-03T13:56:28.881Z,2022-12-03T13:56:29Z,3932532119,140,5.7,3932532125,213,4.3,3932532121,141,10.9,3932532117,56,Back,3932532123,212,21.2,3932532135,15,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797841,180,1,1,23,31,ca8pjvyb7hgttr1dalj2nguum,1,92.6,84.5,2022-12-03T13:56:31.822Z,2022-12-03T13:56:35Z,3932532423,1,,3932532413,56,Center,3932532417,141,37.3,3932532415,140,95.5,3932532419,212,32.2,3932532409,2,,3932532421,213,4.8,3932532411,155,,13e3434z48bduvnvyly0zg5w5,T. Bonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797855,181,1,1,23,34,ca8pjvyb7hgttr1dalj2nguum,0,95.8,37.3,2022-12-03T13:56:35.276Z,2022-12-03T13:56:37Z,3932532465,213,1.4,3932532463,212,10.7,3932532461,141,52.8,3932532455,3,,3932532459,140,97.8,3932532457,56,Center,,,,,,,b6e5e8znxa7u9qhtxtwflxgwl,A. Kristjansdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797859,278,44,1,23,35,7w2y7s7q5r1h1flz9y4sj6xka,1,3.1,49.8,2022-12-03T13:56:36.049Z,2022-12-03T13:56:37Z,3932532489,56,Back,3932532535,233,182,3932532491,285,,,,,,,,,,,,,,,,,czmpp6e2oo276u9prac16le51,P. Peyraud-Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797863,182,44,1,23,35,ca8pjvyb7hgttr1dalj2nguum,0,96.9,50.2,2022-12-03T13:56:36.050Z,2022-12-03T13:56:37Z,3932532505,56,Center,3932532595,233,278,3932532507,286,,,,,,,,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797875,279,12,1,23,35,7w2y7s7q5r1h1flz9y4sj6xka,1,5.6,50.7,2022-12-03T13:56:36.465Z,2022-12-03T14:31:24Z,3932532563,141,30.7,3932532567,213,4.8,3932532561,140,7.3,3932532559,56,Back,3932532565,212,13.7,,,,,,,,,,czmpp6e2oo276u9prac16le51,P. Peyraud-Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797877,280,49,1,23,36,7w2y7s7q5r1h1flz9y4sj6xka,1,5.1,30.2,2022-12-03T13:56:37.377Z,2022-12-03T14:31:21Z,,,,,,,,,,,,,,,,,,,,,,,,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797887,281,1,1,23,36,7w2y7s7q5r1h1flz9y4sj6xka,0,5.1,30.2,2022-12-03T13:56:37.457Z,2022-12-03T13:56:39Z,3932532651,213,4.2,3932532643,141,23.5,3932532635,56,Back,3932532647,212,5.2,3932532639,140,2.8,,,,,,,,,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797909,183,8,1,23,40,ca8pjvyb7hgttr1dalj2nguum,1,88.5,86.3,2022-12-03T13:56:41.373Z,2022-12-03T13:56:41Z,3932532769,56,Left,,,,,,,,,,,,,,,,,,,,,,c5s6l4u9gjdv3ce5rc0we8sx6,I. Santi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488797911,184,5,1,23,41,ca8pjvyb7hgttr1dalj2nguum,0,93.2,101.2,2022-12-03T13:56:42.542Z,2022-12-03T13:57:05Z,3932534049,233,282,3932532775,347,,3932532771,56,Left,,,,,,,,,,,,,,,,c5s6l4u9gjdv3ce5rc0we8sx6,I. Santi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798129,282,5,1,23,41,7w2y7s7q5r1h1flz9y4sj6xka,1,6.8,-1.2,2022-12-03T13:56:42.542Z,2022-12-03T14:29:15Z,3932534029,56,Back,3932534033,233,184,3932534031,347,,,,,,,,,,,,,,,,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798155,283,1,1,24,4,7w2y7s7q5r1h1flz9y4sj6xka,1,4.2,0,2022-12-03T13:57:04.833Z,2022-12-03T13:57:07Z,3932534165,141,2.5,3932534169,213,0.4,3932534167,212,6.9,3932534163,140,10.3,3932534159,107,,3932534161,56,Back,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798157,284,50,1,24,6,7w2y7s7q5r1h1flz9y4sj6xka,1,11.4,2.8,2022-12-03T13:57:07.417Z,2022-12-03T13:57:09Z,3932534219,233,185,3932534175,285,,3932534173,56,Back,,,,,,,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798159,185,7,1,24,6,ca8pjvyb7hgttr1dalj2nguum,1,88.6,97.2,2022-12-03T13:57:07.418Z,2022-12-03T13:57:08Z,3932534177,167,,3932534181,286,,3932534201,233,284,3932534179,56,Left,,,,,,,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798161,186,5,1,24,7,ca8pjvyb7hgttr1dalj2nguum,0,88.6,101.2,2022-12-03T13:57:08.154Z,2022-12-03T14:29:15Z,3932534185,347,,3932534725,233,285,3932534183,56,Left,,,,,,,,,,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798255,285,5,1,24,7,7w2y7s7q5r1h1flz9y4sj6xka,1,11.4,-1.2,2022-12-03T13:57:08.154Z,2022-12-03T13:57:18Z,3932534705,347,,3932534721,233,186,3932534703,56,Back,,,,,,,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798281,286,1,1,24,17,7w2y7s7q5r1h1flz9y4sj6xka,1,19.8,0,2022-12-03T13:57:18.032Z,2022-12-03T13:57:20Z,3932534825,141,8.3,3932534819,107,,3932534829,213,2.7,3932534823,140,6.2,3932534827,212,15.6,3932534821,56,Back,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798297,287,1,1,24,19,7w2y7s7q5r1h1flz9y4sj6xka,1,6.5,8.3,2022-12-03T13:57:20.360Z,2022-12-03T13:57:22Z,3932534881,56,Back,3932534889,213,5.7,3932534885,141,2.9,3932534883,140,11.7,3932534887,212,6.6,,,,,,,,,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798363,288,1,1,24,21,7w2y7s7q5r1h1flz9y4sj6xka,1,14.8,5.8,2022-12-03T13:57:22.656Z,2022-12-03T13:57:27Z,3932535133,56,Back,3932535137,140,24.0,3932535145,212,10.9,3932535147,213,0.5,3932535141,141,13.3,,,,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798367,289,4,1,24,25,7w2y7s7q5r1h1flz9y4sj6xka,1,23.4,14.9,2022-12-03T13:57:26.586Z,2022-12-03T13:57:28Z,3932535165,13,,3932535169,152,,3932535171,265,,3932535233,233,187,3932535167,56,Back,3932535173,285,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798371,187,4,1,24,25,ca8pjvyb7hgttr1dalj2nguum,0,76.6,85.1,2022-12-03T13:57:26.587Z,2022-12-03T13:57:28Z,3932535259,233,289,3932535201,56,Left,3932535203,152,,3932535207,286,,3932535199,13,,3932535205,265,,,,,,,,c5s6l4u9gjdv3ce5rc0we8sx6,I. Santi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798503,290,1,1,24,37,7w2y7s7q5r1h1flz9y4sj6xka,1,23.8,16.1,2022-12-03T13:57:37.872Z,2022-12-03T13:57:38Z,3932535945,140,28.7,3932535949,212,31.9,3932535943,56,Back,3932535939,5,,3932535947,141,62.4,3932535941,152,,3932535951,213,1.4,3932535963,189,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798527,291,1,1,24,39,7w2y7s7q5r1h1flz9y4sj6xka,1,27.3,62.1,2022-12-03T13:57:39.848Z,2022-12-03T13:57:42Z,3932536115,213,0.1,3932536111,141,63.2,3932536107,56,Back,3932536109,140,37.1,3932536113,212,10.3,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798537,292,1,1,24,41,7w2y7s7q5r1h1flz9y4sj6xka,1,37.1,63.2,2022-12-03T13:57:41.904Z,2022-12-03T13:57:42Z,3932536161,140,27.6,3932536193,156,,3932536159,56,Back,3932536165,212,10.0,3932536163,141,61.7,3932536167,213,3.2,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798591,293,1,1,24,42,7w2y7s7q5r1h1flz9y4sj6xka,1,29.1,58.2,2022-12-03T13:57:43.616Z,2022-12-03T13:57:48Z,3932536479,141,26.0,3932536483,213,4.6,3932536475,56,Back,3932536477,140,26.2,3932536481,212,22.1,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798655,294,1,1,24,47,7w2y7s7q5r1h1flz9y4sj6xka,1,29.9,26.8,2022-12-03T13:57:47.945Z,2022-12-03T13:57:52Z,3932536817,140,56.4,3932536823,213,0.4,3932536819,141,43.4,3932536815,56,Center,3932536821,212,30.0,,,,,,,,,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798667,295,4,1,24,50,7w2y7s7q5r1h1flz9y4sj6xka,1,55.8,43.1,2022-12-03T13:57:51.392Z,2022-12-03T13:57:55Z,3932536861,56,Center,3932536859,13,,3932536865,265,,3932536863,152,,3932537031,233,188,3932536867,286,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798693,188,4,1,24,50,ca8pjvyb7hgttr1dalj2nguum,0,44.2,56.9,2022-12-03T13:57:51.393Z,2022-12-03T13:57:56Z,3932537003,13,,3932537011,285,,3932537007,152,,3932537005,56,Back,3932537009,265,,3932537035,233,295,,,,,,,2eg5q67ivbjr99ltdrvez9zbo,M. Mihashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798825,296,1,1,25,6,7w2y7s7q5r1h1flz9y4sj6xka,1,61.7,48.4,2022-12-03T13:58:07.344Z,2022-12-03T13:58:08Z,3932537715,56,Center,3932537719,141,67.8,3932537713,152,,3932537723,213,1.8,3932537717,140,59.3,3932537711,5,,3932537721,212,13.4,3932537731,189,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798853,297,1,1,25,8,7w2y7s7q5r1h1flz9y4sj6xka,1,57.6,70.8,2022-12-03T13:58:08.984Z,2022-12-03T13:58:11Z,3932537865,140,62.7,3932537869,212,18.5,3932537871,213,1.3,3932537867,141,96.8,3932537863,56,Left,,,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798891,298,1,1,25,10,7w2y7s7q5r1h1flz9y4sj6xka,1,62.7,96,2022-12-03T13:58:11.280Z,2022-12-03T13:58:14Z,3932538069,212,21.4,3932538065,140,78.0,3932538071,213,5.6,3932538067,141,75.2,3932538063,56,Center,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798903,299,1,1,25,13,7w2y7s7q5r1h1flz9y4sj6xka,1,78,75.2,2022-12-03T13:58:13.968Z,2022-12-03T13:59:53Z,3932538137,156,,3932538121,56,Center,3932538129,213,2.7,3932538125,141,78.0,3932538123,140,74.4,3932538127,212,4.2,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488798957,300,1,1,25,18,7w2y7s7q5r1h1flz9y4sj6xka,0,77.6,78.8,2022-12-03T13:58:19.479Z,2022-12-03T13:58:21Z,3932538421,141,61.7,3932538417,56,Center,3932538427,213,5.5,3932538413,2,,3932538423,212,16.0,3932538419,140,88.0,,,,,,,17zgb1iogatltsw1spnvyuuol,B. Bonansea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799011,301,61,1,25,22,7w2y7s7q5r1h1flz9y4sj6xka,1,87.9,61.8,2022-12-03T13:58:23.039Z,2022-12-03T13:58:58Z,3932538733,56,Center,,,,,,,,,,,,,,,,,,,,,,8gowfvsn9a69nyzppubue2d3p,S. Junge Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799009,189,12,1,25,23,ca8pjvyb7hgttr1dalj2nguum,1,1.7,42.3,2022-12-03T13:58:24.145Z,2022-12-03T14:30:34Z,3932538729,212,17.2,3932538725,140,13.1,3932538727,141,60.4,3932538731,213,0.8,3932538723,56,Back,,,,,,,,,,b6e5e8znxa7u9qhtxtwflxgwl,A. Kristjansdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799293,194,1,1,25,25,ca8pjvyb7hgttr1dalj2nguum,1,26.2,35.7,2022-12-03T13:58:25.848Z,2022-12-03T13:58:52Z,3932540147,212,14.2,3932540135,56,Back,3932540151,213,2.1,3932540141,140,19.5,3932540145,141,53.9,,,,,,,,,,3myrbf50fefc98vkxh3ggw82x,E. Polli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799035,190,49,1,25,26,ca8pjvyb7hgttr1dalj2nguum,1,27.1,66.1,2022-12-03T13:58:27.617Z,2022-12-03T13:58:27Z,,,,,,,,,,,,,,,,,,,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799039,191,1,1,25,27,ca8pjvyb7hgttr1dalj2nguum,1,27.1,66.1,2022-12-03T13:58:27.744Z,2022-12-03T13:58:28Z,3932538841,212,23.3,3932538837,140,11.1,3932538843,213,2.4,3932538839,141,89.9,3932538835,56,Back,,,,,,,,,,56eun8e4lpn74l3fqhasn7fqi,M. Pandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799045,192,1,1,25,28,ca8pjvyb7hgttr1dalj2nguum,0,11.1,89.3,2022-12-03T13:58:28.753Z,2022-12-03T13:58:30Z,3932538851,155,,3932538861,213,6.2,3932538859,212,23.8,3932538855,140,33.7,3932538853,56,Back,3932538857,141,86.2,,,,,,,48rypey85a23z9ht4k5skw8b8,C. Robustellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799055,302,49,1,25,29,7w2y7s7q5r1h1flz9y4sj6xka,1,66.8,3.5,2022-12-03T13:58:30.064Z,2022-12-03T13:58:30Z,,,,,,,,,,,,,,,,,,,,,,,,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799097,303,1,1,25,29,7w2y7s7q5r1h1flz9y4sj6xka,1,66.8,3.5,2022-12-03T13:58:30.234Z,2022-12-03T13:58:32Z,3932539051,213,6.2,3932539045,140,79.4,3932539049,212,13.3,3932539043,56,Right,3932539047,141,1.7,,,,,,,,,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799107,304,1,1,25,31,7w2y7s7q5r1h1flz9y4sj6xka,1,79.6,1.7,2022-12-03T13:58:32.455Z,2022-12-03T13:58:33Z,3932539103,141,1.1,3932539107,213,3.2,3932539105,212,7.6,3932539099,56,Right,3932539101,140,72.4,,,,,,,,,,6dmnxn0v7tcrwtd6hm2jaf6j9,L. Beerensteyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799127,305,1,1,25,32,7w2y7s7q5r1h1flz9y4sj6xka,1,72.3,1.1,2022-12-03T13:58:33.495Z,2022-12-03T13:58:36Z,3932539241,141,18.1,3932539237,56,Right,3932539245,213,1.7,3932539243,212,11.6,3932539239,140,71.3,,,,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799155,306,1,1,25,36,7w2y7s7q5r1h1flz9y4sj6xka,1,69.9,18.1,2022-12-03T13:58:36.672Z,2022-12-03T13:59:11Z,3932539421,213,3.8,3932539419,212,12.1,3932539415,140,61.0,3932539417,141,6.8,3932539413,56,Right,,,,,,,,,,8gowfvsn9a69nyzppubue2d3p,S. Junge Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799201,307,1,1,25,39,7w2y7s7q5r1h1flz9y4sj6xka,1,60.9,6.2,2022-12-03T13:58:39.687Z,2022-12-03T13:58:43Z,3932539637,56,Center,3932539645,213,0.8,3932539643,212,24.4,3932539639,140,76.5,3932539635,155,,3932539641,141,32.8,,,,,,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799203,308,4,1,25,42,7w2y7s7q5r1h1flz9y4sj6xka,1,76.1,34.4,2022-12-03T13:58:42.815Z,2022-12-03T13:58:48Z,3932539863,233,193,3932539659,265,,3932539655,56,Center,3932539661,286,,3932539657,152,,3932539653,13,,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
