id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2545897313,1,34,16,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2023-05-08T15:25:45.424Z,2023-05-08T16:30:43Z,4262552977,194,cnk07o3823zl5gd7qr2bdks7p,4262552979,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4262552971,59,"13, 24, 65, 18, 4, 33, 35, 5, 19, 8, 28, 1, 3, 9, 11, 14, 21, 22, 23, 25, 26, 30, 32, 34, 55, 91",4262552967,30,"h12c7ocq35slzrop3ltnrsnp, f0o0jfa9hp54otpnwe09d591, 8dgh4fzut8khpt32d6dsrljsa, 9cy6lgb0e0cq4a7ht389qaklx, dnk24js88d4ie661mwo7jkq95, cnk07o3823zl5gd7qr2bdks7p, bk1gdyxtfp4drwb0yotwerbsa, 1fdgli7rrzvlhcs1exckc0r11, mh8eevw5lj4i9c7ue5n9j845, 2l87vg4m0glbbdvnrg4zud51x, d5m5q6dlc7vnbs634dinbsuwa, 9jx56wcoj1htd69i749wfwkx5, an5eip4p2zmw49hh9eqksigo9, c68syh6axbkqmcmvrpumqb8mi, cxjuod6b1ro67656dxwhpqqc5, 2hbduprkyabq8g1nhe6b4g3bp, 6e9fu9o226zn6jzx02jutvi3u, 4494989zl7g13nw17wan5adp1, anr1wukl3xezz39fwogjzatw5, 1lota2za1imhl3oydwa89u5l, 6gf25ng7surglurqkroozlfit, dmza22ad3iars2svmghrwhfit, d7xfjvw4kun7fx4j9ldr6cb11, 54mmovmx3osoxgbloe9rzmx9l, d6vg86aml1ttoyks4vvvk0smh, 31b0dvddmki2b2zvumesyrx4a",4262764131,197,11835,4262552969,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4262552975,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4262552973,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545901019,1,34,16,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-05-08T15:31:33.135Z,2023-05-08T16:32:41Z,4262573701,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4262573695,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4262573693,30,"2luxnwcabb7msig7odfq5p5g5, ezpkmoz1z08da3o3g45m12lzp, etryzuxz65dmn5ewmocse66l1, 3coml6cxqa86px9up8yy3oz1m, 4b7yhrh526hzn4vj8bh395v8q, blo3zmhar2mujyp9z7kjnsut, 7pg1pu4ptby6hi0rp29hv4jxl, 7j0c36u6kk97eur4virjoka8l, 3mqhkh4iz4kesvmqui3hupgmi, q281ehu1acmc9v96sv9g8bmx, 53dvtfms2uxd500y87x5jf2eh, 68jk3onf54kl1mdfz8zuicvkl, 4u281v53ges3kimtgac0tidm2, d6sstsibcsfxporots5k9cicp, 19gglji6ai70jiu7iqpkaxbyt, 6l046k4t48abc079efzg2oic5, drljavudmjvyj9mvyzq7gz2s5, d1e3dsz9lf7g69g2l6zfurpp1, 488q58xm2ahxuvpeyfpgwfklw, a6lo3s66xv87llkhwveoq1vqh, 6n7mtbajqldc2a0591foek8ic, 240qnsj5nj6l6s3cc618691at",4262573697,59,"13, 6, 30, 98, 66, 2, 18, 10, 29, 25, 11, 1, 5, 8, 9, 15, 20, 33, 39, 41, 77, 99",4262573703,194,etryzuxz65dmn5ewmocse66l1,4262573705,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4262573699,130,17,4262768965,197,9006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545936901,2,32,1,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2023-05-08T16:30:11.889Z,2023-05-08T23:21:50Z,4262772525,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545936907,2,32,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-05-08T16:30:11.889Z,2023-05-08T16:30:15Z,4262772559,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545936911,3,1,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,50,50.3,2023-05-08T16:30:11.897Z,2023-05-09T00:55:20Z,4262772579,140,40.5,4262772577,56,Back,4262772585,213,3.8,4262772583,212,12.6,4263777805,178,,4262772589,279,S,4262772581,141,39.0,,,,3mqhkh4iz4kesvmqui3hupgmi,B. Dia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545936951,4,1,1,0,2,49rkyo4do8uwj06geomw0xr4i,1,39.5,35.8,2023-05-08T16:30:13.955Z,2023-05-09T00:55:24Z,4262772763,56,Back,4262772771,213,4.2,4262772765,140,34.7,4263777873,178,,4262772769,212,10.0,4262772767,141,23.1,,,,,,,7j0c36u6kk97eur4virjoka8l,T. Vilhena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545936969,5,1,1,0,4,49rkyo4do8uwj06geomw0xr4i,1,34.7,23.1,2023-05-08T16:30:15.901Z,2023-05-09T00:55:26Z,4262772887,212,5.7,4262772881,56,Back,4262772889,213,6.1,4263777919,178,,4262772883,140,40.1,4262772885,141,21.7,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545936971,6,1,1,0,6,49rkyo4do8uwj06geomw0xr4i,1,42.8,9.4,2023-05-08T16:30:18.026Z,2023-05-09T00:55:31Z,4262772939,141,9.2,4263778005,178,,4262772937,140,29.0,4262772941,212,14.5,4262772943,213,3.2,4262772935,56,Back,,,,,,,q281ehu1acmc9v96sv9g8bmx,G. Maggiore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545936987,7,1,1,0,8,49rkyo4do8uwj06geomw0xr4i,1,29.1,12.6,2023-05-08T16:30:20.495Z,2023-05-09T00:55:34Z,4262773015,213,2.6,4262773013,212,30.0,4262773005,56,Back,4262773009,140,4.4,4263778123,178,,4262773011,141,34.7,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545937035,8,1,1,0,13,49rkyo4do8uwj06geomw0xr4i,1,7.1,41.7,2023-05-08T16:30:25.719Z,2023-05-09T00:55:37Z,4262773221,212,28.6,4263778247,178,,4262773215,56,Back,4262773223,213,1.3,4262773217,140,14.5,4262773219,141,82.2,,,,,,,2luxnwcabb7msig7odfq5p5g5,G. Ochoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
