id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/11/value,qualifier/9/value,qualifier/14/value,qualifier/13/value,assist,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value
2471963477,7,7,1,0,20,7pm0maqtof5rdc3ksumasw55g,1,78,95.3,2022-10-15T12:32:39.052Z,2022-10-15T12:32:49Z,3843908563,56,Left,3843908583,233,4,3843908565,286,,,,,,,,,,,,,,,,,9bxqgoylhs3u0061ht1dr8t79,V. Pirone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471963609,8,61,1,0,23,7pm0maqtof5rdc3ksumasw55g,1,76,97.6,2022-10-15T12:32:42.184Z,2022-10-15T12:37:53Z,3843909285,56,Left,,,,,,,,,,,,,,,,,,,,,,9bxqgoylhs3u0061ht1dr8t79,V. Pirone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471963649,5,5,1,0,24,8gw3pgcd0doivaul55q8na9lg,1,20.3,-1.4,2022-10-15T12:32:43.769Z,2022-10-15T12:37:49Z,3843936723,233,9,3843909453,347,,3843909451,56,Back,,,,,,,,,,,,,,,,6vvrp3ijlo76d0oolobx1hgwl,D. Kravets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471963651,9,5,1,0,24,7pm0maqtof5rdc3ksumasw55g,0,79.7,101.4,2022-10-15T12:32:43.769Z,2022-10-15T12:55:06Z,3843909457,347,,3843909455,56,Left,3843936783,233,5,,,,,,,,,,,,,,,,9bxqgoylhs3u0061ht1dr8t79,V. Pirone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471963775,6,1,1,0,32,8gw3pgcd0doivaul55q8na9lg,1,23.2,0,2022-10-15T12:32:51.209Z,2022-10-15T13:29:41Z,3843910017,56,Back,3843910019,140,39.8,3843910021,141,4.1,3843910015,107,,3843910025,212,17.8,3843910027,213,0.2,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472020797,382,1,1,0,34,8gw3pgcd0doivaul55q8na9lg,0,39.5,3.2,2022-10-15T12:32:52.960Z,2022-10-15T13:29:39Z,3844215541,141,1.7,3844215539,140,36.7,3844215537,56,Back,3844215543,212,3.1,3844215545,213,3.5,,,,,,,,,,b80b2mxpxjcboqc81evm6oa2,C. Beccari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964973,24,61,1,0,36,7pm0maqtof5rdc3ksumasw55g,1,63.3,96,2022-10-15T12:32:55.245Z,2022-10-15T12:55:46Z,3843916171,56,Left,,,,,,,,,,,,,,,,,,,,,,y1n01stf6l2bn9nw1l1qv7kk,G. Arrigoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471963911,7,5,1,0,37,8gw3pgcd0doivaul55q8na9lg,1,36.2,-1.4,2022-10-15T12:32:56.125Z,2022-10-15T12:55:07Z,3843950927,233,23,3843910721,347,,3843910719,56,Back,,,,,,,,,,,,,,,,6vvrp3ijlo76d0oolobx1hgwl,D. Kravets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964917,23,5,1,0,37,7pm0maqtof5rdc3ksumasw55g,0,63.8,101.4,2022-10-15T12:32:56.125Z,2022-10-15T12:55:44Z,3843950939,233,7,3843915857,56,Left,3843915859,347,,,,,,,,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471963993,8,1,1,0,44,8gw3pgcd0doivaul55q8na9lg,1,34.3,0,2022-10-15T12:33:03.338Z,2022-10-15T13:30:11Z,3843911155,213,0.6,3843911153,212,11.5,3843911147,56,Back,3843911149,140,43.5,3843911151,141,7.7,3843911145,107,,,,,,,,bimp62qt9yetz1mwz1z18ri7d,M. Brenn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964011,9,1,1,0,50,8gw3pgcd0doivaul55q8na9lg,0,51.8,20.3,2022-10-15T12:33:09.369Z,2022-10-15T13:30:10Z,3843911265,141,53.9,3843911267,212,22.9,3843911269,213,1.5,3843911263,140,52.8,3843911261,56,Center,,,,,,,,,,b80b2mxpxjcboqc81evm6oa2,C. Beccari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964061,10,49,1,0,54,7pm0maqtof5rdc3ksumasw55g,1,44.7,23.7,2022-10-15T12:33:13.476Z,2022-10-15T12:33:13Z,,,,,,,,,,,,,,,,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964083,11,1,1,0,55,7pm0maqtof5rdc3ksumasw55g,0,44.7,22.5,2022-10-15T12:33:14.389Z,2022-10-15T12:33:19Z,3843911563,141,22.3,3843911567,213,6.2,3843911815,233,11,3843911561,140,46.9,3843911565,212,2.3,3843911557,56,Back,3843911813,236,,3843911819,286,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964123,11,74,1,0,55,8gw3pgcd0doivaul55q8na9lg,1,46.2,70.5,2022-10-15T12:33:14.390Z,2022-10-15T12:55:18Z,3843911753,285,,3843911823,233,11,3843911751,56,Back,,,,,,,,,,,,,,,,69ij8unhyklcdc4d11u02v6y,Joyce Borini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964117,12,50,1,0,57,7pm0maqtof5rdc3ksumasw55g,1,52.4,27.6,2022-10-15T12:33:16.408Z,2022-10-15T12:33:18Z,3843911733,286,,3843911779,233,10,3843911731,56,Center,,,,,,,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964113,10,7,1,0,57,8gw3pgcd0doivaul55q8na9lg,1,47.6,72.4,2022-10-15T12:33:16.409Z,2022-10-15T12:33:18Z,3843911759,233,12,3843911723,56,Back,3843911725,285,,,,,,,,,,,,,,,,,69ij8unhyklcdc4d11u02v6y,Joyce Borini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964167,12,49,1,1,2,8gw3pgcd0doivaul55q8na9lg,1,51.1,67.5,2022-10-15T12:33:21.178Z,2022-10-15T12:33:21Z,,,,,,,,,,,,,,,,,,,,,,,,,e3mdwwn8drb7hsscyvj4u8pre,M. Pavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964245,13,1,1,1,2,8gw3pgcd0doivaul55q8na9lg,1,51.1,67.5,2022-10-15T12:33:21.338Z,2022-10-15T12:33:28Z,3843912361,141,82.9,3843912359,140,67.7,3843912357,56,Left,3843912363,212,20.3,3843912365,213,0.5,,,,,,,,,,e3mdwwn8drb7hsscyvj4u8pre,M. Pavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964253,14,1,1,1,9,8gw3pgcd0doivaul55q8na9lg,0,65.9,81.1,2022-10-15T12:33:28.170Z,2022-10-15T12:33:29Z,3843912405,213,5.3,3843912403,212,10.1,3843912395,155,,3843912397,56,Center,3843912399,140,71.6,3843912401,141,69.1,,,,,,,d154hxm83w5x1m0ht905cgpg5,V. Kubassova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964259,13,61,1,1,10,7pm0maqtof5rdc3ksumasw55g,1,30.3,38.1,2022-10-15T12:33:29.173Z,2022-10-15T12:33:29Z,3843912415,56,Back,,,,,,,,,,,,,,,,,,,,,,7fu77l8o1mi2fq8iqqirsu09h,A. Benoît,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964337,14,49,1,1,14,7pm0maqtof5rdc3ksumasw55g,1,33.1,60.7,2022-10-15T12:33:33.573Z,2022-10-15T12:33:33Z,,,,,,,,,,,,,,,,,,,,,,,,,z76gqv9thd1553u6bf6akpyi,L. Silvioni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964371,15,50,1,1,16,7pm0maqtof5rdc3ksumasw55g,1,44.8,63.8,2022-10-15T12:33:35.621Z,2022-10-15T12:33:39Z,3843912917,56,Back,3843912919,286,,3843913099,233,15,,,,,,,,,,,,,,,,z76gqv9thd1553u6bf6akpyi,L. Silvioni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964393,15,7,1,1,16,8gw3pgcd0doivaul55q8na9lg,0,55.2,36.2,2022-10-15T12:33:35.622Z,2022-10-15T12:33:38Z,3843913067,233,15,3843913029,56,Center,3843913031,285,,,,,,,,,,,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964497,16,1,1,1,19,7pm0maqtof5rdc3ksumasw55g,1,58.7,82.9,2022-10-15T12:33:38.164Z,2022-10-15T12:33:42Z,3843913525,141,90.0,3843913527,212,23.2,3843913529,213,2.9,3843913523,140,37.1,3843913521,56,Back,,,,,,,,,,y1n01stf6l2bn9nw1l1qv7kk,G. Arrigoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964517,17,1,1,1,23,7pm0maqtof5rdc3ksumasw55g,1,37.1,90.1,2022-10-15T12:33:42.740Z,2022-10-15T12:33:45Z,3843913625,213,3.9,3843913623,212,18.9,3843913619,140,23.8,3843913617,56,Back,3843913621,141,71.3,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964545,18,1,1,1,26,7pm0maqtof5rdc3ksumasw55g,1,23.8,71.3,2022-10-15T12:33:45.124Z,2022-10-15T12:33:46Z,3843913791,213,4.4,3843913779,140,19.0,3843913787,212,16.0,3843913775,56,Back,3843913783,141,48.9,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964585,19,1,1,1,27,7pm0maqtof5rdc3ksumasw55g,1,19,48.9,2022-10-15T12:33:46.821Z,2022-10-15T12:34:06Z,3843914027,141,68.3,3843914031,213,1.2,3843914029,212,14.4,3843914023,56,Back,3843914025,140,24.5,,,,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964801,20,1,1,1,30,7pm0maqtof5rdc3ksumasw55g,1,24.3,65.2,2022-10-15T12:33:49.637Z,2022-10-15T12:34:02Z,3843915159,155,,3843915171,1,,3843915165,141,7.6,3843915161,56,Back,3843915167,212,40.4,3843915169,213,5.0,3843915163,140,33.9,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964697,16,43,1,1,36,8gw3pgcd0doivaul55q8na9lg,1,0,0,2022-10-15T12:33:55.310Z,2022-10-15T12:34:08Z,3843914583,56,Left,3843915753,144,61,,,,,,,,,,,,,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964821,21,1,1,1,36,7pm0maqtof5rdc3ksumasw55g,0,30.9,4.2,2022-10-15T12:33:55.708Z,2022-10-15T12:40:24Z,3843915257,56,Back,3843915259,140,41.0,3843915261,141,0.0,3843915265,213,5.9,3843915263,212,11.3,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964709,17,5,1,1,37,8gw3pgcd0doivaul55q8na9lg,1,60.8,101.4,2022-10-15T12:33:56.569Z,2022-10-15T12:40:27Z,3843953561,233,22,3843914651,56,Left,3843914653,347,,,,,,,,,,,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471964829,22,5,1,1,37,7pm0maqtof5rdc3ksumasw55g,0,39.2,-1.4,2022-10-15T12:33:56.569Z,2022-10-15T12:55:07Z,3843915303,56,Back,3843915305,347,,3843953611,233,17,,,,,,,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965041,18,1,1,1,54,8gw3pgcd0doivaul55q8na9lg,1,53.8,100,2022-10-15T12:34:13.467Z,2022-10-15T12:34:15Z,3843916515,56,Left,3843916521,141,88.9,3843916513,107,,3843916517,140,61.1,3843916523,212,11.3,3843916525,213,5.5,,,,,,,69ij8unhyklcdc4d11u02v6y,Joyce Borini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965079,19,1,1,1,56,8gw3pgcd0doivaul55q8na9lg,1,60.8,89,2022-10-15T12:34:15.418Z,2022-10-15T12:34:17Z,3843916689,56,Left,3843916695,212,5.2,3843916693,141,84.5,3843916697,213,3.8,3843916691,140,56.8,,,,,,,,,,e3mdwwn8drb7hsscyvj4u8pre,M. Pavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965117,20,1,1,1,57,8gw3pgcd0doivaul55q8na9lg,1,56.8,85.3,2022-10-15T12:34:16.954Z,2022-10-15T12:34:19Z,3843916891,212,4.4,3843916893,213,1.6,3843916889,141,91.7,3843916887,140,56.8,3843916885,56,Left,,,,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965185,21,1,1,2,0,8gw3pgcd0doivaul55q8na9lg,1,48.7,91.8,2022-10-15T12:34:19.402Z,2022-10-15T12:34:23Z,3843917271,56,Back,3843917275,141,86.2,3843917273,140,25.3,3843917279,213,3.3,3843917277,212,24.9,,,,,,,,,,69ij8unhyklcdc4d11u02v6y,Joyce Borini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965199,22,1,1,2,4,8gw3pgcd0doivaul55q8na9lg,1,20.6,85.6,2022-10-15T12:34:23.162Z,2022-10-15T12:34:25Z,3843917355,141,66.6,3843917349,56,Back,3843917351,140,5.3,3843917359,213,3.8,3843917357,212,20.6,,,,,,,,,,9nc4igej6cflyxrihy20zd045,G. Rizzon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965249,23,1,1,2,6,8gw3pgcd0doivaul55q8na9lg,1,5.1,66.4,2022-10-15T12:34:25.211Z,2022-10-15T12:34:28Z,3843917711,56,Back,3843917709,155,,3843917719,213,6.2,3843917717,212,41.5,3843917713,140,44.6,3843917721,1,,3843917715,141,63.4,,,,69ewfo1qoyc0xhk227754o9h,M. Korenčiová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965279,24,1,1,2,9,8gw3pgcd0doivaul55q8na9lg,1,44.6,63.4,2022-10-15T12:34:28.795Z,2022-10-15T12:34:31Z,3843917867,140,44.3,3843917869,141,64.2,3843917863,3,,3843917873,213,2.1,3843917865,56,Back,3843917871,212,0.6,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965289,25,50,1,2,12,8gw3pgcd0doivaul55q8na9lg,1,44.4,69.4,2022-10-15T12:34:31.290Z,2022-10-15T12:34:33Z,3843917915,56,Back,3843918045,233,25,3843917917,286,,,,,,,,,,,,,,,,,e3mdwwn8drb7hsscyvj4u8pre,M. Pavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965309,25,7,1,2,12,7pm0maqtof5rdc3ksumasw55g,1,55.6,30.6,2022-10-15T12:34:31.291Z,2022-10-15T12:34:33Z,3843918033,233,25,3843918005,56,Center,3843918007,285,,,,,,,,,,,,,,,,,bbryvdwzavouhzf5d31kysvvu,Giovana Maia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965317,26,49,1,2,13,7pm0maqtof5rdc3ksumasw55g,1,55.1,28.1,2022-10-15T12:34:32.484Z,2022-10-15T12:34:32Z,,,,,,,,,,,,,,,,,,,,,,,,,bbryvdwzavouhzf5d31kysvvu,Giovana Maia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965339,27,61,1,2,15,7pm0maqtof5rdc3ksumasw55g,0,59,33,2022-10-15T12:34:34.340Z,2022-10-15T12:34:34Z,3843918149,56,Center,,,,,,,,,,,,,,,,,,,,,,bbryvdwzavouhzf5d31kysvvu,Giovana Maia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965349,26,49,1,2,15,8gw3pgcd0doivaul55q8na9lg,1,38.6,72.4,2022-10-15T12:34:34.938Z,2022-10-15T12:34:35Z,,,,,,,,,,,,,,,,,,,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965405,27,1,1,2,16,8gw3pgcd0doivaul55q8na9lg,1,40.6,72.3,2022-10-15T12:34:35.738Z,2022-10-15T12:34:39Z,3843918537,56,Back,3843918539,140,41.1,3843918541,141,80.2,3843918545,213,1.5,3843918543,212,5.4,,,,,,,,,,dlk4qvpj8rn8jy2efhu4xn3yt,J. Karlernäs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965477,28,1,1,2,19,8gw3pgcd0doivaul55q8na9lg,0,44.5,92.3,2022-10-15T12:34:38.906Z,2022-10-15T12:34:43Z,3843918941,213,6.1,3843918935,140,85.6,3843918933,56,Left,3843918939,212,44.0,3843918937,141,79.9,3843918943,1,,,,,,,,69ij8unhyklcdc4d11u02v6y,Joyce Borini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965559,28,49,1,2,27,7pm0maqtof5rdc3ksumasw55g,1,9.6,39,2022-10-15T12:34:46.692Z,2022-10-15T12:34:46Z,,,,,,,,,,,,,,,,,,,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965687,29,1,1,2,32,7pm0maqtof5rdc3ksumasw55g,1,10.2,41.4,2022-10-15T12:34:51.269Z,2022-10-15T12:34:53Z,3843919905,140,19.2,3843919907,141,73.0,3843919903,56,Back,3843919913,212,23.5,3843919917,213,1.2,,,,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965755,30,1,1,2,34,7pm0maqtof5rdc3ksumasw55g,1,21.1,72.8,2022-10-15T12:34:53.156Z,2022-10-15T12:34:56Z,3843920263,141,48.9,3843920267,213,4.1,3843920261,140,11.1,3843920265,212,19.3,3843920259,56,Back,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471965807,31,1,1,2,37,7pm0maqtof5rdc3ksumasw55g,1,11.2,49.4,2022-10-15T12:34:56.740Z,2022-10-15T12:35:00Z,3843920555,140,15.7,3843920561,213,5.0,3843920559,212,14.8,3843920557,141,28.8,3843920553,56,Back,,,,,,,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
