id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,qualifier/16/value,assist
2543096015,1,34,16,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-05-03T18:14:19.897Z,2023-05-03T18:56:38Z,4247620907,30,"b3hr4q25jvqr7565z5ydqylt5, bcqsti42fhzap385lnfe4auhh, 4d17grk2qflzake218uz76uei, av8588qp8e5wz3s7cg1n2qgnp, erdqr6vrr5tlfypbks3og0dlh, thnje2i2s96fcbuscj57053p, 2qdgfxqyh0bjn3alkz97py8k5, 79e6khfyg3rdauul0yjlixv8q, dq037w5t3ht5zgd75mue4p1pl, duqiler25n63ksi0fxreo50mi, 6ck9f1ppvl65nui0x71q80jx1, annamxplmbyakvo2akw63xxw5, ejgtltbsu0djglqw98gywgu6t, 4vonqsqrzoyye4vs6n7dud2p5, 1muwnu7rq4feejspx7no203px, 61phh511ju65h6coren0pbkd1, 9noq0ogmqc2cwj3nowoadcdlh, ejmdm3h3oxr0fqubd5sbozq0a, 64z85woxiowxzod5e0g0x77x1, 721e4tx2wrwb4kd9w80fcq19l, 2zk88fh1e5js1g2jmfkrjmxka, 1b8uwkohkevu6ltjex0liklpl, 18yip8wsirmu6s0idhvapnaad, rblijalj0qnu455jtjoi3pjo, 6jwy293owzzhldv4i9wxntjv9, ahrgnlsku8ghrj2qc0s6p1rhm",4247620927,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247620909,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4247807527,197,8477,4247620913,59,"16, 84, 30, 5, 3, 55, 32, 6, 47, 28, 17, 2, 4, 7, 8, 9, 10, 11, 12, 19, 22, 26, 77, 80, 89, 91",4247620923,194,2qdgfxqyh0bjn3alkz97py8k5,4247620919,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247620917,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543100553,1,34,16,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-05-03T18:21:26.562Z,2023-05-03T19:07:18Z,4247647453,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4247647451,30,"7gu0t0g8nej405k918fwsf8id, 1pkymw7biivk760rxhubin1ed, du4ciqofpkn3nei5q3huwlnje, ab4kuqa33849h6z77ksuqhdk9, 1ftejgsl4hho40cceqne1hcyd, 6fttn5mk6n1lstqt0dl5xzn4l, 4cu8rbv55v6f6jiq50c4xatqs, 57bin6he6kbdo2bs4i78z2k0l, 363nsa82dww242zeo09wpcslx, 54c43p8ykqxjtbmy2z5nakijt, a1iz91ed6hus61yhhk2r0vkd1, 8lgsqmwavspz4fv7t11rb6j9, 7o9bkf7no8wz167ingslfimdx, 97mmzzi3dwdos6jtj2m05w4ph, 9ao7l82r1xd2rjnvv5u6plcr9, z0nxnl93yjtz8mty3qi5542x, 93i0gcndi2m8giqqcm4knduxh, 2lyib1m8bhrkcc3ukk12fbefp, 9ka7y81b5kst146mhq7mom5ed, cfdkix38vfxiwso180akwv76c, bh9jia8qgkhpm5xn82bx0hhck, b0b0xalrak7k5pnfnum53umtw, d2itdjj8bx0aztqggfgv7amay, cmfxji9yj39zlvs0h8yhlzluy, el58uxf7oaqu95yx1vbgmr7it",4247647455,59,"1, 19, 59, 3, 4, 23, 52, 7, 9, 18, 92, 2, 6, 11, 14, 20, 21, 25, 37, 60, 62, 63, 68, 81, 99",4247803641,197,10734,4247647947,194,57bin6he6kbdo2bs4i78z2k0l,4247647457,130,17,4247647459,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4247647461,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133171,2,32,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-05-03T19:00:45.496Z,2023-05-03T19:00:45Z,4247824139,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133177,2,32,1,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-05-03T19:00:45.496Z,2023-05-04T03:28:18Z,4247824169,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133241,3,1,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,50,50,2023-05-03T19:00:45.508Z,2023-05-04T04:05:11Z,4247824459,140,35.1,4248857075,178,,4247824461,141,54.5,4247824463,212,15.9,4247824465,213,2.9,4247824457,56,Back,4247824467,279,S,,,,4cu8rbv55v6f6jiq50c4xatqs,E. Bove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133337,4,1,1,0,2,2tk2l9sgktwc9jhzqdd4mpdtb,1,33.3,56,2023-05-03T19:00:48.374Z,2023-05-04T04:05:16Z,4247824897,141,97.4,4247824899,212,51.7,4247824895,140,74.6,4247824901,213,0.6,4248857129,178,,4247824893,56,Left,4247824903,1,,4247824891,155,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133347,5,61,1,0,6,2tk2l9sgktwc9jhzqdd4mpdtb,0,74.7,96.6,2023-05-03T19:00:52.034Z,2023-05-04T04:06:06Z,4248857495,388,,4248857493,15,,4247824951,56,Left,,,,,,,,,,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133577,3,5,1,0,8,67z1gqyiuzpmmb15q5fy7ntc4,1,20.5,-1.2,2023-05-03T19:00:53.502Z,2023-05-04T04:06:09Z,4247826065,347,,4247826063,56,Back,4247826071,233,6,,,,,,,,,,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133377,6,5,1,0,8,2tk2l9sgktwc9jhzqdd4mpdtb,0,79.5,101.2,2023-05-03T19:00:53.502Z,2023-05-04T04:06:10Z,4247826093,233,3,4247825101,56,Left,4247825105,347,,,,,,,,,,,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543133601,4,1,1,0,22,67z1gqyiuzpmmb15q5fy7ntc4,1,20.8,0,2023-05-03T19:01:07.800Z,2023-05-04T04:06:12Z,4247826157,56,Back,4247826163,212,11.4,4247826159,140,30.4,4247826161,141,5.9,4247826165,213,0.5,4247826155,107,,,,,,,,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
