id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/11/value,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2490083395,8,1,1,0,18,acpt3r9i7hburdteruzc31u96,1,55,90.6,2022-12-10T13:30:43.244Z,2022-12-10T13:30:45Z,3939338077,141,83.3,3939338073,56,Back,3939338075,140,45.3,3939338081,213,3.6,3939338079,212,11.3,,,,,,,,,,8qywmb7vw14hygvzliislo1xx,V. Bergamaschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083405,9,1,1,0,20,acpt3r9i7hburdteruzc31u96,1,51.9,85.3,2022-12-10T13:30:44.932Z,2022-12-10T13:32:25Z,3939338135,213,6.1,3939338131,141,83.6,3939338129,140,60.1,3939338127,56,Left,3939338133,212,8.7,,,,,,,,,,8sb5yv5enqvr8bemx86jxc2j9,M. Mascarello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083413,4,43,1,0,23,7jaarwfaeewpo3vnfvhc2c665,1,0,0,2022-12-10T13:30:48.251Z,2022-12-10T13:33:39Z,3939338163,56,Back,3939338185,233,10,3939338165,285,0,3939343663,144,45,,,,,,,,,,,,,8kyz2zkpdn0wdf1ybpmgd2ay1,B. Brignoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083407,10,43,1,0,23,acpt3r9i7hburdteruzc31u96,1,0,0,2022-12-10T13:30:48.251Z,2022-12-10T13:33:42Z,3939343737,144,3,3939338139,56,Left,3939338141,286,0,,,,,,,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083417,11,1,1,0,24,acpt3r9i7hburdteruzc31u96,1,59.6,76,2022-12-10T13:30:48.796Z,2022-12-10T13:32:29Z,3939338175,212,7.5,3939338173,141,66.1,3939338177,213,4.2,3939338169,56,Center,3939338171,140,56.4,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083429,12,1,1,0,25,acpt3r9i7hburdteruzc31u96,1,56.8,63.3,2022-12-10T13:30:49.907Z,2022-12-10T13:32:28Z,3939338243,212,31.2,3939338237,56,Right,3939338245,213,4.9,3939338239,140,61.4,3939338241,141,18.0,,,,,,,,,,di3hdoveoiv3nwroamxgxd3o5,C. Grimshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083459,13,1,1,0,29,acpt3r9i7hburdteruzc31u96,1,66.1,8.2,2022-12-10T13:30:54.198Z,2022-12-10T13:30:58Z,3939338413,213,6.1,3939338399,56,Right,3939338401,140,77.5,3939338409,212,12.1,3939338405,141,5.5,,,,,,,,,,2nyteuqhg3tvltcdjmivfoyqx,G. Árnadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083471,14,1,1,0,33,acpt3r9i7hburdteruzc31u96,1,86.7,11.4,2022-12-10T13:30:58.004Z,2022-12-10T13:31:01Z,3939338479,56,Center,3939338481,140,78.4,3939338487,213,2.2,3939338483,141,28.0,3939338485,212,14.3,,,,,,,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083487,15,1,1,0,36,acpt3r9i7hburdteruzc31u96,1,78.4,28,2022-12-10T13:31:01.555Z,2022-12-10T13:32:09Z,3939338577,155,,3939339851,154,,3939338583,141,55.4,3939338587,213,0.8,3939339853,22,,3939338585,212,25.8,3939339849,210,16,3939338581,140,95.4,8sb5yv5enqvr8bemx86jxc2j9,M. Mascarello,1,3939338579,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083491,16,16,1,0,39,acpt3r9i7hburdteruzc31u96,1,95.4,55.4,2022-12-10T13:31:03.652Z,2022-12-10T13:32:09Z,3939339887,102,49.5,3939339893,108,,3939339877,78,,3939338609,61,,3939339895,328,,3939338705,374,2022-12-10 13:31:03.288,3939339883,55,15,3939339897,230,98.1,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,3939340917,20,,3939338611,56,Center,3939339899,231,53.6,3939339881,154,3939338709,375,00:38.730,3939338607,22,3939339879,29,3939339891,214,3939339889,103,10.1,,,,,,,,
2490083761,5,1,1,1,13,7jaarwfaeewpo3vnfvhc2c665,1,49.8,50.1,2022-12-10T13:31:38.373Z,2022-12-10T13:31:42Z,3939340047,56,Back,3939340055,213,2.9,3939340051,141,54.5,3939340049,140,37.0,3939340053,212,13.8,3939340057,279,G,,,,,,,3dhppw7le5km30lulvbpdxsrt,M. Tomaselli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083785,6,1,1,1,17,7jaarwfaeewpo3vnfvhc2c665,1,37.2,60.2,2022-12-10T13:31:41.925Z,2022-12-10T13:31:44Z,3939340221,213,2.0,3939340213,56,Back,3939340217,141,83.0,3939340215,140,30.0,3939340219,212,17.2,,,,,,,,,,8kyz2zkpdn0wdf1ybpmgd2ay1,B. Brignoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083811,7,1,1,1,19,7jaarwfaeewpo3vnfvhc2c665,1,30.3,85.9,2022-12-10T13:31:44.293Z,2022-12-10T13:31:46Z,3939340299,213,4.3,3939340289,140,26.4,3939340285,56,Back,3939340297,212,10.9,3939340293,141,71.1,,,,,,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083835,8,1,1,1,21,7jaarwfaeewpo3vnfvhc2c665,1,26.5,71.5,2022-12-10T13:31:45.909Z,2022-12-10T13:31:48Z,3939340411,56,Back,3939340427,213,1.3,3939340423,212,12.7,3939340415,140,30.0,3939340419,141,89.4,,,,,,,,,,eb8kdhe0pwhhpvpfdmrlqqjth,T. Dongus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083853,9,1,1,1,23,7jaarwfaeewpo3vnfvhc2c665,0,32.3,92.9,2022-12-10T13:31:48.373Z,2022-12-10T13:31:51Z,3939340533,155,,3939340537,140,74.1,3939340543,213,6.3,3939340541,212,43.9,3939340539,141,92.0,3939340545,1,,3939340535,56,Left,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083873,17,12,1,1,29,acpt3r9i7hburdteruzc31u96,1,25.4,11.1,2022-12-10T13:31:53.662Z,2022-12-10T13:32:21Z,3939340651,167,,3939340637,56,Back,3939340643,212,9.2,3939340639,140,27.6,3939340645,213,5.0,3939340641,141,0.0,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083881,10,5,1,1,29,7jaarwfaeewpo3vnfvhc2c665,1,73.4,102,2022-12-10T13:31:53.988Z,2022-12-10T13:31:57Z,3939340679,233,18,3939340675,56,Left,3939340677,347,,,,,,,,,,,,,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083875,18,5,1,1,29,acpt3r9i7hburdteruzc31u96,0,26.6,-2,2022-12-10T13:31:53.988Z,2022-12-10T13:33:06Z,3939340647,56,Back,3939340649,347,,3939340683,233,10,,,,,,,,,,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083893,11,1,1,1,32,7jaarwfaeewpo3vnfvhc2c665,0,74.7,100,2022-12-10T13:31:57.205Z,2022-12-10T13:31:59Z,3939340741,212,13.1,3939340743,213,5.4,3939340737,140,82.3,3939340733,107,,3939340735,56,Left,3939340739,141,86.8,,,,,,,9ihxuqs1v194z96ytkbr6tot1,D. Philtjens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083901,19,8,1,1,35,acpt3r9i7hburdteruzc31u96,1,27.3,17.7,2022-12-10T13:32:00.540Z,2022-12-10T13:32:12Z,3939340803,56,Back,,,,,,,,,,,,,,,,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083903,20,50,1,1,38,acpt3r9i7hburdteruzc31u96,1,24.4,10.3,2022-12-10T13:32:02.883Z,2022-12-10T13:32:11Z,3939340807,285,,3939340833,233,12,3939340805,56,Back,,,,,,,,,,,,,,,,2nyteuqhg3tvltcdjmivfoyqx,G. Árnadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083905,12,7,1,1,38,7jaarwfaeewpo3vnfvhc2c665,1,75.6,89.7,2022-12-10T13:32:02.884Z,2022-12-10T13:32:04Z,3939340809,167,,3939340819,233,20,3939340811,56,Left,3939340813,286,,,,,,,,,,,,,,8m1zaxpia31zue120389es72t,L. Clelland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083907,13,5,1,1,39,7jaarwfaeewpo3vnfvhc2c665,0,76.1,102,2022-12-10T13:32:03.876Z,2022-12-10T13:32:10Z,3939340817,347,,3939340815,56,Left,3939340959,233,21,,,,,,,,,,,,,,,,8m1zaxpia31zue120389es72t,L. Clelland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083923,21,5,1,1,39,acpt3r9i7hburdteruzc31u96,1,23.9,-2,2022-12-10T13:32:03.876Z,2022-12-10T13:33:06Z,3939340907,56,Back,3939340909,347,,3939340931,233,13,,,,,,,,,,,,,,,,2nyteuqhg3tvltcdjmivfoyqx,G. Árnadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083973,14,27,1,1,47,7jaarwfaeewpo3vnfvhc2c665,1,0,0,2022-12-10T13:32:12.197Z,2022-12-10T13:32:18Z,3939341147,53,8m1zaxpia31zue120389es72t,3939341145,41,Injury,3939341247,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083993,22,27,1,1,47,acpt3r9i7hburdteruzc31u96,1,0,0,2022-12-10T13:32:12.197Z,2022-12-10T13:36:29Z,3939341255,233,14,3939342179,53,2nyteuqhg3tvltcdjmivfoyqx,3939342177,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084455,15,28,1,3,17,7jaarwfaeewpo3vnfvhc2c665,1,0,0,2022-12-10T13:33:42.132Z,2022-12-10T13:33:45Z,3939343817,233,23,3939343725,55,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084469,23,28,1,3,17,acpt3r9i7hburdteruzc31u96,1,0,0,2022-12-10T13:33:42.132Z,2022-12-10T13:35:07Z,3939343797,55,22,3939343821,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084503,24,1,1,3,22,acpt3r9i7hburdteruzc31u96,1,26.3,0,2022-12-10T13:33:46.683Z,2022-12-10T13:36:27Z,3939343969,56,Back,3939343977,213,0.5,3939343973,141,5.5,3939343967,107,,3939343975,212,10.3,3939343971,140,34.8,,,,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084507,25,1,1,3,24,acpt3r9i7hburdteruzc31u96,0,34.8,5.5,2022-12-10T13:33:48.955Z,2022-12-10T13:36:26Z,3939343993,168,,3939343997,140,37.5,3939344003,213,0.6,3939343991,3,,3939344001,212,3.4,3939343999,141,8.3,3939343995,56,Back,,,,162sfvdvwcsap2r0v4clllqz9,M. Piemonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084529,16,1,1,3,24,7jaarwfaeewpo3vnfvhc2c665,1,61.1,93.5,2022-12-10T13:33:49.188Z,2022-12-10T13:34:05Z,3939344121,141,94.4,3939344117,140,77.0,3939344113,157,,3939344125,212,16.7,3939344127,213,0.0,3939344115,56,Left,3939344133,1,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084535,17,49,1,3,28,7jaarwfaeewpo3vnfvhc2c665,1,76.5,93.6,2022-12-10T13:33:53.236Z,2022-12-10T13:33:53Z,,,,,,,,,,,,,,,,,,,,,,,,,6deaavas7332takve0kva6bbp,E. Goldoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084559,18,1,1,3,32,7jaarwfaeewpo3vnfvhc2c665,0,84.1,90.2,2022-12-10T13:33:56.627Z,2022-12-10T13:33:57Z,3939344281,56,Left,3939344283,140,86.1,3939344287,212,4.5,3939344285,141,84.4,3939344289,213,5.2,,,,,,,,,,6deaavas7332takve0kva6bbp,E. Goldoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084563,26,8,1,3,32,acpt3r9i7hburdteruzc31u96,1,12.1,13.1,2022-12-10T13:33:57.467Z,2022-12-10T13:33:57Z,3939344295,56,Back,,,,,,,,,,,,,,,,,,,,,,di3hdoveoiv3nwroamxgxd3o5,C. Grimshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084587,27,12,1,3,34,acpt3r9i7hburdteruzc31u96,1,8.4,6.8,2022-12-10T13:33:59.443Z,2022-12-10T13:34:33Z,3939344463,167,,3939344411,141,0.0,3939344407,140,11.4,3939344405,56,Back,3939344419,213,5.2,3939344415,212,6.8,,,,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084609,19,5,1,3,36,7jaarwfaeewpo3vnfvhc2c665,1,87.2,102,2022-12-10T13:34:00.755Z,2022-12-10T13:34:03Z,3939344511,347,,3939344509,56,Left,3939344515,233,28,,,,,,,,,,,,,,,,6deaavas7332takve0kva6bbp,E. Goldoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084593,28,5,1,3,36,acpt3r9i7hburdteruzc31u96,0,12.8,-2,2022-12-10T13:34:00.755Z,2022-12-10T13:35:47Z,3939344555,233,19,3939344431,56,Back,3939344433,347,,,,,,,,,,,,,,,,,ad6p2jcex4poforoc5a2m42qd,A. Guagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084703,20,1,1,3,43,7jaarwfaeewpo3vnfvhc2c665,1,85.1,100,2022-12-10T13:34:08.325Z,2022-12-10T13:35:41Z,3939348267,210,15,3939344949,56,Left,3939344953,141,92.3,3939344957,213,5.4,3939344945,107,,3939344955,212,8.6,3939344951,140,90.3,,,,9ihxuqs1v194z96ytkbr6tot1,D. Philtjens,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2490084705,21,15,1,3,49,7jaarwfaeewpo3vnfvhc2c665,1,86.6,82,2022-12-10T13:34:14.515Z,2022-12-10T13:35:41Z,3939348035,20,,3939348291,215,,3939348289,103,16.5,3939348065,233,29,3939344967,22,,3939348283,55,20,3939348295,147,54.7,3939348281,29,,8m1zaxpia31zue120389es72t,L. Clelland,,3939344969,69,,3939348277,76,,3939348293,146,98.1,3939348287,102,3939344971,56,Left,,,,,,,,,,,52.3,,,,,,
2490084727,29,10,1,3,50,acpt3r9i7hburdteruzc31u96,1,1.7,45.9,2022-12-10T13:34:14.615Z,2022-12-10T13:36:55Z,3939346893,182,,3939345061,56,Back,3939346891,179,,3939346889,173,,3939348095,233,21,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084759,22,5,1,3,53,7jaarwfaeewpo3vnfvhc2c665,1,87.7,-1.4,2022-12-10T13:34:18.171Z,2022-12-10T13:35:48Z,3939345229,233,30,3939345219,56,Right,3939345221,347,,,,,,,,,,,,,,,,,8m1zaxpia31zue120389es72t,L. Clelland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084729,30,5,1,3,53,acpt3r9i7hburdteruzc31u96,0,12.3,101.4,2022-12-10T13:34:18.171Z,2022-12-10T13:34:21Z,3939345073,347,,3939345071,56,Back,3939345241,233,22,,,,,,,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084769,23,1,1,3,56,7jaarwfaeewpo3vnfvhc2c665,1,90.1,0,2022-12-10T13:34:20.772Z,2022-12-10T13:34:21Z,3939345263,213,2.5,3939345253,107,,3939345257,140,81.9,3939345261,212,11.0,3939345259,141,9.1,3939345255,56,Right,,,,,,,ynp4teryxz8qxmby29s1muhh,G. Pondini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084779,24,1,1,3,56,7jaarwfaeewpo3vnfvhc2c665,1,81.1,10.9,2022-12-10T13:34:21.523Z,2022-12-10T13:34:23Z,3939345329,212,9.8,3939345331,213,5.8,3939345325,140,89.3,3939345327,141,4.1,3939345323,56,Right,,,,,,,,,,8xmxzyft6jgirmjmtokysv9at,R. Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084785,25,1,1,3,58,7jaarwfaeewpo3vnfvhc2c665,1,89.3,4.4,2022-12-10T13:34:22.947Z,2022-12-10T13:34:25Z,3939345365,212,10.9,3939345359,56,Right,3939345361,140,79.5,3939345363,141,9.5,3939345367,213,2.8,,,,,,,,,,8kyz2zkpdn0wdf1ybpmgd2ay1,B. Brignoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084823,26,1,1,4,0,7jaarwfaeewpo3vnfvhc2c665,1,78,11.6,2022-12-10T13:34:25.363Z,2022-12-10T13:34:29Z,3939345547,213,2.9,3939345543,141,17.9,3939345541,140,58.5,3939345539,56,Right,3939345545,212,20.9,,,,,,,,,,8xmxzyft6jgirmjmtokysv9at,R. Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084875,27,1,1,4,4,7jaarwfaeewpo3vnfvhc2c665,1,56.2,28.6,2022-12-10T13:34:29.011Z,2022-12-10T13:34:38Z,3939345899,141,60.9,3939345901,212,23.7,3939345895,56,Back,3939345903,213,2.0,3939345897,140,47.7,,,,,,,,,,b8g6l2yrz5zkx0z4cwqbtrm96,B. Orsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084885,28,1,1,4,14,7jaarwfaeewpo3vnfvhc2c665,1,68.1,95.7,2022-12-10T13:34:38.723Z,2022-12-10T13:34:40Z,3939345993,212,5.5,3939345987,56,Left,3939345989,140,63.0,3939345991,141,97.7,3939345995,213,2.9,,,,,,,,,,duqwuxyvts7b8y171m2zjgfe1,C. Pleidrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
