id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2476142341,1,34,16,0,0,7jaarwfaeewpo3vnfvhc2c665,1,0,0,2022-10-23T11:41:41.087Z,2022-10-23T12:29:49Z,3865982157,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3865982159,59,"12, 77, 2, 4, 32, 85, 8, 10, 27, 9, 6, 3, 11, 15, 21, 22, 23, 26, 73, 78",3865982167,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3865982155,30,"bzctf3ho6wtxhmemreonkho7p, 7uj1fxna6f1mtu0r4c3x5seeh, 9ihxuqs1v194z96ytkbr6tot1, duqwuxyvts7b8y171m2zjgfe1, eb8kdhe0pwhhpvpfdmrlqqjth, ae23upd2mq9lzptqvyydvfsh5, ynp4teryxz8qxmby29s1muhh, 8vylda616yxfy53t66o4ua162, 6c4yw57zmdchgqhb4uaybmklx, 6deaavas7332takve0kva6bbp, 8xmxzyft6jgirmjmtokysv9at, 8hrg2luo5rmy9njl7a5xd6oyd, 90hq4z2yaqtm03zefavqmf46h, 8kyz2zkpdn0wdf1ybpmgd2ay1, 3dhppw7le5km30lulvbpdxsrt, 7dy7sy437pa1h4a6whsw7jnit, 34wzrwrb4kbwo1iudvi32t9sl, 8m1zaxpia31zue120389es72t, 7znpe1zzdhv7izxm0m0c2a6eh, 28egj5kbmudnzoospmg1kqrkk",3866209827,197,8196,3865982165,194,ae23upd2mq9lzptqvyydvfsh5,3865982161,130,10,3865982163,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476143891,1,34,16,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2022-10-23T11:43:16.083Z,2022-10-23T12:29:43Z,3865989565,30,"6clgafy8vlbq6qw2ofptwkwd1, 496otta0vz8p7eackdpfod68l, 48rypey85a23z9ht4k5skw8b8, 2eg5q67ivbjr99ltdrvez9zbo, 3izcnjpqeumq1mjfy1osc3qhh, 3d6o80x3c0kq6t2dvxzqrt8t1, 27rdlepga8wdw4xj949y5vh05, a9piss5nrytn5tn83frlj02qd, 30mwaentr99qb99ce6y9o1p0p, 3myrbf50fefc98vkxh3ggw82x, 94161is0x6f3s9kyrm2cxjf85, c5s6l4u9gjdv3ce5rc0we8sx6, 5pzwqucy2dh371u2uc8iugul1, 13e3434z48bduvnvyly0zg5w5, bohrvdzf1oep0vhdmiz1rj2z9, 72rc6zija9e9d4ggx884dq7dh, bqf3am2yut3ymts5kgvsrku7d, 56eun8e4lpn74l3fqhasn7fqi, 3xk25f9db4datnc3pzfb8e85x, b6e5e8znxa7u9qhtxtwflxgwl",3865989571,130,4,3865989573,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3865989575,194,3d6o80x3c0kq6t2dvxzqrt8t1,3866209307,197,14652,3865989567,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3865989569,59,"22, 2, 14, 34, 3, 19, 5, 20, 11, 9, 33, 6, 7, 10, 12, 13, 17, 18, 27, 29",3865989577,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476189165,2,32,1,0,0,7jaarwfaeewpo3vnfvhc2c665,1,0,0,2022-10-23T12:30:57.265Z,2022-10-23T12:30:57Z,3866214615,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476189173,2,32,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2022-10-23T12:30:57.265Z,2022-10-23T12:30:59Z,3866214659,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476189195,3,1,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,50,49.3,2022-10-23T12:30:57.365Z,2022-10-23T13:29:42Z,3866214775,213,5.3,3866214771,141,47.2,3866214773,212,1.7,3866214767,56,Center,3866214769,140,50.9,3866214777,279,S,,,,,,,3myrbf50fefc98vkxh3ggw82x,E. Polli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476189267,4,1,1,0,4,ca8pjvyb7hgttr1dalj2nguum,1,31.5,54.6,2022-10-23T12:31:01.526Z,2022-10-23T12:31:03Z,3866215085,212,13.7,3866215087,213,4.4,3866215079,56,Back,3866215083,141,35.8,3866215081,140,26.9,,,,,,,,,,a9piss5nrytn5tn83frlj02qd,F. Simonetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476189369,5,1,1,0,6,ca8pjvyb7hgttr1dalj2nguum,1,26.4,33.9,2022-10-23T12:31:03.703Z,2022-10-23T12:31:09Z,3866215625,140,32.2,3866215623,56,Back,3866215627,141,84.5,3866215629,212,34.9,3866215631,213,1.4,3866215633,1,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476189471,6,1,1,0,12,ca8pjvyb7hgttr1dalj2nguum,1,32.7,83.8,2022-10-23T12:31:09.319Z,2022-10-23T12:31:14Z,3866216169,213,3.7,3866216163,140,24.8,3866216161,56,Back,3866216165,141,75.4,3866216167,212,10.1,,,,,,,,,,48rypey85a23z9ht4k5skw8b8,C. Robustellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476189547,7,1,1,0,16,ca8pjvyb7hgttr1dalj2nguum,1,28.6,70.8,2022-10-23T12:31:14.215Z,2022-10-23T12:31:19Z,3866216537,213,4.8,3866216539,1,,3866216531,140,31.7,3866216533,141,12.3,3866216529,56,Back,3866216535,212,39.9,,,,,,,3d6o80x3c0kq6t2dvxzqrt8t1,L. Alborghetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476189577,8,1,1,0,21,ca8pjvyb7hgttr1dalj2nguum,1,31.7,12.3,2022-10-23T12:31:19.223Z,2022-10-23T13:23:41Z,3866216707,56,Back,3866216715,213,5.8,3866216709,140,40.7,3866216713,212,10.4,3866216711,141,5.8,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
