id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/17/value,assist
2551561439,6,1,1,0,14,ca8pjvyb7hgttr1dalj2nguum,1,65,79.1,2023-05-20T12:33:23.962Z,2023-05-20T12:33:25Z,4292698605,56,Center,4292698613,213,4.4,4292698607,140,61.9,4292698611,212,9.9,4292698609,141,65.4,,,,,,,,,,30mwaentr99qb99ce6y9o1p0p,T. Chawinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561449,7,1,1,0,15,ca8pjvyb7hgttr1dalj2nguum,0,63.4,64.2,2023-05-20T12:33:24.908Z,2023-05-20T12:33:27Z,4292698645,213,6.2,4292698643,212,9.5,4292698639,140,72.4,4292698637,56,Center,4292698641,141,62.4,,,,,,,,,,27rdlepga8wdw4xj949y5vh05,G. Karchouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561461,8,8,1,0,17,5snsl2d1lu2oclbriztdy61d6,1,26.9,41.5,2023-05-20T12:33:27.105Z,2023-05-20T12:33:27Z,4292698693,56,Back,,,,,,,,,,,,,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561467,9,49,1,0,18,5snsl2d1lu2oclbriztdy61d6,1,30.2,41.8,2023-05-20T12:33:27.769Z,2023-05-20T12:33:27Z,,,,,,,,,,,,,,,,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561555,10,1,1,0,20,5snsl2d1lu2oclbriztdy61d6,1,36.2,38.5,2023-05-20T12:33:29.569Z,2023-05-20T12:33:36Z,4292699065,56,Back,4292699071,212,20.5,4292699067,140,17.5,4292699069,141,29.8,4292699073,213,3.4,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561587,11,1,1,0,27,5snsl2d1lu2oclbriztdy61d6,1,10.5,4.3,2023-05-20T12:33:36.553Z,2023-05-20T12:33:39Z,4292699227,56,Back,4292699229,140,34.8,4292699231,141,4.3,4292699233,212,25.5,4292699237,213,0,4292699239,1,,4292699225,157,,,,,8z970w0wmh524aliuxnze5l91,C. Wenninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561595,12,44,1,0,29,5snsl2d1lu2oclbriztdy61d6,1,32.5,8.8,2023-05-20T12:33:39.017Z,2023-05-20T12:34:49Z,4292699267,285,,4292699321,233,8,4292699265,56,Back,,,,,,,,,,,,,,,,4ghj3cp5v817497z1l8k1vw0l,A. Serturini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561591,8,44,1,0,29,ca8pjvyb7hgttr1dalj2nguum,0,67.5,91.2,2023-05-20T12:33:39.018Z,2023-05-20T13:21:35Z,4292699251,286,,4292699249,56,Left,4292699327,233,12,,,,,,,,,,,,,,,,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561605,13,1,1,0,30,5snsl2d1lu2oclbriztdy61d6,0,34.8,4.3,2023-05-20T12:33:39.393Z,2023-05-20T12:33:57Z,4292699317,212,24.1,4292699319,213,0.4,4292699313,140,55.7,4292699315,141,18.9,4292699311,56,Right,4292699307,3,,4292699309,168,,,,,4ghj3cp5v817497z1l8k1vw0l,A. Serturini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561607,9,49,1,0,31,ca8pjvyb7hgttr1dalj2nguum,1,60.6,77.6,2023-05-20T12:33:40.514Z,2023-05-20T12:33:40Z,,,,,,,,,,,,,,,,,,,,,,,,,bqf3am2yut3ymts5kgvsrku7d,B. Fördős,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561611,10,1,1,0,31,ca8pjvyb7hgttr1dalj2nguum,0,60.6,77.6,2023-05-20T12:33:40.794Z,2023-05-20T12:33:42Z,4292699339,140,71.2,4292699347,1,,4292699337,56,Center,4292699343,212,12.9,4292699341,141,67.9,4292699335,157,,4292699345,213,5.7,,,,bqf3am2yut3ymts5kgvsrku7d,B. Fördős,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561621,14,49,1,0,32,5snsl2d1lu2oclbriztdy61d6,1,34.2,35.8,2023-05-20T12:33:41.649Z,2023-05-20T12:33:41Z,,,,,,,,,,,,,,,,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561745,15,1,1,0,34,5snsl2d1lu2oclbriztdy61d6,1,29.6,34.2,2023-05-20T12:33:43.585Z,2023-05-20T12:33:52Z,4292699963,56,Back,4292699969,212,23.1,4292699967,141,68.2,4292699971,213,1.5,4292699965,140,30.6,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561781,16,1,1,0,42,5snsl2d1lu2oclbriztdy61d6,0,59.3,79.6,2023-05-20T12:33:52.018Z,2023-05-20T12:33:54Z,4292700053,141,95.4,4292700049,56,Left,4292700057,213,0.4,4292700051,140,81.9,4292700055,212,26.0,,,,,,,,,,1my1q5jn165pnwue7jzoip756,L. Di Guglielmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561791,11,49,1,0,45,ca8pjvyb7hgttr1dalj2nguum,1,30.5,27.1,2023-05-20T12:33:54.738Z,2023-05-20T12:33:54Z,,,,,,,,,,,,,,,,,,,,,,,,,496otta0vz8p7eackdpfod68l,A. Sønstevold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561833,12,1,1,0,47,ca8pjvyb7hgttr1dalj2nguum,0,32,25.5,2023-05-20T12:33:56.382Z,2023-05-20T12:33:59Z,4292700303,212,34.2,4292700307,213,1.3,4292700309,1,,4292700299,141,74.2,4292700285,56,Back,4292700293,140,40.0,,,,,,,496otta0vz8p7eackdpfod68l,A. Sønstevold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561869,17,49,1,0,51,5snsl2d1lu2oclbriztdy61d6,1,70.4,33.6,2023-05-20T12:34:00.769Z,2023-05-20T12:34:00Z,,,,,,,,,,,,,,,,,,,,,,,,,4ghj3cp5v817497z1l8k1vw0l,A. Serturini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561881,18,1,1,0,52,5snsl2d1lu2oclbriztdy61d6,1,72.9,33.3,2023-05-20T12:34:01.269Z,2023-05-20T12:34:02Z,4292700513,212,9.5,4292700511,141,46.4,4292700507,56,Center,4292700509,140,76.0,4292700515,213,1.2,,,,,,,,,,4ghj3cp5v817497z1l8k1vw0l,A. Serturini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561887,19,1,1,0,53,5snsl2d1lu2oclbriztdy61d6,1,76,46.4,2023-05-20T12:34:02.505Z,2023-05-20T12:35:02Z,4292700533,56,Center,4292700537,141,42.7,4292700539,212,9.6,4292700541,213,3.4,4292700535,140,67.2,4292700579,156,,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561933,20,1,1,0,56,5snsl2d1lu2oclbriztdy61d6,1,68.3,42.4,2023-05-20T12:34:05.265Z,2023-05-20T12:34:10Z,4292700775,141,3.7,4292700779,213,5.2,4292700777,212,29.4,4292700771,56,Right,4292700773,140,80.7,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561947,21,1,1,1,0,5snsl2d1lu2oclbriztdy61d6,0,80.1,6.4,2023-05-20T12:34:09.825Z,2023-05-20T12:34:11Z,4292700845,196,,4292700857,1,,4292700853,212,42.6,4292700855,213,1.5,4292700851,141,68.7,4292700843,155,,4292700847,56,Center,4292700849,140,84.6,4ghj3cp5v817497z1l8k1vw0l,A. Serturini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561949,13,12,1,1,2,ca8pjvyb7hgttr1dalj2nguum,1,16.2,35.1,2023-05-20T12:34:11.410Z,2023-05-20T12:34:28Z,4292700861,140,34.5,4292700867,213,6.0,4292700863,141,26.5,4292700859,56,Back,4292700865,212,20.1,4292700883,15,,,,,,,,496otta0vz8p7eackdpfod68l,A. Sønstevold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551561981,22,1,1,1,5,5snsl2d1lu2oclbriztdy61d6,1,71.4,65.4,2023-05-20T12:34:14.617Z,2023-05-20T12:34:16Z,4292701031,56,Center,4292701035,141,72.7,4292701033,140,76.2,4292701037,212,7.1,4292701039,213,0.8,,,,,,,,,,1my1q5jn165pnwue7jzoip756,L. Di Guglielmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562015,23,1,1,1,6,5snsl2d1lu2oclbriztdy61d6,1,76.2,72.7,2023-05-20T12:34:15.930Z,2023-05-20T12:34:19Z,4292701201,212,18.4,4292701195,56,Left,4292701203,213,1.1,4292701197,140,84.0,4292701199,141,96.9,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562061,24,1,1,1,10,5snsl2d1lu2oclbriztdy61d6,0,82.7,95.7,2023-05-20T12:34:19.393Z,2023-05-20T12:34:24Z,4292701427,212,38.3,4292701429,213,4.9,4292701431,1,,4292701423,140,89.5,4292701425,141,40.4,4292701421,56,Center,4292701419,155,,4292701417,2,,47n7enqd3bfy0gawlth0a4mhh,E. Haavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562055,14,44,1,1,13,ca8pjvyb7hgttr1dalj2nguum,1,11.7,57,2023-05-20T12:34:22.298Z,2023-05-20T12:34:24Z,4292701545,233,25,4292701389,285,,4292701387,56,Back,,,,,,,,,,,,,,,,bqf3am2yut3ymts5kgvsrku7d,B. Fördős,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562081,25,44,1,1,13,5snsl2d1lu2oclbriztdy61d6,0,88.3,43,2023-05-20T12:34:22.299Z,2023-05-20T12:34:25Z,4292701513,286,,4292701569,233,14,4292701509,56,Center,,,,,,,,,,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562071,15,12,1,1,13,ca8pjvyb7hgttr1dalj2nguum,1,13,54.3,2023-05-20T12:34:22.594Z,2023-05-20T12:35:10Z,4292701477,15,,4292701467,141,94.5,4292701469,212,28.1,4292701463,56,Back,4292701471,213,1.3,4292701465,140,19.4,,,,,,,bqf3am2yut3ymts5kgvsrku7d,B. Fördős,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562147,26,1,1,1,18,5snsl2d1lu2oclbriztdy61d6,1,87.1,5.2,2023-05-20T12:34:28.201Z,2023-05-20T12:34:30Z,4292701833,56,Right,4292701837,141,14.6,4292701839,212,7.1,4292701835,140,84.1,4292701841,213,2.0,,,,,,,,,,4ghj3cp5v817497z1l8k1vw0l,A. Serturini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562193,27,1,1,1,21,5snsl2d1lu2oclbriztdy61d6,1,85.3,12,2023-05-20T12:34:30.810Z,2023-05-20T12:34:36Z,4292702069,56,Right,4292702073,140,92.5,4292702081,212,8.8,4292702083,213,5.8,4292702077,141,5.5,,,,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562237,28,1,1,1,26,5snsl2d1lu2oclbriztdy61d6,0,76.7,21.3,2023-05-20T12:34:36.225Z,2023-05-20T12:34:40Z,4292702281,213,1.1,4292702273,141,69.3,4292702277,212,36.7,4292702265,155,,4292702269,140,92.6,4292702267,56,Center,4292702285,1,,,,,4ghj3cp5v817497z1l8k1vw0l,A. Serturini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562257,16,44,1,1,29,ca8pjvyb7hgttr1dalj2nguum,1,8.6,36.1,2023-05-20T12:34:39.216Z,2023-05-20T12:34:58Z,4292702363,285,,4292702367,233,29,4292702361,56,Back,,,,,,,,,,,,,,,,496otta0vz8p7eackdpfod68l,A. Sønstevold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562247,29,44,1,1,29,5snsl2d1lu2oclbriztdy61d6,0,91.4,63.9,2023-05-20T12:34:39.217Z,2023-05-20T12:34:42Z,4292702385,233,16,4292702317,56,Center,4292702319,286,,,,,,,,,,,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562261,17,12,1,1,30,ca8pjvyb7hgttr1dalj2nguum,1,10.3,42.3,2023-05-20T12:34:39.394Z,2023-05-20T13:34:13Z,4292702389,140,23.9,4292702387,56,Back,4292702393,212,18.2,4292702395,213,5.6,4292702401,15,,4292702391,141,25.6,,,,,,,496otta0vz8p7eackdpfod68l,A. Sønstevold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562281,18,49,1,1,34,ca8pjvyb7hgttr1dalj2nguum,1,19.2,12.8,2023-05-20T12:34:43.307Z,2023-05-20T12:35:09Z,,,,,,,,,,,,,,,,,,,,,,,,,7q0ltszzjzk7nlvvxjbagmggl,F. Thøgersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562337,19,1,1,1,37,ca8pjvyb7hgttr1dalj2nguum,1,27.6,10.9,2023-05-20T12:34:46.778Z,2023-05-20T12:35:07Z,4292702773,212,11.2,4292702769,140,31.1,4292702767,56,Back,4292702771,141,26.4,4292702775,213,1.2,,,,,,,,,,7q0ltszzjzk7nlvvxjbagmggl,F. Thøgersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562391,20,1,1,1,39,ca8pjvyb7hgttr1dalj2nguum,0,41,31.6,2023-05-20T12:34:49.210Z,2023-05-20T12:34:53Z,4292703055,213,0.9,4292703049,140,78.5,4292703047,56,Left,4292703043,155,,4292703051,141,100.0,4292703045,196,,4292703053,212,61.7,4292703057,1,,27rdlepga8wdw4xj949y5vh05,G. Karchouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562397,21,5,1,1,44,ca8pjvyb7hgttr1dalj2nguum,0,78.5,101.4,2023-05-20T12:34:53.812Z,2023-05-20T12:35:03Z,4292703077,56,Left,4292703521,233,30,4292703079,347,,,,,,,,,,,,,,,,,27rdlepga8wdw4xj949y5vh05,G. Karchouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562473,30,5,1,1,44,5snsl2d1lu2oclbriztdy61d6,1,21.5,-1.4,2023-05-20T12:34:53.812Z,2023-05-20T13:33:26Z,4292703493,233,21,4292703461,347,,4292703457,56,Back,,,,,,,,,,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562631,31,1,1,2,0,5snsl2d1lu2oclbriztdy61d6,1,24.8,0,2023-05-20T12:35:09.730Z,2023-05-20T12:35:14Z,4292704123,56,Back,4292704131,141,17.9,4292704127,140,11.1,4292704119,107,,4292704137,213,2.4,4292704133,212,19.6,,,,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562671,32,1,1,2,5,5snsl2d1lu2oclbriztdy61d6,1,14.7,18.5,2023-05-20T12:35:14.313Z,2023-05-20T12:35:18Z,4292704355,213,1.6,4292704347,56,Back,4292704349,140,13.5,4292704351,141,60.5,4292704353,212,28.6,,,,,,,,,,8z970w0wmh524aliuxnze5l91,C. Wenninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562709,33,1,1,2,8,5snsl2d1lu2oclbriztdy61d6,1,13.5,60.5,2023-05-20T12:35:18.090Z,2023-05-20T12:35:21Z,4292704537,140,31.1,4292704539,141,95.4,4292704543,213,0.9,4292704535,56,Back,4292704541,212,30.1,,,,,,,,,,ax9lyewa6alv4v3btpwlm4pn9,C. Ceasar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562729,34,1,1,2,12,5snsl2d1lu2oclbriztdy61d6,1,33.2,93.3,2023-05-20T12:35:21.570Z,2023-05-20T12:35:24Z,4292704655,212,16.5,4292704651,140,36.7,4292704657,213,4.9,4292704653,141,69.7,4292704649,56,Back,,,,,,,,,,1my1q5jn165pnwue7jzoip756,L. Di Guglielmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562753,35,1,1,2,15,5snsl2d1lu2oclbriztdy61d6,1,35,65.8,2023-05-20T12:35:24.618Z,2023-05-20T12:35:28Z,4292704801,141,14.1,4292704799,140,35.7,4292704805,213,4.7,4292704797,56,Back,4292704803,212,35.2,4292704807,1,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562791,36,1,1,2,18,5snsl2d1lu2oclbriztdy61d6,1,37.1,11.7,2023-05-20T12:35:27.961Z,2023-05-20T12:35:31Z,4292704973,213,6.1,4292704969,141,3.1,4292704967,140,66.1,4292704965,56,Right,4292704971,212,31.0,,,,,,,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562823,37,1,1,2,21,5snsl2d1lu2oclbriztdy61d6,1,67.8,3.4,2023-05-20T12:35:31.242Z,2023-05-20T12:35:35Z,4292705165,140,68.5,4292705171,213,1.5,4292705169,212,12.2,4292705167,141,21.3,4292705161,56,Center,,,,,,,,,,4ghj3cp5v817497z1l8k1vw0l,A. Serturini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551562883,38,1,1,2,25,5snsl2d1lu2oclbriztdy61d6,1,62.7,25.9,2023-05-20T12:35:34.834Z,2023-05-20T12:35:40Z,4292705487,212,26.5,4292705489,213,3.0,4292705483,140,37.6,4292705481,56,Back,4292705485,141,30.0,,,,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
