id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/13/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value
2501943777,454,1,1,0,19,7w2y7s7q5r1h1flz9y4sj6xka,1,34,91.4,2023-01-29T11:34:35.461Z,2023-01-29T12:35:13Z,4001893167,213,4.0,4001893159,56,Back,4001893165,212,15.5,4001893163,141,74.4,4001893161,140,24.2,,,,,,,,,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907507,9,1,1,0,24,7w2y7s7q5r1h1flz9y4sj6xka,1,31.8,73.2,2023-01-29T11:34:40.481Z,2023-01-29T11:34:43Z,4001701869,213,4.7,4001701865,212,27.9,4001701859,56,Back,4001701863,141,32.2,4001701861,140,32.5,,,,,,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907535,10,1,1,0,26,7w2y7s7q5r1h1flz9y4sj6xka,1,34.6,28.4,2023-01-29T11:34:43.438Z,2023-01-29T11:34:47Z,4001702047,141,25.0,4001702049,212,32.4,4001702055,1,,4001702043,140,65.4,4001702041,56,Center,4001702053,213,6.2,,,,,,,45bi84zkhqhvgs9v3rtgj06ol,S. Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907541,11,1,1,0,31,7w2y7s7q5r1h1flz9y4sj6xka,0,65.4,25,2023-01-29T11:34:47.785Z,2023-01-29T11:34:48Z,4001702077,213,5.2,4001702069,56,Right,4001702075,212,20.4,4001702073,141,0.0,4001702071,140,74.2,,,,,,,,,,7lt5as8r1xms7ujjgt7pynl5,S. Cantore,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907577,3,5,1,0,31,agjf3593kdfob1fl43rlt2b6c,1,25.6,101.8,2023-01-29T11:34:47.890Z,2023-01-29T11:35:57Z,4001702385,347,,4001702405,233,12,4001702383,56,Back,,,,,,,,,,,,,,,,horxq0sb7c6929i7mc6ctuqd,S. Tarenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907545,12,5,1,0,31,7w2y7s7q5r1h1flz9y4sj6xka,0,74.4,-1.8,2023-01-29T11:34:47.890Z,2023-01-29T12:34:38Z,4001702109,347,,4001702107,56,Right,4001702413,233,3,,,,,,,,,,,,,,,,7lt5as8r1xms7ujjgt7pynl5,S. Cantore,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907599,4,1,1,0,39,agjf3593kdfob1fl43rlt2b6c,1,25.7,100,2023-01-29T11:34:55.953Z,2023-01-29T11:34:59Z,4001702535,107,,4001702545,213,5.9,4001702543,212,23.8,4001702541,141,87.0,4001702547,1,,4001702537,56,Back,4001702539,140,46.4,,,,s7husj5h842pazt5crezfbe2,M. Giordano,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907611,5,1,1,0,42,agjf3593kdfob1fl43rlt2b6c,0,45.9,84.7,2023-01-29T11:34:59.440Z,2023-01-29T11:35:56Z,4001704925,236,,4001702635,140,43.4,4001702633,56,Back,4001702645,212,2.8,4001704931,286,,4001702649,213,3.5,4001704927,233,13,4001702639,141,83.1,horxq0sb7c6929i7mc6ctuqd,S. Tarenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907633,13,74,1,0,42,7w2y7s7q5r1h1flz9y4sj6xka,1,61.4,26,2023-01-29T11:34:59.441Z,2023-01-29T12:34:45Z,4001702721,285,,4001704937,233,5,4001702719,56,Center,,,,,,,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907639,14,1,1,0,45,7w2y7s7q5r1h1flz9y4sj6xka,1,68.7,33.6,2023-01-29T11:35:02.432Z,2023-01-29T11:35:03Z,4001702755,56,Back,4001702765,1,,4001702763,213,3.2,4001702761,212,35.9,4001702757,140,34.6,4001702759,141,30.1,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907649,15,1,1,0,47,7w2y7s7q5r1h1flz9y4sj6xka,1,33.6,31.9,2023-01-29T11:35:03.783Z,2023-01-29T11:35:05Z,4001702811,140,34.3,4001702813,141,67.6,4001702809,56,Back,4001702815,212,24.3,4001702817,213,1.5,,,,,,,,,,45bi84zkhqhvgs9v3rtgj06ol,S. Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907651,16,49,1,0,48,7w2y7s7q5r1h1flz9y4sj6xka,1,34.1,68.5,2023-01-29T11:35:05.140Z,2023-01-29T11:35:05Z,,,,,,,,,,,,,,,,,,,,,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907687,17,1,1,0,51,7w2y7s7q5r1h1flz9y4sj6xka,1,40.1,72.3,2023-01-29T11:35:08.308Z,2023-01-29T11:35:09Z,4001703029,140,45.5,4001703027,56,Back,4001703035,213,0.9,4001703031,141,82.6,4001703033,212,9.0,,,,,,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907705,18,1,1,0,52,7w2y7s7q5r1h1flz9y4sj6xka,1,45.5,82.6,2023-01-29T11:35:09.228Z,2023-01-29T11:35:12Z,4001703147,141,93.3,4001703149,212,14.5,4001703143,56,Left,4001703151,213,0.5,4001703145,140,57.4,,,,,,,,,,8aglulhb1aof871k1z7exuvo5,M. Rosucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907743,19,1,1,0,55,7w2y7s7q5r1h1flz9y4sj6xka,1,61.3,93.4,2023-01-29T11:35:12.143Z,2023-01-29T11:35:17Z,4001703343,56,Center,4001703345,140,53.6,4001703351,213,4.3,4001703349,212,19.9,4001703347,141,66.7,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907769,20,1,1,1,0,7w2y7s7q5r1h1flz9y4sj6xka,0,58.4,67,2023-01-29T11:35:16.959Z,2023-01-29T11:35:19Z,4001703493,212,18.0,4001703491,141,84.4,4001703485,155,,4001703495,213,0.7,4001703487,56,Left,4001703489,140,71.3,,,,,,,8gowfvsn9a69nyzppubue2d3p,S. Junge Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907771,6,1,1,1,1,agjf3593kdfob1fl43rlt2b6c,0,25.1,8.7,2023-01-29T11:35:17.744Z,2023-01-29T11:36:04Z,4001703511,141,21.5,4001703513,212,14.9,4001703515,213,0.6,4001703505,3,,4001703509,140,36.6,4001703507,56,Back,,,,,,,c8v0somzpm3hv3vvg4t85hjl6,A. De Rita,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907793,21,1,1,1,6,7w2y7s7q5r1h1flz9y4sj6xka,0,57.1,67.2,2023-01-29T11:35:23.286Z,2023-01-29T11:35:24Z,4001703625,56,Center,4001703631,212,11.3,4001703633,213,0.0,4001703635,1,,4001703623,157,,4001703629,141,67.8,4001703627,140,67.9,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907797,7,49,1,1,7,agjf3593kdfob1fl43rlt2b6c,1,30.2,27,2023-01-29T11:35:24.081Z,2023-01-29T11:35:24Z,,,,,,,,,,,,,,,,,,,,,,,,,9nj8et8a0rk6ay19vk84uawh5,T. Pettenuzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907811,8,1,1,1,7,agjf3593kdfob1fl43rlt2b6c,0,30.2,27,2023-01-29T11:35:24.256Z,2023-01-29T11:35:47Z,4001703695,212,3.7,4001703691,140,33.5,4001703693,141,25.2,4001703697,213,5.9,4001703689,56,Back,,,,,,,,,,9nj8et8a0rk6ay19vk84uawh5,T. Pettenuzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907825,22,49,1,1,10,7w2y7s7q5r1h1flz9y4sj6xka,1,63.9,59.3,2023-01-29T11:35:26.943Z,2023-01-29T11:35:27Z,,,,,,,,,,,,,,,,,,,,,,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907851,23,1,1,1,10,7w2y7s7q5r1h1flz9y4sj6xka,1,63.9,59.3,2023-01-29T11:35:27.228Z,2023-01-29T11:58:15Z,4001712331,154,,4001712329,210,15,4001703895,213,0.3,4001703893,212,26.4,4001703891,141,71.3,4001703887,56,Center,4001703889,140,87.8,,,,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907855,24,15,1,1,12,7w2y7s7q5r1h1flz9y4sj6xka,1,92.2,70.5,2023-01-29T11:35:29.105Z,2023-01-29T11:58:16Z,4001775153,233,9,4001712353,72,,4001703909,56,Center,4001712369,146,98.9,4001712359,154,,4001712355,76,,4001703905,22,,4001712365,102,52.8,6dmnxn0v7tcrwtd6hm2jaf6j9,L. Beerensteyn,,4001712361,55,23,4001712367,103,4.4,4001703907,64,4001712371,147,52.9,4001712357,29,,,,,,,,,,,,,,
2501907879,9,10,1,1,12,agjf3593kdfob1fl43rlt2b6c,1,4,39.2,2023-01-29T11:35:29.205Z,2023-01-29T11:58:16Z,4001775181,233,24,4001704047,56,Back,4001704043,178,,4001704423,174,,4001704045,182,,,,,,,,,,,1hvfc11oxddf7hxxks4skxw45,K. Odden,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501907885,25,16,1,1,14,7w2y7s7q5r1h1flz9y4sj6xka,1,88.1,59.3,2023-01-29T11:35:31.460Z,2023-01-29T11:36:47Z,4001704077,56,Center,4001707827,458,,4001706113,375,01:14.159,4001707819,79,,4001707831,231,55.2,4001707835,281,6dmnxn0v7tcrwtd6hm2jaf6j9,4001707829,230,96.0,4001707823,103,26.6,8f64tianoo4mc7t1lyz6acqtx,C. Girelli,,4001704073,22,,4001707833,280,ATTEMPT_SAVED,4001707825,328,4001707821,102,50.0,4001706109,374,2023-01-29 11:35:30.620,4001704075,17,4001706099,20,4001707837,282,13762,,,,,,
2501908213,10,1,1,2,2,agjf3593kdfob1fl43rlt2b6c,1,49.9,50.3,2023-01-29T11:36:19.312Z,2023-01-29T11:57:09Z,4001706059,141,50.6,4001706057,140,35.3,4001772221,279,G,4001706061,212,15.3,4001706063,213,3.1,4001706055,56,Back,,,,,,,horxq0sb7c6929i7mc6ctuqd,S. Tarenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908233,11,1,1,2,4,agjf3593kdfob1fl43rlt2b6c,1,35.3,50.6,2023-01-29T11:36:20.976Z,2023-01-29T11:36:23Z,4001706165,141,23.4,4001706163,140,31.9,4001706161,56,Back,4001706167,212,18.8,4001706169,213,4.5,,,,,,,,,,4hr92u2mkgds9ojm844xgag9h,C. Re,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908277,12,1,1,2,6,agjf3593kdfob1fl43rlt2b6c,1,31.9,23.4,2023-01-29T11:36:23.392Z,2023-01-29T11:36:26Z,4001706397,140,26.6,4001706399,141,36.3,4001706395,56,Back,4001706401,212,10.4,4001706403,213,2.1,,,,,,,,,,c8v0somzpm3hv3vvg4t85hjl6,A. De Rita,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908331,13,1,1,2,10,agjf3593kdfob1fl43rlt2b6c,1,26.1,37.4,2023-01-29T11:36:26.799Z,2023-01-29T11:36:31Z,4001706745,141,69.1,4001706743,140,23.4,4001706741,56,Back,4001706747,212,21.7,4001706749,213,1.7,,,,,,,,,,9nj8et8a0rk6ay19vk84uawh5,T. Pettenuzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908369,14,1,1,2,14,agjf3593kdfob1fl43rlt2b6c,1,23.6,68.2,2023-01-29T11:36:31.327Z,2023-01-29T11:36:34Z,4001706959,212,24.5,4001706957,141,32.4,4001706949,56,Back,4001706953,140,26.1,4001706961,213,4.8,,,,,,,,,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908429,15,1,1,2,17,agjf3593kdfob1fl43rlt2b6c,0,31.5,30.6,2023-01-29T11:36:34.256Z,2023-01-29T11:36:39Z,4001707305,212,28.6,4001707303,141,43.8,4001707301,140,57.4,4001707309,213,0.3,4001707297,155,,4001707299,56,Center,,,,,,,9nj8et8a0rk6ay19vk84uawh5,T. Pettenuzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501936951,440,44,1,2,21,7w2y7s7q5r1h1flz9y4sj6xka,1,42.4,53.8,2023-01-29T11:36:37.461Z,2023-01-29T12:23:02Z,4001856019,233,16,4001856013,285,,4001856011,56,Back,,,,,,,,,,,,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908435,16,44,1,2,21,agjf3593kdfob1fl43rlt2b6c,0,57.6,46.2,2023-01-29T11:36:37.462Z,2023-01-29T12:23:02Z,4001707329,286,,4001856039,233,440,4001707325,56,Center,,,,,,,,,,,,,,,,9q6mpd436ukjidbbj6onmti0a,L. Cedeño,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501937069,441,1,1,2,22,7w2y7s7q5r1h1flz9y4sj6xka,1,42.5,51.1,2023-01-29T11:36:38.461Z,2023-01-29T12:23:13Z,4001856623,3,,4001856633,213,5.3,4001856631,212,7.3,4001856625,56,Back,4001856627,140,46.4,4001856629,141,42.3,,,,,,,3qnkvefimj0i4kl78jucipnf9,L. Sembrant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501937227,442,61,1,2,23,7w2y7s7q5r1h1flz9y4sj6xka,0,46.4,41.7,2023-01-29T11:36:39.461Z,2023-01-29T12:23:28Z,4001857501,56,Back,,,,,,,,,,,,,,,,,,,,,,8gowfvsn9a69nyzppubue2d3p,S. Junge Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908459,17,1,1,2,23,agjf3593kdfob1fl43rlt2b6c,1,53.7,58.6,2023-01-29T11:36:40Z,2023-01-29T11:36:41Z,4001707487,140,47.4,4001707489,141,77.5,4001707493,213,2.0,4001707485,56,Back,4001707491,212,14.5,,,,,,,,,,7rkobukrhcx0h6t3p1ux2bl78,B. Fallico,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908467,18,1,1,2,25,agjf3593kdfob1fl43rlt2b6c,1,47.4,77.5,2023-01-29T11:36:41.824Z,2023-01-29T11:36:43Z,4001707575,140,41.9,4001707573,56,Back,4001707577,141,93.3,4001707579,212,12.2,4001707581,213,2.1,,,,,,,,,,4xzg2jjtxvjoic1c8ohzsumdx,R. Cuschieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908503,19,1,1,2,26,agjf3593kdfob1fl43rlt2b6c,1,41.6,92.5,2023-01-29T11:36:43.455Z,2023-01-29T11:36:46Z,4001707771,212,11.6,4001707773,213,3.6,4001707769,141,84.4,4001707767,140,31.9,4001707765,56,Back,,,,,,,,,,s7husj5h842pazt5crezfbe2,M. Giordano,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908517,20,1,1,2,29,agjf3593kdfob1fl43rlt2b6c,1,32.5,79.9,2023-01-29T11:36:46.383Z,2023-01-29T11:36:48Z,4001707899,140,56.1,4001707897,56,Left,4001707901,141,82.5,4001707895,155,,4001707903,212,24.8,4001707905,213,0.1,,,,,,,6e1lpunbwloydldryrn6q3iz9,E. Pisani,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908553,21,1,1,2,32,agjf3593kdfob1fl43rlt2b6c,1,56.1,82.5,2023-01-29T11:36:48.752Z,2023-01-29T11:36:52Z,4001708071,3,,4001708073,168,,4001708075,56,Left,4001708079,141,96.6,4001708081,212,19.1,4001708077,140,71.8,4001708083,213,0.5,,,,horxq0sb7c6929i7mc6ctuqd,S. Tarenzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908575,22,1,1,2,36,agjf3593kdfob1fl43rlt2b6c,1,78.5,92.8,2023-01-29T11:36:52.879Z,2023-01-29T11:36:54Z,4001708207,56,Center,4001708209,140,78.7,4001708215,213,4.7,4001708213,212,11.6,4001708211,141,75.7,,,,,,,,,,s7husj5h842pazt5crezfbe2,M. Giordano,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908591,23,1,1,2,38,agjf3593kdfob1fl43rlt2b6c,0,78.7,75.5,2023-01-29T11:36:54.864Z,2023-01-29T11:36:56Z,4001708295,213,3.9,4001708293,212,8.3,4001708291,141,67.3,4001708287,56,Center,4001708289,140,72.8,,,,,,,,,,7rkobukrhcx0h6t3p1ux2bl78,B. Fallico,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908601,26,49,1,2,41,7w2y7s7q5r1h1flz9y4sj6xka,1,28.8,37.6,2023-01-29T11:36:57.653Z,2023-01-29T11:36:57Z,,,,,,,,,,,,,,,,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908633,27,1,1,2,42,7w2y7s7q5r1h1flz9y4sj6xka,1,27.7,32.5,2023-01-29T11:36:59.141Z,2023-01-29T11:37:00Z,4001708511,213,3.9,4001708509,212,18.0,4001708507,141,13.7,4001708503,56,Back,4001708505,140,15.6,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908645,28,1,1,2,44,7w2y7s7q5r1h1flz9y4sj6xka,1,15.6,13.7,2023-01-29T11:37:00.777Z,2023-01-29T11:37:02Z,4001708555,140,24.8,4001708553,56,Back,4001708559,212,12.9,4001708557,141,26.3,4001708561,213,0.7,,,,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908675,29,1,1,2,46,7w2y7s7q5r1h1flz9y4sj6xka,1,26.6,24.4,2023-01-29T11:37:02.527Z,2023-01-29T11:37:05Z,4001708709,213,0.5,4001708707,212,5.7,4001708705,141,28.3,4001708701,56,Back,4001708703,140,31.4,,,,,,,,,,89l4376fhyf32a6tdjou6zqw9,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908689,30,1,1,2,48,7w2y7s7q5r1h1flz9y4sj6xka,1,30.1,24.4,2023-01-29T11:37:05.292Z,2023-01-29T11:37:07Z,4001708805,56,Back,4001708811,212,14.4,4001708813,213,3.8,4001708809,141,12.2,4001708807,140,18.9,,,,,,,,,,45bi84zkhqhvgs9v3rtgj06ol,S. Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501908701,31,1,1,2,50,7w2y7s7q5r1h1flz9y4sj6xka,1,18.9,12.2,2023-01-29T11:37:07.340Z,2023-01-29T11:37:09Z,4001708903,141,5.4,4001708901,140,21.6,4001708905,212,5.4,4001708899,56,Back,4001708907,213,5.3,,,,,,,,,,4zwebuh423xgcroy4rmd5r3rp,M. Lenzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
