id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2536986537,9,1,1,0,16,5snsl2d1lu2oclbriztdy61d6,1,41,97.2,2023-04-22T12:32:29.782Z,2023-04-22T12:44:02Z,4208092553,212,29.9,4208092549,140,69.5,4208092551,141,96.8,4208092545,155,,4208092547,56,Left,4208092555,213,6.3,,,,,,,1my1q5jn165pnwue7jzoip756,L. Di Guglielmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536986543,10,61,1,0,20,5snsl2d1lu2oclbriztdy61d6,0,69.5,96.8,2023-04-22T12:32:33.709Z,2023-04-22T12:44:08Z,4208092571,56,Left,,,,,,,,,,,,,,,,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536986679,3,5,1,0,21,7w2y7s7q5r1h1flz9y4sj6xka,1,27.6,-1.8,2023-04-22T12:32:34.598Z,2023-04-22T13:23:30Z,4208305077,233,11,4208093185,56,Back,4208305053,347,,,,,,,,,,,,,,,,,45bi84zkhqhvgs9v3rtgj06ol,S. Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536986547,11,5,1,0,21,5snsl2d1lu2oclbriztdy61d6,0,72.4,101.8,2023-04-22T12:32:34.598Z,2023-04-22T12:58:20Z,4208092587,347,,4208093271,233,3,4208092585,56,Left,,,,,,,,,,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536986723,4,1,1,0,36,7w2y7s7q5r1h1flz9y4sj6xka,0,29.2,0,2023-04-22T12:32:49.829Z,2023-04-22T12:32:53Z,4208093381,56,Back,4208093383,140,42.9,4208093387,212,14.9,4208093379,107,,4208093389,213,0.3,4208093385,141,4.3,,,,,,,45bi84zkhqhvgs9v3rtgj06ol,S. Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536986747,12,49,1,0,42,5snsl2d1lu2oclbriztdy61d6,1,60.4,82.4,2023-04-22T12:32:55.125Z,2023-04-22T12:32:55Z,,,,,,,,,,,,,,,,,,,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536986755,13,1,1,0,42,5snsl2d1lu2oclbriztdy61d6,0,59.5,80.9,2023-04-22T12:32:55.589Z,2023-04-22T12:32:56Z,4208093619,140,43.3,4208093625,213,3.2,4208093617,56,Back,4208093621,141,79.4,4208093623,212,17.0,,,,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536986921,14,1,1,0,51,5snsl2d1lu2oclbriztdy61d6,1,21.3,23.6,2023-04-22T12:33:04.501Z,2023-04-22T12:33:10Z,4208094565,141,40.9,4208094573,213,1.7,4208094561,56,Back,4208094569,212,11.8,4208094563,140,20.1,,,,,,,,,,1my1q5jn165pnwue7jzoip756,L. Di Guglielmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536986983,15,1,1,0,57,5snsl2d1lu2oclbriztdy61d6,1,20.5,40.1,2023-04-22T12:33:10.453Z,2023-04-22T12:33:14Z,4208094919,212,20.9,4208094915,140,37.3,4208094913,56,Back,4208094921,213,5.7,4208094917,141,23.7,,,,,,,,,,8z970w0wmh524aliuxnze5l91,C. Wenninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987037,16,1,1,1,1,5snsl2d1lu2oclbriztdy61d6,0,40.6,11.6,2023-04-22T12:33:14.677Z,2023-04-22T12:44:16Z,4208095197,140,42.7,4208095195,56,Back,4208095203,213,1.1,4208095199,141,18.8,4208095201,212,5.4,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987067,5,52,1,1,6,7w2y7s7q5r1h1flz9y4sj6xka,1,11.2,68.5,2023-04-22T12:33:19.860Z,2023-04-22T12:33:20Z,,,,,,,,,,,,,,,,,,,,,,,,,czmpp6e2oo276u9prac16le51,P. Peyraud-Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987371,6,1,1,1,28,7w2y7s7q5r1h1flz9y4sj6xka,1,8.8,59.4,2023-04-22T12:33:41.173Z,2023-04-22T12:33:42Z,4208096887,212,20.5,4208096879,123,,4208096883,140,26.8,4208096881,56,Back,4208096885,141,71.1,4208096889,213,0.4,,,,,,,czmpp6e2oo276u9prac16le51,P. Peyraud-Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987385,7,1,1,1,29,7w2y7s7q5r1h1flz9y4sj6xka,0,26.8,71.1,2023-04-22T12:33:42.709Z,2023-04-22T12:33:43Z,4208096951,140,46.5,4208096949,56,Back,4208096953,141,67.3,4208096957,213,6.2,4208096955,212,20.8,4208096947,155,,,,,,,,3ypl97rrz80zb454kq039yuol,C. Salvai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987441,17,61,1,1,32,5snsl2d1lu2oclbriztdy61d6,0,58.4,37.9,2023-04-22T12:33:45.924Z,2023-04-22T12:33:46Z,4208097213,56,Center,,,,,,,,,,,,,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987495,9,50,1,1,34,7w2y7s7q5r1h1flz9y4sj6xka,1,42.2,51,2023-04-22T12:33:47.956Z,2023-04-22T12:33:49Z,4208097457,56,Back,4208097459,286,,4208097519,233,18,,,,,,,,,,,,,,,,17zgb1iogatltsw1spnvyuuol,B. Bonansea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987501,18,7,1,1,34,5snsl2d1lu2oclbriztdy61d6,1,57.8,49,2023-04-22T12:33:47.957Z,2023-04-22T12:33:49Z,4208097465,56,Center,4208097477,233,9,4208097469,285,,,,,,,,,,,,,,,,,978grivb05fx65k9zg3g0czxl,G. Greggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987487,8,49,1,1,35,7w2y7s7q5r1h1flz9y4sj6xka,1,43.4,45.1,2023-04-22T12:33:48.164Z,2023-04-22T12:33:48Z,,,,,,,,,,,,,,,,,,,,,,,,,17zgb1iogatltsw1spnvyuuol,B. Bonansea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987505,19,49,1,1,35,5snsl2d1lu2oclbriztdy61d6,1,65.3,47.6,2023-04-22T12:33:48.645Z,2023-04-22T12:33:49Z,,,,,,,,,,,,,,,,,,,,,,,,,978grivb05fx65k9zg3g0czxl,G. Greggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987575,20,1,1,1,37,5snsl2d1lu2oclbriztdy61d6,1,71.3,51.6,2023-04-22T12:33:50.053Z,2023-04-22T12:33:53Z,4208097795,141,60.8,4208097799,213,0.6,4208097797,212,11.8,4208097793,140,80.8,4208097791,56,Center,,,,,,,,,,978grivb05fx65k9zg3g0czxl,G. Greggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987581,21,61,1,1,40,5snsl2d1lu2oclbriztdy61d6,0,86.1,62.3,2023-04-22T12:33:53.236Z,2023-04-22T12:33:53Z,4208097831,56,Center,,,,,,,,,,,,,,,,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987617,10,12,1,1,41,7w2y7s7q5r1h1flz9y4sj6xka,1,3.2,29.7,2023-04-22T12:33:54.596Z,2023-04-22T12:33:56Z,4208097959,140,10.4,4208097955,56,Back,4208097963,141,0.0,4208097971,213,5.1,4208097995,167,,4208097967,212,22.8,,,,,,,45bi84zkhqhvgs9v3rtgj06ol,S. Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987621,11,5,1,1,42,7w2y7s7q5r1h1flz9y4sj6xka,0,12.6,-1.6,2023-04-22T12:33:55.398Z,2023-04-22T12:34:00Z,4208098393,233,22,4208097989,56,Back,4208097991,347,,,,,,,,,,,,,,,,,45bi84zkhqhvgs9v3rtgj06ol,S. Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987697,22,5,1,1,42,5snsl2d1lu2oclbriztdy61d6,1,87.4,101.6,2023-04-22T12:33:55.398Z,2023-04-22T12:58:20Z,4208098327,233,11,4208098319,56,Left,4208098321,347,,,,,,,,,,,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987789,23,1,1,1,46,5snsl2d1lu2oclbriztdy61d6,1,85.3,100,2023-04-22T12:33:59.637Z,2023-04-22T12:34:05Z,4208098829,213,3.7,4208098825,141,94.1,4208098819,107,,4208098821,56,Left,4208098823,140,76.9,4208098827,212,10.1,,,,,,,47n7enqd3bfy0gawlth0a4mhh,E. Haavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987805,24,1,1,1,52,5snsl2d1lu2oclbriztdy61d6,0,79.5,86,2023-04-22T12:34:05.221Z,2023-04-22T12:34:06Z,4208098933,140,79.2,4208098939,213,4.7,4208098931,56,Center,4208098935,141,67.6,4208098937,212,12.5,,,,,,,,,,1my1q5jn165pnwue7jzoip756,L. Di Guglielmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987835,12,49,1,1,55,7w2y7s7q5r1h1flz9y4sj6xka,1,31.8,43.1,2023-04-22T12:34:08.325Z,2023-04-22T12:34:21Z,,,,,,,,,,,,,,,,,,,,,,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987929,25,49,1,2,0,5snsl2d1lu2oclbriztdy61d6,1,21.4,19.8,2023-04-22T12:34:13.493Z,2023-04-22T12:34:13Z,,,,,,,,,,,,,,,,,,,,,,,,,1my1q5jn165pnwue7jzoip756,L. Di Guglielmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987995,13,1,1,2,0,7w2y7s7q5r1h1flz9y4sj6xka,0,31.4,56,2023-04-22T12:34:13.757Z,2023-04-22T12:44:19Z,4208099983,155,,4208099989,141,83.3,4208099995,1,,4208099991,212,52.4,4208099985,56,Left,4208099993,213,0.4,4208099987,140,78.1,,,,6alny8atonddyhmltw3dgo1d5,J. Grosso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536987985,26,1,1,2,0,5snsl2d1lu2oclbriztdy61d6,1,21.4,19.8,2023-04-22T12:34:13.892Z,2023-04-22T12:34:16Z,4208099939,213,2.1,4208099935,141,43.0,4208099931,56,Back,4208099933,140,12.3,4208099937,212,18.4,,,,,,,,,,1my1q5jn165pnwue7jzoip756,L. Di Guglielmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988061,27,1,1,2,3,5snsl2d1lu2oclbriztdy61d6,1,12.1,46.9,2023-04-22T12:34:16.468Z,2023-04-22T12:34:21Z,4208100397,213,1.1,4208100393,141,73.3,4208100391,140,21.7,4208100395,212,20.6,4208100389,56,Back,,,,,,,,,,ax9lyewa6alv4v3btpwlm4pn9,C. Ceasar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988123,28,1,1,2,8,5snsl2d1lu2oclbriztdy61d6,1,21.6,73.8,2023-04-22T12:34:21.620Z,2023-04-22T12:34:26Z,4208100757,140,29.6,4208100763,213,0.8,4208100761,212,12.2,4208100755,56,Back,4208100759,141,86.9,,,,,,,,,,19cmbo4cc9cgh10wgotg3s0k5,E. Linari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988175,29,1,1,2,13,5snsl2d1lu2oclbriztdy61d6,1,29.5,88.1,2023-04-22T12:34:26.132Z,2023-04-22T12:34:29Z,4208101117,213,4.0,4208101111,140,9.9,4208101113,141,54.5,4208101109,56,Back,4208101115,212,30.8,,,,,,,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988305,30,1,1,2,16,5snsl2d1lu2oclbriztdy61d6,1,8.2,48.8,2023-04-22T12:34:29.636Z,2023-04-22T12:34:38Z,4208101871,141,73.6,4208101873,212,32.1,4208101877,1,,4208101867,56,Back,4208101869,140,34.2,4208101865,157,,4208101875,213,0.6,,,,ax9lyewa6alv4v3btpwlm4pn9,C. Ceasar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988365,31,1,1,2,25,5snsl2d1lu2oclbriztdy61d6,1,31.5,43.7,2023-04-22T12:34:38.404Z,2023-04-22T12:34:42Z,4208102123,213,3.8,4208102121,212,11.6,4208102117,140,23.0,4208102115,56,Back,4208102119,141,32.8,,,,,,,,,,978grivb05fx65k9zg3g0czxl,G. Greggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988383,32,1,1,2,29,5snsl2d1lu2oclbriztdy61d6,1,29.8,23.1,2023-04-22T12:34:42.228Z,2023-04-22T12:34:44Z,4208102229,140,30.1,4208102235,213,4.7,4208102231,141,6.8,4208102227,56,Back,4208102233,212,11.1,,,,,,,,,,8z970w0wmh524aliuxnze5l91,C. Wenninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988417,33,1,1,2,31,5snsl2d1lu2oclbriztdy61d6,0,30.6,5.2,2023-04-22T12:34:44.276Z,2023-04-22T12:34:47Z,4208102383,140,45.8,4208102389,213,0.2,4208102381,56,Back,4208102385,141,10.6,4208102387,212,16.4,,,,,,,,,,1my1q5jn165pnwue7jzoip756,L. Di Guglielmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988451,34,1,1,2,35,5snsl2d1lu2oclbriztdy61d6,0,45.4,7,2023-04-22T12:34:48.708Z,2023-04-22T12:34:49Z,4208102515,140,47.7,4208102521,213,0.1,4208102517,141,7.3,4208102519,212,2.4,4208102511,56,Back,,,,,,,,,,28y2auuxfuxvvbbds3bwtlskp,B. Glionna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988447,14,49,1,2,36,7w2y7s7q5r1h1flz9y4sj6xka,1,57.2,94.4,2023-04-22T12:34:49.267Z,2023-04-22T12:34:49Z,,,,,,,,,,,,,,,,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988471,15,1,1,2,36,7w2y7s7q5r1h1flz9y4sj6xka,0,57.2,94.4,2023-04-22T12:34:49.749Z,2023-04-22T12:34:50Z,4208102597,213,6.1,4208102589,56,Left,4208102595,212,4.4,4208102591,140,61.3,4208102593,141,93.3,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988489,16,45,1,2,38,7w2y7s7q5r1h1flz9y4sj6xka,0,40.4,95.4,2023-04-22T12:34:51.219Z,2023-04-22T12:34:58Z,4208102693,56,Back,4208102993,233,35,4208102695,285,,,,,,,,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988545,35,3,1,2,38,5snsl2d1lu2oclbriztdy61d6,1,59.6,4.6,2023-04-22T12:34:51.219Z,2023-04-22T12:34:58Z,4208102973,286,,4208102971,56,Right,4208102975,233,16,,,,,,,,,,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988551,36,3,1,2,44,5snsl2d1lu2oclbriztdy61d6,0,92.8,19.6,2023-04-22T12:34:57.766Z,2023-04-22T12:35:03Z,4208102999,56,Right,4208103333,233,17,4208103001,286,,,,,,,,,,,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988601,17,7,1,2,44,7w2y7s7q5r1h1flz9y4sj6xka,0,7.2,80.4,2023-04-22T12:34:57.767Z,2023-04-22T12:35:03Z,4208103271,56,Back,4208103273,285,,4208103289,233,36,,,,,,,,,,,,,,,,aat1vixi4qu8bmxtw45maqytx,L. Boattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988579,37,15,1,2,48,5snsl2d1lu2oclbriztdy61d6,1,92.5,25.8,2023-04-22T12:35:01.044Z,2023-04-22T12:35:34Z,4208103167,22,,4208105479,215,,4208105109,72,,4208105481,458,,4208105475,102,47.9,4208105147,233,18,4208105473,80,,4208105483,146,99.3,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,4208103171,56,Center,4208105485,147,47.7,4208105477,103,18.4,4208103169,63,,,,,,,,,,,,,,,,,,,,,
2536988649,18,10,1,2,48,7w2y7s7q5r1h1flz9y4sj6xka,1,1.1,54,2023-04-22T12:35:01.144Z,2023-04-22T12:44:24Z,4208104703,179,,4208103529,182,,4208105185,233,37,4208103525,173,,4208103531,56,Back,,,,,,,,,,czmpp6e2oo276u9prac16le51,P. Peyraud-Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988635,38,49,1,2,52,5snsl2d1lu2oclbriztdy61d6,1,85.2,22.4,2023-04-22T12:35:05.347Z,2023-04-22T12:35:05Z,,,,,,,,,,,,,,,,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988707,39,1,1,2,54,5snsl2d1lu2oclbriztdy61d6,0,94.4,13.4,2023-04-22T12:35:08.004Z,2023-04-22T12:35:11Z,4208103843,213,1.1,4208103841,212,17.4,4208103837,140,100.0,4208103833,155,,4208103831,2,,4208103835,56,Center,4208103839,141,36.7,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988719,19,5,1,2,57,7w2y7s7q5r1h1flz9y4sj6xka,1,-1.4,67.8,2023-04-22T12:35:10.943Z,2023-04-22T12:58:21Z,4208103883,56,Back,4208103899,233,40,4208103885,346,,,,,,,,,,,,,,,,,czmpp6e2oo276u9prac16le51,P. Peyraud-Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536988715,40,5,1,2,57,5snsl2d1lu2oclbriztdy61d6,0,101.4,32.2,2023-04-22T12:35:10.943Z,2023-04-22T12:35:12Z,4208103927,233,19,4208103869,346,,4208103865,56,Center,,,,,,,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
