id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/13/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2457862601,1,34,16,0,0,5snsl2d1lu2oclbriztdy61d6,1,0,0,2022-09-10T11:48:29.809Z,2022-09-10T12:28:43Z,3768864543,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3768864547,130,4,3768864551,194,72mtf2acxf523gwm13zq5jvth,3768864553,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3768986605,197,8197,3768864545,59,"12, 13, 3, 10, 23, 2, 7, 20, 9, 11, 15, 1, 5, 6, 18, 22, 24, 26, 27, 29",3768864541,30,"ax9lyewa6alv4v3btpwlm4pn9, 72mtf2acxf523gwm13zq5jvth, 1my1q5jn165pnwue7jzoip756, 31myx78t8pvy886l3g8tsmrit, 8z970w0wmh524aliuxnze5l91, f98n454u9g97ngyluh0rd4ut, 5et546tgrpw51ep3kfbzdyx1x, 978grivb05fx65k9zg3g0czxl, e0254ysu7nwqiuku9szuf9wph, 47n7enqd3bfy0gawlth0a4mhh, 4ghj3cp5v817497z1l8k1vw0l, e4svndmjv164s2xdigdit1uc5, du2oxcctxwk3tpg0imbctjcut, 7ba612p8pdv2fhz19u32js251, 28y2auuxfuxvvbbds3bwtlskp, 2nqlq23w7g732ttrbnt2u2s4p, 2z008gb9mq9bxpdopnss9ezv8, 7p2jiejrudzlqgiq02e7n3fv8, 5x729t5j2ldmq4fmlgj1my191, 5dnoofqsczzkdqrdmj661d239",3768864549,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457864543,1,34,16,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2022-09-10T11:52:20.605Z,2022-09-10T12:30:12Z,3768875135,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3768875125,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3768875131,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3768875129,130,13,3768875123,30,"6cazgi9vrmiy7pj7mspkmrnbp, dms6dx6taz2d9wxcgqfk87lk9, adixpvw9dh994g3pcxqp4aimt, cobqvig9w519u0pu924u49045, 5zfwazpzlcnm9r7621wefv8ph, 2nyteuqhg3tvltcdjmivfoyqx, a6k8vha3qcugelyjo82monahh, 3f3c49bl4331k4nrrhvq6fu8l, 162sfvdvwcsap2r0v4clllqz9, 8qywmb7vw14hygvzliislo1xx, 2l1m95m3ub9ptm0f7no1ylxw5, 8kp0hm0mftts0lx42esqbxt5h, yobsx8qzjrdt67z3vbzygd79, di3hdoveoiv3nwroamxgxd3o5, 8sb5yv5enqvr8bemx86jxc2j9, 26cvxz862r0s1ckpehvsm1b6d, e14n0cktqewsx0a1q4kev326t, 5bsuoowi9tkilzmz6vp79n36d, a3q5iykho66l9yamfh83hn7x1, ad6p2jcex4poforoc5a2m42qd",3768875133,194,8qywmb7vw14hygvzliislo1xx,3768991183,197,12025,3768875127,59,"1, 20, 27, 25, 6, 4, 8, 10, 18, 7, 19, 3, 9, 11, 12, 15, 17, 26, 32, 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886527,2,32,1,0,0,5snsl2d1lu2oclbriztdy61d6,1,0,0,2022-09-10T12:30:44.789Z,2022-09-10T12:30:44Z,3768993567,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886545,2,32,1,0,0,acpt3r9i7hburdteruzc31u96,1,0,0,2022-09-10T12:30:44.789Z,2022-09-10T12:30:45Z,3768993681,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886565,3,1,1,0,0,5snsl2d1lu2oclbriztdy61d6,1,50.5,50,2022-09-10T12:30:44.889Z,2022-09-10T12:30:47Z,3768993791,141,39.5,3768993795,212,11.8,3768993799,213,3.8,3768993787,140,41.6,3768993781,56,Back,3768993801,279,S,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886615,4,1,1,0,2,5snsl2d1lu2oclbriztdy61d6,1,41.6,39.5,2022-09-10T12:30:47.329Z,2022-09-10T12:30:50Z,3768994113,141,6.2,3768994117,213,4.7,3768994109,56,Back,3768994115,212,22.6,3768994111,140,42.0,,,,,,,,,,978grivb05fx65k9zg3g0czxl,G. Greggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886657,5,1,1,0,5,5snsl2d1lu2oclbriztdy61d6,1,41.3,5.5,2022-09-10T12:30:50.432Z,2022-09-10T12:30:54Z,3768994351,141,26.2,3768994355,213,2.3,3768994347,56,Back,3768994349,140,29.6,3768994353,212,18.7,,,,,,,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886719,6,1,1,0,9,5snsl2d1lu2oclbriztdy61d6,1,28.6,28,2022-09-10T12:30:54.065Z,2022-09-10T12:30:58Z,3768994745,212,17.6,3768994741,140,36.0,3768994739,56,Back,3768994747,213,1.1,3768994743,141,51.3,,,,,,,,,,8z970w0wmh524aliuxnze5l91,C. Wenninger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886767,7,1,1,0,13,5snsl2d1lu2oclbriztdy61d6,1,37.1,45.4,2022-09-10T12:30:58.288Z,2022-09-10T12:31:02Z,3768995039,141,4.3,3768995035,56,Back,3768995043,213,5.0,3768995037,140,46.4,3768995041,212,29.6,,,,,,,,,,978grivb05fx65k9zg3g0czxl,G. Greggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886853,8,1,1,0,17,5snsl2d1lu2oclbriztdy61d6,1,49.6,4.7,2022-09-10T12:31:01.889Z,2022-09-10T12:31:06Z,3768995521,213,0.2,3768995515,140,65.3,3768995519,212,17.0,3768995513,56,Right,3768995517,141,10.6,,,,,,,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886861,9,50,1,0,21,5snsl2d1lu2oclbriztdy61d6,1,68,22.4,2022-09-10T12:31:06.352Z,2022-09-10T12:31:08Z,3768995545,56,Center,3768995637,233,3,3768995547,286,,,,,,,,,,,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886875,3,7,1,0,21,acpt3r9i7hburdteruzc31u96,0,32,77.6,2022-09-10T12:31:06.353Z,2022-09-10T12:31:07Z,3768995605,285,,3768995603,56,Back,3768995613,233,9,,,,,,,,,,,,,,,,3f3c49bl4331k4nrrhvq6fu8l,K. Dubcová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886907,10,1,1,0,22,5snsl2d1lu2oclbriztdy61d6,1,65.9,11.7,2022-09-10T12:31:07.057Z,2022-09-10T12:31:10Z,3768995827,140,59.2,3768995831,212,11.2,3768995825,56,Center,3768995829,141,24.6,3768995833,213,2.2,,,,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886921,11,1,1,0,25,5snsl2d1lu2oclbriztdy61d6,0,59.8,28.3,2022-09-10T12:31:10.176Z,2022-09-10T12:31:11Z,3768995937,1,,3768995923,56,Center,3768995933,212,33.8,3768995929,140,84.6,3768995935,213,0.7,3768995931,141,59.9,,,,,,,978grivb05fx65k9zg3g0czxl,G. Greggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886911,4,49,1,0,25,acpt3r9i7hburdteruzc31u96,1,19.8,38.8,2022-09-10T12:31:10.557Z,2022-09-10T12:31:10Z,,,,,,,,,,,,,,,,,,,,,,,,,dms6dx6taz2d9wxcgqfk87lk9,A. Soffia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886943,5,1,1,0,26,acpt3r9i7hburdteruzc31u96,1,21.2,39.5,2022-09-10T12:31:11.246Z,2022-09-10T12:31:14Z,3768996099,140,3.9,3768996103,212,18.7,3768996105,213,2.9,3768996097,56,Back,3768996101,141,45.8,,,,,,,,,,dms6dx6taz2d9wxcgqfk87lk9,A. Soffia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886981,6,1,1,0,29,acpt3r9i7hburdteruzc31u96,0,3.9,45.8,2022-09-10T12:31:14.382Z,2022-09-10T12:31:16Z,3768996277,157,,3768996291,1,,3768996285,212,43.9,3768996281,140,45.0,3768996289,213,0.2,3768996283,141,57.8,3768996279,56,Back,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886995,12,49,1,0,32,5snsl2d1lu2oclbriztdy61d6,1,57.6,37.3,2022-09-10T12:31:17.168Z,2022-09-10T12:31:17Z,,,,,,,,,,,,,,,,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887035,13,1,1,0,32,5snsl2d1lu2oclbriztdy61d6,1,57.6,37.3,2022-09-10T12:31:17.536Z,2022-09-10T14:50:23Z,3768996597,140,60.8,3768996601,212,16.8,3768996603,213,4.9,3768996599,141,13.1,3768996595,56,Right,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887141,14,1,1,0,35,5snsl2d1lu2oclbriztdy61d6,1,60.9,12.9,2022-09-10T12:31:20.225Z,2022-09-10T14:50:25Z,3768997635,210,13,3768997271,212,12.3,3768997273,213,5.7,3768997267,140,70.8,3768997265,56,Right,3768997269,141,3.2,,,,,,,72mtf2acxf523gwm13zq5jvth,E. Bartoli,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887147,15,13,1,0,42,5snsl2d1lu2oclbriztdy61d6,1,74.5,13.7,2022-09-10T12:31:27.665Z,2022-09-10T13:25:08Z,3768997301,56,Right,3768997423,72,,3768997639,29,,3768997651,230,98.1,3768997637,84,,3768997641,55,14,3768997645,102,41.7,3768997653,231,48.7,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,3768997297,22,3768997647,103,11.1,3768997649,215,3768997299,67,,,,,,,,,,,,,,,,,,,
2457887119,7,5,1,0,43,acpt3r9i7hburdteruzc31u96,1,-1,60.6,2022-09-10T12:31:28.511Z,2022-09-10T12:31:32Z,3768997133,56,Back,3768997357,233,16,3768997135,346,,,,,,,,,,,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887153,16,5,1,0,43,5snsl2d1lu2oclbriztdy61d6,0,101,39.4,2022-09-10T12:31:28.511Z,2022-09-10T13:23:54Z,3768997335,346,,3768997363,233,7,3768997333,56,Center,,,,,,,,,,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887351,8,1,1,1,1,acpt3r9i7hburdteruzc31u96,1,5,54.3,2022-09-10T12:31:46.126Z,2022-09-10T12:31:48Z,3768998349,213,5.3,3768998345,141,19.4,3768998341,56,Back,3768998339,124,,3768998353,237,,3768998347,212,28.4,3768998343,140,19.8,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887393,9,1,1,1,3,acpt3r9i7hburdteruzc31u96,0,18.7,14.6,2022-09-10T12:31:48.510Z,2022-09-10T12:31:50Z,3768998549,141,21.3,3768998545,56,Back,3768998553,213,0.1,3768998551,212,32.2,3768998555,1,,3768998543,155,,3768998547,140,49.1,,,,2nyteuqhg3tvltcdjmivfoyqx,G. Árnadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887441,17,1,1,1,7,5snsl2d1lu2oclbriztdy61d6,1,53.2,72.4,2022-09-10T12:31:52.369Z,2022-09-10T12:31:55Z,3768998829,56,Center,3768998839,212,19.8,3768998833,140,62.0,3768998841,213,5.2,3768998827,3,,3768998837,141,46.7,,,,,,,1my1q5jn165pnwue7jzoip756,L. Di Guglielmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887461,18,1,1,1,10,5snsl2d1lu2oclbriztdy61d6,0,60.9,50.1,2022-09-10T12:31:55.138Z,2022-09-10T12:31:56Z,3768998933,212,27.6,3768998931,141,28.8,3768998935,213,5.7,3768998925,157,,3768998929,140,83.3,3768998937,1,,3768998927,56,Center,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887453,10,49,1,1,11,acpt3r9i7hburdteruzc31u96,1,19.9,76.3,2022-09-10T12:31:55.807Z,2022-09-10T12:31:55Z,,,,,,,,,,,,,,,,,,,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887491,11,1,1,1,11,acpt3r9i7hburdteruzc31u96,1,19.9,76.3,2022-09-10T12:31:56.397Z,2022-09-10T12:31:58Z,3768999087,140,23.3,3768999099,213,4.8,3768999091,141,35.5,3768999095,212,28.0,3768999085,56,Back,,,,,,,,,,cobqvig9w519u0pu924u49045,M. Mesjasz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887537,12,1,1,1,13,acpt3r9i7hburdteruzc31u96,1,23.6,31.5,2022-09-10T12:31:58.750Z,2022-09-10T12:32:01Z,3768999329,141,27.1,3768999325,56,Back,3768999331,212,16.1,3768999333,213,6.1,3768999327,140,38.7,,,,,,,,,,2nyteuqhg3tvltcdjmivfoyqx,G. Árnadóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887541,13,61,1,1,16,acpt3r9i7hburdteruzc31u96,0,48.2,25.8,2022-09-10T12:32:01.759Z,2022-09-10T12:32:02Z,3768999351,56,Back,,,,,,,,,,,,,,,,,,,,,,2l1m95m3ub9ptm0f7no1ylxw5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457887551,19,49,1,1,17,5snsl2d1lu2oclbriztdy61d6,1,44.8,67.5,2022-09-10T12:32:02.592Z,2022-09-10T12:32:02Z,,,,,,,,,,,,,,,,,,,,,,,,,1my1q5jn165pnwue7jzoip756,L. Di Guglielmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
