id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2548788949,1,34,16,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-05-14T15:00:57.177Z,2023-05-14T16:06:23Z,4277952655,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4277952653,194,1ftejgsl4hho40cceqne1hcyd,4277952651,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4277952649,130,12,4277952645,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4278148993,197,10734,4277952647,59,"99, 58, 59, 3, 4, 19, 20, 25, 11, 18, 68, 7, 8, 9, 23, 37, 52, 55, 60, 62, 63, 73, 77, 82, 84",4277952643,30,"el58uxf7oaqu95yx1vbgmr7it, ataq92vho6o4euh045am8cbo4, du4ciqofpkn3nei5q3huwlnje, ab4kuqa33849h6z77ksuqhdk9, 1ftejgsl4hho40cceqne1hcyd, 1pkymw7biivk760rxhubin1ed, z0nxnl93yjtz8mty3qi5542x, 2lyib1m8bhrkcc3ukk12fbefp, 97mmzzi3dwdos6jtj2m05w4ph, 54c43p8ykqxjtbmy2z5nakijt, d2itdjj8bx0aztqggfgv7amay, 57bin6he6kbdo2bs4i78z2k0l, c5a7z6vphv9tp9ddid5jnrnx1, 363nsa82dww242zeo09wpcslx, 6fttn5mk6n1lstqt0dl5xzn4l, 9ka7y81b5kst146mhq7mom5ed, 4cu8rbv55v6f6jiq50c4xatqs, 14cbkgi3dk03rslbdb3kfr8fe, cfdkix38vfxiwso180akwv76c, bh9jia8qgkhpm5xn82bx0hhck, b0b0xalrak7k5pnfnum53umtw, 2vc68n3a4bmvrg09042ndt4pg, c3mxgqtx2a7xeb84xpol050k4, 4pjd2sinfaofqits9ns1yzgus, 3w7ge7mtpnxbab3mqy378vpck",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548789717,1,34,16,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-05-14T15:02:39.425Z,2023-05-14T15:58:46Z,4277956963,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4277956961,194,38de1wbyp2ruksgffna791n8p,4277956953,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4277956951,30,"4hrmzpx1nt5ze55fpby71mcb9, 3cbwh4pfwae5xw072cy14gb85, 7ohgxs03szerp6mwiiv58ryay, 38de1wbyp2ruksgffna791n8p, 7e11kdi7wh9tleor9w5o2fdn9, 6xt6fnmwrs7btha4d2t7wkktm, 1cu7fg8sf90isf9gp21e5fqh, 5lvdnoyknuoyr6kdruposgctl, dccxma9p13p00n0gi1cxk1nf9, bdb6j168crcrwje9k0titxv55, a46kdc4sdf7e6520s8gm9glm2, 46twjsjrm4ljb7bhobbpwx5h, 6eqqtmbg35rg2stk10ic7q8k5, 56bidwsegakrtx3z1qbbpnc6i, 4zn8zufrd17h9d5xl7qhahbyt, bpfg11qh1q0zj2x6sqd3srvmx, a2n9op95qyb3rkye5pxqjb7bp, 2yijk5l991mdyjprmuudq7qzu, 9m6yva52cmdq7uu31qrwdrund",4277956957,130,8,4277956955,59,"28, 29, 50, 8, 14, 4, 7, 30, 9, 19, 99, 1, 6, 11, 17, 20, 22, 25, 34",4278159047,197,551,4277956959,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548828643,2,32,1,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-05-14T16:00:24.322Z,2023-05-15T00:21:29Z,4278164323,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548828637,2,32,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-05-14T16:00:24.322Z,2023-05-14T16:00:24Z,4278164293,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548828689,3,1,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,50.1,50.2,2023-05-14T16:00:24.422Z,2023-05-15T01:12:53Z,4278164559,279,S,4278164557,213,3.3,4278164551,140,32.6,4278164553,141,46.4,4278164555,212,18.6,4279922981,178,,4278164549,56,Back,,,,2lyib1m8bhrkcc3ukk12fbefp,G. Wijnaldum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548828741,4,1,1,0,3,2tk2l9sgktwc9jhzqdd4mpdtb,0,33.1,45.8,2023-05-14T16:00:27.399Z,2023-05-15T01:12:55Z,4278164823,56,Center,4278164821,155,,4278164827,141,33.3,4278164825,140,75.1,4279923081,178,,4278164829,212,44.9,4278164833,1,,4278164831,213,6.1,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548828739,3,44,1,0,5,ej5er0oyngdw138yuumwqbyqt,1,24.6,69.2,2023-05-14T16:00:30.025Z,2023-05-15T03:50:21Z,4278164909,233,5,4278164815,285,,4278164813,56,Back,,,,,,,,,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548828747,5,44,1,0,5,2tk2l9sgktwc9jhzqdd4mpdtb,0,75.4,30.8,2023-05-14T16:00:30.026Z,2023-05-15T01:13:00Z,4278164845,286,,4278164843,56,Center,4278164937,233,3,,,,,,,,,,,,,,,,54c43p8ykqxjtbmy2z5nakijt,O. Solbakken,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548828757,4,1,1,0,5,ej5er0oyngdw138yuumwqbyqt,1,24.4,71.8,2023-05-14T16:00:30.112Z,2023-05-15T03:50:22Z,4278164891,213,3.0,4278164887,141,74.4,4278164883,56,Back,4278164881,3,,4278164885,140,12.5,4278164889,212,12.6,4279923441,388,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548828761,5,49,1,0,6,ej5er0oyngdw138yuumwqbyqt,1,13,74.4,2023-05-14T16:00:31.144Z,2023-05-15T01:13:07Z,,,,,,,,,,,,,,,,,,,,,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
