id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/12/value
2464163899,1,34,16,0,0,agjf3593kdfob1fl43rlt2b6c,1,0,0,2022-09-25T12:01:32.526Z,2022-09-25T14:02:52Z,3802315893,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3802315899,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3802363407,194,horxq0sb7c6929i7mc6ctuqd,3802315891,30,"ej5p7l0mua55bqhzjbybejwet, 20pat26jlgjcvstrte9jbltrd, 23l4wxjftfctry8qgxh71zhm1, 4hr92u2mkgds9ojm844xgag9h, 6e1lpunbwloydldryrn6q3iz9, 9m7xcfi5h3tshdrsckkausm39, 6bxufdsghl0f3r4jilcbo26eh, cv7zl2omdyscmzg77ac8nic45, cbozn7nychmtwwwkrxae2ga21, horxq0sb7c6929i7mc6ctuqd, eamiu4oem93j41zqdsv9uk4b9, 4jwotvqswss201ptdipai5rkl, 4xzg2jjtxvjoic1c8ohzsumdx, 1hvfc11oxddf7hxxks4skxw45, c8v0somzpm3hv3vvg4t85hjl6, efjrhuhhm4zy4vrzekxlu4h9m, 9q6mpd436ukjidbbj6onmti0a, 7rkobukrhcx0h6t3p1ux2bl78, 9nj8et8a0rk6ay19vk84uawh5, s7husj5h842pazt5crezfbe2",3802315897,130,23,3802363409,197,12022,3802315895,59,"1, 2, 22, 21, 23, 5, 24, 10, 29, 27, 20, 7, 8, 12, 14, 15, 19, 40, 44, 67",3802315901,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464164281,1,34,16,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2022-09-25T12:02:41.227Z,2022-09-25T12:36:50Z,3802317809,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3802317811,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3802317803,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3802317805,59,"22, 2, 13, 6, 3, 29, 10, 34, 9, 5, 11, 7, 8, 12, 14, 17, 18, 19, 27, 33",3802363437,197,14652,3802363435,194,72rc6zija9e9d4ggx884dq7dh,3802317807,130,8,3802317801,30,"6clgafy8vlbq6qw2ofptwkwd1, 496otta0vz8p7eackdpfod68l, 72rc6zija9e9d4ggx884dq7dh, c5s6l4u9gjdv3ce5rc0we8sx6, 3izcnjpqeumq1mjfy1osc3qhh, b6e5e8znxa7u9qhtxtwflxgwl, 13e3434z48bduvnvyly0zg5w5, 2eg5q67ivbjr99ltdrvez9zbo, 3myrbf50fefc98vkxh3ggw82x, 27rdlepga8wdw4xj949y5vh05, 30mwaentr99qb99ce6y9o1p0p, 5pzwqucy2dh371u2uc8iugul1, 1ql4mxhyvvp14meu36zbu0es5, bohrvdzf1oep0vhdmiz1rj2z9, 48rypey85a23z9ht4k5skw8b8, bqf3am2yut3ymts5kgvsrku7d, 56eun8e4lpn74l3fqhasn7fqi, 3d6o80x3c0kq6t2dvxzqrt8t1, 3xk25f9db4datnc3pzfb8e85x, 94161is0x6f3s9kyrm2cxjf85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464174363,2,32,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2022-09-25T12:30:44.177Z,2022-09-25T12:30:44Z,3802365369,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464174367,2,32,1,0,0,agjf3593kdfob1fl43rlt2b6c,1,0,0,2022-09-25T12:30:44.177Z,2022-09-25T12:30:46Z,3802365375,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464174387,3,1,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,50,50,2022-09-25T12:30:44.277Z,2022-09-25T12:30:49Z,3802365493,212,20.3,3802365487,56,Back,3802365491,141,67.3,3802365497,279,S,3802365489,140,34.2,3802365495,213,2.5,,,,,,,3myrbf50fefc98vkxh3ggw82x,E. Polli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464174399,4,1,1,0,5,ca8pjvyb7hgttr1dalj2nguum,1,34.2,67.3,2022-09-25T12:30:49.533Z,2022-09-25T12:30:51Z,3802365563,212,19.0,3802365557,56,Back,3802365559,140,33.7,3802365561,141,95.3,3802365565,213,1.6,,,,,,,,,,c5s6l4u9gjdv3ce5rc0we8sx6,I. Santi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464174409,5,1,1,0,7,ca8pjvyb7hgttr1dalj2nguum,1,33.7,95.3,2022-09-25T12:30:51.197Z,2022-09-25T12:30:54Z,3802365641,213,3.7,3802365637,141,83.8,3802365633,56,Back,3802365635,140,21.4,3802365639,212,15.1,,,,,,,,,,72rc6zija9e9d4ggx884dq7dh,B. Merlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464174417,6,1,1,0,9,ca8pjvyb7hgttr1dalj2nguum,1,21.4,83.8,2022-09-25T12:30:54.157Z,2022-09-25T12:30:56Z,3802365673,212,19.3,3802365669,140,13.4,3802365667,56,Back,3802365671,141,58.2,3802365675,213,4.3,,,,,,,,,,b6e5e8znxa7u9qhtxtwflxgwl,A. Kristjansdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464174421,7,1,1,0,12,ca8pjvyb7hgttr1dalj2nguum,1,13.2,58.1,2022-09-25T12:30:56.525Z,2022-09-25T12:30:59Z,3802365739,213,5.1,3802365735,141,27.7,3802365731,56,Back,3802365733,140,20.3,3802365737,212,22.0,,,,,,,,,,6clgafy8vlbq6qw2ofptwkwd1,F. Durante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464174437,8,1,1,0,15,ca8pjvyb7hgttr1dalj2nguum,1,20.3,27.7,2022-09-25T12:30:59.261Z,2022-09-25T12:31:05Z,3802365807,141,50.0,3802365811,213,2.3,3802365803,56,Back,3802365805,140,7.5,3802365809,212,20.3,,,,,,,,,,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464174447,9,1,1,0,20,ca8pjvyb7hgttr1dalj2nguum,1,7.5,47.5,2022-09-25T12:31:05.085Z,2022-09-25T12:31:07Z,3802365875,212,17.6,3802365877,213,5.5,3802365871,140,18.8,3802365869,56,Back,3802365873,141,28.3,,,,,,,,,,6clgafy8vlbq6qw2ofptwkwd1,F. Durante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464174449,10,1,1,0,22,ca8pjvyb7hgttr1dalj2nguum,0,18.8,28.3,2022-09-25T12:31:06.893Z,2022-09-25T12:31:09Z,3802365885,141,27.4,3802365881,56,Back,3802365927,286,,3802365921,236,,3802365887,212,0.7,3802365889,213,5.3,3802365923,233,3,3802365883,140,19.2,3izcnjpqeumq1mjfy1osc3qhh,S. van der Gragt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464174455,3,74,1,0,22,agjf3593kdfob1fl43rlt2b6c,1,76.3,82.7,2022-09-25T12:31:06.894Z,2022-09-25T12:34:40Z,3802365911,285,,3802365909,56,Left,3802365937,233,10,,,,,,,,,,,,,,,,cbozn7nychmtwwwkrxae2ga21,K. Gago,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464174485,6,49,1,0,26,agjf3593kdfob1fl43rlt2b6c,1,75.6,68.7,2022-09-25T12:31:10.394Z,2022-09-25T12:31:19Z,,,,,,,,,,,,,,,,,,,,,,,,,cv7zl2omdyscmzg77ac8nic45,Y. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
