id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,assist,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value
2512779629,164,1,1,14,18,acpt3r9i7hburdteruzc31u96,1,90.3,40.1,2023-02-26T13:47:17.513Z,2023-02-26T13:53:39Z,4058931795,140,80.3,4058961021,210,13,4058931801,213,3.1,4058931793,56,Center,4058931799,212,10.5,4058931797,141,40.6,,,,,,,di3hdoveoiv3nwroamxgxd3o5,C. Grimshaw,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512779635,165,13,1,14,19,acpt3r9i7hburdteruzc31u96,1,80.3,40.6,2023-02-26T13:47:17.881Z,2023-02-26T13:53:40Z,4058951155,29,,4058950541,72,,4058951153,84,,4058951173,231,49.6,4058951167,215,,4058950539,25,,4058951157,55,164,4058951163,103,11.1,a6k8vha3qcugelyjo82monahh,G. Adami,4058951161,102,,4058931823,18,4058951171,230,4058931825,56,Center,4058951169,328,,,,,,,,,,,,,,41.3,,,99.4,,,
2512779565,136,5,1,14,21,8gw3pgcd0doivaul55q8na9lg,1,-0.6,59.6,2023-02-26T13:47:19.872Z,2023-02-26T13:50:22Z,4058931465,346,,4058945997,233,166,4058931463,56,Back,,,,,,,,,,,,,,,,5snw4b4ndo6hus8hpxq9q19lh,C. Cecotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512779651,166,5,1,14,21,acpt3r9i7hburdteruzc31u96,0,100.6,40.4,2023-02-26T13:47:19.872Z,2023-02-26T13:50:22Z,4058931889,56,Center,4058946029,233,136,4058931891,346,,,,,,,,,,,,,,,,,5zfwazpzlcnm9r7621wefv8ph,L. Fusetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780011,137,1,1,14,46,8gw3pgcd0doivaul55q8na9lg,1,5,44.8,2023-02-26T13:47:45.583Z,2023-02-26T13:47:51Z,4058933879,124,,4058933899,74,,4058933893,213,6.2,4058933889,141,38.3,4058933881,56,Back,4058933891,212,38.8,4058933895,1,,4058933885,140,41.7,6a4e840hagvde76wq00oitboq,B. Beretta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780061,139,4,1,14,52,8gw3pgcd0doivaul55q8na9lg,1,45.6,35.9,2023-02-26T13:47:51.256Z,2023-02-26T13:47:55Z,4058934161,13,,4058934181,233,168,4058934165,152,,4058934167,265,,4058934169,286,,4058934163,56,Back,,,,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780013,168,4,1,14,52,acpt3r9i7hburdteruzc31u96,0,54.4,64.1,2023-02-26T13:47:51.257Z,2023-02-26T13:47:55Z,4058933909,265,,4058933903,13,,4058933905,56,Center,4058933907,152,,4058934193,233,139,4058933911,285,,,,,,,,di3hdoveoiv3nwroamxgxd3o5,C. Grimshaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780017,138,43,1,14,52,8gw3pgcd0doivaul55q8na9lg,1,0,0,2023-02-26T13:47:51.728Z,2023-02-26T13:47:56Z,4058934299,144,42,,,,,,,,,,,,,,,,,,,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780323,140,1,1,15,8,8gw3pgcd0doivaul55q8na9lg,1,45.1,33.3,2023-02-26T13:48:07.008Z,2023-02-26T13:48:11Z,4058935471,5,,4058935481,141,51.2,4058935485,213,0.4,4058935475,152,,4058935487,1,,4058935477,56,Center,4058935483,212,33.7,4058935473,155,,9nc4igej6cflyxrihy20zd045,G. Rizzon,4058935479,140,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,
2512780341,141,1,1,15,12,8gw3pgcd0doivaul55q8na9lg,0,75,51.2,2023-02-26T13:48:11.248Z,2023-02-26T13:48:12Z,4058935571,141,47.3,4058935567,56,Center,4058935565,3,,4058935573,212,8.0,4058935569,140,82.2,4058935575,213,5.9,,,,,,,d154hxm83w5x1m0ht905cgpg5,V. Kubassova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780383,169,1,1,15,13,acpt3r9i7hburdteruzc31u96,0,19.4,63.9,2023-02-26T13:48:12.225Z,2023-02-26T13:48:14Z,4058935787,213,5.9,4058935777,3,,4058935783,141,57.5,4058935779,56,Back,4058935785,212,10.5,4058935781,140,28.5,,,,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780431,142,1,1,15,15,8gw3pgcd0doivaul55q8na9lg,1,73.9,51.5,2023-02-26T13:48:14.063Z,2023-02-26T13:48:16Z,4058935973,141,44.8,4058935967,3,,4058935977,213,3.8,4058935969,56,Center,4058935971,140,68.8,4058935975,212,7.0,,,,,,,d154hxm83w5x1m0ht905cgpg5,V. Kubassova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780445,143,1,1,15,17,8gw3pgcd0doivaul55q8na9lg,0,68.8,44.8,2023-02-26T13:48:16.704Z,2023-02-26T13:48:18Z,4058936063,155,,4058936069,141,55.4,4058936065,56,Center,4058936067,140,90.8,4058936073,213,0.3,4058936071,212,24.2,,,,,,,e3mdwwn8drb7hsscyvj4u8pre,M. Pavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780461,170,52,1,15,20,acpt3r9i7hburdteruzc31u96,1,13.2,46.4,2023-02-26T13:48:19.049Z,2023-02-26T13:48:19Z,,,,,,,,,,,,,,,,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780717,171,1,1,15,31,acpt3r9i7hburdteruzc31u96,0,13.6,42.7,2023-02-26T13:48:30.129Z,2023-02-26T13:48:35Z,4058937305,140,59.9,4058937315,1,,4058937311,212,48.7,4058937301,56,Center,4058937297,199,,4058937309,141,46.3,4058937313,213,0.1,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780775,144,44,1,15,35,8gw3pgcd0doivaul55q8na9lg,1,42.2,53.8,2023-02-26T13:48:34.272Z,2023-02-26T13:48:38Z,4058937561,56,Back,4058937641,233,172,4058937563,285,,,,,,,,,,,,,,,,,dcabal76i5wlct77xl6jkyfv9,E. Lipman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780729,172,44,1,15,35,acpt3r9i7hburdteruzc31u96,0,57.8,46.2,2023-02-26T13:48:34.273Z,2023-02-26T13:48:38Z,4058937355,286,,4058937689,233,144,4058937353,56,Center,,,,,,,,,,,,,,,,162sfvdvwcsap2r0v4clllqz9,M. Piemonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780761,173,44,1,15,36,acpt3r9i7hburdteruzc31u96,1,57.8,46.3,2023-02-26T13:48:35.545Z,2023-02-26T13:48:39Z,4058937489,286,,4058937485,56,Center,4058937745,233,146,,,,,,,,,,,,,,,,162sfvdvwcsap2r0v4clllqz9,M. Piemonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780807,146,44,1,15,36,8gw3pgcd0doivaul55q8na9lg,0,42.2,53.7,2023-02-26T13:48:35.546Z,2023-02-26T13:48:39Z,4058937707,56,Back,4058937817,233,173,4058937709,285,,,,,,,,,,,,,,,,,dcabal76i5wlct77xl6jkyfv9,E. Lipman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780767,174,1,1,15,37,acpt3r9i7hburdteruzc31u96,0,59.9,46.3,2023-02-26T13:48:36.049Z,2023-02-26T13:48:36Z,4058937511,212,9.3,4058937505,56,Center,4058937507,140,68.2,4058937509,141,51.0,4058937513,213,0.4,4058937503,3,,,,,,,,162sfvdvwcsap2r0v4clllqz9,M. Piemonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780785,145,61,1,15,38,8gw3pgcd0doivaul55q8na9lg,1,44.2,53.6,2023-02-26T13:48:37.468Z,2023-02-26T13:48:37Z,4058937613,56,Back,,,,,,,,,,,,,,,,,,,,,,dcabal76i5wlct77xl6jkyfv9,E. Lipman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780861,147,49,1,15,41,8gw3pgcd0doivaul55q8na9lg,1,48.9,49.4,2023-02-26T13:48:40.048Z,2023-02-26T13:48:53Z,,,,,,,,,,,,,,,,,,,,,,,,,dcabal76i5wlct77xl6jkyfv9,E. Lipman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780881,148,1,1,15,42,8gw3pgcd0doivaul55q8na9lg,1,48.9,49.4,2023-02-26T13:48:41.254Z,2023-02-26T13:48:56Z,4058938045,212,7.3,4058938039,56,Back,4058938041,140,42.4,4058938047,213,2.8,4058938043,141,53.4,,,,,,,,,,dcabal76i5wlct77xl6jkyfv9,E. Lipman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780907,149,1,1,15,43,8gw3pgcd0doivaul55q8na9lg,0,42.4,53.4,2023-02-26T13:48:42.071Z,2023-02-26T13:48:50Z,4058938151,213,5.9,4058938147,141,37.7,4058938145,140,67.8,4058938143,56,Center,4058938149,212,28.7,,,,,,,,,,6l457lm38yflk2l01ho3kk48a,L. Pastrenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780915,150,1,1,15,44,8gw3pgcd0doivaul55q8na9lg,0,62.9,37,2023-02-26T13:48:42.904Z,2023-02-26T13:48:46Z,4058938187,212,6.8,4058938183,140,69.1,4058938189,213,6.0,4058938185,141,34.2,4058938217,236,,4058938219,233,175,4058938181,56,Center,4058938223,286,,b80b2mxpxjcboqc81evm6oa2,C. Beccari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780879,175,74,1,15,44,acpt3r9i7hburdteruzc31u96,1,46.4,58.8,2023-02-26T13:48:42.905Z,2023-02-26T13:48:46Z,4058938239,233,150,4058938037,285,,4058938035,56,Back,,,,,,,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780981,151,1,1,15,48,8gw3pgcd0doivaul55q8na9lg,0,56.8,20.7,2023-02-26T13:48:47.471Z,2023-02-26T13:48:49Z,4058938493,212,33.5,4058938489,140,88.4,4058938497,1,,4058938487,56,Center,4058938491,141,27.6,4058938495,213,0.1,4058938485,155,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512780985,176,49,1,15,50,acpt3r9i7hburdteruzc31u96,1,12.2,72.9,2023-02-26T13:48:49.401Z,2023-02-26T13:48:49Z,,,,,,,,,,,,,,,,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781043,177,1,1,15,51,acpt3r9i7hburdteruzc31u96,0,12.2,72.4,2023-02-26T13:48:50.049Z,2023-02-26T13:48:52Z,4058938763,141,51.5,4058938769,1,,4058938757,157,,4058938767,213,5.7,4058938759,56,Back,4058938761,140,32.7,4058938765,212,25.8,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781129,152,49,1,15,59,8gw3pgcd0doivaul55q8na9lg,1,67,60.9,2023-02-26T13:48:58.335Z,2023-02-26T13:49:04Z,,,,,,,,,,,,,,,,,,,,,,,,,e3mdwwn8drb7hsscyvj4u8pre,M. Pavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781157,153,1,1,15,59,8gw3pgcd0doivaul55q8na9lg,1,67,60.9,2023-02-26T13:48:58.575Z,2023-02-26T13:49:03Z,4058939307,212,14.3,4058939303,140,69.1,4058939309,213,1.4,4058939305,141,81.7,4058939301,56,Left,,,,,,,,,,e3mdwwn8drb7hsscyvj4u8pre,M. Pavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781177,154,1,1,16,1,8gw3pgcd0doivaul55q8na9lg,0,69.1,81.7,2023-02-26T13:48:59.823Z,2023-02-26T13:49:00Z,4058939401,213,5.4,4058939383,155,,4058939399,212,35.8,4058939379,2,,4058939387,56,Center,4058939391,140,90.5,4058939403,1,,4058939395,141,40.7,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781261,178,12,1,16,3,acpt3r9i7hburdteruzc31u96,1,7.6,54.5,2023-02-26T13:49:02.105Z,2023-02-26T13:49:05Z,4058939777,56,Back,4058939785,213,0.8,4058939779,140,29.1,4058939783,212,32.2,4058939781,141,88.3,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781263,179,49,1,16,6,acpt3r9i7hburdteruzc31u96,1,32,91.7,2023-02-26T13:49:04.961Z,2023-02-26T13:49:05Z,,,,,,,,,,,,,,,,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781311,180,1,1,16,7,acpt3r9i7hburdteruzc31u96,1,33.3,90.5,2023-02-26T13:49:06.497Z,2023-02-26T13:49:08Z,4058940001,141,96.6,4058939999,140,47.1,4058940005,213,0.3,4058939997,56,Back,4058940003,212,15.1,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781361,181,1,1,16,9,acpt3r9i7hburdteruzc31u96,1,46.7,96.6,2023-02-26T13:49:08.528Z,2023-02-26T13:49:11Z,4058940171,212,20.2,4058940169,141,96.8,4058940173,213,3.1,4058940167,140,27.5,4058940165,56,Back,,,,,,,,,,3f3c49bl4331k4nrrhvq6fu8l,K. Dubcová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781385,182,1,1,16,12,acpt3r9i7hburdteruzc31u96,1,27.5,96.8,2023-02-26T13:49:11.056Z,2023-02-26T13:49:12Z,4058940311,141,74.5,4058940315,213,4.9,4058940309,140,30.9,4058940313,212,15.6,4058940307,56,Back,,,,,,,,,,8kp0hm0mftts0lx42esqbxt5h,S. Thrige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781425,183,1,1,16,13,acpt3r9i7hburdteruzc31u96,1,30.9,74.5,2023-02-26T13:49:12.673Z,2023-02-26T13:49:14Z,4058940501,140,27.7,4058940505,212,15.0,4058940503,141,96.0,4058940499,56,Back,4058940507,213,1.8,,,,,,,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781519,184,1,1,16,16,acpt3r9i7hburdteruzc31u96,1,27.7,96,2023-02-26T13:49:14.849Z,2023-02-26T13:49:22Z,4058940971,213,4.0,4058940967,141,65.4,4058940965,140,10.0,4058940969,212,27.9,4058940963,56,Back,,,,,,,,,,8kp0hm0mftts0lx42esqbxt5h,S. Thrige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781567,185,1,1,16,23,acpt3r9i7hburdteruzc31u96,0,12.1,63.9,2023-02-26T13:49:22.745Z,2023-02-26T13:49:25Z,4058941241,157,,4058941251,213,0.7,4058941245,140,41.9,4058941247,141,100.0,4058941253,1,,4058941243,56,Back,4058941249,212,40.5,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781719,155,5,1,16,26,8gw3pgcd0doivaul55q8na9lg,1,55.5,-1.8,2023-02-26T13:49:25.219Z,2023-02-26T13:50:23Z,4058942087,233,186,4058942077,347,,4058942075,56,Right,,,,,,,,,,,,,,,,3py0rmx89fgdd8e65l853yqne,M. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781569,186,5,1,16,26,acpt3r9i7hburdteruzc31u96,0,44.5,101.8,2023-02-26T13:49:25.219Z,2023-02-26T13:49:35Z,4058941265,347,,4058942113,233,155,4058941263,56,Back,,,,,,,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781731,156,1,1,16,36,8gw3pgcd0doivaul55q8na9lg,0,56.3,0,2023-02-26T13:49:35.087Z,2023-02-26T13:49:36Z,4058942119,56,Right,4058942117,107,,4058942123,140,65.2,4058942127,141,13.1,4058942135,213,0.8,4058942131,212,13.9,,,,,,,5snw4b4ndo6hus8hpxq9q19lh,C. Cecotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781813,187,61,1,16,38,acpt3r9i7hburdteruzc31u96,1,27.4,88,2023-02-26T13:49:37.605Z,2023-02-26T13:50:17Z,4058942507,56,Back,,,,,,,,,,,,,,,,,,,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781845,188,61,1,16,39,acpt3r9i7hburdteruzc31u96,1,26.2,95.3,2023-02-26T13:49:38.160Z,2023-02-26T13:50:18Z,4058942665,56,Back,,,,,,,,,,,,,,,,,,,,,,8kp0hm0mftts0lx42esqbxt5h,S. Thrige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781809,157,5,1,16,40,8gw3pgcd0doivaul55q8na9lg,1,68.2,-1.1,2023-02-26T13:49:39.070Z,2023-02-26T13:50:23Z,4058942505,347,,4058946107,233,189,4058942503,56,Right,,,,,,,,,,,,,,,,5snw4b4ndo6hus8hpxq9q19lh,C. Cecotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781865,189,5,1,16,40,acpt3r9i7hburdteruzc31u96,0,31.8,101.1,2023-02-26T13:49:39.070Z,2023-02-26T13:50:23Z,4058946149,233,157,4058942745,347,,4058942743,56,Back,,,,,,,,,,,,,,,,8kp0hm0mftts0lx42esqbxt5h,S. Thrige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781987,159,1,1,16,48,8gw3pgcd0doivaul55q8na9lg,1,67.4,0,2023-02-26T13:49:47.342Z,2023-02-26T13:49:51Z,4058943297,56,Right,4058943299,140,73.1,4058943303,212,7.5,4058943301,141,5.3,4058943295,107,,4058943305,213,0.6,,,,,,,5snw4b4ndo6hus8hpxq9q19lh,C. Cecotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512781999,160,3,1,16,52,8gw3pgcd0doivaul55q8na9lg,1,74.8,7.9,2023-02-26T13:49:51.006Z,2023-02-26T13:49:53Z,4058943353,286,,4058943573,233,190,4058943351,56,Right,,,,,,,,,,,,,,,,b80b2mxpxjcboqc81evm6oa2,C. Beccari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512782031,190,45,1,16,52,acpt3r9i7hburdteruzc31u96,0,25.2,92.1,2023-02-26T13:49:51.006Z,2023-02-26T13:49:54Z,4058943495,285,,4058943609,233,160,4058943493,56,Back,,,,,,,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512782017,161,1,1,16,52,8gw3pgcd0doivaul55q8na9lg,0,74.4,7.1,2023-02-26T13:49:51.710Z,2023-02-26T13:49:53Z,4058943423,56,Right,4058943427,140,76.1,4058943431,141,11.1,4058943433,212,3.3,4058943437,213,1.0,,,,,,,,,,b80b2mxpxjcboqc81evm6oa2,C. Beccari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512782043,191,1,1,16,54,acpt3r9i7hburdteruzc31u96,0,20.9,83.3,2023-02-26T13:49:53.744Z,2023-02-26T13:49:54Z,4058943593,141,85.0,4058943599,212,3.5,4058943589,140,24.0,4058943603,213,0.3,4058943581,56,Back,,,,,,,,,,a6k8vha3qcugelyjo82monahh,G. Adami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512782057,192,49,1,16,56,acpt3r9i7hburdteruzc31u96,1,11.9,70.2,2023-02-26T13:49:55.281Z,2023-02-26T13:49:55Z,,,,,,,,,,,,,,,,,,,,,,,,,8kp0hm0mftts0lx42esqbxt5h,S. Thrige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512782103,193,1,1,16,57,acpt3r9i7hburdteruzc31u96,1,11.9,70.2,2023-02-26T13:49:56.209Z,2023-02-26T13:49:57Z,4058943849,141,82.9,4058943855,213,0.3,4058943841,56,Back,4058943837,155,,4058943845,140,39.9,4058943853,212,30.6,,,,,,,8kp0hm0mftts0lx42esqbxt5h,S. Thrige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512782183,194,1,1,16,58,acpt3r9i7hburdteruzc31u96,1,42.9,83,2023-02-26T13:49:57.200Z,2023-02-26T13:50:02Z,4058944335,3,,4058944343,212,9.4,4058944341,141,93.8,4058944345,213,2.2,4058944339,140,37.3,4058944337,56,Back,,,,,,,162sfvdvwcsap2r0v4clllqz9,M. Piemonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512782187,195,61,1,17,3,acpt3r9i7hburdteruzc31u96,0,37.3,93.8,2023-02-26T13:50:02.360Z,2023-02-26T13:50:02Z,4058944357,56,Back,,,,,,,,,,,,,,,,,,,,,,yobsx8qzjrdt67z3vbzygd79,K. Asllani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512782267,164,1,1,17,4,8gw3pgcd0doivaul55q8na9lg,1,65.4,14,2023-02-26T13:50:02.870Z,2023-02-26T13:50:08Z,4058944789,141,28.5,4058944793,213,0.6,4058944787,140,78.1,4058944785,56,Center,4058944791,212,16.6,,,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512782203,162,49,1,17,5,8gw3pgcd0doivaul55q8na9lg,1,71.7,28.6,2023-02-26T13:50:04.431Z,2023-02-26T13:50:04Z,,,,,,,,,,,,,,,,,,,,,,,,,b80b2mxpxjcboqc81evm6oa2,C. Beccari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512782209,163,50,1,17,5,8gw3pgcd0doivaul55q8na9lg,1,75,28.3,2023-02-26T13:50:04.511Z,2023-02-26T13:50:07Z,4058944495,56,Center,4058944645,233,196,4058944499,286,,,,,,,,,,,,,,,,,b80b2mxpxjcboqc81evm6oa2,C. Beccari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512782233,196,7,1,17,5,acpt3r9i7hburdteruzc31u96,1,25,71.7,2023-02-26T13:50:04.512Z,2023-02-26T13:50:06Z,4058944623,285,,4058944621,56,Back,4058944633,233,163,,,,,,,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512782259,197,1,1,17,7,acpt3r9i7hburdteruzc31u96,1,21.8,73.3,2023-02-26T13:50:06.425Z,2023-02-26T13:50:08Z,4058944751,140,20.9,4058944749,56,Back,4058944755,212,12.6,4058944753,141,91.8,4058944757,213,1.6,,,,,,,,,,1euxm106eodeidsr5gor1kbmd,A. Nouwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512782265,198,61,1,17,9,acpt3r9i7hburdteruzc31u96,1,20.8,93.2,2023-02-26T13:50:08.336Z,2023-02-26T13:50:11Z,4058944963,238,,4058944783,56,Back,,,,,,,,,,,,,,,,,,,8kp0hm0mftts0lx42esqbxt5h,S. Thrige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512782367,165,5,1,17,10,8gw3pgcd0doivaul55q8na9lg,1,72.3,-1.6,2023-02-26T13:50:09.448Z,2023-02-26T13:50:23Z,4058945343,347,,4058945337,56,Right,4058945397,233,199,,,,,,,,,,,,,,,,3ycwiqwexrq74zjs6l2rj0dsl,M. Picchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512782271,199,5,1,17,10,acpt3r9i7hburdteruzc31u96,0,27.7,101.6,2023-02-26T13:50:09.448Z,2023-02-26T13:50:16Z,4058944819,56,Back,4058945421,233,165,4058944821,347,,,,,,,,,,,,,,,,,8kp0hm0mftts0lx42esqbxt5h,S. Thrige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512782819,166,27,1,17,40,8gw3pgcd0doivaul55q8na9lg,1,0,0,2023-02-26T13:50:39.766Z,2023-02-26T13:51:41Z,4058947823,41,Injury,4058952853,233,200,4058947825,53,9nc4igej6cflyxrihy20zd045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512783683,200,27,1,17,40,acpt3r9i7hburdteruzc31u96,1,0,0,2023-02-26T13:50:39.766Z,2023-02-26T13:51:42Z,4058952897,233,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512784539,167,28,1,19,28,8gw3pgcd0doivaul55q8na9lg,1,0,0,2023-02-26T13:52:27.128Z,2023-02-26T13:52:28Z,4058956233,233,201,4058956217,55,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512784531,201,28,1,19,28,acpt3r9i7hburdteruzc31u96,1,0,0,2023-02-26T13:52:27.128Z,2023-02-26T13:52:28Z,4058956241,233,167,4058956185,55,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512784691,168,1,1,19,42,8gw3pgcd0doivaul55q8na9lg,0,70.3,0,2023-02-26T13:52:41.325Z,2023-02-26T13:52:43Z,4058956993,107,,4058956999,141,27.4,4058956997,140,90.3,4058957003,213,0.7,4058957001,212,28.7,4058957011,238,,4058956995,56,Center,4058957043,1,,5snw4b4ndo6hus8hpxq9q19lh,C. Cecotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512784711,202,49,1,19,45,acpt3r9i7hburdteruzc31u96,1,10.4,72.6,2023-02-26T13:52:44.008Z,2023-02-26T13:52:44Z,,,,,,,,,,,,,,,,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512784941,203,1,1,19,53,acpt3r9i7hburdteruzc31u96,1,14.4,57.9,2023-02-26T13:52:52.231Z,2023-02-26T13:52:58Z,4058958117,140,23.0,4058958121,212,15.0,4058958107,56,Back,4058958119,141,75.6,4058958123,213,0.9,,,,,,,,,,6cazgi9vrmiy7pj7mspkmrnbp,L. Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
