id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2533499157,1,34,16,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2023-04-15T11:39:46.839Z,2023-04-15T12:58:02Z,4189603301,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189603295,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189603299,194,56eun8e4lpn74l3fqhasn7fqi,4189603293,130,12,4189603287,30,"bohrvdzf1oep0vhdmiz1rj2z9, 496otta0vz8p7eackdpfod68l, 56eun8e4lpn74l3fqhasn7fqi, 48rypey85a23z9ht4k5skw8b8, b6e5e8znxa7u9qhtxtwflxgwl, bqf3am2yut3ymts5kgvsrku7d, 2eg5q67ivbjr99ltdrvez9zbo, 7q0ltszzjzk7nlvvxjbagmggl, 94161is0x6f3s9kyrm2cxjf85, 30mwaentr99qb99ce6y9o1p0p, axaxgyogf8yiz24u9mafg197t, 35n3tr5z00jo52ysgjn0d7be2, 27rdlepga8wdw4xj949y5vh05, c5s6l4u9gjdv3ce5rc0we8sx6, 5pzwqucy2dh371u2uc8iugul1, 3myrbf50fefc98vkxh3ggw82x, 72rc6zija9e9d4ggx884dq7dh, 3d6o80x3c0kq6t2dvxzqrt8t1, 3fijom7mapqjul0ieluet6eol, wfje6qr76i6p8bf1n5e2zspg",4189603289,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189831615,197,8200,4189603291,59,"12, 2, 18, 14, 29, 17, 34, 25, 33, 11, 15, 1, 5, 6, 7, 9, 13, 19, 31, 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533499213,1,34,16,0,0,5snsl2d1lu2oclbriztdy61d6,1,0,0,2023-04-15T11:39:50.987Z,2023-04-15T12:33:31Z,4189829657,197,8198,4189603593,59,"12, 3, 2, 10, 23, 32, 18, 20, 9, 7, 11, 5, 6, 15, 16, 19, 26, 27, 33, 87",4189603595,130,2,4189603589,30,"ax9lyewa6alv4v3btpwlm4pn9, 1my1q5jn165pnwue7jzoip756, f98n454u9g97ngyluh0rd4ut, 31myx78t8pvy886l3g8tsmrit, 8z970w0wmh524aliuxnze5l91, 19cmbo4cc9cgh10wgotg3s0k5, 28y2auuxfuxvvbbds3bwtlskp, 978grivb05fx65k9zg3g0czxl, e0254ysu7nwqiuku9szuf9wph, 5et546tgrpw51ep3kfbzdyx1x, 47n7enqd3bfy0gawlth0a4mhh, du2oxcctxwk3tpg0imbctjcut, 7ba612p8pdv2fhz19u32js251, 4ghj3cp5v817497z1l8k1vw0l, a8jqw3uon5yv03m2nvkklnpat, 1ec205o2whcblu6h4qz4kw44p, 7p2jiejrudzlqgiq02e7n3fv8, 5x729t5j2ldmq4fmlgj1my191, a2b4op7l073rehwbpbfy0sis4, 56hfbfzl1bvpdlb8da5wc9vpx",4189829655,194,31myx78t8pvy886l3g8tsmrit,4189603591,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189603597,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189603599,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533543987,2,43,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2023-04-15T12:30:51.743Z,2023-04-15T12:31:29Z,4189833331,127,Right to Left,4189836095,144,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533544783,2,32,1,0,0,5snsl2d1lu2oclbriztdy61d6,1,0,0,2023-04-15T12:31:45.942Z,2023-04-15T12:31:46Z,4189837439,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533544803,3,32,1,0,0,ca8pjvyb7hgttr1dalj2nguum,1,0,0,2023-04-15T12:31:45.942Z,2023-04-15T12:31:46Z,4189837543,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533544833,3,1,1,0,0,5snsl2d1lu2oclbriztdy61d6,1,50.1,49.7,2023-04-15T12:31:46.042Z,2023-04-15T12:31:48Z,4189837681,213,3.3,4189837677,141,46.4,4189837679,212,15.6,4189837673,56,Back,4189837683,279,S,4189837675,140,35.4,,,,,,,e0254ysu7nwqiuku9szuf9wph,V. Giacinti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533544937,4,1,1,0,2,5snsl2d1lu2oclbriztdy61d6,1,35.4,46.4,2023-04-15T12:31:48.398Z,2023-04-15T12:31:55Z,4189838193,212,25.0,4189838187,56,Back,4189838189,140,37.4,4189838191,141,9.8,4189838195,213,4.8,,,,,,,,,,31myx78t8pvy886l3g8tsmrit,M. Giugliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533545001,5,1,1,0,9,5snsl2d1lu2oclbriztdy61d6,1,36.6,5.9,2023-04-15T12:31:55.277Z,2023-04-15T12:31:58Z,4189838445,56,Back,4189838453,141,2.9,4189838461,213,6.1,4189838449,140,46.0,4189838457,212,10.1,,,,,,,,,,1my1q5jn165pnwue7jzoip756,L. Di Guglielmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533545007,6,50,1,0,12,5snsl2d1lu2oclbriztdy61d6,1,42,2.7,2023-04-15T12:31:58.558Z,2023-04-15T12:32:01Z,4189838621,233,4,4189838489,56,Back,4189838491,286,,,,,,,,,,,,,,,,,5et546tgrpw51ep3kfbzdyx1x,Andressa Alves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533545021,4,7,1,0,12,ca8pjvyb7hgttr1dalj2nguum,1,58,97.3,2023-04-15T12:31:58.559Z,2023-04-15T12:32:00Z,4189838561,56,Left,4189838615,233,6,4189838563,285,,4189838559,167,,,,,,,,,,,,,,48rypey85a23z9ht4k5skw8b8,C. Robustellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
