id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2541483329,1,34,16,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-04-30T09:43:45.899Z,2023-04-30T10:32:42Z,4239025975,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4239025973,30,"8kttsnok9bbh7kpy3zz3j2xg5, asyzhp3qu95vmzdbau6nmoic5, 19856wqwrmzmvfw9thf0tzrv9, q6ns1fyw7w10xkkubh8etfc9, ujb2hkujcnwnyrbsgk3ilmtx, 6zcok1vbaitp91a9nrac20t05, ahgd3on22t4h7gg9ipnj1itw5, 1xscywgyfqisqexmpfvbf9g45, 6d7rip50yu2j7vyk76zokeehh, 8qgbxff7xlg0zjtyees7ljljp, 3ddsnnhxo0mem95lcph71ix1x, c9lu69xk59a75bnpzgalh1kut, 2r6hs8npijvt4wekd059t6tx, ci37qg2uu0z3nppxvn0z9034l, by2gxuixij1eciu56k8mb3cgl, 9qow77e16pvlb3860yjpydryt, a5eki9p236y4zxmp9qz202pcl, 7r2tgpdrr4v6n9d2gkzwmlazt, aripnzu9yo2wlr8ud93ufdhih, can2l9ha4ufsxdjxdkb739fkk, botfgp0oq4wqlwtcs9m90kded, 84so0uovope0pkt6cz2iisbth",4239025979,130,12,4239107155,197,568,4239025983,194,6zcok1vbaitp91a9nrac20t05,4239025977,59,"24, 36, 32, 95, 15, 33, 23, 22, 11, 90, 77, 1, 2, 5, 6, 8, 9, 10, 12, 14, 20, 21",4239025985,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4239025981,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541484343,1,34,16,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2023-04-30T09:47:36.289Z,2023-04-30T10:32:15Z,4239115579,197,11876,4239031227,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4239031217,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4239031225,194,5o80hrbyw554cetm1rbbns0k5,4239031221,130,4,4239031215,30,"8n4rruxbnzvjgdomxslnmcno5, a22hb1s02edsj7t38out5r3rp, 62uaf4amxdyz6j2fuvadp0no5, 6hlutndh6zstrpi5i0u0mxyvp, 1x10v3yh4e3f1p2ndhtxcck4p, 7nwh5uoczypmuiigzi8ylsd1, dkifo6kxxxsv1hr0rzk1q8afp, 3v6az10hxcowqkewd809cri6t, 5o80hrbyw554cetm1rbbns0k5, bj2ymzuyq3zxbfjs3xrt3ss7p, cfzvplhlvlfvau521u6b86xud, 71p9z7bqvgzb5t115fmos6fop, d7xdtkzw3h749ngi4sobn6kmh, 3l76cgequy3tjhhudqnrejglx, 9462218yklkts6mod3cbfryz9, 5e13xwlorl1gjrnjjtfnzawa1, d02p1ldr57bkxcpmq12vtvhsl, ho87m362sey4msdjp4n180oa, 6eb3jpi6t6z2ergmgzcpckdpm, bpzzhdpqxmp8bef77m7pr2r4l, 8w2rfa3vnu6t1a37510374nv9, b62gjcajugddud630e9b7ptjp, 5gond4ss348863bc1768s4q, 3a60l8v1wpr9qpapsjcu4bztg, 7y5qwgl0xu7btfd7yxgeb2gut",4239031223,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4239031219,59,"94, 77, 23, 32, 15, 13, 21, 10, 17, 7, 20, 1, 3, 4, 5, 6, 9, 11, 18, 26, 29, 31, 34, 50, 88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541501329,2,32,1,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2023-04-30T10:31:23.420Z,2023-04-30T10:31:23Z,4239113253,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541501335,2,32,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-04-30T10:31:23.420Z,2023-04-30T17:25:09Z,4239113265,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541501387,3,1,1,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,49.3,49,2023-04-30T10:31:23.428Z,2023-04-30T17:41:43Z,4239113465,140,34.5,4239113463,56,Back,4239113469,212,17.2,4239113471,213,2.7,4241034897,178,,4239113473,279,S,4239113467,141,59.9,,,,3v6az10hxcowqkewd809cri6t,Luis Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541532383,399,61,1,0,1,btcy9nra9ak4m22ovr2ia6m5v,1,31.7,53.1,2023-04-30T10:31:24.599Z,2023-04-30T17:41:48Z,4241035313,178,,4239268299,56,Back,,,,,,,,,,,,,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541501393,4,1,1,0,2,btcy9nra9ak4m22ovr2ia6m5v,0,34.5,59.9,2023-04-30T10:31:25.668Z,2023-04-30T17:41:54Z,4239113523,56,Right,4239113529,212,51.4,4239113527,141,6.5,4241035713,178,,4239113531,213,5.5,4239113521,155,,4239113525,140,69.2,4239113533,1,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541501395,3,1,1,0,5,3vo5mpj7catp66nrwwqiuhuup,0,29.3,94.8,2023-04-30T10:31:28.826Z,2023-04-30T17:42:24Z,4239113547,212,18.4,4241037749,388,,4239113539,3,,4239113549,213,0.1,4239113543,140,46.8,4239113545,141,96.5,4239113541,56,Back,,,,q6ns1fyw7w10xkkubh8etfc9,A. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541501425,5,1,1,0,9,btcy9nra9ak4m22ovr2ia6m5v,1,63,7.9,2023-04-30T10:31:33.082Z,2023-04-30T17:45:16Z,4239113701,56,Right,4239113705,141,16.3,4239113709,213,1.3,4239113703,140,64.7,4241038195,178,,4239113707,212,6.0,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541501441,6,1,1,0,10,btcy9nra9ak4m22ovr2ia6m5v,1,64.7,16.3,2023-04-30T10:31:33.874Z,2023-04-30T17:45:25Z,4239113817,213,3.1,4239113809,56,Back,4241049639,178,,4239113811,140,40.4,4239113815,212,25.5,4239113813,141,16.1,,,,,,,3v6az10hxcowqkewd809cri6t,Luis Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
