id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2490083599,6,1,1,0,13,7pm0maqtof5rdc3ksumasw55g,1,29.4,21.7,2022-12-10T13:31:15.160Z,2022-12-10T13:31:18Z,3939339173,213,4.2,3939339169,141,14.0,3939339167,140,26.8,3939339171,212,5.9,3939339165,56,Back,,,,,,,,,,7fu77l8o1mi2fq8iqqirsu09h,A. Benoît,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083593,6,43,1,0,16,p2dsrpus5eckpz2h16svaour,1,0,0,2022-12-10T13:31:18.445Z,2022-12-10T13:31:34Z,3939339147,56,Center,3939339751,144,45,3939339151,285,0,,,,,,,,,,,,,,,,botcpxadt5i04s4p8prbd3dyi,E. Severini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083605,7,1,1,0,17,7pm0maqtof5rdc3ksumasw55g,0,33.4,10.8,2022-12-10T13:31:18.775Z,2022-12-10T13:31:19Z,3939339199,141,30.3,3939339203,213,1.1,3939339197,140,39.1,3939339201,212,14.5,3939339195,56,Back,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083631,8,61,1,0,18,7pm0maqtof5rdc3ksumasw55g,1,41,24.2,2022-12-10T13:31:19.872Z,2022-12-10T13:32:55Z,3939339317,56,Back,,,,,,,,,,,,,,,,,,,,,,cfntkj03dvexguaq8sp37fglx,M. Cambiaghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083625,7,49,1,0,20,p2dsrpus5eckpz2h16svaour,1,60,69.7,2022-12-10T13:31:21.945Z,2022-12-10T13:31:22Z,,,,,,,,,,,,,,,,,,,,,,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083663,8,1,1,0,20,p2dsrpus5eckpz2h16svaour,1,59.8,69.4,2022-12-10T13:31:22.210Z,2022-12-10T13:31:28Z,3939339485,212,24.7,3939339479,56,Back,3939339483,141,38.6,3939339481,140,47.3,3939339487,213,4.2,,,,,,,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083673,9,1,1,0,26,p2dsrpus5eckpz2h16svaour,1,45.1,36,2022-12-10T13:31:27.899Z,2022-12-10T13:31:29Z,3939339567,141,47.9,3939339569,212,11.6,3939339563,56,Back,3939339571,213,2.4,3939339565,140,37.2,,,,,,,,,,1d0us90tod393omtmaft90b11,K. Eržen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083715,10,1,1,0,27,p2dsrpus5eckpz2h16svaour,1,37.2,46.9,2022-12-10T13:31:29.352Z,2022-12-10T13:31:34Z,3939339761,213,1.6,3939339757,141,62.1,3939339759,212,10.3,3939339755,140,36.7,3939339753,56,Back,,,,,,,,,,72a3aetghls98os7onhc60vdh,A. Tortelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083731,11,1,1,0,32,p2dsrpus5eckpz2h16svaour,1,36.7,62.1,2022-12-10T13:31:34.476Z,2022-12-10T13:31:37Z,3939339859,141,92.1,3939339857,140,45.8,3939339861,212,22.5,3939339863,213,1.1,3939339855,56,Back,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083775,12,1,1,0,36,p2dsrpus5eckpz2h16svaour,1,59.3,90.9,2022-12-10T13:31:37.604Z,2022-12-10T13:31:43Z,3939340155,213,5.0,3939340149,140,62.6,3939340147,56,Center,3939340153,212,12.9,3939340151,141,72.7,,,,,,,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083813,13,1,1,0,41,p2dsrpus5eckpz2h16svaour,1,68.3,41.8,2022-12-10T13:31:43.066Z,2022-12-10T13:31:46Z,3939340305,213,5.1,3939340295,141,19.1,3939340301,212,16.4,3939340291,140,73.7,3939340287,56,Right,,,,,,,,,,7n5xycobojwgk6bq50o4ix0wl,Z. Kaján,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083823,14,1,1,0,44,p2dsrpus5eckpz2h16svaour,1,73.5,18.9,2022-12-10T13:31:45.829Z,2022-12-10T13:31:47Z,3939340355,212,24.0,3939340347,155,,3939340349,56,Center,3939340353,141,51.5,3939340351,140,82.2,3939340357,213,1.2,,,,,,,1d0us90tod393omtmaft90b11,K. Eržen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083827,15,44,1,0,45,p2dsrpus5eckpz2h16svaour,1,81.6,47.6,2022-12-10T13:31:46.710Z,2022-12-10T13:31:59Z,3939340369,56,Center,3939340745,233,9,3939340371,286,,,,,,,,,,,,,,,,,7n5xycobojwgk6bq50o4ix0wl,Z. Kaján,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083819,9,44,1,0,45,7pm0maqtof5rdc3ksumasw55g,0,18.4,52.4,2022-12-10T13:31:46.711Z,2022-12-10T13:31:59Z,3939340749,233,15,3939340337,56,Back,3939340339,285,,,,,,,,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083831,16,1,1,0,46,p2dsrpus5eckpz2h16svaour,0,82.2,50.7,2022-12-10T13:31:47.942Z,2022-12-10T13:31:48Z,3939340395,212,4.6,3939340393,141,45.7,3939340387,3,,3939340389,56,Center,3939340391,140,85.1,3939340397,213,5.4,,,,,,,7n5xycobojwgk6bq50o4ix0wl,Z. Kaján,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083843,10,1,1,0,47,7pm0maqtof5rdc3ksumasw55g,1,15.8,59.4,2022-12-10T13:31:49.240Z,2022-12-10T13:31:50Z,3939340499,56,Back,3939340497,157,,3939340501,140,25.9,3939340509,1,,3939340507,213,0.0,3939340505,212,10.6,3939340503,141,60.1,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083845,11,49,1,0,48,7pm0maqtof5rdc3ksumasw55g,1,25.7,59.6,2022-12-10T13:31:50.327Z,2022-12-10T13:31:50Z,,,,,,,,,,,,,,,,,,,,,,,,,a5ysq9fe13ges96z29omy3gmh,B. Bardin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083885,12,1,1,0,50,7pm0maqtof5rdc3ksumasw55g,1,25.8,50.6,2022-12-10T13:31:51.815Z,2022-12-10T13:31:58Z,3939340701,141,8.0,3939340703,212,29.0,3939340699,140,27.6,3939340697,56,Back,3939340705,213,4.8,,,,,,,,,,a5ysq9fe13ges96z29omy3gmh,B. Bardin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083909,13,1,1,0,58,7pm0maqtof5rdc3ksumasw55g,1,36.3,8.9,2022-12-10T13:32:00.152Z,2022-12-10T13:32:05Z,3939340841,212,27.3,3939340839,141,31.7,3939340837,140,57.7,3939340843,213,0.6,3939340835,56,Center,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083919,14,1,1,1,3,7pm0maqtof5rdc3ksumasw55g,1,57.9,28.3,2022-12-10T13:32:05.015Z,2022-12-10T13:32:08Z,3939340903,213,5.8,3939340895,56,Right,3939340901,212,10.8,3939340899,141,20.3,3939340897,140,66.8,,,,,,,,,,78kvxlwqgxlr5tw44nnkcwslx,M. Banušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083925,15,61,1,1,4,7pm0maqtof5rdc3ksumasw55g,1,66.1,19.8,2022-12-10T13:32:05.535Z,2022-12-10T13:32:11Z,3939340911,56,Right,,,,,,,,,,,,,,,,,,,,,,cfntkj03dvexguaq8sp37fglx,M. Cambiaghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083921,17,49,1,1,7,p2dsrpus5eckpz2h16svaour,1,13.6,92,2022-12-10T13:32:08.639Z,2022-12-10T13:32:08Z,,,,,,,,,,,,,,,,,,,,,,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083929,18,1,1,1,7,p2dsrpus5eckpz2h16svaour,1,14,91.7,2022-12-10T13:32:08.921Z,2022-12-10T13:32:10Z,3939340923,141,76.1,3939340919,56,Back,3939340927,212,14.9,3939340921,140,4.1,3939340933,213,3.9,,,,,,,,,,1rsv7xi31ffxqpjeaw76t1n8p,F. Cafferata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083957,19,1,1,1,8,p2dsrpus5eckpz2h16svaour,0,4.1,76.1,2022-12-10T13:32:09.907Z,2022-12-10T13:32:13Z,3939341079,141,62.4,3939341083,213,6.1,3939341077,140,45.9,3939341085,1,,3939341073,157,,3939341075,56,Back,3939341081,212,44.9,,,,18ufr5nlyfnnzzbzmqo9ynis5,K. Schroffenegger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083967,16,1,1,1,12,7pm0maqtof5rdc3ksumasw55g,0,57,33.1,2022-12-10T13:32:14.151Z,2022-12-10T13:32:14Z,3939341123,213,2.5,3939341117,140,55.3,3939341119,141,35.1,3939341121,212,2.2,3939341115,56,Center,3939341113,3,,,,,,,,7fu77l8o1mi2fq8iqqirsu09h,A. Benoît,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083977,20,61,1,1,14,p2dsrpus5eckpz2h16svaour,1,46.6,61.2,2022-12-10T13:32:15.788Z,2022-12-10T13:32:15Z,3939341161,56,Back,,,,,,,,,,,,,,,,,,,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490083985,17,1,1,1,15,7pm0maqtof5rdc3ksumasw55g,0,42,33.7,2022-12-10T13:32:16.856Z,2022-12-10T13:32:17Z,3939341197,140,56.5,3939341203,213,5.5,3939341199,141,13.3,3939341193,3,,3939341201,212,20.6,3939341195,56,Right,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084001,18,49,1,1,18,7pm0maqtof5rdc3ksumasw55g,1,54.1,15,2022-12-10T13:32:19.815Z,2022-12-10T13:32:19Z,,,,,,,,,,,,,,,,,,,,,,,,,cfntkj03dvexguaq8sp37fglx,M. Cambiaghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084013,19,1,1,1,18,7pm0maqtof5rdc3ksumasw55g,1,54.1,15,2022-12-10T13:32:20.457Z,2022-12-10T13:32:22Z,3939341369,212,5.1,3939341367,141,8.9,3939341363,56,Right,3939341371,213,4.1,3939341365,140,51.2,,,,,,,,,,cfntkj03dvexguaq8sp37fglx,M. Cambiaghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084025,20,1,1,1,20,7pm0maqtof5rdc3ksumasw55g,1,51.2,8.9,2022-12-10T13:32:21.943Z,2022-12-10T13:32:24Z,3939341437,213,6.0,3939341431,140,59.2,3939341433,141,5.7,3939341435,212,8.7,3939341429,56,Right,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084033,21,1,1,1,23,7pm0maqtof5rdc3ksumasw55g,1,59.9,3.8,2022-12-10T13:32:24.711Z,2022-12-10T13:32:26Z,3939341463,141,5.5,3939341465,212,5.8,3939341467,213,2.9,3939341459,56,Right,3939341461,140,54.5,,,,,,,,,,y1n01stf6l2bn9nw1l1qv7kk,G. Arrigoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084051,22,1,1,1,24,7pm0maqtof5rdc3ksumasw55g,1,54.5,5.7,2022-12-10T13:32:25.943Z,2022-12-10T13:32:28Z,3939341549,213,1.6,3939341547,212,8.6,3939341541,56,Right,3939341543,140,54.2,3939341545,141,18.3,,,,,,,,,,7hjudlzsedzdtoh1mujgqj3yt,E. Santoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084071,23,1,1,1,28,7pm0maqtof5rdc3ksumasw55g,1,54.3,17.2,2022-12-10T13:32:29.928Z,2022-12-10T13:32:32Z,3939341691,212,13.0,3939341685,56,Back,3939341687,140,42.2,3939341689,141,13.5,3939341693,213,3.3,,,,,,,,,,7fu77l8o1mi2fq8iqqirsu09h,A. Benoît,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084113,24,1,1,1,30,7pm0maqtof5rdc3ksumasw55g,1,42.6,26.8,2022-12-10T13:32:31.911Z,2022-12-10T13:32:38Z,3939341937,140,35.2,3939341941,212,14.6,3939341939,141,45.0,3939341943,213,2.1,3939341935,56,Back,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084123,25,1,1,1,37,7pm0maqtof5rdc3ksumasw55g,1,35,68,2022-12-10T13:32:38.503Z,2022-12-10T13:32:40Z,3939341991,212,15.5,3939341985,56,Back,3939341989,141,87.2,3939341987,140,42.9,3939341993,213,1.0,,,,,,,,,,8gef0np3atw3ihedrd6b16g9h,D. Cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084127,26,1,1,1,38,7pm0maqtof5rdc3ksumasw55g,0,50.1,84.8,2022-12-10T13:32:40.248Z,2022-12-10T13:32:40Z,3939341999,56,Left,3939342001,140,54.1,3939342007,213,6.2,3939342005,212,4.2,3939342003,141,84.0,,,,,,,,,,egz2k5rilem5eycz1blntm3v8,A. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084155,21,49,1,1,43,p2dsrpus5eckpz2h16svaour,1,46.8,9.7,2022-12-10T13:32:44.523Z,2022-12-10T13:32:44Z,,,,,,,,,,,,,,,,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084169,22,1,1,1,43,p2dsrpus5eckpz2h16svaour,1,47.9,11.3,2022-12-10T13:32:44.859Z,2022-12-10T13:32:46Z,3939342153,140,55.3,3939342155,141,8.5,3939342157,212,8.0,3939342159,213,6.0,3939342151,56,Right,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084191,23,1,1,1,44,p2dsrpus5eckpz2h16svaour,1,55.3,8.5,2022-12-10T13:32:46.187Z,2022-12-10T13:32:50Z,3939342291,141,55.8,3939342297,1,,3939342295,213,2.1,3939342293,212,37.6,3939342287,56,Back,3939342289,140,36.8,,,,,,,2va4upf5w45brysw8q9w22gkq,M. Longo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084217,24,1,1,1,49,p2dsrpus5eckpz2h16svaour,1,46.2,54.3,2022-12-10T13:32:50.811Z,2022-12-10T13:32:55Z,3939342397,56,Center,3939342399,140,55.9,3939342403,212,21.5,3939342405,213,5.2,3939342401,141,26.5,,,,,,,,,,dwmb9deiywwddo0bbnrgw2x91,L. Agard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084227,25,1,1,1,54,p2dsrpus5eckpz2h16svaour,1,56.2,26.1,2022-12-10T13:32:55.499Z,2022-12-10T13:32:57Z,3939342465,212,14.1,3939342463,141,8.0,3939342461,140,62.8,3939342467,213,5.2,3939342459,56,Right,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084241,26,1,1,1,56,p2dsrpus5eckpz2h16svaour,0,62.8,8,2022-12-10T13:32:57.675Z,2022-12-10T13:33:03Z,3939342533,212,28.2,3939342527,56,Center,3939342535,213,0.4,3939342529,140,87.6,3939342531,141,23.9,,,,,,,,,,79abiotlhtb5edjedx8oqjysp,A. Jóhannsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084239,27,8,1,2,2,7pm0maqtof5rdc3ksumasw55g,1,8.1,77.5,2022-12-10T13:33:03.767Z,2022-12-10T13:33:03Z,3939342525,56,Back,,,,,,,,,,,,,,,,,,,,,,egz2k5rilem5eycz1blntm3v8,A. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084309,27,6,1,2,3,p2dsrpus5eckpz2h16svaour,1,89.8,23.2,2022-12-10T13:33:05.080Z,2022-12-10T13:45:25Z,3939342939,75,,3939342937,56,Center,3939342949,233,28,,,,,,,,,,,,,,,,79abiotlhtb5edjedx8oqjysp,A. Jóhannsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084265,28,6,1,2,3,7pm0maqtof5rdc3ksumasw55g,0,10.2,76.8,2022-12-10T13:33:05.080Z,2022-12-10T13:33:13Z,3939342675,73,,3939342961,233,27,3939342673,56,Back,,,,,,,,,,,,,,,,egz2k5rilem5eycz1blntm3v8,A. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084439,28,1,1,2,34,p2dsrpus5eckpz2h16svaour,0,99.5,0.5,2022-12-10T13:33:36.139Z,2022-12-10T13:33:47Z,3939343655,141,50.4,3939343647,155,,3939343649,223,,3939343653,140,100.0,3939343651,56,Center,3939343661,1,,3939343645,6,,3939343643,2,,7n5xycobojwgk6bq50o4ix0wl,Z. Kaján,3939343657,212,34.0,3939343659,213,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
2490084441,29,5,1,2,37,p2dsrpus5eckpz2h16svaour,0,101,49.6,2022-12-10T13:33:39.046Z,2022-12-10T13:36:13Z,3939343667,346,,3939343665,56,Center,3939343691,233,29,,,,,,,,,,,,,,,,4zr1u1gdqagr6e53pnyruywut,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084433,29,5,1,2,37,7pm0maqtof5rdc3ksumasw55g,1,-1,50.4,2022-12-10T13:33:39.046Z,2022-12-10T13:33:40Z,3939343673,233,29,3939343621,346,,3939343619,56,Back,,,,,,,,,,,,,,,,6aybaux5k8c5xtzswmbljv1m1,M. Martinovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084571,30,1,1,2,55,7pm0maqtof5rdc3ksumasw55g,1,5.4,49.7,2022-12-10T13:33:56.999Z,2022-12-10T13:33:58Z,3939344321,124,,3939344329,212,7.9,3939344335,237,,3939344327,141,38.5,3939344325,140,7.5,3939344323,56,Back,3939344331,213,5.0,,,,7o6r8tzrtw3820q5g8slo51w5,A. Capelletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490084619,31,1,1,2,56,7pm0maqtof5rdc3ksumasw55g,1,7.5,38.9,2022-12-10T13:33:58.342Z,2022-12-10T13:34:03Z,3939344537,212,22.0,3939344539,213,5.0,3939344531,56,Back,3939344533,140,12.7,3939344535,141,7.5,,,,,,,,,,51kuc7ba0zrbs82iok6sia76d,N. Heroum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
